item_key,citation,evidence_type,problem_statement,magnitude_evidence,risk_types,insufficiency_evidence,solution_mechanisms,mechanism_keywords,oversight_locus,human_role,key_constructs,governance_refs,scope_fit,notes,_truncated
LCPH3THV,He 2026,secondary-review | conceptual-position | framework-model,The proliferation of LLMs in software development produces a massive volume of software artifacts that cannot be comprehensively and scalably evaluated: human evaluation is costly and fatigue-prone while traditional automated metrics fail to capture nuanced quality; the paper surveys the LLM-as-a-Judge paradigm as an automated evaluation/oversight surrogate.,"A survey of SE researchers revealed that 84% agree that human evaluation is problematic, primarily due to time constraints, the need for specialized practical knowledge, and the high cost involved [8]",quality | correctness-misjudgment | security | vulnerability | maintainability | readability | cognitive-bias | adversarial-manipulation | backdoor | hallucination | calibration-inconsistency | position-bias | verbosity-bias | self-bias,Findeis et al. [20] ... demonstrate that augmenting the LLM judge with a code execution tool increased its agreement with ground truth from below 42% to approximately 72% (i.e. unaided LLM judge agreement was below 42%); also 'even powerful models like GPT-4-turbo frequently misjudge code correctness' [Crupi et al. 11],"LLM-as-a-Judge automated evaluation | structured prompting with rubrics | decomposition and multi-step reasoning (MCTS-Judge, HuCoSC) | agentic judges with external tools (Agent-as-a-Judge, CodeVisionary) | multi-evaluator ensembles/negotiation (SWE-Judge, AIME) | knowledge distillation to compact judges (CODE-DITING) | fine-tuning on human judgments (FLAMe) | verification and reranking of candidate solutions | iterative refinement via judge feedback | confidence-based human-in-the-loop escalation | adversarial testing and fortification of judges | distribution-aware evaluation protocol | multi-modal (MLLM) cross-modal assessment | persona-based multi-perspective evaluation",llm-as-judge | structured-prompting | chain-of-thought | decomposition | agentic | tool-augmented | ensemble | decorrelation | knowledge-distillation | fine-tuning | reranking | verification | iterative-refinement | hitl | escalation | confidence-calibration | adversarial-testing | backdoor-defense | multi-modal | persona | distribution-aware-metrics | reference-free,generation-time | code-review | pre-commit | CI,escalation-target,LLM-as-a-Judge (LLM-J) | point-wise / pair-wise / list-wise evaluation | Rating Indeterminacy | Evaluator Uncertainty | Evaluator Preferences | Agent-as-a-Judge | Recursive Semantic Comprehension | solution fixation | Auxiliary Information Induced Biases | Calibrated Expert Judgment | Cross-Modal Holistic Assessment | distribution-aware evaluation protocol,ISO 29148 | ISO/IEC 25010,both,Forward-looking SE 2030 systematic review of 42 primary studies plus vision/roadmap; the paper's own oversight subject is evaluation of LLM-generated artifacts rather than a single deployed mechanism.,0
LGZXFLSJ,Hein 2025,empirical | case-study | framework-model,"The paper investigates how three software organizations causally explain the risks of using generative AI in development, surfacing a self-reinforcing loop in which mistrust drives validation yet organizations can never be sure AI-generated code has been sufficiently validated.",,mistrust | insecure-code | quality | maintainability | hallucination | insufficient-validation | data-management/privacy | legal/copyright | job-displacement | cost | domain-inappropriateness | reputational | regulatory-sanctions | lack-of-control | lack-of-transparency,"""software organizations can never be certain whether AI-generated code is sufficiently validated"" — Mistrust of AI, Insufficient validation of AI output, and Insufficient/insecure AI output form a perpetual circular reasoning loop",human validation of AI output before integration | testing tools / static analysis flagging AI-introduced issues | internal (on-premise) hosting of generative AI | internal usage policies for generative AI | developer training/upskilling on AI tools | causal mapping as a risk decision-aid for prioritization and communication,hitl | code-review | static-analysis | testing-gate | policy | on-premise-hosting | training | causal-mapping | risk-management | continuous-reassessment,generation-time | pre-commit | code-review | CI,in-the-loop,root risks | chaining risks | tail-end risks | isolated risks | circular reasoning loop of risks | causal mapping of generative AI risks,,both,Unreviewed preprint; causal maps (Figures 1-4) are images and their content is only partially recoverable from the surrounding text.,0
M74M3RFJ,Momcilovic 2024,conceptual-position | framework-model,"LLMs used for code and natural-language tasks are vulnerable to adversarial attacks that bypass guardrails and produce harmful or vulnerable code, and developers lack a structured way to reason about and demonstrate compliant adversarial robustness under regulations like the EU AI Act.","At least 20 identifiable duties concern the (cyber)security, safety and robustness of AI systems under the EU AI Act (ref [16]); Article 15 Paragraph 5 explicitly demands protection from adversarial attacks",security | adversarial-attacks | jailbreaking | vulnerable-code | hallucination | toxic-content | legal-compliance | systemic-risk | information-hazard | code-injection,"""the success rate of simple variations of known attack patterns shows that relying purely on LLMs is not enough to claim robustness""; also ""we posit that successful attacks will occur"" and guardrail coverage ""is not easily known beforehand""",assurance cases (Goal Structuring Notation) | layered guardrail framework (five layers) | meta-layer for dynamic risk management and reasoning/reporting | input/output detection filters | perplexity filters | paraphrasing filters | LLM-as-a-Judge classifiers | adversarial training / RLHF / unlearning | human-in-the-loop output review | sandbox verification and confidence signals for users | software tests for code coverage | defeasible/updateable assurance claims | factsheets and incident reporting,assurance-case | guardrail | layered-defense | meta-layer | llm-as-judge | hitl | perplexity-filter | adversarial-training | rlhf | policy-as-code | anomaly-detection | provenance | observability | sandbox | defeasible-reasoning | goal-structuring-notation | swiss-cheese-model,generation-time | pre-processing-input | runtime | code-review | post-deployment | downstream-consumption | continuous-monitoring,in-the-loop,assurance case for compliant adversarial robustness | meta-layer (reasoning and reporting) | five-layer guardrail framework | Swiss cheese diagram of LLM layers | de facto incident vs. serious incident | defeaters (technical/legal) | compliant adversarial robustness,EU AI Act | AMLAS | Goal Structuring Notation (GSN) Community Standard,both,,0
MFSZPSPU,Shi 2025,empirical | framework-model | system-tool | case-study,"Reliable offline evaluation of AI/APR-generated patch validity is hard: execution-based tests (pass@k) do not capture true validity, and manual expert assessment is costly and inconsistent, making it hard to oversee AI-generated patches at scale.","At k=20, 96% of patches passed reproduction tests while only 80% were judged valid (16-point gap); out of 504 patches that passed reproduction tests, 219 (43.5%) were deemed invalid by the LLM judge",quality | test-overfitting | root-cause-masking | incomplete-fix | regression | security | specification-violation | hallucination | evaluation-unreliability,"Independent human raters showed low inter-rater agreement (Fleiss's kappa 0.31) using self-authored rubrics; on SWE-Bench, prior work found many test-passing patches were functionally incorrect (e.g., Recoder only 54.3% of plausible patches correct); LLM judge precision only 0.65 on full benchmark (false positives)",LLM-generated per-bug rubric | human review/refinement of rubric into golden rubric | LLM-as-a-judge patch validity labeling | rubric template with root cause + requirements + examples | two-stage generate-then-judge framework | use judge as automated screener to filter invalid patches | self-improvement cycle flagging low-confidence cases for human feedback,llm-as-judge | rubric-guided-evaluation | hitl | human-refinement | spec-driven | calibration | screening-filter | confidence-routing | escalation | template-standardization,post-generation | offline-evaluation | pre-deployment | code-review,in-the-loop,golden rubric | human-in-the-loop rubric-guided patch evaluation | evaluation gap (F2P vs valid) | valid@k | (pass & LLM-valid)@k,,both,,0
N7E3MR2V,P. R. P 2025,system-tool | conceptual-position | framework-model,"SDLC processes still depend on manual oversight, causing delays, misaligned requirements, and rework; the paper addresses how to embed governance and human approval into an agentic AI system that automates the software development lifecycle while managing risks like hallucination and miscalibration.",,hallucination | misclassification | estimator-miscalibration | biased-decision-making | prompt-injection | accountability | transparency | quality | rework,"""most of these automation efforts are narrow in scope... rather than coordinating the entire workflow. The burden of decision-making, planning, and cross-tool synchronization still rests on human project managers and engineering leads.""","governance guardrails for human approval | human approval at critical decision points | decision logs and audit trails | observability/telemetry | safeguards against hallucination and misclassification | CI quality gates (coverage, SAST/DAST) | flaky-test quarantine | preview environments for client validation | hybrid parametric+ML estimation with uncertainty intervals | staged/progressive deployment rollouts | delay-diagnostic classifier | specialized multi-agent orchestration",guardrail | hitl | human-approval | observability | audit-trail | decision-log | quality-gate | security-gate | sast-dast | preview-environment | staged-rollout | calibration | uncertainty-quantification | multi-agent | orchestration | spec-driven | escalation,generation-time | pre-commit | CI | pre-publish | code-review | post-deployment | runtime,in-command,SDLC AutoPilot AI | scope churn | governance guardrails | hybrid human-AI collaboration | agentic automation,SWEBOK,solution,"Proposed/aspirational system; evaluation results are from a proposed framework with synthetic case studies and self-reported gains, not independently validated.",0
NGIH5T4C,Batte 2025,conceptual-position | secondary-review,"The document addresses how AI can enhance code review of increasingly complex software while managing the risks AI-assisted/AI-generated code introduces, arguing traditional manual review is time-consuming and inconsistent yet human oversight remains necessary.",,over-reliance | algorithmic-bias | contextual-misjudgment | false-positives | security | quality | loss-of-critical-thinking | ethical,"""traditional manual code review methods are time-consuming and prone to inconsistency""; AI tools ""may generate technically correct recommendations that fail to consider the broader application or project context"" and ""false positives can disrupt workflow and erode trust""",AI automated error/vulnerability detection | AI style/standard enforcement | real-time code-review feedback | AI in CI/CD quality gates | AI as collaborative partner augmenting human review | human oversight of AI suggestions,ai-code-review | quality-gate | hitl | real-time-feedback | vulnerability-detection | standard-enforcement | human-oversight | collaborative-ai,code-review | CI | generation-time | pre-commit,in-the-loop,,,both,"Short position/synthesis paper (essay-style, University of the Cumberlands); light on empirical detail and heavily self-cites (Batte 2024).",0
P837LJWE,Bhatnagar 2026,case-study | empirical | framework-model,"How to safely govern and oversee LLM-generated code during a high-stakes, PCI-compliant migration of an 85,000-line legacy C# payment monolith to a cloud-native architecture, so AI-driven refactoring does not introduce security or compliance failures.","migration of ~85,000 lines of legacy ASP.NET/C# code (incl. ~15,000 lines of distributed session-management logic) of a mission-critical, high-volume payment portal",security | PCI-compliance | hardcoded-secrets | environment-leakage | least-privilege/IAM | architecturally-flawed-code | hallucination | technical-debt | maintainability | architectural-drift,"the ""Stochastic Parrots"" risk remains: the propensity for AI to generate syntactically plausible but architecturally flawed code; also AI proposed overly permissive IAM roles requiring human ""Strategic Rollbacks""",four-pillar Human-in-the-Loop framework | five-stage constraint-based collaborative workflow | Strategic Rollbacks of non-compliant AI proposals | frozen model version (Claude 4 Sonnet) at temperature 0 | Chain-of-Thought prompting for deconstruction | standardized Prompt Signatures / constraint templates | LLM as first-pass security auditor | Four-Eyes mandatory human review gates | dual-layer SAST (Fortify) + container (Prisma) scanning | mandatory human approval gates in GitLab CI/CD | Compliance-Aware Prompting (future work),hitl | constraint-based-prompting | strategic-rollback | human-approval-gate | four-eyes | review-gate | frozen-model | temperature-zero | chain-of-thought | prompt-signature | security-gate | sast | container-scanning | least-privilege | escalation | spec-driven | guardrail,generation-time | code-review | pre-commit | CI | pre-deployment,in-the-loop,Thinking Partner | Four-Pillar HITL Framework | Environment Leakage | Strategic Rollbacks | Constraint-Based Prompting | Prompt Signatures | LLM-Assisted Software Engineering (LASE) | Abstraction Gap | Compliance-Aware Prompting | Lifecycle Compression | High-Fidelity Validation,PCI-DSS | HIPAA | Principle of Least Privilege,both,,0
PD297DUM,Kudriavtseva 2025,empirical,"The document investigates how developers perceive the security of AI-generated code from GenAI tools like Copilot and ChatGPT, since these tools may reproduce vulnerable code learned from open-source training data.","studies have shown that Copilot generates insecure code about 40% of the time [31], and only 5 out of 21 programs produced by ChatGPT were initially secure [20]; the 2024 OSSRA report revealed 84% of analyzed codebases contain at least one vulnerability, with 74% having high-risk vulnerabilities",security | overreliance-on-AI | quality | maintainability | privacy | ethical | supply-chain | hallucination | lack-of-transparency | auditability | bias,participants who had access to an AI assistant tended to write less secure code compared to those without [32]; only about a quarter of developers expressed confidence in AI-generated code; 43% expressed a lack of confidence in the security of AI-generated code,thorough human review before integration | code scanning tools for vulnerability detection | avoid submitting sensitive data to GAI tools | increased documentation of generated code | more cautious deployment to production | choosing reputable/security-focused GAI vendors | testing generated code,code-review | hitl | vulnerability-scanning | sast | data-minimization | documentation | human-oversight | vendor-selection | testing,code-review | pre-commit | pre-publish | generation-time,in-the-loop,overreliance on AI without human oversight | Dunning-Kruger effect in secure coding self-assessment | proficiency disconnect with/without AI,GDPR,both,,0
PDYJGF2R,Dora 2026,empirical | benchmark | case-study,"LLM-generated web application code (authentication, session management, input validation, HTTP security headers) is frequently insecure, and this paper evaluates the security compliance of code produced by multiple LLMs to expose oversight gaps before deployment.","Fu et al. found GitHub Copilot introduced security vulnerabilities in 32.8% of Python code and 24.5% of JavaScript code; the CVE Program documented over 34,000 vulnerabilities in 2024; 92% of US developers use generative models (Shani et al.)",security | authentication-weakness | session-management | SQL-injection | XSS | CSRF | missing-security-headers | information-disclosure | clickjacking | MITM,"""none fully align with industry best practices""; all five models scored 0/12 on HTTP Security Headers; OWASP ZAP flagged the HttpOnly attribute as missing despite it being implemented, and ""ZAP has not covered all the security requirements""; developers using AI assistants produced more insecure code yet had greater confidence in it (Perry et al.)",security compliance checklist for LLM-generated web apps | six-domain security evaluation parameters | Likelihood x Impact risk assessment model | automated scanning via OWASP ZAP | comparative multi-model security benchmarking | prompt improvement with explicit security requirements | human security expert review and testing | robust security assessment framework,checklist | security-gate | benchmark | risk-scoring | automated-scanning | sast | hitl | prompt-engineering | compliance-evaluation,generation-time | pre-deployment | security-testing | code-review,in-the-loop,security compliance checklist for LLM-generated web applications | six security evaluation domains | Impact Measurement scale (Severe/Major/Significant/Minor/Insignificant),NIST cybersecurity guidelines | OWASP,both,"Minor PDF-extraction ligature garbling (e.g., 'ﬁ', 'ﬂ'), but content is intact and on-topic.",0
PPMTM4DG,X. Yu 2024,empirical | controlled-experiment,"The paper examines whether ChatGPT can reliably self-verify the correctness, security, and repair-success of code it generates, since multi-agent setups let it act as both developer and tester without anyone assessing whether its self-verification actually validates the code.","ChatGPT generates correct code with an average success rate of 57%, code completions without vulnerabilities at 73%, and successful repairs at 70%; among valid completions, 13 (27%) are actually vulnerable, aligning with Pearce et al. and Khoury et al. that ChatGPT has a high likelihood of generating vulnerable code",hallucination | self-contradiction | security | vulnerability | code-quality | incorrect-verification | false-positives | over-trust-in-AI,"With the direct question prompt ChatGPT erroneously believes it accomplished tasks with average error rates of 39% (generation), 25% (completion), 28% (repair); even the guiding question leaves 67% average missing report rate for incorrect code and 59% for failed repairs; test-report explanations are on average 75% inaccurate for incorrectly generated code and failed repairs",ChatGPT self-verification of its own code | direct-question verification prompt | guiding-question (negative assertion) prompt | test-report generation prompt | human developer review of outputs | prompt engineering to improve self-verification | collecting self-contradiction instances for fine-tuning | GitHub CodeQL + manual developer inspection for ground truth,self-verification | llm-as-judge | prompt-engineering | guiding-question | test-report | adversarial-prompting | hitl | human-review | static-analysis | multi-agent | self-consistency | fine-tuning,generation-time | post-generation-verification | code-review | pre-commit,in-the-loop,self-contradictory hallucination | self-verification capability | direct question prompt | guiding question prompt | test report prompt | negative vs positive guiding question,MITRE CWE Top 25,both,,0
QI8246A3,Li 2025,empirical | dataset | case-study,"Autonomous coding agents now submit AI-generated pull requests at massive scale, but human-centric code review has not scaled to match, creating a growing imbalance between agentic PR submission rates and review capacity that threatens quality assurance and accountability.","456,535 Agentic-PRs by five agents across 61,453 repositories and 47,303 developers; OpenAI Codex alone created over 400,000 PRs in under two months; one developer submitted 164 Codex-assisted PRs in 3 days vs. 176 human PRs over 3.5 years",quality | maintainability | trust | review-bottleneck | accountability | provenance/attribution | provider-bias | security | long-term-code-quality,Agentic-PRs are reviewed/closed much faster (Codex accepted PRs in 0.3h vs human 3.9h) yet 'this rapid pace may suggest superficial review rather than genuine confidence... it remains uncertain whether these Agentic-PRs undergo meaningful scrutiny or are merely triaged'; 58.2% of Agentic-PRs receive no explicit review; provider-aligned review bots may 'overlook stylistic issues or latent errors',"dynamic review triage by risk/complexity | route low-risk PRs to bots, escalate high-impact to senior reviewers | reviewer recommender systems tuned for workload | hybrid human-bot co-review / first-pass screening | standardized authorship attribution labeling | agents provide structured rationales/test plans | orchestration frameworks preserving human oversight | governance models for agent autonomy and accountability | dynamic benchmarking / living leaderboards | cross-provider review bots for diverse evaluation | rule-based static analysis for security review",risk-routing | triage | escalation | hitl | reviewer-recommender | hybrid-review | provenance | attribution | orchestration | governance | accountability | llm-as-reviewer | dynamic-benchmark | static-analysis | observability,code-review | pre-commit | CI | pre-publish,on-the-loop,SE 3.0 (Agentic Software Engineering) | SE 1.5 (Predictive Coding) | AI Teammates | Autonomous Coding Agents | AIDev dataset | Agentic-PRs | software repositories as training environments | living leaderboards | provider-aligned PR-review loops,,both,,0
QTJPLBYR,Bilal Naqvi 2026,controlled-experiment | empirical,"The paper addresses how well LLM-generated code satisfies both security and inclusivity (neurodiversity) requirements, and whether human versus LLM reviewers differ in catching security vulnerabilities and inclusivity gaps in that code.","""the recent literature suggests that over 75% of LLM-generated applications contain security vulnerabilities [17]""",security | vulnerable-APIs | social-bias | accessibility | inclusivity | quality | ethical | consistency | regulatory-compliance | cognitive-overload,"LLM evaluators consistently assigned higher security scores than humans (H2b not supported); ""human experts demonstrated greater sensitivity in identifying security vulnerabilities and inclusivity challenges, highlighting limitations in automated LLM assessments""; LLMs are not inclusive by default and complied with insecure console.log logging when prompted","specification-detail escalation (no/moderate/detailed inclusivity specs) | modular LLM code-generation pipeline (Tasker, Coder, Completeness Validator, Quality Evaluator) | functional-completeness feedback loop | dual human+LLM code evaluation | five-LLM evaluator panel against shared rubric | explicit anti-requirements / must-not statements in prompts | OWASP-based security rubric scoring | cognitive-dimension inclusivity rubric",spec-driven | hitl | llm-as-judge | ensemble | hybrid-evaluation | rubric-scoring | feedback-loop | anti-requirements | human-in-the-loop | security-evaluation | prompt-engineering,generation-time | code-review | post-generation-evaluation,in-the-loop,"inclusivity (IEEE/IStd 25010:2023) | neurodiversity/neurodivergent cognitive dimensions | hybrid evaluation strategy | specification granularity | anti-requirements | cognitive dimensions (Attention, Memory, Comprehension, Decision-Making, Learning)",ISO/IEC 25010:2023 | OWASP Top 10 (2025) | ACM SIGSOFT guidelines,both,"SSRN preprint, not peer reviewed; text has garbled OCR fragments (e.g., 'reveals the of specifications'); rubric appendix uses OWASP 2021 labels while body cites 2025.",0
QUXRX9ZL,N. Yanev 2025,conceptual-position | framework-model,"Vibe coding—generating code via conversational prompts to LLMs—accelerates development but introduces frequent unstable code changes, reduced readability, verification gaps, and a lack of accountability/traceability; the paper addresses how to add lightweight human oversight to keep AI-assisted programming reliable and auditable.",,quality | maintainability | readability | verification-gap | traceability | accountability | technical-debt | over-reliance | governance | ambiguous-authorship,"Agentic systems 'require well-formed test suites to verify correctness' and 'risk human detachment'; self-refinement 'AI self-criticism can be shallow, repeating the same mistakes'; 'verification is fragile when test suites are weak' (UTBoost/SWE-Gym); Copilot studies 'reveal trade-offs: increased code churn, lower readability, and a need for vigilant oversight'","Prompt-Refactor-Verify micro-cycle | prompt naming/tagging conventions (init-, refactor-, verify-, polish-, doc-) | human-guided refactor step | verification before trust (manual, linting, or lightweight testing) | prompt logs and tagged commits as metadata layer | human as ultimate arbiter of quality",hitl | prompt-convention | verification-before-trust | traceability | provenance | refactor-loop | human-oversight | lightweight-testing | accountability | spec-driven | reflective-practice,generation-time | code-review | pre-commit | CI,in-the-loop,Prompt–Refactor–Verify (PRV) cycle | vibe coding | prompt chaos | maintainability debt | verification gaps | verification before trust | micro-methodology,EU AI Act,both,,0
QWHE9EXH,Shinde 2026,system-tool | empirical | benchmark | dataset,"Direct execution of LLM-generated code in production/agentic systems is unsafe—it can be unstable, erroneous, or contain vulnerabilities and malicious attacks—yet human code reviews and traditional secure testing tools are impractical or untrustworthy in headless, low-latency workflows.",Meta's CodeShield reported a True Block Rate of 0.68 and True Allow Rate of 0.93 on InjectedHumanEval; dataset comprises 164 safe and 470 unsafe samples across a subset of CWE vulnerabilities,security | malicious-code | hallucination | resource-exhaustion | code-injection | data-poisoning | supply-chain | deserialization | infinite-loop | unsafe-reflection | vulnerabilities,human code reviews and traditional secure testing tools are impractical or untrustworthy; CodeShield reported a TBR of 0.68 (missing ~32% of malicious samples) and offers limited security coverage and lacks configurable controls,transpiler-based secure code execution | AST validation against safe grammar subset | configurable risk-tolerance policies | safe code generation with injected controls | tool-call proxy isolation | timeouts and retry with exponential backoff | runtime feedback loop to code-gen LLM | LLM security-critic feedback for repair | audit logging for governance,guardrail | security-gate | policy-as-code | ast-validation | safe-grammar-subset | sandbox-alternative | risk-configuration | tool-call-proxy | timeout | retry | feedback-loop | llm-as-judge | self-repair | observability | provenance | defense-in-depth,generation-time | pre-execution | runtime,none,STELP (Secure Transpiler and Executor of LLM-Generated Programs) | safe grammar configuration | InjectedHumanEval | True Block Rate (TBR) | True Allow Rate (TAR) | security critic feedback LLM,CWE (MITRE) | OWASP Top 10,both,"Some figures/tables (AST diagrams, code snippets) rendered as garbled OCR but core text is intact; human oversight is explicitly framed as impractical, so STELP is a fully automated mechanism (human_role none).",0
R2QMVNXI,Chang 2025,secondary-review | empirical,"As LLM-based vibe/agentic coding rapidly generates large volumes of code, the development bottleneck shifts to reviewing, validating, and securing AI-generated code, raising concerns about quality, maintainability, and security that human oversight must catch.",'25% of teams had as much as 95% of their codebase generated via LLM-enhanced coding tools' (Y Combinator cohorts); 'Microsoft CEO Satya Nadella revealed that 20% to 30% of the company's repository code was written by AI',security | quality | maintainability | technical-debt | legal-IP | ethical | hallucination | data-privacy | skill-erosion | accountability | bypassing-safety-pipelines,"'only a small proportion (i.e., around 35%) of AI-generated backend code is both secure and correct'; 'even ""security-focused prompts"" fail to eliminate vulnerabilities'; Replit AI deleted a live production database despite explicit instructions not to touch anything","code review as new primary skill | enterprise-grade security and governance agent | automated security checks/audits before deployment | verify after every small change (incremental) | human orchestration of AI agents | context engineering / strong contextual foundation | specification-driven development | automated testing, security scanning, CI/CD review apps",code-review | security-gate | governance | hitl | human-orchestration | security-scanning | incremental-verification | context-engineering | spec-driven | ci-cd-review | hiring-for-review,code-review | generation-time | pre-deployment | CI | testing,on-the-loop,vibe coding | agentic coding | AI-assisted coding | material disengagement | iterative goal-satisfaction cycle | spectrum of AI-based coding | paradox of skill development | cognitive alignment | conductor metaphor | context engineering,,both,Multivocal/grey-literature review of 57 YouTube videos; oversight framed largely through an industrial-practice and computing-education lens rather than a formal governance framework.,0
R4WJZBSF,L. Vanam 2025,framework-model | system-tool,"AI-assisted (GPT/Codex) code generation in banking software introduces ethical and regulatory risks — IP infringement, bias, opacity, and over-reliance on automation — that lack measurable, real-time oversight aligned with AML/KYC/ECOA rules.",Automation Dependency Score of 60% and Composite Ethical Risk Score of 22.60% (computed on synthetic data),intellectual-property/plagiarism | bias | explainability/opacity | automation-overreliance | regulatory-compliance | legal | security | fraud,Academic approaches to ethical risk quantification remain largely qualitative or generic; existing quantitative models are too general or not aligned with banking rules,four risk metrics PRS/BPI/EG/ADS | MCDA composite Ethical Risk Score | CodeBERT/BERT semantic similarity scoring | Apache Superset real-time dashboards | CI/CD-integrated risk monitoring | human expert (compliance officer) rating of explainability | governance & feedback layer triggering retraining on threshold breach,risk-scoring | composite-metric | mcda | observability | dashboard | ci-cd-gate | llm-embeddings | plagiarism-detection | bias-detection | explainability-scoring | hitl | calibration | policy-alignment | retraining-trigger,generation-time | CI | code-review | runtime,in-the-loop,Plagiarism Risk Score (PRS) | Bias Propagation Index (BPI) | Explainability Gap (EG) | Automation Dependency Score (ADS) | Composite Ethical Risk Score (ERS) | Ethical and Regulatory Risk Taxonomy,IEEE 7000 | AML | KYC | ECOA | fair lending laws | EU AI Act,both,Findings based on synthetic data only (authors note limitation); OCR text is garbled in places and EG formula is duplicated from BPI.,0
R9CDT9KB,A. Mahmud 2025,system-tool | empirical | benchmark,"Automated security testing in CI/CD pipelines produces excessive false positives and treats all LLM predictions as equally reliable, eroding developer trust; the paper addresses how to route AI-generated vulnerability assessments between automated gates and human review based on model confidence.","Developers face floods of security alerts with weak precision; teams mute scans, defer reviews, and adopt a 'fix later' mentality; industrial reports document these frictions extensively [1],[2]",security | vulnerability | false-positives | alert-fatigue | over-reliance | miscalibration | overconfidence | quality,"Bandit and Semgrep report detection rates of 62.7% and 47.6%, missing 37.3% (Bandit) and 52.4% (Semgrep) of validation vulnerabilities; and LLMs treated as single-shot classifiers report high confidence on incorrect results causing developers to over-rely on wrong predictions",three-stage confidence-propagating pipeline | multi-LLM ensemble with confidence-weighted voting | cross-stage confidence propagation / trust score | confidence-based routing between automated gates and human review | CI/CD action mapping (block/require-review/warn/approve) | inter-model agreement quantification | calibration measurement (ECE),ensemble | llm-as-judge | calibration | uncertainty-quantification | confidence-propagation | risk-routing | escalation | hitl | security-gate | confidence-weighted-voting | decorrelation | staged-decomposition | trust-score,CI | pre-deployment | code-review | generation-time,on-the-loop,trust-calibrated multi-stage pipeline | confidence propagation | trust score (τ) | confidence-aware routing | trust as a trajectory,CWE | CVE | NVD,both,,0
RG4A4D6K,N. Watson 2025,conceptual-position | secondary-review,"As GenAI tools generate an estimated 20-30% of enterprise code, organizations lack transparency about which code is AI-generated, creating challenges for quality assurance, security, IP management, and regulatory compliance oversight.",GenAI tools now generate 'an estimated 20-30% of code in many enterprise codebases'; 'Almost all developers (95%) report the use of generative AI in their workflow [24]',quality | security | maintainability | legal | intellectual-property | licensing | regulatory-compliance | model-collapse | bias/discrimination | supply-chain | reward-hacking | value-misalignment | agentic-safety | skill-erosion | technical-debt,"'without proper transparency measures, development teams spend an average of 30% more time on debugging and maintenance of AI-generated code components'; deep learning detection models 'achieve accuracy rates of 85-95%... though performance varies based on code complexity and the specific AI models involved'","AI-generated code provenance tracking | deep learning detection models | code chunking for detection | hybrid model-rule detection systems | pure vs. blended AI code classification | metadata tracking (timestamps, source models) | IDE plugins auto-tagging AI code | version control metadata tracking (Git) | Software Composition Analysis adapted for AI code | governance framework/policy development | tiered organizational transparency strategy | education and training",provenance | detection-model | labeling | metadata-tracking | sca | sbom-analog | code-chunking | hybrid-model-rule | classification | ide-tagging | vcs-metadata | policy | governance | observability | auditability | diversity-preservation,generation-time | pre-commit | code-review | CI | post-deployment | acquisition-due-diligence,on-the-loop,GenAI Code Transparency | Pure vs. Blended AI Code | blending calculator | outside-in detection approach | model collapse | transparency imperative,EU AI Act | GDPR,both,,0
RPHK78A9,Kim 2025,conceptual-position | framework-model | case-study,"How developers can responsibly oversee and stay accountable for AI-generated ('vibe coded') code as agentic tools produce thousands of lines per day, so that speed does not sacrifice quality, security, or maintainability.","Garry Tan (Y Combinator CEO): 'For 25% of the Winter 2025 batch, 95% of lines of code are LLM generated'; also Zuckerberg expects AI to write 50% of Meta's code by 2026 and Gene wrote 4,176 lines of Clojure in four days",security | quality | maintainability | specification-gaming | hallucination | code-deletion | ignoring-instructions | unreadable-untestable-code | misalignment | autonomous-agent-runaway,"Karpathy: 'I ""Accept All"" always, I don't read the diffs anymore... asking for random changes until [bugs] go away'; Humphreys: 'No, you won't be vibe coding your way to production'; Jessie Young: 'No vibe coding while I'm on call!' re: debugging in production at 2 a.m.",head-chef accountability model | disciplined engineering ('vibe coding for grown-ups') | human tasting/QC before code ships | ruthless validation loops | comprehensive test coverage | security reviews and blast-radius management | fast/frequent feedback loops | modularity | explicit coding standards / house rules | regenerate code instead of patching | prevent-detect-correct developer loops | use AI to document and build tests over legacy code before changing,hitl | human-accountability | code-review | test-coverage | security-gate | feedback-loop | modularity | standards | validation | regeneration | guardrail | blast-radius | spec-driven,generation-time | code-review | pre-commit | pre-publish | CI | post-deployment,in-command,"vibe coding | FAAFO (fast, ambitious, autonomous, fun, optionality) | head chef / kitchen brigade metaphor | vibe coding for grown-ups | independence of action | inner/middle/outer developer loops | prevent-detect-correct loops",,both,"Long book excerpt, partly truncated ('...TRUNCATED FOR LENGTH...'); trade-book/practitioner conceptual work rather than empirical study, though it cites case studies (Adidas, Booking.com) and third-party stats.",1
