item_key,cocite,decision,confidence,rationale,title
WSJGB5NT,1,discard,medium,"Characterizes the experience of LLM-assisted programming as a new paradigm without proposing a governance, risk, or oversight mechanism",What is it like to program with artificial intelligence?
XKNHFING,1,discard,medium,Descriptive survey/interview study classifying AI's potential and risks across the SDLC without a measurable governance or oversight mechanism,Applications of AI in classical software engineering
7BMFG5IK,1,keep,medium,"Self-critique method for scaling human oversight of hard-to-evaluate model outputs is a canonical scalable-oversight mechanism transferable to code review, though the task studied is summarization rather than code",Self-critiquing models for assisting human evaluators
MWTV5QJK,1,keep,high,"Empirically measures how often LLMs warn about insecure code in their responses, giving a concrete detection-rate metric for AI-assisted coding risk",Do LLMs consider security? an empirical study on responses to programming questions
SHIEBURC,1,discard,high,Studies human factors in reviewer participation for ordinary human-authored code with no AI-generation or oversight angle,The impact of human factors on the participation decision of reviewers in modern code review
PQ8QA8U6,1,discard,medium,"Automates reviewer selection at scale with load balancing, a pure process-throughput improvement with no AI-generated-code or oversight angle",WhoDo: automating reviewer suggestions at scale
JJ9T8KI7,1,discard,high,Multi-objective search for workload-balanced reviewer recommendation is a pure process improvement unrelated to AI-generated code oversight,Workload-aware reviewer recommendation using a multi-objective search-based approach
VEKXPDI4,1,discard,medium,Balanced-scorecard metrics measure human code-review effectiveness at an organization but do not address AI-generated code or oversight scaling,Using a balanced scorecard to identify opportunities to improve code review effectiveness: an industrial experience report
K85HD8IF,1,discard,high,Empirical analysis of factors affecting pull-request latency has no AI-generation or oversight dimension,Pull request latency explained: an empirical overview
A884PH2S,1,discard,medium,AUGER is a tool-capability paper generating review comments via a pretrained model but frames no organizational governance or AI-code-oversight mechanism,AUGER: automatically generating review comments with pre-training models
NS5S5G7K,1,discard,medium,Classifies usefulness of ordinary code review comments using ML/LLM features but does not address oversight of AI-generated code,Hold on! is my feedback useful? evaluating the usefulness of code review comments
N2KXCCUB,1,discard,high,Change-impact-analysis tool for pull requests improves review insight but has no AI-generation or governance angle,Enhanced code reviews using pull request based change impact analysis
AFMAMSW4,1,maybe,medium,Vulnerability-detection benchmarking methodology could inform AI-code risk tooling but the paper does not address AI-generated code or organizational governance directly,Uncovering the limits of machine learning for automatic vulnerability detection
WTZE6EMB,1,keep,medium,Foundational trust-in-automation model directly transfers to developer trust calibration for AI-generated code oversight,Trust in automation
UPVFC3N9,1,keep,medium,Signal detection model of automated-monitor/human-monitor systems generalizes to human oversight of automated code alerts despite non-software domain,Systems with human monitors: a signal detection analysis
BBRAXQHC,1,keep,medium,Parasuraman stages/levels-of-automation meta-analysis is a canonical transferable framework for allocating oversight between human reviewers and AI code generation,Stages and levels of automation: an integrated meta-analysis
3PS4RJGR,1,discard,medium,Generic heuristic for splitting composite commits to ease review has no AI-generation volume or oversight angle,Partitioning composite code changes to facilitate code review
3Z4RNA4V,1,keep,high,Empirical reliability/explainability study of code-generation LLMs directly informs risk assessment of AI-generated code output,On the reliability and explainability of automated code generation approaches
DIE6CCI5,1,keep,medium,Compliance/reliance and false-alarm-vs-miss findings transfer directly to how reviewers should weight AI code-review tool alerts,On the independence of compliance and reliance: are automation false alarms worse than misses?
8R84ITRF,1,keep,high,Proposes an operational CMM-style maturity framework for organizations assessing and improving LLM-based development usage,Navigating software development in the ChatGPT and GitHub copilot era
G7CNTJ32,1,discard,medium,General XAI evaluation metrics paper with no software or code-specific application discussed,Metrics for explainable AI: challenges and prospects
89JB6NW4,1,keep,medium,Automation-miss and complacency findings generalize to reviewer complacency toward AI code-quality aids despite process-control study domain,Misuse of diagnostic aids in process control: the effects of automation misses on complacency and automation bias
J7VQWEH5,1,keep,medium,Benchmark for LLM-judge reliability is a transferable scalable-oversight mechanism relevant to using LLM judges to triage AI-generated code,JudgeBench: a benchmark for evaluating LLM-based judges
US8P9HN6,1,keep,high,"Empirically quantifies code review quality against reviewer workload and experience using bug-inducing change detection, directly operationalizable for review governance",Investigating code review quality: do people and participation matter?
VAKN97GC,1,discard,medium,"Framework targets non-professional programmer UX for code explanation, not organizational oversight or governance of AI-generated code at scale",IntelliExplain: enhancing conversational code generation for non-professional programmers
HFI62IIX,1,maybe,medium,"Triage impact study addresses throughput and filtering mechanisms relevant to scaling review, but lacks an AI-code volume angle to confirm transferability",Impact of triage: a study of mozilla and gnome
XIQPDGJ5,1,maybe,low,"Legacy intelligent code-inspection tool augmenting manual review is structurally analogous to human oversight of automated aids, but predates AI code generation and transferability is unclear",ICICLE: intelligent code inspection in a C language environment
7F2UH9XA,1,keep,medium,"Automation bias chapter surveys factors (trust, reliability, transparency) directly transferable to human oversight of AI coding decision aids",Humans and automated decision aids: a match made in heaven?
HIRBHS87,1,keep,medium,Meta-analysis on degree-of-automation performance tradeoffs is a canonical transferable human-oversight framework for allocating AI code-generation autonomy,Human performance consequences of stages and levels of automation
UKZ4EVUQ,1,keep,high,"Introduces a benchmark and metrics quantifying social bias risk in LLM code generation, directly operationalizable for org risk assessment",FairCoder: evaluating social bias of LLMs in code generation
MBZVFUUC,1,keep,high,Benchmark quantifying human-in-the-loop value across intervention levels in agentic coding directly measures oversight-scaling tradeoffs,CentaurEval: benchmarking human-in-the-loop value in agentic coding
KINFW8AS,1,keep,medium,Accountability-pressure mechanism reducing automation bias and increasing verification is a transferable governance lever for AI code review,"Automation bias, accountability, and verification behaviors"
BUT3UWJG,1,discard,medium,"Research methodology for classifying review comment usefulness in existing MCR data, with no AI-code volume or generation angle",Assessing MCR discussion usefulness using semantic similarity
B644HQFS,1,keep,high,Qualitative study operationalizes reviewer burden and mitigation strategies for AI-generated code review fatigue directly relevant to org oversight,"""An endless stream of AI slop"": how developers discuss the burden of AI-assisted software development"
G7P6ZUM8,1,keep,medium,"Proposes reproducible hybrid metric correlating with human-judged value of AI-generated code, giving orgs an evaluation mechanism beyond pass/fail correctness",Aligning offline metrics and human judgments of value of AI-pair programmers
4DM29UWA,1,maybe,medium,"Establishes the automation bias construct explicitly named as transferable to code-review oversight, but the aviation cockpit domain requires translation argument",Automation bias: decision making and performance in high-tech cockpits.
E5JSFQS4,1,discard,medium,Meta-analysis of clinical vs statistical prediction accuracy in health/behavior judgment has no automation-oversight framing or software connection,Clinical versus mechanical prediction: a meta-analysis.
I9CBMHGA,1,maybe,medium,"Trust/self-confidence-in-automation model is conceptually relevant to trust calibration for AI code oversight but tested only in industrial fault-management, non-software domain","Adaptive automation, trust, and self-confidence in fault management of time-critical tasks."
GPAGR8AF,1,maybe,medium,"Levels-of-automation/adaptive-automation framework parallels Parasuraman LOA cited as transferable, but study is a physical dynamic-control task requiring domain translation","The effects of level of automation and adaptive automation on human performance, situation awareness and workload in a dynamic control task"
4PXH5FKB,1,keep,high,"Explicitly maps EU trustworthy-AI requirements onto established software engineering testing practices, giving orgs an operational assessment framework",Opening the software engineering toolbox for the assessment of trustworthy AI
6PDIFF2U,1,discard,medium,Static-analysis-vs-reviewer-comment overlap study is a pure code review efficiency improvement with no AI-generated-code volume or oversight angle,Evaluating how static analysis tools can reduce code review effort
EN5DT6ZJ,1,discard,high,"Survey concludes evaluation of LLM code generation is understudied without proposing any new metric, framework, or mechanism",A review on code generation with LLMs: application and evaluation
6NR73DTR,1,discard,high,Interview study of UX designers' perceptions of generative AI has no code or software engineering oversight angle,User experience design professionals? Perceptions of generative artificial intelligence
2XV8ZVM8,1,discard,high,"Multi-agent LLM team coordination study has no code governance, risk, or human oversight mechanism",Multi-agent teams hold experts back
CJI4JMKK,1,discard,medium,Broad descriptive survey of LLM agents across SE tasks lacks a specific operationalizable governance or oversight mechanism,"From LLMs to LLM-based agents for software engineering: a survey of current, challenges and future"
UG5D8G6U,1,discard,high,"Generic promotional review of AI benefits across the SDLC with no measurement, framework, or governance mechanism",AI-driven innovations in software engineering: a review of current practices and future directions
D3ZU22JC,2,discard,medium,Descriptive survey cataloging code generation agent architectures and benchmarks without a governance or oversight contribution,A survey on code generation with LLM-based agents
F7RV34Q2,2,discard,medium,LLM-based reviewer-recommendation tool improves assignment accuracy but has no AI-generated-code volume or oversight framing,Unity Is Strength: Collaborative LLM-Based Agents for Code Reviewer Recommendation
HX82PMB7,1,discard,high,Purely definitional description of vibe coding with speculative implications and no actionable finding,Vibe Coding
TGXC3NVN,3,discard,high,General NLG hallucination survey spans summarization/dialogue/translation with no code or software engineering connection,Survey of Hallucination in Natural Language Generation
ZT7AM3S2,1,discard,medium,API misuse detection technique quantifies defects with reproducible methodology but has no LLM/AI-code-generation connection,Active learning of discriminative subgraph patterns for API misuse detection
AJU2TJLS,1,discard,high,Sketch-to-code visual assistant study evaluates developer tool usability and code quality without any governance or oversight angle,An exploratory study of ML sketches and visual code assistants
V6A242XV,1,discard,high,"General-purpose prompt engineering and LLM evaluation toolkit with no code governance, oversight, or risk angle",ChainForge: a visual toolkit for prompt engineering and LLM hypothesis testing
9Z7AEMPK,1,discard,high,"Program repair agent capability paper benchmarked on Defects4J with no human oversight, review, or governance mechanism","RepairAgent: an autonomous, LLM-based agent for program repair"
B4NA66A4,1,discard,medium,"Multi-agent transactional planning architecture for general planning domains, not code generation oversight, with no structural parallel to code review","SagaLLM: context management, validation, and transaction guarantees for multi-agent LLM planning"
X48WHCT3,1,discard,medium,"AI decompiler for blockchain smart contract reverse-engineering to ease auditing, but addresses non-open-source bytecode transparency rather than AI-generated code risk or oversight",SuiGPT MAD: move AI decompiler to improve transparency and auditability on non-open-source blockchain smart contract
RXNR8N95,1,keep,medium,"Benchmark quantifying AI coding agents' end-to-end acceptance rate and failure modes (system design, optimization) with reproducible methodology usable for org risk assessment",ProjDevBench: benchmarking AI coding agents on end-to-end project development
UD5ENVQN,1,discard,high,"No-code agentic workflow builder focused on cost reduction and accessibility, with no oversight, review, or governance mechanism","Don't vibe code, do skele-code: interactive No-code notebooks for subject matter experts to build lower-cost agentic workflows"
HGZRASDJ,2,discard,high,"Technical comparison of agentic vs. simplified pipelines for automated issue resolution benchmarked on SWE-bench, no human oversight or governance angle",Demystifying LLM-based software engineering agents
Z76WEF74,1,keep,high,"Empirical AI-driven cybersecurity framework with maturity model and best practices integrated into the SDLC, directly operationalizable for organizational risk governance",AI-driven cybersecurity framework for software development based on the ANN-ISM paradigm
PJRJZVRI,1,discard,high,"Descriptive survey taxonomizing LLM agentic SE benchmarks and solution paradigms with no oversight, review, or governance mechanism offered",A comprehensive survey on benchmarks and solutions in software engineering of LLM-empowered agentic system
