item_key,bin,centrality,reason_code,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,retrieval_route,is_primary,dup_group,rationale,abstract
D62FTR38,context,50,,"Stuck on suggestions: automation bias, the anchoring effect, and the factors that shape them in computational pathology",Rosbach; Ammeling; Ganz et al.,2026,preprint,arxiv,yes,10.59275/j.melba.2026-87b1,2603.11821,have-pdf (skip),yes,,Strong empirical study of automation/anchoring bias and over-reliance on AI advice; non-code domain but automation-bias evidence transfers to AI-code overtrust.,"Artificial intelligence (AI)-driven decision support systems can improve diagnostic accuracy and efficiency in computational pathology. However, collaboration between human experts and AI may introduce cognitive biases such as automation and anchoring bias, where users adopt system predictions blindly or are disproportionately influenced by AI advice, even when inaccurate. These effects may be amplified under time pressure, common in routine pathology, or shaped by individual user characteristics. We conducted an online experiment in which pathology experts (n = 28) estimated tumor cell percentages: once independently and once with AI support. A subset of estimations in each condition was performed under time strain. Overall, AI assistance improved diagnostic performance but introduced a 7% automation bias rate, defined as accepted negative consultations where previously correct independent judgments were overturned by incorrect AI advice. While time pressure did not increase the frequency of automation bias, it appeared to intensify its severity, reflected in stronger performance declines associated with increased AI reliance under cognitive load. A linear mixed-effects model (LMM) simulating weighted averaging showed a statistically significant positive coefficient for AI advice, indicating moderate anchoring on system output. This effect increased under time pressure, suggesting anchoring bias becomes more pronounced when cognitive resources are limited. A second LMM assessing automation reliance, a proxy for automation and anchoring bias, showed that professional experience and self-efficacy were associated with lower dependence on AI, whereas higher confidence during AI-assisted decisions was tied to increased AI reliance. These findings highlight the dual nature of AI integration in clinical workflows: improving performance while introducing risks of bias-driven diagnostic errors."
NK5VHI9V,context,50,,Human factors in AI-driven cybersecurity: cognitive biases and trust issues,Hagen; Øverlier; Helkala,2025,journalArticle,scopus,yes,10.1145/3759260,,have-pdf (skip),yes,,"Empirical study of automation bias, trust, and preference for hybrid human-AI over full automation in security ops — DevSecOps-adjacent, transferable oversight evidence.","The integration of AI in cybersecurity promises enhanced threat detection and response capabilities, yet its adoption is hindered by human factors, particularly cognitive biases and trust issues. This study investigates how cognitive biases, such as automation bias (47%) and confirmation bias (37%), influence security analysts’ trust in AI-driven tools, drawing on Kahneman’s dual-process theory. Through qualitative interviews with 19 cybersecurity professionals and a comparative analysis of AI solutions from Microsoft, CrowdStrike, Darktrace, and IBM, we identify key barriers to adoption, including explainability gaps and high false positive rates. Findings reveal that 65% of analysts express skepticism toward AI alerts, favoring hybrid human–AI models (79%) over full automation. We propose strategies like Explainable AI (XAI), bias-awareness training, and adaptive trust calibration to mitigate biases and foster trust. These insights highlight the need for user-centric AI designs that balance technical performance with human cognitive realities in cybersecurity operations. © 2025 Copyright held by the owner/author(s)."
MZZTVXIF,context,50,,Exploring collaborative decision-making: a quasi-experimental study of human and generative AI interaction,Hao; Demir; Eyers,2024,journalArticle,scopus,yes,10.1016/j.techsoc.2024.102662,,have-pdf (skip),yes,,"Empirical organizational study of human-GenAI decision-making with over-reliance findings and an accountability/transparency collaboration framework, transferable to orgs.","This paper explores the effects of integrating Generative Artificial Intelligence (GAI) into decision-making processes within organizations, employing a quasi-experimental pretest-posttest design. The study examines the synergistic interaction between Human Intelligence (HI) and GAI across four group decision-making scenarios within three global organizations renowned for their cutting-edge operational techniques. The research progresses through several phases: identifying research problems, collecting baseline data on decision-making, implementing AI interventions, and evaluating the outcomes post-intervention to identify shifts in performance. The results demonstrate that GAI effectively reduces human cognitive burdens and mitigates heuristic biases by offering data-driven support and predictive analytics, grounded in System 2 reasoning. This is particularly valuable in complex situations characterized by unfamiliarity and information overload, where intuitive, System 1 thinking is less effective. However, the study also uncovers challenges related to GAI integration, such as potential over-reliance on technology, intrinsic biases particularly ‘out-of-the-box’ thinking without contextual creativity. To address these issues, this paper proposes an innovative strategic framework for HI-GAI collaboration that emphasizes transparency, accountability, and inclusiveness. © 2024 The Authors"
HWBR9AAF,context,50,,Explainability does not mitigate the negative impact of incorrect AI advice in a personnel selection task,Cecil; Lermer; Hudecek et al.,2024,journalArticle,scopus,yes,10.1038/s41598-024-60220-5,,have-pdf (skip),yes,,"Rigorous multi-experiment evidence that explainability fails to reduce overreliance on incorrect AI advice, with a call for regulation — transferable overtrust finding.","Despite the rise of decision support systems enabled by artificial intelligence (AI) in personnel selection, their impact on decision-making processes is largely unknown. Consequently, we conducted five experiments (N = 1403 students and Human Resource Management (HRM) employees) investigating how people interact with AI-generated advice in a personnel selection task. In all pre-registered experiments, we presented correct and incorrect advice. In Experiments 1a and 1b, we manipulated the source of the advice (human vs. AI). In Experiments 2a, 2b, and 2c, we further manipulated the type of explainability of AI advice (2a and 2b: heatmaps and 2c: charts). We hypothesized that accurate and explainable advice improves decision-making. The independent variables were regressed on task performance, perceived advice quality and confidence ratings. The results consistently showed that incorrect advice negatively impacted performance, as people failed to dismiss it (i.e., overreliance). Additionally, we found that the effects of source and explainability of advice on the dependent variables were limited. The lack of reduction in participants’ overreliance on inaccurate advice when the systems’ predictions were made more explainable highlights the complexity of human-AI interaction and the need for regulation and quality standards in HRM. © The Author(s) 2024."
ZX8V7UJS,context,50,,AIOps for reliability: evaluating large language models for automated root cause analysis in chaos engineering,Szandała,2025,conferencePaper,scopus,no,10.1007/978-3-031-97564-6_25,,library-pull (Purdue),yes,,"Empirical LLM-vs-human root-cause-analysis study concluding human oversight remains essential in engineering ops, adjacent DevSecOps-transferable but not AI-code oversight.","As modern IT infrastructures grow in complexity, root cause analysis (RCA) is becoming increasingly crucial for Site Reliability Engineering (SRE). Traditional RCA relies heavily on human expertise, making incident resolution time-consuming and error-prone. With the rise of AIOps (Artificial Intelligence for IT Operations), Large Language Models (LLMs) have emerged as potential tools for automating incident detection and diagnosis. This study evaluates the capability of GPT-4o, Gemini-1.5, and Mistral-small in diagnosing system failures purely from observability metrics within a chaos engineering framework. We simulate eight real-world failure scenarios in a controlled e-commerce environment and assess LLMs’ performance in zero-shot and few-shot settings compared with Site Reliability Engineers. While LLMs can identify common failure patterns, their accuracy is highly dependent on prompt engineering. In zero-shot settings, models achieve moderate accuracy (44–58%), often misattributing harmless load spikes as security threats. However, few-shot prompting improves performance (60–74% accuracy), suggesting that LLMs require structured guidance for reliable RCA. Despite their potential, LLMs are not yet ready to replace human SREs, who achieved over 80% accuracy due to hallucinations, misclassification biases, and lack of explainability. The findings highlight that LLMs can be co-pilots in incident response, but human oversight remains essential.GitHub with code and dataset: https://github.com/szandala/llms-chaos-engineering © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025."
V4EEV4PB,context,50,,Prompt governance in financial AI: comparative performance of structured frameworks in insurance and investment tasks,Hirbis Girolli,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),yes,,"Comparative prompt-governance study using LLM-as-Judge for regulatory compliance, an oversight mechanism transferable from finance tasks to AI-code governance.","financial tasks: life insurance risk classification and investment portfolio allocation. / for regulatory compliance and operational risk management. / LLM evaluation, hallucination, structured prompts, insurance risk, investment allocation, prompt governance, LLM-as-Judge, financial AI, prompt engineering"
CMICJSPL,context,50,,Building feedback loops between human expertise and large language model systems in clinical research,Ricardo Pietrobon; Aline Machiavelli; Luiza Paulsen Rodrigues et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),yes,,Structured sync/async HITL review loops and rubrics for refining AI-generated outputs are strongly transferable to reviewing AI-generated code.,"This paper outlines a comprehensive framework for building structured feedback loops that enable continuous refinement of AI-generated outputs while preserving / The manuscript describes architectures for synchronous and asynchronous human-in-the-loop review, mechanisms for capturing expert input through rubrics"
XTJ7LEZ8,context,49,,Benchmarking prompt engineering techniques for secure code generation with GPT models,M. Bruni; F. Gabrielli; M. Ghafari et al.,2025,conferencePaper,ieee,no,10.1109/Forge66646.2025.00018,,library-pull (Purdue),yes,,"Prompt-engineering benchmark to reduce vulnerabilities in LLM code is a mitigation/measurement study, more input-shaping than human oversight.","Prompt engineering reduces reasoning mistakes in Large Language Models (LLMs). However, its effectiveness in mitigating vulnerabilities in LLM-generated code remains underexplored. To address this gap, we implemented a benchmark to automatically assess the impact of various prompt engineering strategies on code security. Our benchmark leverages two peer-reviewed prompt datasets and employs static scanners to evaluate code security at scale. We tested multiple prompt engineering techniques on GPT-3.5-turbo, GPT-4o, and GPT-4o-mini. Our results show that for GPT-4o and GPT-4o-mini, a security-focused prompt prefix can reduce the occurrence of security vulnerabilities by up to 56%. Additionally, all tested models demonstrated the ability to detect and repair between 41.9% and 68.7% of vulnerabilities in previously generated code when using iterative prompting techniques. Finally, we introduce a ""prompt agent"" that demonstrates how the most effective techniques can be applied in real-world development workflows."
VVSDJXJC,context,48,,A framework for the adoption and integration of generative AI in midsize organizations and enterprises (FAIGMOE),Weinberg,2025,preprint,arxiv,yes,,2510.19997,have-pdf (skip),yes,,"Conceptual GenAI org-adoption framework with risk-governance phases; transferable but generic, not code-specific oversight.","Generative Artificial Intelligence (GenAI) presents transformative opportunities for organizations, yet both midsize organizations and larger enterprises face distinctive adoption challenges. Midsize organizations encounter resource constraints and limited AI expertise, while enterprises struggle with organizational complexity and coordination challenges. Existing technology adoption frameworks, including TAM (Technology Acceptance Model), TOE (Technology Organization Environment), and DOI (Diffusion of Innovations) theory, lack the specificity required for GenAI implementation across these diverse contexts, creating a critical gap in adoption literature. This paper introduces FAIGMOE (Framework for the Adoption and Integration of Generative AI in Midsize Organizations and Enterprises), a conceptual framework addressing the unique needs of both organizational types. FAIGMOE synthesizes technology adoption theory, organizational change management, and innovation diffusion perspectives into four interconnected phases: Strategic Assessment, Planning and Use Case Development, Implementation and Integration, and Operationalization and Optimization. Each phase provides scalable guidance on readiness assessment, strategic alignment, risk governance, technical architecture, and change management adaptable to organizational scale and complexity. The framework incorporates GenAI specific considerations including prompt engineering, model orchestration, and hallucination management that distinguish it from generic technology adoption frameworks. As a perspective contribution, FAIGMOE provides the first comprehensive conceptual framework explicitly addressing GenAI adoption across midsize and enterprise organizations, offering actionable implementation protocols, assessment instruments, and governance templates requiring empirical validation through future research."
7TIXFDC9,context,48,,AutoReview: an LLM-based multi-agent system for security issue-oriented code review,Chen,2025,conferencePaper,"acm,arxiv,scopus",yes,10.1145/3696630.3728618,6630.37286,have-pdf (skip),yes,,Empirical multi-agent security code-review system automating detection/repair; transferable to review scalability but not focused on human oversight.,"Software vulnerabilities can lead to severe security issues such as data breaches, financial losses, and service disruptions, making security issue-oriented code review a crucial part of the development process. Traditional approaches struggle with analyzing complex code and providing explanations, while large language models (LLMs) show promise in code review but do not focus on security-related issues. To address these limitations, we propose AutoReview, an LLM-based multi-agent system for security code review. It integrates three agents: (1) Issue Detector identifying potential vulnerabilities using knowledge-level retrieval-augmented generation, (2) Issue Locator pinpoints the vulnerability positions through graph-based code slicing, and (3) Issue Repairer generating context-aware fixes via iterative verification. Evaluated on ReposVul with three code LLMs, AutoReview greatly demonstrates its effectiveness in security code reviews, improving F1-score for detection by 18.72%, precision for location by 27.75%, and BLEU for repair by 14.82% over baselines."
KNEMNE5W,context,48,,Social bias in LLM-generated code: benchmark and mitigation,Rabbi; Ling; Wang et al.,2026,preprint,arxiv,yes,,2605.00382,have-pdf (skip),yes,,"Proposes a plug-in monitor agent that reviews and corrects LLM-generated code, but scoped to fairness rather than general oversight scaling.","Large Language Models (LLMs) are increasingly deployed to generate code for human-centered applications where demographic fairness is critical. However, existing evaluations focus almost exclusively on functional correctness, leaving social bias in LLM-generated code largely unexamined. Extending our prior work on Solar, we conduct a comprehensive empirical study using SocialBias-Bench, a benchmark of 343 real-world coding tasks spanning seven demographic dimensions. We evaluate four prominent LLMs and find severe bias across all models, with Code Bias Scores reaching up to 60.58%. We further show that standard prompt-level interventions, such as Chain-of-Thought reasoning and fairness persona assignment, inadvertently amplify bias rather than reduce it. We then investigate whether structured multi-agent software process frameworks can improve fairness, finding that structured pipelines reduce bias when early roles correctly scope what the code should and should not consider. However, adding explicit fairness instructions to all agent roles produces worse outcomes than providing none, suggesting that diffused responsibility goes unaddressed. To address these limitations, we propose the Fairness Monitor Agent (FMA), a modular component that plugs into any existing code generation pipeline without modifying it. FMA analyzes the task description to determine which attributes should be considered or restricted, then detects and corrects violations through an iterative review process, without requiring an executable test suite. Evaluated on all 343 tasks, FMA reduces bias by 65.1% compared to a developer agent alone and improves functional correctness from 75.80% to 83.97%, outperforming all other studied approaches."
BBEZB8IP,context,48,,RepoReviewer: a local-first multi-agent architecture for repository-level code review,Zhang,2026,preprint,arxiv,yes,,2603.16107,have-pdf (skip),yes,,"Multi-agent repo-level code review system contribution with failure-mode analysis but no empirical/oversight evaluation, transferable as an oversight architecture.","Repository-level code review requires reasoning over project structure, repository context, and file-level implementation details. Existing automated review workflows often collapse these tasks into a single pass, which can reduce relevance, increase duplication, and weaken prioritization. We present RepoReviewer, a local-first multi-agent system for automated GitHub repository review with a Python CLI, FastAPI API, LangGraph orchestration layer, and Next.js user interface. RepoReviewer decomposes review into repository acquisition, context synthesis, file-level analysis, finding prioritization, and summary generation. We describe the system design, implementation tradeoffs, developer-facing interfaces, and practical failure modes. Rather than claiming benchmark superiority, we frame RepoReviewer as a technical systems contribution: a pragmatic architecture for repository-level automated review, accompanied by reusable evaluation and reporting infrastructure for future empirical study."
PZI2IMW6,context,48,,Beyond task completion: an assessment framework for evaluating agentic AI systems,Akshathala; Adnan; Ramesh et al.,2026,conferencePaper,acm,yes,10.1145/3786167.3788414,6167.37884,have-pdf (skip),yes,,"Concrete four-pillar assessment framework for agentic AI systems validated on a CloudOps case, transferable to evaluating AI-code agents' behavior.","Recent advances in agentic AI have shifted the focus from standalone Large Language Models (LLMs) to integrated systems that combine LLMs with tools, memory, and other agents to perform complex tasks. These multi-agent architectures enable coordinated reasoning, planning, and execution across diverse domains, allowing agents to collaboratively automate complex workflows. Despite these advances, evaluation and assessment of LLM agents and the multi-agent systems they constitute remain a fundamental challenge. Although various approaches have been proposed in the software engineering literature for evaluating conventional software components, existing methods for AI-based systems often overlook the non-deterministic nature of models. This non-determinism introduces behavioral uncertainty during execution, yet existing evaluations rely on binary task-completion metrics that fail to capture it. Evaluating agentic systems therefore requires examining additional dimensions, including the agent’s ability to invoke tools, ingest and retrieve memory, collaborate with other agents, and interact effectively with its environment. These challenges emerged during our ongoing industry collaboration with MontyCloud Inc., an industrial partner in the domain of Autonomous CloudOps, when we deployed an agentic system in production. These limitations surfaced during deployment, highlighting practical gaps in the current evaluation methods and the need for a systematic assessment of agent behavior beyond task outcomes. Informed by these observations and established definitions of agentic systems, we propose an end-to-end Agent Assessment Framework with four evaluation pillars encompassing LLMs, Memory, Tools, and Environment. We validate the framework on a representative Autonomous CloudOps use case, where experiments reveal behavioral deviations overlooked by conventional metrics, demonstrating its effectiveness in capturing runtime uncertainties."
QNHBEIHD,context,48,,LLMs in web development: evaluating LLM-generated PHP code unveiling vulnerabilities and limitations,Tóth; Bisztray; Erdődi,2024,conferencePaper,scopus,no,10.1007/978-3-031-68738-9_34,,library-pull (Purdue),yes,,"Large-scale measurement of vulnerabilities in LLM-generated code, evidencing the AI-code risk problem but no oversight mechanism.","This study evaluates the security of web application code generated by Large Language Models, analyzing 2,500 GPT-4 generated PHP websites. These were deployed in Docker containers and tested for vulnerabilities using a hybrid approach of Burp Suite active scanning, static analysis, and manual review. Our investigation focuses on identifying Insecure File Upload, SQL Injection, Stored XSS, and Reflected XSS in GPT-4 generated PHP code. This analysis highlights potential security risks and the implications of deploying such code in real-world scenarios. Overall, our analysis found 2,440 vulnerable parameters. According to Burp’s Scan, 11.56% of the sites can be straight out compromised. Adding static scan results, 26% had at least one vulnerability that can be exploited through web interaction. Certain coding scenarios, like file upload functionality, are insecure 78% of the time, underscoring significant risks to software safety and security. The main contribution of our research is the creation of a methodology, that allows benchmarking LLMs for deployable PHP code generation, where the investigated property is secure code generation. We have made the source codes and a detailed vulnerability record for each GPT-4 generated sample publicly available to support further research: https://github.com/Beckyntosh/ChatPHP. This study emphasizes the crucial need for thorough testing and evaluation if generative AI technologies are used in software development. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024."
9BA5E3CA,context,48,,How to build an AI governance framework with data governance,Tsai,2025,journalArticle,scopus,no,10.1007/978-3-031-85478-1_10,,library-pull (Purdue),yes,,"AI governance framework extending data governance and three-lines-of-defense, concrete but broad and not code-oversight specific.","The rapid proliferation of Generative Artificial Intelligence (GenAI) has fundamentally altered operational paradigms across various industries, enhancing efficiencies in domains such as software development, document summarization, and content creation. While AI-driven automation has been integral to manufacturing and supply chain industries for decades, the advent of large language models has catalyzed the widespread adoption of AI-driven decision-making. This accelerated integration necessitates a critical examination of governance structures to address transparency, accountability, and ethical concerns. Traditional data governance frameworks, designed to ensure data integrity, consistency, and compliance, provide a foundational model for AI governance. Given AI’s reliance on extensive datasets, expanding governance principles to encompass AI-specific challenges—such as algorithmic bias, ethical oversight, and regulatory compliance—is imperative. A structured AI governance framework should integrate established data governance capabilities, including data lineage documentation, quality monitoring, and role-based accountability structures, while addressing AI-specific risks related to bias mitigation, transparency, and ethical deployment. Furthermore, organizations must adapt risk management frameworks, particularly the “three lines of defense” model, to incorporate AI-specific oversight mechanisms. As global regulatory landscapes evolve, proactive governance strategies are essential to ensuring AI systems align with ethical standards and legal requirements. This paper argues that by extending well-established data governance principles to AI, enterprises can enhance trust, mitigate risks, and foster responsible AI adoption. The application of rigorous governance methodologies will be crucial in shaping the future trajectory of AI, ensuring its responsible deployment while safeguarding societal and organizational interests. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025."
9PSY7JAR,context,48,,Hooked on artificial agents: a systems thinking perspective,Ðula; Berberena; Keplinger et al.,2023,journalArticle,scopus,yes,10.3389/frbhe.2023.1223281,,have-pdf (skip),yes,,"Systems-thinking conceptual model of algorithm aversion/appreciation/automation bias in organizations—transferable oversight theory, no code focus.","Following recent technological developments in the artificial intelligence space, artificial agents are increasingly taking over organizational tasks typically reserved for humans. Studies have shown that humans respond differently to this, with some being appreciative of their advice (algorithm appreciation), others being averse toward them (algorithm aversion), and others still fully relinquishing control to artificial agents without adequate oversight (automation bias). Using systems thinking, we analyze the existing literature on these phenomena and develop a conceptual model that provides an underlying structural explanation for their emergence. In doing so, we create a powerful visual tool that can be used to ground discussions about the impact artificial agents have on organizations and humans within them. Copyright © 2023 Ðula, Berberena, Keplinger and Wirzberger."
FWFK2V9M,context,48,,Extending microsoft power platform with responsible AI: a model for trustworthy automation,Piridi; Koduri; Asundi,2025,conferencePaper,scopus,no,10.1109/ASIANCON66527.2025.11281047,,library-pull (Purdue),yes,,"Responsible-AI governance for low-code/no-code citizen development on Power Platform, analog to overseeing non-expert-produced automation.","Microsoft Power Platform has become a revolutionary initiative utilizing low-code/no-code (LCNC) and offering low-code access to IT experienced and less experienced institutions, enhanced application development, automation, and data-driven insight. The given paper explores two interdependent themes: (1) the role of Responsible Artificial Intelligence (AI) in Power Platform, and (2) security and governance implications of increased citizen development. Although AI-powered tools, such as Power Automate and Power BI, bring agility and improve decision-making processes in an organization, they have setbacks in the form of biasness, breach of data privacy, and the lack of clarity in how decisions are reached. Likewise the democratization of development by way of citizen users offers innovativeness at the same time evoking and posing issues in regard to shadow IT, lifecycle management and compliance. With the help of the scholarly literature, case studies of the enterprise, and architectural frameworks, the research outlines the urgent gaps of responsibility AI integration, governance, and risks mitigation methods. The paper also assesses how to implement the Responsible Design Patterns and XAI frameworks in the LCNC environment in an ethical life automation approach. These quantitative data on various aspects point at the productivity gains and failure of governance. The study is summarized with a series of practical research findings concerning integrating Responsible AI into the Power Platform workflows and institutionalizing of secure, scalable citizen development. Policymakers, enterprise architects, and business leaders can use these results when exploring the future of low-code automation based on AI-driven credibility.  © 2025 IEEE."
72YYXQXX,context,48,,Epistemic gain in M-space: a metric for AI governance in complex systems,Immediato,2026,journalArticle,"scopus,wos",no,10.1142/S1793351X26410011,,library-pull (Purdue),yes,,Proposes a governance metric linking oversight effort to scaling decisions (when to scale/pause AI) with SDLC dashboards — concrete but conjectural/theoretical and not code-specific.,"Safety-critical sectors such as power transmission and autonomous mobility are not replacing their deterministic controllers; they are adding artificial intelligence (AI) layers to existing systems to gain additional, sustainable business value. This approach increases the socio-technical complexity, creating pressure for a structured means to compare benefits, oversight effort and risk over time. In this descriptive study, we introduce Epistemic Gain G, a scalar derived from the Δ − η − ζ model that links foresight gains to human oversight and system friction. Within this framework, G > 0 is treated as a necessary condition for epistemically sustainable scaling. We then formulate a conjectured governance-level Law of Diminishing Returns that holds up to a Scaling Failure Threshold, beyond which marginal upgrades begin to destroy value. Drawing on recent empirical studies, we further sketch the Δ − η − ζ model and show how G can be displayed in software development lifecycle dashboards. This paper extends the earlier IEEE AI ×B 2025 conference paper in three main directions: (i) provide the theoretical foundation of the M-Vector and formalize it as the explicit epistemic state M(t) underpinning the Δ − η − ζ model; (ii) introducing semantic instability φ and epistemic drift ξ as properties inspired by causal representation learning, used here as an AI-safety and governance lens; and (iii) identifying canonical regions of M-space for deterministic, vital, symbolic, sub-symbolic and generative AI systems. The overarching aim is to formalize the theoretical basis of G and its time-variant machine form, enabling it to serve as a governance indicator for when to scale, optimize, or pause AI deployments. © 2026 World Scientific Publishing Company."
UU8XQFGB,context,48,,Agent trajectory explorer: visualizing and providing feedback on agent trajectories,Desmond; Lee; Ibrahim et al.,2025,conferencePaper,scopus,yes,10.1609/aaai.v39i28.35350,,have-pdf (skip),yes,,"Tool for visualizing/annotating agent trajectories to enable human feedback and oversight, an oversight mechanism but demo-level and not code-focused.","Agentic systems interleave large language model (LLM) reasoning, tool usage, and tool observations over multiple iterations to tackle complex tasks. The raw data from an agent's problem-solving process (the agents' trajectory) is not an ideal format for human analysis and oversight. There is a need for tooling that converts this primary data into an easily navigable and understandable visual format for better human feedback. To address this opportunity, we developed the Agent Trajectory Explorer, a tool designed to help AI developers and researchers visualize, annotate, and demonstrate agent behavior. Copyright © 2025, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
GPL5G889,context,48,,A model for types and levels of human interaction with automation,Parasuraman; Sheridan; Wickens,2000,journalArticle,coursework,yes,10.1109/3468.844354,,have-pdf (skip),yes,,"Canonical levels-of-automation framework, a transferable lens for calibrating human oversight though general-purpose.","We outline a model for types and levels of automation that provides a framework and an objective basis for deciding which system functions should be automated and to what extent. Appropriate selection is important because automation does not merely supplant but changes human activity and can impose new coordination demands on the human operator. We propose that automation can be applied to four broad classes of functions: 1) information acquisition; 2) information analysis; 3) decision and action selection; and 4) action implementation. Within each of these types, automation can be applied across a continuum of levels from low to high, i.e., from fully manual to fully automatic. A particular system can involve automation of all four types at different levels. The human performance consequences of particular types and levels of automation constitute primary evaluative criteria for automation design using our model. Secondary evaluative criteria include automation reliability and the costs of decision/action consequences, among others. Examples of recommended types and levels of automation are provided to illustrate the application of the model to automation design."
WANIXQUJ,context,48,,SCCA: a multi-agent code security analysis framework for AI-assisted code generation,R. Jiao; Y. Zhang; J. Li et al.,2025,conferencePaper,ieee,no,10.1109/MASS66014.2025.00089,,library-pull (Purdue),yes,,Multi-agent security analysis of AI-assisted code relates to adversarial-agent oversight but explicitly targets remediation without human intervention.,"This paper presents SCCA, a novel multi-agent security analysis framework for AI-assisted code generation environments. Our system combines three specialized agents—AST-based structural analysis, LLM-enhanced vulnerability detection, and data flow security assessment—to overcome limitations of traditional security tools. We evaluate the framework using different LLM configurations (e.g., Claude-4, GPT-4o) across diverse project types, demonstrating the impact of LLM selection on the quality of security analysis. Results show our framework with Claude-4 achieves superior performance in vulnerability detection and explanation quality, with the multi-agent approach significantly outperforming traditional methods. Furthermore, our framework produces structured reports specifically designed for automated remediation, enabling high remediation success rates without human intervention. This work provides a foundation for addressing the unique security challenges of AI-generated code in modern development environments."
CAXNTRJF,context,48,,Machine learning solutions to automated governance and code analysis to compliance,A. A. Paul; H. T.V; U. Maheswari,2025,conferencePaper,ieee,no,10.1109/ICAAIC64647.2025.11331106,,library-pull (Purdue),yes,,"AI governance/compliance code-analysis tool embedding automated auditing in the SDLC; relevant governance framing but product-descriptive, thin evidence.","The GRC Analyser is a new AI product aimed at closing the software development and the Governance, Risk, and compliance (GRC) standards (ISO 27001, GDPR and SOC 2) gap. In contemporary organizations, programmers tend to develop software without profound knowledge of these complicated regulatory and security provisions, and potentially vulnerable and compliant problems may occur. The suggested system takes advantage of the concept of the Machine Learning (ML) models trained with the use of the secure code directions and industry standards and helps to examine uploaded code modules automatically. It determines the vulnerabilities like poor data management, lack of proper input validation and lack of encryption tools, which are among the main causes of security threats. The GRC Analyser provides clear and practical advice to developers when the flaws are identified through recommendations after identifying potential risks. This does not only enhance the security of the code but also makes sure that it is matched to compliance requirements at their initial development phases. The tool will enable organizations to minimize the human error, cost of auditing, and regulatory readiness by incorporating AI-based security auditing within the software lifecycle. Finally, it is observed that the GRC Analyser encourages the creation of resilient, secure, and legal applications and empowers developers to make a proactive stance on governance and cybersecurity."
U7KVI9E2,context,48,,"Large language models and simple, stupid bugs",K. Jesse; T. Ahmed; P. T. Devanbu et al.,2023,conferencePaper,ieee,no,10.1109/MSR59073.2023.00082,,library-pull (Purdue),yes,,"Empirical finding that Copilot reproduces known bugs is direct AI-code risk evidence motivating oversight, though no oversight mechanism studied.","With the advent of powerful neural language models, AI-based systems to assist developers in coding tasks are becoming widely available; Copilot is one such system. Copilot uses Codex, a large language model (LLM), to complete code conditioned on a preceding ""prompt"". Codex, however, is trained on public GitHub repositories, viz., on code that may include bugs and vulnerabilities. Previous studies [1], [2] show Codex reproduces vulnerabilities seen in training. In this study, we examine how prone Codex is to generate an interesting bug category, single statement bugs, commonly referred to as simple, stupid bugs or SStuBs in the MSR community. We find that Codex and similar LLMs do help avoid some SStuBs, but do produce known, verbatim SStuBs as much as 2x as likely than known, verbatim correct code. We explore the consequences of the Codex generated SStuBs and propose avoidance strategies that suggest the possibility of reducing the production of known, verbatim SStubs, and increase the possibility of producing known, verbatim fixes."
UXBQBMKF,context,48,,Exploring the challenges and opportunities of AI-assisted codebase generation,P. Eibl; S. Sabouri; S. Chattopadhyay,2025,conferencePaper,ieee,no,10.1109/VL-HCC65237.2025.00034,,library-pull (Purdue),yes,,"Empirical study of AI codebase-generation assistants surfaces quality/trust shortcomings developers must catch, transferable to the AI-code oversight problem but framed as usability not governance.","Recent AI code assistants have significantly improved their ability to process more complex contexts and generate entire codebases based on a textual description, compared to the popular snippet-level generation. These codebase AI assistants (CBAs) can also extend or adapt codebases, allowing users to focus on higher-level design and deployment decisions. While prior work has extensively studied the impact of snippetlevel code generation, this new class of codebase generation models is relatively unexplored. Despite initial anecdotal reports of excitement about these agents, they remain less frequently adopted compared to snippet-level code assistants. To utilize CBAs better, we need to understand how developers interact with CBAs, and how and why CBAs falls short of developers’ needs. In this paper, we explored these gaps through a counterbalanced user study and interview with ($\mathbf{n}=16$) students and developers working on coding tasks with CBAs. We found that participants varied the information in their prompts, like problem description (48% prompts), required functionality (98% prompts), code structure (48% prompts), and their prompt writing process. Despite various strategies, the overall satisfaction score with generated codebases remained low (mean $=2.8$, median $=3$, on a scale of one to five). Participants mentioned functionality as the most common factor for dissatisfaction (77% instances), alongside poor code quality (42% instances) and communication issues (25% instances). We delve deeper into participants’ dissatisfaction to identify six underlying challenges that participants faced when using CBAs, and extracted five barriers to incorporating CBAs into their workflows. Finally, we surveyed 21 commercial CBAs to compare their capabilities with participant challenges, and present design opportunities for more efficient and useful CBAs."
