item_key,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,retrieval_route,pool,dup_group,is_primary,abstract
APAJ2WGB,Comparative analysis of the code generated by popular large language models (LLMs) for MISRA C++ compliance,M. M. Umer,2025,journalArticle,ieee,yes,10.1109/ACCESS.2025.3633086,,have-pdf (skip),phase2-keep,,yes,"Safety-critical systems are engineered systems whose failure or malfunction could result in catastrophic consequences. The software development for safety-critical systems necessitates rigorous engineering practices and adherence to certification standards like DO-178C for avionics. DO-178C is a guidance document which requires compliance to well-defined software coding standards like MISRA C++ to enforce coding guidelines that prevent the use of ambiguous, unsafe, or undefined constructs. Large Language Models (LLMs) have demonstrated significant capabilities in automatic code generation across a wide range of programming languages, including C++. Despite their impressive performance, code generated by LLMs in safety-critical domains must be carefully analyzed for conformance to MISRA C++ coding standards. In this paper, I have conducted a comparative analysis of the C++ code generated by popular LLMs including: OpenAI ChatGPT, Google Gemini, DeepSeek, Meta AI, and Microsoft Copilot for compliance with MISRA C++. The study revealed that none of the evaluated LLMs generated MISRA-compliant code despite clear prompts, with DeepSeek showing the fewest violations and Meta AI the most. While all models could correct individual violations when explicitly instructed, only ChatGPT consistently identified and resolved all targeted rule violations across complete code snippets, whereas others achieved partial success. Overall, LLMs show promise as aids for initial code generation, but they are not yet dependable for producing fully MISRA-compliant code required in safety-critical domains."
32EX53DG,CodeLMSec benchmark: systematically evaluating and finding security vulnerabilities in black-box code language models,H. Hajipour; K. Hassler; T. Holz et al.,2024,conferencePaper,ieee,no,10.1109/SaTML59370.2024.00040,,library-pull (Purdue),phase2-keep,,yes,"Large language models (LLMs) for automatic code generation have recently achieved breakthroughs in several programming tasks. Their advances in competition-level programming problems have made them an essential pillar of AI-assisted pair programming, and tools such as GitHub Copilot have emerged as part of the daily programming workflow used by millions of developers. Training data for these models is usually collected from the Internet (e.g., from open-source repositories) and is likely to contain faults and security vulnerabilities. This unsanitized training data can cause the language models to learn these vulnerabilities and propagate them during the code generation procedure. While these models have been extensively evaluated for their ability to produce functionally correct programs, there remains a lack of comprehensive investigations and benchmarks addressing the security aspects of these models.In this work, we propose a method to systematically study the security issues of code language models to assess their susceptibility to generating vulnerable code. To this end, we introduce the first approach to automatically find generated code that contains vulnerabilities in black-box code generation models. This involves proposing a novel few-shot prompting approach. We evaluate the effectiveness of our approach by examining code language models in generating high-risk security weaknesses. Furthermore, we use our method to create a collection of diverse non-secure prompts for various vulnerability scenarios. This dataset serves as a benchmark to evaluate and compare the security weaknesses of code language models."
Y4TIF9KW,"Code prism: a multi-agent, multi-LLM, semantic indexing artifact for regulatory code audits — a design science research study",A. N. A. Hadee; M. Riznee,2025,conferencePaper,ieee,no,10.1109/ICEIDT66693.2025.11473608,,library-pull (Purdue),phase2-keep,,yes,"Static code review remains essential for identifying vulnerabilities before deployment, yet existing tools frequently fall short of meeting regulatory requirements or producing auditor-ready evidence. This paper presents Code Prism, a design-science research artifact that combines multi-agent, multi-LLM orchestration with retrieval-augmented generation (RAG) and semantic indexing to deliver automated but auditable static code reviews. Developed and refined through iterative testing on a vulnerable open-source repository, the artifact was evaluated against established tools and reviewed by security auditors and UX specialists. The findings indicate that Code Prism can increase vulnerability coverage, shorten the preparation of standards-aligned reports, and provide configurable reporting flows that align with regulatory workflows. While the current evaluation is limited to a single repository and lacks benchmarking against high-end commercial suites, the results demonstrate the practical feasibility of applying agentic, multi-LLM approaches to audit-oriented static code review and point to avenues for broader validation and refinement."
U86MEP3N,Code vulnerability repair with large language model using context-aware prompt tuning,A. Khan; G. Liu; X. Gao,2025,conferencePaper,ieee,no,10.1109/SPW67851.2025.00040,,library-pull (Purdue),phase2-keep,,yes,"Large Language Models (LLMs) have shown significant challenges in detecting and repairing vulnerable code, particularly when dealing with vulnerabilities involving multiple aspects, such as variables, code flows, and code structures. In this study, we utilize GitHub Copilot as the LLM and focus on buffer overflow vulnerabilities. Our experiments reveal a notable gap in GitHub Copilot's vulnerability repair abilities, with a 76% vulnerability detection rate but only a 15% vulnerability repair rate. To address this issue, we propose a context-aware prompt tuning technique to enhance Copilot's performance in repairing buffer overflow. By injecting a sequence of domain knowledge about the vulnerability, including various security and code contexts, we demonstrate that Copilot's vulnerability repair rate increases to 63%, representing more than four times the improvement compared to repairs without domain knowledge."
DUT3K37G,CFCEval: evaluating security aspects in code generated by large language models,C. Cheng; J. Yang,2025,conferencePaper,ieee,no,10.1109/AIware69974.2025.00021,,library-pull (Purdue),phase2-keep,,yes,"Code-focused Large Language Models (LLMs), such as CodeX and Star-Coder, have demonstrated remarkable capabilities in enhancing developer productivity through context-aware code generation. However, evaluating the quality and security of LLM-generated code remains a significant challenge. Existing evaluation protocols for Code LLMs lack both methodological rigor and comprehensive scope. A key limitation is dataset bias, which arises from unintentional overlap between training and testing data. Furthermore, while CodeBLEU, a BLEU-based metric, is widely used to assess code similarity, it suffers from critical shortcomings, including imprecise tokenization, structural limitations, and low reference diversity. To address these challenges, we introduce CFCEval, a novel framework for evaluating the quality and security of code generated by LLMs. CFCEval mitigates dataset bias by creating a new benchmark, MLVBench, and incorporates ELRM, a new metric designed to assess the relevance between reference code and generated code. CFCEval evaluates generated code across four dimensions: programming quality, vulnerability-fixing capability, post-transformation fixing capability, and relevance. Our experiments show that CFCEval not only captures both quality and security aspects of generated code more effectively but also that its ELRM aligns more closely with human judgments than CodeBLEU, thus paving the way for future advancements in Code LLMs evaluation."
5ESMAQUS,Cloud-based system for source code analysis of microservices with LLM agents,O. Chaplia; H. Klym,2024,conferencePaper,ieee,no,10.1109/CSIT65290.2024.10982613,,library-pull (Purdue),phase2-keep,,yes,"This paper presents a cloud-based system for microservice code analysis that utilizes LLM agents as a foundation. The system is designed to receive the code updates, analyze the code, and provide results to the user. Users can obtain information about the microservice, code summaries, code reviews, reliability checks, and improvement recommendations. The history of changes allows for tracking the evolution of microservices and identifying the issues when they appear. The prototype of the proposed system was implemented and tested. The results show the systems’ usability and provide valuable insights. This research underscores the potential of combining LLM agents with cloud technologies, offering a scalable microservice solution that paves the way for future innovations in automated code analysis and software engineering."
2ATF53D2,Can LLMs generate higher quality code than humans? An empirical study,M. T. Jamil; S. Abid; S. Shamail,2025,conferencePaper,ieee,no,10.1109/MSR66628.2025.00081,,library-pull (Purdue),phase2-keep,,yes,"Large Language Models are being extensively used for AI-assisted programming and code generation. The challenge is to ensure that the generated code is not only functionally correct but also safe, reliable and trustworthy. In this direction, we conduct a comprehensive empirical analysis of AI-generated code to assess whether large language models (LLMs) can produce correct and higher-quality code than humans. We evaluate the code quality of 984 code samples generated by GPT-3.5-Turbo and GPT-4 using various prompt types (simple, instructional, and enhanced) against input queries from the HumanEval dataset. We also enhance the HumanEval benchmark by calculating code quality metrics for the human-written code it contains. Code quality metrics are calculated using established tools like Radon, Bandit, Pylint, and Complexipy, with human-written code serving as a baseline for comparison. To quantify performance, we employ the TOPSIS method to rank the models and human code by their proximity to ideal and anti-ideal code quality metrics. Our results demonstrate that GPT-4, when used with advanced prompts, produces code closest to the ideal solution, outperforming human-written code in several key metrics. Our work provides evidence that LLMs, when properly guided, can surpass human developers in generating high-quality code. Our code and datasets are available online."
R7H5R4ET,Building trustworthy AI solutions: a case for practical solutions for small businesses,K. Crockett; E. Colyer; L. Gerber et al.,2023,journalArticle,ieee,no,10.1109/TAI.2021.3137091,,library-pull (Purdue),phase2-keep,,yes,"Building trustworthy artificial intelligence (AI) solutions, whether in academia or industry, must take into consideration a number of dimensions including legal, social, ethical, public opinion, and environmental aspects. A plethora of guidelines, principles, and toolkits have been published globally, but have seen limited grassroots implementation, especially among small- and medium-sized enterprises (SMEs), mainly due to the lack of knowledge, skills, and resources. In this article, we report on qualitative SME consultations over two events to establish their understanding of both data and AI ethical principles and to identify the key barriers SMEs face in their adoption of ethical AI approaches. We then use independent experts to review and code 77 published toolkits designed to build and support ethical and responsible AI practices, based on 33 evaluation criteria. The toolkits were evaluated considering their scope to address the identified SME barriers to adoption, human-centric AI principles, AI life cycle stages, and key themes around responsible AI and practical usability. Toolkits were ranked on the basis of criteria coverage and expert intercoder agreement. Results show that there is not a one-size-fits-all toolkit that addresses all criteria suitable for SMEs. Our findings show few exemplars of practical application, little guidance on how to use/apply the toolkits, and very low uptake by SMEs. Our analysis provides a mechanism for SMEs to select their own toolkits based on their current capacity, resources, and ethical awareness levels – focusing initially at the conceptualization stage of the AI life cycle and then extending throughout."
9S7TPW3X,Can we trust the AI pair programmer? Copilot for API misuse detection and correction,S. Mondal; C. K. Roy; H. Wang et al.,2025,conferencePaper,ieee,no,10.1109/CASCON66301.2025.00025,,library-pull (Purdue),phase2-keep,,yes,"API misuse introduces security vulnerabilities, system failures, and increases maintenance costs, all of which remain critical challenges in software development. Existing detection approaches rely on static analysis or machine learning-based tools that operate post-development, which delays defect resolution. Delayed defect resolution can significantly increase the cost and complexity of maintenance and negatively impact software reliability and user trust. AI-powered code assistants, such as GitHub Copilot, offer the potential for real-time API misuse detection within development environments. This study evaluates GitHub Copilot's effectiveness in identifying and correcting API misuse using MUBench, which provides a curated benchmark of misuse cases. We construct 740 misuse examples, manually and via AI-assisted variants, using correct usage patterns and misuse specifications. These examples and 147 correct usage cases are analyzed using Copilot integrated in Visual Studio Code. Copilot achieved a detection accuracy of 86.2 %, precision of $\mathbf{9 1. 2 \%}$, and recall of $\mathbf{9 2. 4 \%}$. It performed strongly on common misuse types (e.g., missing/call, null_check) but struggled with compound or context-sensitive cases. Notably, Copilot successfully fixed over 95% of the misuses it identified. These findings highlight both the strengths and limitations of AI-driven coding assistants, positioning Copilot as a promising tool for real-time pair programming and detecting and fixing API misuses during software development."
MDTMMWQY,Bugs in AI-generated code - understanding bug patterns and possible fix strategies,R. Gao,2025,conferencePaper,ieee,no,10.1109/ICSME64153.2025.00098,,library-pull (Purdue),phase2-keep,,yes,"Developers increasingly rely on AI models to generate code to boost productivity and enhance efficiency. However, there remain some quality concerns regarding the AI-generated code as the generated code is produced by models trained on publicly available code, which are known to contain bugs and quality issues. Those issues can lead to trust and maintenance challenges in the end software product and throughout the development timeline. This PhD research aims to understand the nature of bugs in AI-generated code, classify the types and patterns of these bugs, and based on this classification, investigate mitigation and fix strategies to reduce bug-proneness in the generated code."
HJMKADKU,Bugdar: AI-augmented secure code review for GitHub pull requests,J. E. Naulty; E. Chen; J. Wang et al.,2025,conferencePaper,ieee,no,10.1109/CAI64502.2025.00113,,library-pull (Purdue),phase2-keep,,yes,"As software systems grow increasingly complex, ensuring security during development poses significant challenges. Traditional manual code audits are often expensive, time-intensive, and ill-suited for fast-paced workflows, while automated tools frequently suffer from high false-positive rates, limiting their reliability. To address these issues, we introduce Bugdar, an AI-augmented code review system that integrates seamlessly into GitHub pull requests, providing near real-time, context-aware vulnerability analysis. Bugdar leverages fine-tunable Large Language Models (LLMs) and Retrieval Augmented Generation (RAGs) to deliver project-specific, actionable feedback that aligns with each codebase's unique requirements and developer practices. Supporting multiple programming languages, including Solidity, Move, Rust, and Python, Bugdar demonstrates exceptional efficiency, processing an average of 56.4 seconds per pull request or 30 lines of code per second. This is significantly faster than manual reviews, which could take hours per pull request. By facilitating a proactive approach to secure coding, Bugdar reduces the reliance on manual reviews, accelerates development cycles, and enhances the security posture of software systems without compromising productivity."
XTJ7LEZ8,Benchmarking prompt engineering techniques for secure code generation with GPT models,M. Bruni; F. Gabrielli; M. Ghafari et al.,2025,conferencePaper,ieee,no,10.1109/Forge66646.2025.00018,,library-pull (Purdue),phase2-keep,,yes,"Prompt engineering reduces reasoning mistakes in Large Language Models (LLMs). However, its effectiveness in mitigating vulnerabilities in LLM-generated code remains underexplored. To address this gap, we implemented a benchmark to automatically assess the impact of various prompt engineering strategies on code security. Our benchmark leverages two peer-reviewed prompt datasets and employs static scanners to evaluate code security at scale. We tested multiple prompt engineering techniques on GPT-3.5-turbo, GPT-4o, and GPT-4o-mini. Our results show that for GPT-4o and GPT-4o-mini, a security-focused prompt prefix can reduce the occurrence of security vulnerabilities by up to 56%. Additionally, all tested models demonstrated the ability to detect and repair between 41.9% and 68.7% of vulnerabilities in previously generated code when using iterative prompting techniques. Finally, we introduce a ""prompt agent"" that demonstrates how the most effective techniques can be applied in real-world development workflows."
CI9BRU7M,Bridging the gap using GPT-4 to summarize and explain static analysis warnings at scale,A. Surti,2026,conferencePaper,ieee,no,10.1109/ICAIC67076.2026.11395881,,library-pull (Purdue),phase2-keep,,yes,"Static analysis tools such as SonarQube are widely adopted in industry to detect bugs, code smells, and security vulnerabilities. However, their effectiveness is often hindered by developer fatigue caused by large volumes of low-priority or cryptic warnings. We investigate how GPT-4, a Large Language Model (LLM), can assist in summarizing and remediating static analysis results. We propose a prompt-based pipeline that converts SonarQube output into rich, contextual guidance using LLMs. By analyzing over 2,700 real-world Java warnings from the Apache Commons Lang project, we compare GPT-4 responses across rule types and severity levels. Our study shows that GPT-4 consistently provides actionable advice that improves upon default tool outputs. We categorize the nature of the guidance, quantify verbosity and structure, and evaluate alignment with developer expectations. This work demonstrates the promise of human-AI collaboration in static analysis triage, extending earlier efforts on LLM-assisted software quality [3]–[6]. Our methodology and artifacts are publicly available to support reproducibility and further research."
H38TX28S,Balancing security and correctness in code generation: an empirical study on commercial large language models,G. S. Black; B. P. Rimal; V. M. Vaidyan,2025,journalArticle,ieee,no,10.1109/TETCI.2024.3446695,,library-pull (Purdue),phase2-keep,,yes,"Large language models (LLMs) continue to be adopted for a multitude of previously manual tasks, with code generation as a prominent use. Multiple commercial models have seen wide adoption due to the accessible nature of the interface. Simple prompts can lead to working solutions that save developers time. However, the generated code has a significant challenge with maintaining security. There are no guarantees on code safety, and LLM responses can readily include known weaknesses. To address this concern, our research examines different prompt types for shaping responses from code generation tasks to produce safer outputs. The top set of common weaknesses is generated through unconditioned prompts to create vulnerable code across multiple commercial LLMs. These inputs are then paired with different contexts, roles, and identification prompts intended to improve security. Our findings show that the inclusion of appropriate guidance reduces vulnerabilities in generated code, with the choice of model having the most significant effect. Additionally, timings are presented to demonstrate the efficiency of singular requests that limit the number of model interactions."
WNGESYPT,Automated code review in practice,U. Cihan; V. Haratian; A. İçöz et al.,2025,conferencePaper,ieee,no,10.1109/ICSE-SEIP66354.2025.00043,,library-pull (Purdue),phase2-keep,,yes,"Context: Code review is a widespread practice among practitioners to improve software quality and transfer knowledge. It is often perceived as time-consuming due to the need for manual effort and potential delays in the development process. Several AI-assisted code review tools (Qodo, GitHub Copilot, Coderabbit, etc.) provide automated code reviews using large language models (LLMs). The overall effects of such tools in the industry setting are yet to be examined. Objective: This study examines the impact of LLM-based automated code review tools in an industry setting. Method: The study was conducted within an industrial software development environment that adopted an AI-assisted code review tool (based on open-source Qodo PR Agent). 238 practitioners across ten projects had access to the tool. We focused our analysis on three projects, which included $\mathbf{4, 3 3 5}$ pull requests, 1,568 of which underwent automated reviews. Our data collection comprised three sources: (1) a quantitative analysis of pull request data, including comment labels indicating whether developers acted on the automated comments, (2) surveys sent to developers regarding their experience with the reviews on individual pull requests, and (3) a broader survey of 22 practitioners capturing their general opinions on automated code reviews. Results: $73.8\%$ of automated code review comments were labeled as resolved. However, the overall average pull request closure duration increased from five hours 52 minutes to eight hours 20 minutes, with varying trends observed across different projects. According to survey responses, most practitioners observed a minor improvement in code quality as a result of automated code reviews. Conclusion: The LLM-based automated code review tool proved useful in software development, enhancing bug detection, increasing awareness of code quality, and promoting best practices. However, it also led to longer pull request closure times and introduced drawbacks such as faulty reviews, unnecessary corrections, and irrelevant comments. Based on these findings, we discussed how practitioners can more effectively utilize automated code review technologies."
TAM6DHLU,Automatic program repair as semantic suggestions: an empirical study,D. Campos; A. Restivo; H. Sereno Ferreira et al.,2021,conferencePaper,ieee,no,10.1109/ICST49551.2021.00032,,library-pull (Purdue),phase2-keep,,yes,"Automated Program Repair (APR) is an area of research focused on the automatic generation of bug-fixing patches. Current APR approaches present some limitations, namely overfitted patches and low maintainability of the generated code. Several works are tackling this problem by attempting to come up with algorithms producing higher quality fixes. In this experience paper, we explore an alternative. We believe that by using existing low-cost APR techniques, fast enough to provide real-time feedback, and encouraging the developer to work together with the APR inside the IDE, will allow them to immediately discard proposed fixes deemed inappropriate or prone to reduce maintainability. Most developers are familiar with real-time syntactic code suggestions, usually provided as code completion mechanisms. What we propose are semantic code suggestions, such as code fixes, which are seldom automatic and rarely real-time. To test our hypothesis, we implemented a Visual Studio Code extension (named pAPRika), which leverages unit tests as specifications and generates code variations to repair bugs in JavaScript. We conducted a preliminary empirical study with 16 participants in a crossover design. Our results provide evidence that, although incorporating APR in the IDE improves the speed of repairing faulty programs, some developers are too eager to accept patches, disregarding maintenance concerns."
Y6FAXXSG,Augmenting large language models with static code analysis for automated code quality improvements,S. M. Abtahi; A. Azim,2025,conferencePaper,ieee,no,10.1109/Forge66646.2025.00017,,library-pull (Purdue),phase2-keep,,yes,"This study examined code issue detection and revision automation by integrating Large Language Models (LLMs) such as OpenAI’s GPT-3.5 Turbo and GPT-4o into software development workflows. A static code analysis framework detects issues such as bugs, vulnerabilities, and code smells within a large-scale software project. Detailed information on each issue was extracted and organized to facilitate automated code revision using LLMs. An iterative prompt engineering process is applied to ensure that prompts are structured to produce accurate and organized outputs aligned with the project requirements. Retrieval-augmented generation (RAG) is implemented to enhance the relevance and precision of the revisions, enabling LLM to access and integrate real-time external knowledge. The issue of LLM hallucinations—where the model generates plausible but incorrect outputs—is addressed by a custom-built ""Code Comparison App,"" which identifies and corrects erroneous changes before applying them to the codebase. Subsequent scans using the static code analysis framework revealed a significant reduction in code issues, demonstrating the effectiveness of combining LLMs, static analysis, and RAG to improve code quality, streamline the software development process, and reduce time and resource expenditure."
B336P7EX,Automated code review and quality assurance system using static analysis and complexity evaluation in flask-based web application,J. Venkatarao; M. Harshitha; J. Manvitha et al.,2026,conferencePaper,ieee,no,10.1109/ICMCSI67283.2026.11412940,,library-pull (Purdue),phase2-keep,,yes,"Development projects often face difficulties due to inconsistent code quality, which leads to increased technical debt and ineffective manual reviews. These issues make software difficult to maintain and reduce its reliability. This paper presents the Automated Code Review and Quality Assurance System, which examines coding style and performs static analysis, linting, and complexity evaluation. Flask is used as the framework to develop the web application. Developers can submit their source code and receive immediate feedback on potential issues. Radon is used to evaluate cyclomatic complexity, while Pylint performs style and error checking for Python files. The system is modular and can be extended to support other programming languages. For instance, tools such as Checkstyle or PMD can be used for Java. The application also provides linting warnings and categorizes functions based on their complexity. This step assists developers in identifying areas of the codebase that require modification. The design principles of the proposed real-time system emphasize modularity, scalability, and improved effectiveness compared to manual code review. The aim of this paper is to enhance software maintainability and reduce bugs by automating code quality checks and providing useful feedback. The roadmap for future enhancements includes support for multiple programming languages, integration with CI/CD pipelines, and the development of a visual dashboard with code fitness statistics. Experimental evaluation indicates that the proposed system provides faster and more consistent code quality assessment than traditional manual review approaches."
5TACTETI,Automated code diagnostics with AI,R. Sangeetha; S. Afzal; C. Nagendra,2026,conferencePaper,ieee,no,10.1109/ICISS67859.2026.11453620,,library-pull (Purdue),phase2-keep,,yes,"Software development teams use code reviews to help ensure the quality, maintainability, and security of their applications. Manual code reviews are too often time-consuming, error-prone, and reliant on the expertise of reviewers themselves. This project suggests developing an AI-Assisted Code Review and Bug Suggestion Tool to automate the code review activity, promote early detection of issues, and provide suggestions for improvement or refactoring, including explanations, using existing Natural Language Processing (NLP) models. The system incorporates CodeBERT, which is a transformer-based model trained on large code datasets, along with OpenAI Codex/GPT4, to help analyze source code written in various programming languages, but not limited to Python and Java. The AI-Assisted Tool identifies common errors, surface potential bugs, surface code smells, and actually provide suggestions of refactoring and optimization techniques. Unlike traditional static analyzers, the system also provides explanations in natural language along side their recommendations to potentially make it easier for developers to understand the recommendations and apply fixes, as needed. The underlying architecture includes a backend engine that parses code into Abstract Syntax Trees (AST) or tokenized sequences, uses pretrained models to analyze, and generates feedback."
9IJUVTWL,Assessing the security of GitHub copilot's generated code - a targeted replication study,V. Majdinasab; M. J. Bishop; S. Rasheed et al.,2024,conferencePaper,ieee,no,10.1109/SANER60148.2024.00051,,library-pull (Purdue),phase2-keep,,yes,"AI-powered code generation models have been developing rapidly, allowing developers to expedite code generation and thus improve their productivity. These models are trained on large corpora of code (primarily sourced from public repositories), which may contain bugs and vulnerabilities. Several concerns have been raised about the security of the code generated by these models. Recent studies have investigated security issues in AI-powered code generation tools such as GitHub Copilot and Amazon Code Whisperer, revealing several security weaknesses in the code generated by these tools. As these tools evolve, it is expected that they will improve their security protocols to prevent the suggestion of insecure code to developers. This paper replicates the study of Pearce et al., which investigated security weaknesses in Copilot and uncovered several weaknesses in the code suggested by Copilot across diverse scenarios and languages (Python, C, and Verilog). Our replication examines Copilot's security weaknesses using newer versions of Copilot and CodeQL (the security analysis framework). The replication focused on the presence of security vulnerabilities in Python code. Our results indicate that, with the improvements in newer versions of Copilot, the percentage of vulnerable code suggestions has reduced from 36.54% to 27.25%. Nonetheless, it remains evident that the model still suggests insecure code."
FGDURPWN,Assessing the performance of AI-generated code: a case study on GitHub copilot,S. Li; Y. Cheng; J. Chen et al.,2024,conferencePaper,ieee,no,10.1109/ISSRE62328.2024.00030,,library-pull (Purdue),phase2-keep,,yes,"The integration of Large Language Models (LLMs) into software development tools like GitHub Copilot holds the promise of transforming code generation processes. While AI-driven code generation presents numerous advantages for software development, code generated by large language models may introduce challenges related to security, privacy, and copyright issues. However, the performance implications of AI-generated code remain insufficiently explored. This study conducts an empirical analysis focusing on the performance regressions of code generated by GitHub Copilot across three distinct datasets: HumanEval, AixBench, and MBPP. We adopt a comprehensive methodology encompassing static and dynamic performance analyses to assess the effectiveness of the generated code. Our findings reveal that although the generated code is functionally correct, it frequently exhibits performance regressions compared to code solutions crafted by humans. We further investigate the code-level root causes responsible for these performance regressions. We identify four major root causes, i.e., inefficient function calls, inefficient looping, inefficient algorithm, and inefficient use of language features. We further identify a total of ten sub-categories of root causes attributed to the performance regressions of generated code. Additionally, we explore prompt engineering as a potential strategy for optimizing performance. The outcomes suggest that meticulous prompt designs can enhance the performance of AI-generated code. This research offers valuable insights contributing to a more comprehensive understanding of AI-assisted code generation."
2MPUZHQL,Asleep at the keyboard? Assessing the security of GitHub copilot’s code contributions,H. Pearce; B. Ahmad; B. Tan et al.,2022,conferencePaper,ieee,no,10.1109/SP46214.2022.9833571,,library-pull (Purdue),phase2-keep,,yes,"There is burgeoning interest in designing AI-based systems to assist humans in designing computing systems, including tools that automatically generate computer code. The most notable of these comes in the form of the first self-described ‘AI pair programmer’, GitHub Copilot, which is a language model trained over open-source GitHub code. However, code often contains bugs—and so, given the vast quantity of unvetted code that Copilot has processed, it is certain that the language model will have learned from exploitable, buggy code. This raises concerns on the security of Copilot’s code contributions. In this work, we systematically investigate the prevalence and conditions that can cause GitHub Copilot to recommend insecure code. To perform this analysis we prompt Copilot to generate code in scenarios relevant to high-risk cybersecurity weaknesses, e.g. those from MITRE’s “Top 25” Common Weakness Enumeration (CWE) list. We explore Copilot’s performance on three distinct code generation axes—examining how it performs given diversity of weaknesses, diversity of prompts, and diversity of domains. In total, we produce 89 different scenarios for Copilot to complete, producing 1,689 programs. Of these, we found approximately 40% to be vulnerable."
FJH62WDM,Assessing AI-based code assistants in method generation tasks,V. Corso; L. Mariani; D. Micucci et al.,2024,conferencePaper,ieee,yes,10.1145/3639478.3643122,,have-pdf (skip),phase2-keep,,yes,"AI-based code assistants are increasingly popular as a means to enhance productivity and improve code quality. This study compares four AI-based code assistants, GitHub Copilot, Tabnine, ChatGPT, and Google Bard, in method generation tasks, assessing their ability to produce accurate, correct, and efficient code. Results show that code assistants are useful, with complementary capabilities, although they rarely generate ready-to-use correct code."
K7P8LCNZ,Assessing syntax accuracy and quality of generative AI-produced ExpressJS and VueJS code based on ISO/IEC 25010,A. Rahman; M. Rizkillah; I. Idham et al.,2025,conferencePaper,ieee,no,10.1109/ICoAIT67446.2025.11308869,,library-pull (Purdue),phase2-keep,,yes,"The advancement of Generative AI, such as ChatGPT, GitHub Copilot, and DeepSeek, accelerates software development through program syntax automation. However, challenges remain regarding code accuracy and quality. This study contributes by evaluating ExpressJS and VueJS syntax using the ISO/IEC 25010 framework across various Generative AI platforms to provide comprehensive insights. This study employs a descriptive quantitative approach with comparative experiment on ExpressJS and VueJS generated by various AI tools. Accuracy is tested through repeated prompt trials, while quality is assessed using ISO/IEC 25010 metrics with tools like JMeter and SonarQube to analyze performance, usability, reliability and security. The results show that most Generative Ais achieve high accuracy in ExpressJS syntax but struggle with VueJS, requiring more prompt refinements. Gemini delivers the best performance efficiency, while DeepSeek excels in reliability and security. Overall, expect Claude AI, all tested platforms demonstrate compatibility, usability, and portability across different environment"
WZCULPXN,Artificial intelligence tools in web application development – advantages and challenges,S. Sulova,2025,conferencePaper,ieee,no,10.1109/ICNGN67480.2025.11413758,,library-pull (Purdue),phase2-keep,,yes,"The paper examines the role of artificial intelligence in the web development process and highlights the need for a systematic approach to assessing its advantages and risks. A conceptual framework is proposed that integrates key analytical domains, including ethical and legal considerations, technical risks, security threats, and issues related to the quality of AI-generated content and code. The framework incorporates a set of complementary methods such as ethical analysis, transparency assessment, bias testing, static code analysis, AI model stability verification, threat modeling, penetration testing, and others. Through this structure, a clear process is established for identifying, evaluating, and managing the potential threats associated with the use of AI-based tools. The report emphasizes that AI offers substantial benefits—accelerated development, automation, improved productivity, and access to generative capabilities—but also requires strict oversight to ensure safety, reliability, ethical integrity, and compliance with standards and regulatory requirements. The proposed framework serves as a practical instrument for organizations and development teams, supporting informed and sustainable decision-making regarding the integration of AI into web projects."
QA6MIBD8,Artificially insecure: examining GitHub copilot’s AI-based vulnerability prevention system,N. Armstrong; T. Hartley,2025,conferencePaper,ieee,no,10.1109/SVCC65277.2025.11133629,,library-pull (Purdue),phase2-keep,,yes,"AI-assisted programming has quickly become standard practice in software development life cycles. GitHub Copilot is a popular AI pair-programmer used by developers and enterprises. The aim of these tools is to help developers write better code faster. However, recent research has shown that AI-assisted programming tools often produce code that contains at least one vulnerability. The creators of these tools are working to prevent vulnerable coding patterns from being generated. For example, GitHub has implemented new security features that prevent vulnerable coding patterns from being generated. However, subsequent research has shown that issues persist, and continued work is needed. In this paper we evaluate Copilot’s current performance generating code in Python, JavaScript and C, when presented with Common Weakness Enumerators (CWE) scenarios from the LLMSecEval dataset. These results and their comparison to past studies shed new light on the degree secureness of code generated by Copilot has improved and provides a fresh benchmark for future studies. Our results show that despite Copilot producing 97.03% functionally correct code snippets, 30.6% contained at least one vulnerability. In addition, the results of this experiment found that less secure code is generated when working in JavaScript than snippets produced in Python and C. Consequently, developers should continue to critically evaluate code generated by Copilot."
UJL4BZZ9,Application of large language models in software development: review of the current state and development perspectives,B. Radenkovic; S. Prokhorov; M. Radenkovic et al.,2025,conferencePaper,ieee,no,10.1109/EnT68818.2025.11245717,,library-pull (Purdue),phase2-keep,,yes,"Large Language Models (LLMs) are rapidly transforming software engineering by automating tasks such as code generation, test creation, debugging, and documentation. Their integration across the software development lifecycle, from requirements analysis to deployment, introduces both unprecedented opportunities and serious challenges. This paper offers a comprehensive review of LLM applications in software engineering, contextualized within the frameworks of LLMOps and DevOps. It examines how specialized models and autonomous agents are reshaping workflows and proposes a framework for assessing organizational readiness for LLM adoption. In addition to technical capabilities, we discuss limitations such as hallucinations, context constraints, and the lack of explainability, as well as broader concerns around licensing, security, and developer deskilling. Drawing from recent research and tooling ecosystems, we synthesize the emerging best practices for safely deploying LLMs in production environments. This article aims to equip practitioners and researchers with a structured understanding of the current state and future direction of LLM-assisted software development."
