item_key,final,target_collection,reviewed,tags,title
8NMTYPQY,context,85JVIR9X,False,s3:opus:context,A pragmatic approach to regulating AI agents
99MDCADU,context,85JVIR9X,False,s3:opus:context,Authority illusion and the architecture of responsibility in AI governance
25SNDLXV,context,85JVIR9X,False,s3:opus:context,"A risk-based ethical governance framework for retail AI with proportionality, ov"
WZSG4ZIT,context,85JVIR9X,False,s3:opus:context,Why probabilistic AI resists auditability: from explainability to verifiable res
YC28956L,context,85JVIR9X,False,s3:opus:context,The runtime governance gap: governing self modifying artificial intelligence thr
HV9D5URP,context,85JVIR9X,False,s3:opus:context,"Enterprise AI adoption: privacy-driven barriers, risk trade-offs, and a governan"
7I5YYF7L,context,85JVIR9X,False,s3:opus:context,Systems integration model for AI solutions with explainability requirements
6E277MF8,context,85JVIR9X,False,s3:opus:context,"The argent framework: a paradigm to compose, orchestrate, and govern enterprise "
C4DAZEMP,context,85JVIR9X,False,s3:opus:context,Organizational AI workforce coverage and maturity: a framework for responsible A
ES9ZIMH5,context,85JVIR9X,False,s3:opus:context,The compliance theater of large language models: an exploratory case study using
77UIKS3A,context,85JVIR9X,False,s3:opus:context,"AI deployment fails at governance, not accuracy: judgment boundary reallocation "
EB9PFYBS,context,85JVIR9X,False,s3:opus:context,From 'human control' in international law to 'human oversight' in the new EU act
SI9LR7W3,context,85JVIR9X,False,s3:opus:context,"Why providing humans with interpretable algorithms may, counterintuitively, lead"
BQDUZWYL,context,85JVIR9X,False,s3:opus:context,Judgment architecture: why innovation and AI expose organiztional decision limit
RTES3DXX,context,85JVIR9X,False,s3:opus:context,Adaptive model risk management for the AI era: leveraging SR 11-7 and global plu
8JWA3A6P,context,85JVIR9X,False,s3:opus:context,Cost-sensitive human-in-the-loop decision systems under asymmetric error costs
884ERQST,context,85JVIR9X,False,s3:opus:context,Responsibility for generative AI services – from aspiration to achievement
9FSTG2PE,context,85JVIR9X,False,s3:opus:context,SWE-cycle: benchmarking code agents across the complete issue resolution cycle
56GRVSR7,context,85JVIR9X,False,s3:opus:context,Impact of human-AI interaction on user trust and reliance in AI-assisted qualita
5IZXVQS6,context,85JVIR9X,False,s3:opus:context,Biased AI improves human decision-making but reduces trust
P7HEK487,context,85JVIR9X,False,s3:opus:context,A benchmark for vericoding: formally verified program synthesis
3RU5GGU5,context,85JVIR9X,False,s3:opus:context,Elaboration drift: how human–LLM interaction erodes epistemic traction
Y7ZWF7GT,context,85JVIR9X,False,s3:opus:context,How regulated financial institutions will tame agentic AI through architectural 
3EQ6PLAW,context,85JVIR9X,False,s3:opus:context,Comparing socio-technical design principles with guidelines for human-centered A
D335Y3X4,context,85JVIR9X,False,s3:opus:context,"The agentic AI governance framework: a universal model for risk, accountability,"
CXL6TN54,context,85JVIR9X,False,s3:opus:context,AI & AI related procurement in 2026: Re-engineering vendor contracts for algorit
JIG9NY55,context,85JVIR9X,False,s3:opus:context,MPC-coder: a dual-knowledge enhanced multi-agent system with closed-loop verific
AUP4ADWR,context,85JVIR9X,False,s3:opus:context,Towards human-AI synergy in requirements engineering: a framework and preliminar
2NRJ4FXR,context,85JVIR9X,False,s3:opus:context,One developer is all you need: a case study of an AI-augmented one-person squad 
9NNWHDGX,context,85JVIR9X,False,s3:opus:context,BONSAI: a mixed-initiative workspace for human-AI Co-development of visual analy
PH6P5RNU,context,85JVIR9X,False,s3:opus:context,LLM-based agentic systems for software engineering: challenges and opportunities
NPW47DN2,context,85JVIR9X,False,s3:opus:context,"Beyond prototyping: autonomous, enterprise-grade frontend development from pixel"
KYHMWRYN,context,85JVIR9X,False,s3:opus:context,Monitoring AI-modified content at scale: a case study on the impact of ChatGPT o
X7FVXLCR,context,85JVIR9X,False,s3:opus:context,Regulating ChatGPT and other large generative AI models
TQS8DMNQ,context,85JVIR9X,False,s3:opus:context,Generative AI meets responsible AI: practical challenges and opportunities
8BPVBQ2H,context,85JVIR9X,False,s3:opus:context,"Bias-free and auto-evolving generative AI: design principles, architectures, and"
S2KSQDW4,context,85JVIR9X,False,s3:opus:context,Artificial intelligence and safety a practical guide for programmers and decisio
W6PFA2XG,context,85JVIR9X,False,s3:opus:context,An abstraction is worth a thousand vibes
TGZ3AZMF,context,85JVIR9X,False,s3:opus:context,"Human-automation interaction research: past, present, and future"
AIFSXVU8,context,85JVIR9X,False,s3:opus:context,Responsible AI engineering from a data perspective (keynote)
MVWFAXDW,context,85JVIR9X,False,s3:opus:context,Securing AI code generation - a prompt rectification approach for mitigating cyb
TUYBSBZ2,context,85JVIR9X,False,s3:opus:context,On the performance of large language models for code change intent classificatio
RQVAMSU5,context,85JVIR9X,False,s3:opus:context,Opportunities and challenges of software engineering bots: a forward-looking ana
VYRFCCU8,context,85JVIR9X,False,s3:opus:context,Large language models for vulnerability detection in static code analysis: a sur
7VSWYP64,context,85JVIR9X,False,s3:opus:context,Jigsaw: large language models meet program synthesis
VEEEW3K9,context,85JVIR9X,False,s3:opus:context,Generative AI-assisted framework for secure and autonomous software development 
8J9PZYEL,context,85JVIR9X,False,s3:opus:context,Dependable code repair with LLMs: AI-driven vulnerability detection and automate
PAZT6K56,context,85JVIR9X,False,s3:opus:context,"Deploy, but verify: analysing LLM generated code safety"
CEH5R5W7,context,85JVIR9X,False,s3:opus:context,Cracks in the stack: hidden vulnerabilities and licensing risks in LLM pre-train
GVGUURW9,context,85JVIR9X,False,s3:opus:context,CWEval: outcome-driven evaluation on functionality and security of LLM code gene
DERTW8NL,context,85JVIR9X,False,s3:opus:context,"Agentic AI security: threats, defenses, evaluation, and open challenges"
CG96KVSL,context,85JVIR9X,False,s3:opus:context,A taxonomy of inefficiencies in LLM-generated python code
UJTEJZCG,context,85JVIR9X,False,s3:opus:context,Code digital twin: a knowledge infrastructure for AI-assisted complex software d
2KDTRGRP,context,85JVIR9X,False,s3:opus:context,Feedback-based automated verification in vibe coding of CAS adaptation built on 
RXFJWPGC,context,85JVIR9X,False,s3:opus:context,The 2023 foundation model transparency index
DG6LWQJU,context,85JVIR9X,False,s3:opus:context,Exploring the effects of urgency and reputation in code review an eye-tracking s
LBACUG6X,context,85JVIR9X,False,s3:opus:context,Inherent and emergent liability issues in LLM-based agentic systems: a principal
THJ2PPQW,context,85JVIR9X,False,s3:opus:context,"Evaluating and regulating agentic AI: a study of benchmarks, metrics, and regula"
3QUL87JY,context,85JVIR9X,False,s3:opus:context,"Responsible AI In the agentic world governance for AI that acts, not just answer"
A8FT9SZP,context,85JVIR9X,False,s3:opus:context,From autonomy to agency: a 10-level framework for AI's evolution and organisatio
7NAH36ZU,context,85JVIR9X,False,s3:opus:context,AgentLedger: a causal ledger architecture for auditable AI agent actions
JZ64WDLQ,context,85JVIR9X,False,s3:opus:context,The fluid triad: a decision-first organizational model for human-agent teams
G8MG5DZS,context,85JVIR9X,False,s3:opus:context,The semantic deviation index (SDI): a runtime measurement standard for the gover
FCSXBE4I,context,85JVIR9X,False,s3:opus:context,Agent reliability maturity model (ARMM) a capabiility framework for production-r
8FYFMN56,context,85JVIR9X,False,s3:opus:context,Control and governance of generative and agentic AI: an AIS lifecycle framework 
WIFK95JQ,context,85JVIR9X,False,s3:opus:context,A methodological framework for auditing norm-sensitive behaviour in large langua
IMG5R8EY,context,85JVIR9X,False,s3:opus:context,capAI - a procedure for conducting conformity assessment of AI systems in line w
JCAQ3AHU,context,85JVIR9X,False,s3:opus:context,AI certification and assessment catalogues: practical use and challenges in the 
DLQVQZ5K,context,85JVIR9X,False,s3:opus:context,Redefining responsibility: novel paths in ai governance
AKQXN7W7,context,85JVIR9X,False,s3:opus:context,On leashing (and unleashing) AI innovation
F4U3MQ7N,context,85JVIR9X,False,s3:opus:context,AI compliance frameworks: a handbook for compliance tools based on AI acts' requ
9LSVAEIL,context,85JVIR9X,False,s3:opus:context,SAFEARC: a seven-pillar operational architecture for socio-technical AI governan
RX9I52KT,context,85JVIR9X,False,s3:opus:context,Execution-time authorization for AI agents: a formal framework for deterministic
CIHI7CTY,context,85JVIR9X,False,s3:opus:context,AGEC and graph-based systemic risk governance: a deterministic governance archit
UJCXDGJC,context,85JVIR9X,False,s3:opus:context,Continuous governance across enterprise AI and agentic systems: governing what y
9B5JSNKL,context,85JVIR9X,False,s3:opus:context,Advancing U.S. competitiveness through governance tools and trustworthy framewor
5C5D8ISW,context,85JVIR9X,False,s3:opus:context,Observability for large language models: SRE and chaos engineering for AI at sca
L8HA759Z,context,85JVIR9X,False,s3:opus:context,"Litigation paper: when AI-assisted decisions reach litigation, what evidence act"
VINEK8SU,context,85JVIR9X,False,s3:opus:context,Governed enterprise AI: a three-layer architecture for hallucination-safe BPM wo
F346EA38,context,85JVIR9X,False,s3:opus:context,Bridging the gap: a scholar-practitioner framework for integrating NIST agentic 
UZTUXYYX,context,85JVIR9X,False,s3:opus:context,"Toward standards for agentic AI systems conceptual foundations, trust boundaries"
X7S3ELFB,context,85JVIR9X,False,s3:opus:context,Decision-agent fit in business intelligence: a governance-first framework for ag
A5B8R864,context,85JVIR9X,False,s3:opus:context,Interpretation attacks: exploiting how AI explains and justifies decisions
KM7EMIYC,context,85JVIR9X,False,s3:opus:context,The dual loop theory: a decision architecture for human-AI collaborative intelli
WLAUCLKR,context,85JVIR9X,False,s3:opus:context,MARIA: a multi-agent regulatory intelligence architecture
MDCUN7RM,context,85JVIR9X,False,s3:opus:context,Prompt provenance: toward traceable LLM interactions
8PM9IXSU,context,85JVIR9X,False,s3:opus:context,Under what influence: measuring AI influence to fit user profiles in decision-ma
FNTL6JN9,context,85JVIR9X,False,s3:opus:context,SYNCode: synergistic human–LLM collaboration for enhanced data annotation in sta
HIG7TK9E,context,85JVIR9X,False,s3:opus:context,Trust-by-design in proactive E-commerce: human-in-the-loop mechanisms to mitigat
7VEK3RVR,context,85JVIR9X,False,s3:opus:context,Beyond human-in-the-loop: a level 5 autonomous multi-agent framework for master 
MTYM4L5D,context,85JVIR9X,False,s3:opus:context,AI in software development and its potential influence on accessibility complian
6RRI9HLZ,context,85JVIR9X,False,s3:opus:context,Code generation with large language models: a survey from neural program synthes
ZVDJ5J88,context,85JVIR9X,False,s3:opus:context,Towards a responsible AI adoption/adaptation (RAA) ecosystem: vision and model t
S6DVFFQI,context,85JVIR9X,False,s3:opus:context,Rich data versus quantity of data in code generation AI: a paradigm shift for he
D5RXSP2P,context,85JVIR9X,False,s3:opus:context,AutoDev: automated AI-driven development
P54Q3QHZ,context,85JVIR9X,False,s3:opus:context,"Retrieve, refine, or both? Using task-specific guidelines for secure python code"
LZUI6EY7,context,85JVIR9X,False,s3:opus:context,LLM-based interactive code generation: empirical evaluation
Y9G3DA92,context,85JVIR9X,False,s3:opus:context,Is GitHub copilot a substitute for human pair-programming? An empirical study
GRQGVTXF,context,85JVIR9X,False,s3:opus:context,Do generative AI tools change how developers comment and document code?
2EL3FTRF,context,85JVIR9X,False,s3:opus:context,DDD-enforcer: an AI-powered multi-agent system for real-time domain-driven desig
GSZ94QNV,context,85JVIR9X,False,s3:opus:context,CORE: automating review recommendation for code changes
32EX53DG,context,85JVIR9X,False,s3:opus:context,CodeLMSec benchmark: systematically evaluating and finding security vulnerabilit
DUT3K37G,context,85JVIR9X,False,s3:opus:context,CFCEval: evaluating security aspects in code generated by large language models
W8PHLINK,context,85JVIR9X,False,s3:opus:context,A quantitative analysis of quality and consistency in AI-generated code
BXQ64F4K,context,85JVIR9X,False,s3:opus:context,A language-agnostic framework for mining static analysis rules from code changes
CEP5CTVF,context,85JVIR9X,False,s3:opus:context,(R)evolution of programming: vibe coding as a post-coding paradigm
54383TI5,context,85JVIR9X,False,s3:opus:context,Code digital twin: empowering LLMs with tacit knowledge for complex software dev
TXHP4MJF,context,85JVIR9X,False,s3:opus:context,"AI deception: risks, dynamics, and controls"
REXFW8ZU,context,85JVIR9X,False,s3:opus:context,Agentic ai security: a control framework for autonomous decision-making systems
MF2DHV5J,context,85JVIR9X,False,s3:opus:context,From explainability to system language: why AI accountability requires a formal 
7S24HQUN,context,85JVIR9X,False,s3:opus:context,Understanding accountability in algorithmic supply chains
A8XNV9RR,context,85JVIR9X,False,s3:opus:context,AI auditing: first steps towards the effective regulation of artificial intellig
RLCF33SM,context,85JVIR9X,False,s3:opus:context,AI deployment authorisation: a global standard for machine-readable governance o
ABDFJPZZ,context,85JVIR9X,False,s3:opus:context,AI liability in Europe: how does it complement risk regulation and deal with the
EZQK6GTD,context,85JVIR9X,False,s3:opus:context,Legal challenges in the deployment of large language models: a comparative analy
KWD6CKFR,context,85JVIR9X,False,s3:opus:context,From monitoring to authorization: the structural shift emerging in agentic AI go
6SILTI7B,context,85JVIR9X,False,s3:opus:context,Responsible AI: a practitioner playbook for trustworthy AI governance
M964K4XX,context,85JVIR9X,False,s3:opus:context,"Comparative analysis of AI governance, assurance, and administrative oversight N"
HY22ES2P,context,85JVIR9X,False,s3:opus:context,Algorithmic incompetence: forgotten diligence and the adolescence of power
5257HHP3,context,85JVIR9X,False,s3:opus:context,"Intersections between trust, safety, and responsible AI how trust & safety and A"
I2J69IHM,context,85JVIR9X,False,s3:opus:context,The governance-to-production gap (G2P): a diagnostic model for AI adoption in mi
I2JL7YLE,context,85JVIR9X,False,s3:opus:context,Agile artificial intelligence governance: a practical approach to responsible co
86SH995L,context,85JVIR9X,False,s3:opus:context,Meaningful XAI based on user-centric design methodology: combining legal and hum
SZCY7XGU,context,85JVIR9X,False,s3:opus:context,The principle of final human ratification
4CR8GVNV,context,85JVIR9X,False,s3:opus:context,Recalibrate: metacognitive monitoring for persistent AI agents
ZEKUAGN6,context,85JVIR9X,False,s3:opus:context,The human-machine paradox: why a dual skill strategy may not be the safest harbo
6VDFSHZW,context,85JVIR9X,False,s3:opus:context,Beyond algorithmic disclosure for AI
KGNWFLVR,context,85JVIR9X,False,s3:opus:context,"Essay: fluent, certain and wrong by design"
AG7UJKDE,context,85JVIR9X,False,s3:opus:context,Bidirectional empowerment of metamorphic testing and large language models: a sy
P9F4Z8ND,context,85JVIR9X,False,s3:opus:context,SentinelNet: safeguarding multi-agent collaboration through credit-based dynamic
524TWMDJ,context,85JVIR9X,False,s3:opus:context,"AI knows best? The paradox of expertise, AI-reliance, and performance in educati"
WZXSSGRL,context,85JVIR9X,False,s3:opus:context,Exploring the role of generative AI in enhancing cybersecurity in software devel
D2GT76D8,context,85JVIR9X,False,s3:opus:context,Vibe-driven model-based engineering
BKSNXFDK,context,85JVIR9X,False,s3:opus:context,Regulatory compliance made easier with AI risk scor the dual imperative in RegTe
LH5MDR85,context,85JVIR9X,False,s3:opus:context,Reasoning claim tokens (RCTs): an observational construct for inspectable AI rea
4YKMK4ZI,context,85JVIR9X,False,s3:opus:context,On the impossibility of observability-based authorization: a formal impossibilit
MJDUMWUX,context,85JVIR9X,False,s3:opus:context,Passporting compliance for AI: operationalising governance via a clause-level cr
TFZ594LZ,context,85JVIR9X,False,s3:opus:context,"Intention, integration, and the implementation gap: why AI governance frameworks"
JCIS2QAP,context,85JVIR9X,False,s3:opus:context,Your agents are an autonomous liability the fiduciary fallout of probabilistic t
YSWB2EB6,context,85JVIR9X,False,s3:opus:context,Verifiable AI governance: the four tests standard (4TS) and proof-carrying decis
QB7MGVK4,context,85JVIR9X,False,s3:opus:context,ECONOMICS OF AUTHORITY EoA #8 federated authority and inter-organizational AI ex
XNAXNH9J,context,85JVIR9X,False,s3:opus:context,Explaining decisions made with AI
MEVLC5DX,context,85JVIR9X,False,s3:opus:context,Quality assessment of python tests generated by large language models
L65X78ML,context,85JVIR9X,False,s3:opus:context,Reflections on the data protection compliance of AI systems under the EU AI act
QLMUYYQ3,context,85JVIR9X,False,s3:opus:context,Explaining code risk in OSS: towards LLM-generated fault prediction interpretati
5ESMAQUS,context,85JVIR9X,False,s3:opus:context,Cloud-based system for source code analysis of microservices with LLM agents
K7P8LCNZ,context,85JVIR9X,False,s3:opus:context,Assessing syntax accuracy and quality of generative AI-produced ExpressJS and Vu
MLPA42M7,context,85JVIR9X,False,s3:opus:context,AI-powered vulnerability detection for secure software development
GA6WDM8B,context,85JVIR9X,False,s3:opus:context,AI-assisted coding: experiments with GPT-4
YBBKP9QC,context,85JVIR9X,False,s3:opus:context,Guardians of the grid: rethinking AI and data governance in the agentic era
BA53ZRLJ,context,85JVIR9X,False,s3:opus:context,"Auditing of AI: legal, ethical and technical approaches"
9NA8TTTH,context,85JVIR9X,False,s3:opus:context,"Responsible by design: ethical AI ecosystems for governance, risk, and delivery"
ICZFW8I4,context,85JVIR9X,False,s3:opus:context,Security-by-design for multi-agentic AI systems
C67AT7ZP,context,85JVIR9X,False,s3:opus:context,"The hidden cost of AI compliance: why ""build fast, fix later"" can become a finan"
XWRDVMR6,context,85JVIR9X,False,s3:opus:context,Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms in
6W887UGH,context,85JVIR9X,False,s3:opus:context,Some simple economics of AGI
AAK77PJ4,context,85JVIR9X,False,s3:opus:context,One shot: architecture principles for trustworthy legal AI
N3WU6PFG,context,85JVIR9X,False,s3:opus:context,Investigating the smells of LLM generated Code1
MDTBNGDC,context,85JVIR9X,False,s3:opus:context,A federated observability architecture pattern for reliable agentic AI software 
K356ZE43,context,85JVIR9X,False,s3:opus:context,Mitigating bias in generative AI: a comprehensive framework for governance and a
MG5CGSTX,context,85JVIR9X,False,s3:opus:context,Securing AI code generation through automated pattern-based patching
3TAIDUKC,context,85JVIR9X,False,s3:opus:context,Large language models in source code static analysis
QC3ANMVE,context,85JVIR9X,False,s3:opus:context,CISA roadmap for artificial intelligence
2D5LCIUP,context,85JVIR9X,False,s3:opus:context,Understanding the distinction between technical and governance audits for AI: a 
JFYZV2MZ,context,85JVIR9X,False,s3:opus:context,SORT-AI: a projection-based structural framework for AI safety alignment stabili
NKY6T5G9,context,85JVIR9X,False,s3:opus:context,Negligent poisoned environments: how cumulative input negligence undermines ente
CEQVR92V,context,85JVIR9X,False,s3:opus:context,Requisite variety for ai security
9SME5D6V,context,85JVIR9X,False,s3:opus:context,The missing control plane in healthcare AI: a framework for deterministic govern
EZ7SAJ2A,context,85JVIR9X,False,s3:opus:context,Enterprise AI adoption decisioning
ZFMEWNXZ,context,85JVIR9X,False,s3:opus:context,Responsible ai: a governance framework for enterprises
2SDBF78T,context,85JVIR9X,False,s3:opus:context,The emergence of agentic artificial intelligence: a paradigm shift for operation
GPPK8TWP,context,85JVIR9X,False,s3:opus:context,"Agency without liability: rule-evading optimization, the deterrence gap, and the"
P8CUB84H,context,85JVIR9X,False,s3:opus:context,The procedural imperative: standardizing artificial intelligence in legal practi
DMEX7GE7,context,85JVIR9X,False,s3:opus:context,AI agent traps
MP2N9CY2,context,85JVIR9X,False,s3:opus:context,Everyone is hallucinating: how explainability masks the epistemic failure of pro
HKQX9RLH,context,85JVIR9X,False,s3:opus:context,Limitations and loopholes in the EU AI act and AI liability directives: what thi
KDVYPBWW,context,85JVIR9X,False,s3:opus:context,Transforming software architecture design with intelligent assistants-a comparat
WZUDD7XJ,context,85JVIR9X,False,s3:opus:context,Agentic code reasoning
LBSPQLKT,context,85JVIR9X,False,s3:opus:context,"Toward agentic software engineering beyond code: framing vision, values, and voc"
TNLQ857W,context,85JVIR9X,False,s3:opus:context,Toward agentic IAM: a probabilistic authorization framework for least privilege 
Z3QHPR8T,context,85JVIR9X,False,s3:opus:context,Re-opening open-source science through AI assisted development
KPLHA4MH,context,85JVIR9X,False,s3:opus:context,Multi-modal machine learning for automated CVSS severity prediction for conserva
N3SPZGKS,context,85JVIR9X,False,s3:opus:context,APILOT: improving the security and usability of LLM code suggestions via outdate
XW8EQM3M,context,85JVIR9X,False,s3:opus:context,Vibe code bench: evaluating AI models on end-to-end web application development
SGJU94AS,context,85JVIR9X,False,s3:opus:context,Academic vibe coding: opportunities for accelerating research in an era of resou
BST4K2D9,context,85JVIR9X,False,s3:opus:context,Carbon-aware governance gates: an architecture for sustainable GenAI development
3DNJWRNP,context,85JVIR9X,False,s3:opus:context,INSYTE: a classification framework for traditional to agentic AI systems
79JAXRME,context,85JVIR9X,False,s3:opus:context,Self-suppressing correction in agentic AI platforms: a conceptual framework for 
YBRAX8GU,context,85JVIR9X,False,s3:opus:context,The ADMT compliance audit framework: a methodology for measuring foundation mode
3LJCSWBK,context,85JVIR9X,False,s3:opus:context,Beyond due diligence: rethinking third-party risk management for artificial inte
TCAMZEQE,context,85JVIR9X,False,s3:opus:context,Regulating AI agents
3KRIF7AJ,context,85JVIR9X,False,s3:opus:context,The enterprise AI governance buyer's guide
F72TIGMC,context,85JVIR9X,False,s3:opus:context,Bounded agency: an ethical and institutional limit for autonomous AI systems
NZXY7X7U,context,85JVIR9X,False,s3:opus:context,Construction safety management and AI governance: a structural correlation and t
8YPFT25U,context,85JVIR9X,False,s3:opus:context,Developer perspectives on licensing and copyright issues arising from generative
PW7MYU5I,context,85JVIR9X,False,s3:opus:context,Minimum viable ethics (MVE) for military AI: the traffic light protocol and acco
XMZC398F,context,85JVIR9X,False,s3:opus:context,Prompts blend requirements and solutions: from intent to implementation
FXC7NC65,context,85JVIR9X,False,s3:opus:context,Do prompt patterns affect code quality? A first empirical assessment of ChatGPT-
SVPFXI3P,context,85JVIR9X,False,s3:opus:context,From replication to redesign: exploring pairwise comparisons for LLM-based peer 
2TTGSYDS,context,85JVIR9X,False,s3:opus:context,Reasonable ai and other creatures. What role for ai standards in liability litig
VYKP32I7,context,85JVIR9X,False,s3:opus:context,LLMLOOP: improving LLM-generated code and tests through automated iterative feed
9NBPCDWR,context,85JVIR9X,False,s3:opus:context,Generalizable secure code generation framework for robust software development p
JZ2QYGEG,context,85JVIR9X,False,s3:opus:context,Fielding faster: removing time and cost barriers to software certification using
36TAMTAX,context,85JVIR9X,False,s3:opus:context,Explainable AI for software engineering
YN3JDZQA,context,85JVIR9X,False,s3:opus:context,Distinguishing governance from compliance evidence: a framework for post-inciden
NS3L4YKR,context,85JVIR9X,False,s3:opus:context,"SOC 2.0: less triage, more treachery"
3TUJG87T,context,85JVIR9X,False,s3:opus:context,CAP: a cryptographically verifiable provenance framework for creative and genera
B8CIYLXF,context,85JVIR9X,False,s3:opus:context,Platform constitutions and algorithmic rule of law in generative AI: translating
IXX69K6D,context,85JVIR9X,False,s3:opus:context,MCP + SKILL: a deterministic architecture for enterprise AI automation with sele
TN4358E5,context,85JVIR9X,False,s3:opus:context,Verifiable AI
NC5V86NI,context,85JVIR9X,False,s3:opus:context,Procurement pathways and the institutionalization of AI operating systems: gover
L5V2845I,context,85JVIR9X,False,s3:opus:context,The AI-augmented internal audit: an operational framework for a self-learning
TQGFG8YC,context,85JVIR9X,False,s3:opus:context,AutoDFBench 1.0: a benchmarking framework for digital forensic tool testing and 
D4KYZAMX,context,85JVIR9X,False,s3:opus:context,SCodeGen: a real-time trustworthy constrained decoding framework for secure code
8I9VS22E,context,85JVIR9X,False,s3:opus:context,An institutional view of algorithmic impact assessments
X6TZFLVJ,context,85JVIR9X,False,s3:opus:context,Safeguarding intelligence: a comprehensive analysis of AI security and privacy i
SLDGQI5F,context,85JVIR9X,False,s3:opus:context,AIAIRS & ARM: a rights architecture and governance framework for AI agents as or
RUZCP22J,context,85JVIR9X,False,s3:opus:context,Liability by design: treating risk-controlling AI layers as the product under mo
Q6SVKUCU,context,85JVIR9X,False,s3:opus:context,Nondeterministic torts: a technical approach to AI liability
427J7PFG,context,85JVIR9X,False,s3:opus:context,Data governance and compliance for GenAI in azure cloud platforms
NNZGRC4G,context,85JVIR9X,False,s3:opus:context,Vibe coding for UX design: understanding UX professionals' perceptions of AI-ass
RCRQT2RZ,context,85JVIR9X,False,s3:opus:context,From RegTech to RegCode
DY2Y5QE3,context,85JVIR9X,False,s3:opus:context,"Rogue AI agents won't be testifying-you will: agentic AI, IP and liability risks"
3ZVMBGPB,core,539H8RBQ,True,s3:opus:core|s3:human:core,Rethinking code review in the age of AI: a vision for agentic code review
8MXATG38,core,539H8RBQ,True,s3:opus:core|s3:human:core,AI-augmented software engineering for rapid feature delivery and operations auto
XZEHQYNZ,core,539H8RBQ,True,s3:opus:core|s3:human:core,Architecting trust: designing human oversight and accountability for AI-driven s
RPHK78A9,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Vibe Coding: Building Production-Grade Software with GenAI, Chat, Agents, and Be"
T72TU8B5,core,539H8RBQ,True,s3:opus:core|s3:human:core,Hedwig: dynamic autonomy for coding agents under local oversight
WH2PIBNQ,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Responsible vibe coding: architecture, opportunities, and research agenda"
XJAXB98T,core,539H8RBQ,True,s3:opus:core|s3:human:core,Beyond banning AI: a first look at GenAI governance in open source software comm
TF56EPIP,core,539H8RBQ,True,s3:opus:core|s3:human:core,Rethinking autonomy: preventing failures in AI-driven software engineering
LCPH3THV,core,539H8RBQ,True,s3:opus:core|s3:human:core|lit-review,"LLM-as-a-judge for software engineering: literature review, vision, and the road"
CI93QRUH,core,539H8RBQ,True,s3:opus:core|s3:human:core,HiLDE: intentional code generation via human-in-the-loop decoding
3SU9QZ6F,core,539H8RBQ,True,s3:opus:core|s3:human:core,AIRA: AI-induced risk audit: a structured inspection framework for AI-generated 
27YULT5I,core,539H8RBQ,True,s3:opus:core|s3:human:core,The ethics of AI-assisted code migration in regulated financial systems: account
WBS9U5N7,core,539H8RBQ,True,s3:opus:core|s3:human:core,Cognitive camouflage: specification gaming in LLM-generated code evades holistic
RG4A4D6K,core,539H8RBQ,True,s3:opus:core|s3:human:core,From black box to open book: an emerging transparency imperative in generative A
A6ZE2A26,core,539H8RBQ,True,s3:opus:core|s3:human:core,Vibe coding on trial: operating characteristics of unanimous LLM juries
LB84WJKI,core,539H8RBQ,True,s3:opus:core|s3:human:core,Human-In-the-loop software development agents
7SH86C2W,core,539H8RBQ,True,s3:opus:core|s3:human:core,Shift-up: a framework for software engineering guardrails in AI-native software 
PD297DUM,core,539H8RBQ,True,s3:opus:core|s3:human:core,My code is less secure with gen AI: surveying developers' perceptions of the imp
R9CDT9KB,core,539H8RBQ,True,s3:opus:core|s3:human:core,Trust-calibrated multi-stage large language model pipeline for vulnerability ass
T8E8SCCG,core,539H8RBQ,True,s3:opus:core|s3:human:core,VibeGuard: a security gate framework for AI-generated code
XRTVITVP,core,539H8RBQ,True,s3:opus:core|s3:human:core,Steering LLMs via scalable interactive oversight
VFNJSZD9,core,539H8RBQ,True,s3:opus:core|s3:human:core,Beyond SAST and DAST: a unified security testing architecture for autonomous cod
FWKYVQPD,core,539H8RBQ,True,s3:opus:core|s3:human:core,Vibe coding and AI-led conversational programming: emerging trends in software d
6NTZ85CW,core,539H8RBQ,True,s3:opus:core|s3:human:core,Multi-agent penetration testing AI for the web
4AXDVW7J,core,539H8RBQ,True,s3:opus:core|s3:human:core,Ethical prompt engineering for AI-driven SE: evidence-informed interaction-time 
E3E5YA2E,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern "
YBHHYR4P,core,539H8RBQ,True,s3:opus:core|s3:human:core,Do users write more insecure code with AI assistants?
QUXRX9ZL,core,539H8RBQ,True,s3:opus:core|s3:human:core,The prompt–refactor–verify (PRV) cycle: a human-centered framework for AI-assist
B4TVIG5Y,core,539H8RBQ,True,s3:opus:core|s3:human:core,Toward a maturity model for AI-assisted software development: conceptual framewo
JCTP8VXP,core,539H8RBQ,True,s3:opus:core|s3:human:core,ZORO: active rules for reliable vibe coding
C88VGWMI,core,539H8RBQ,True,s3:opus:core|s3:human:core,Constitutional spec-driven development: enforcing security by construction in AI
SHK6KAX6,core,539H8RBQ,True,s3:opus:core|s3:human:core,"AI builds, we analyze: an empirical study of AI-generated build code quality"
