item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
QCHASHQN,maybe,,The algorithmic PMO: AI-augmented program management for the digital enterprise,Farhan Murtaza Qureshi,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5712742,"Proposes an AI governance framework for enterprise program management, which has potential transferable insights for organizational oversight of AI systems at scale, though focus is on PMO management rather than AI-generated code risk specifically.","As ar ficial intelligence (AI) and machine learning (ML) become integral to enterprise opera ons, tradi onal Program Management Offices (PMOs) are facing / The study synthesizes emerging literature on AI governance, program management maturity, and decision intelligence to propose a five-pillar A-PMO framework",FALSE,,TRUE,keep,3,TRUE,keep,8
SFU4WQBP,maybe,,Reliability and admissibility of AI-generated forensic evidence in criminal trials,Sahibpreet Singh; Lalita Devi,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5917402,"AI reliability and admissibility in legal proceedings touches on governance, accountability, and oversight frameworks that are transferable to AI-generated code liability and responsibility gaps.",The growing adoption of AI presents promising results for investigative efficiency. / Findings inform policy development for the responsible AI integration within criminal justice systems.,FALSE,,TRUE,maybe,6,FALSE,,
USKQ2MIS,maybe,,Versioned meaning: how to make ontologies audit-stable,Edward Meyman,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5918182,"Ontology versioning and audit-stability for AI governance systems has peripheral relevance — provenance/auditability frameworks could transfer to tracking AI-generated code changes, but the paper appears focused on knowledge graph semantics rather than code oversight or AI risk management directly.","Ontology versioning is widely practiced across enterprise knowledge graphs, healthcare terminologies, and semantic standards. / Semantic Governance, Ontology Versioning, Auditability, Compliance Systems, AI Governance, Provenance, Deterministic Systems",FALSE,,FALSE,,,FALSE,,
SR7LM7NL,discard,OffTopicOther,Federated longitudinal studies (FLS): a privacy-by-design methodology for ecologically valid behavioral data collection in the wild,Rodion Sorokin,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5728502,"Federated learning methodology for behavioral data collection with no connection to AI code generation, human oversight of AI systems, or software governance.","This paper details the architecture, validation protocols, and potential use cases of FLS, arguing for its adoption as a new standard to advance the frontiers / Personality Simulation, Federated Learning, PEFT, Behavioral Prompting, Digital Legacy, Privacy-Preserving AI, Responsible AI, LoRA",FALSE,,FALSE,,,FALSE,,
HTZUBZN3,keep,,Towards a vendor-agnostic AI adoption framework for small and medium-sized businesses,Thomas Eveland,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5736426,"Directly addresses organizational AI adoption with explicit alignment to NIST AI RMF and responsible AI governance, highly relevant to the SLR's focus on managing AI risk at scale.","This paper introduces an AI Adoption Framework (AIAF) for SMBs. / This paper introduces an AI Adoption Framework (AIAF) for SMBs. / It also aligns with the NIST AI Risk Management Framework (RMF) and follows Agile principles to ensure safe, iterative implementation. / Small Business, AI Adoption, Artificial Intelligence, Cloud Computing, AWS, Google Cloud, Microsoft Azure, NIST RMF, Responsible AI",FALSE,,FALSE,,,FALSE,,
IP6U8IG3,discard,OffTopicOther,The political economy of artificial intelligence: automation risk and wage dynamics in the United Kingdom,Louis Zhu,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5736503,"Macroeconomic study of automation risk and wage inequality in labor markets; no governance of AI systems, code oversight, or organizational AI risk management angle.","time-invariant risk index and short pre-AI window limit formal pre-trend testing, robustness checks confirm the core result, pointing to human-centric AI adoption / Automation Risk, Labour Market Dynamics, Technological Change, Political Economy of Automation, Wage Inequality, Difference-in-Differences, Causal Inference, AI / Governance",FALSE,,FALSE,,,FALSE,,
WUJTUJLS,maybe,,"Toward inclusive AI in public services: governance, fairness, and citizen empowerment in AI-driven municipal self-service systems",Muath Alyileili; Alex Opoku,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5939068,Empirical study of AI governance frameworks with fairness/transparency focus in public sector context — governance angle is transferable even though it's not about AI-generated code specifically.,"A mixed-methods design integrates a comparative analysis of global AI governance frameworks with interviews (n = 16) and a survey (n = 272) of municipal / Fairness significantly predicts continued use intentions, underscoring its role in equitable AI adoption. / AI governance Fairness and transparencyGenerative AISelf-service technologies",FALSE,,TRUE,keep,5,FALSE,,
4L3M3ZDA,maybe,,Anticipating trustworthy GenAI in the public healthcare system: Co-producing human-AI governance between patients and GPs in the basque country through living lab assemblages,Igor Calzada,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5932177,"Examines human-in-the-loop and human-AI governance frameworks for GenAI adoption, which are transferable oversight concepts, but the domain is narrowly healthcare/clinical with no code generation angle.","Aim: This chapter examines how Human-AI Governance (HAIG) frameworks can support the democratic and anticipatory integration of GenAI into the Basque public / Results: Findings identified five interdependent factors shaping trustworthy GenAI adoption: epistemic uncertainty and clinical judgment, trust and explainability / Human-centric AI, Human-in-the-loop, GenAI, Human-AI Governance (HAIG), Trustworthy AI, Anticipatory Governance, Healthcare, Patients, GPs, Action Research",FALSE,,TRUE,keep,5,FALSE,,
BZ9MF8AF,maybe,,Beyond universal metrics: a global south-centered framework for ethical AI development,Abdullah X; Fiza Siddiqui,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5792282,"AI governance framework with organizational adoption angle, but focused on Global South equity/fairness principles rather than code oversight or risk management; peripherally transferable to governance frameworks topic.","We introduce ten foundational principles that address critical gaps in current AI governance: contextual fairness over universal metrics, transparent accountability / This work contributes to AI ethics literature by providing actionable guidance for organizations navigating rapid AI adoption while addressing systemic / AI Ethics, Algorithmic Fairness, Global South, Digital Colonialism, AI Governance, Epistemic Justice, Labor Rights, Contextual Fairness, Responsible Innovation",FALSE,,FALSE,,,TRUE,keep,2
PSB68H9E,keep,,Deterministic engines and deterministic governance: why correctness is not permission,Edward Meyman,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5948355,"Directly addresses AI governance, auditability, authorization boundaries, and accountability frameworks — core to organizational risk management and oversight of AI systems.","Deterministic Governance, Deterministic AI, AI Governance, Authorization Boundary, Proof-Carrying Decisions, Auditability, Independent Verification, Policy / Compliance, High-Stakes AI, Enterprise AI, Regulatory AI, AI Accountability, safety-by-default",FALSE,,FALSE,,,FALSE,,
KDHJ5VAA,maybe,,ISO 37XXX draft: purpose-aligned governance for organizations. A pre-standard conceptual framework,Albert Errington,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5778463,"Pre-standard governance framework touching AI governance and accountability concepts (alignment, delegation, organizational purpose) that may offer transferable frameworks for AI risk management and oversight, though not specifically about AI-generated code or vibe coding.","the framework positions organizational purpose—as defined by ownership—as the governing anchor for all decisions, delegations, and actions within an organization / The model introduces two core governance parameters that are frequently absent in existing standards: (1) positive outcomes an organization must achieve / Alignment, Delegation Parameters, Accountability, Organizational Purpose, Governance Drift, Purpose Hijacking, Parasitonomics, Enlightened Selfinterest, AI / Governance, Focus Governance, Governance Integrity, Ownership as Rightsholders, Organizational Systems",FALSE,,FALSE,,,TRUE,keep,2
WD4BJ6CV,keep,,Developmental state theory and AI governance: a comparative analysis of innovation-protection balance in Singapore and Malaysia,Nick Cheam Chung Kit,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5738886,Comparative AI governance study examining regulatory frameworks and innovation-protection balance directly relevant to organizational AI risk management and governance frameworks.,"This study employs Developmental State Theory (DST) to explain divergent AI governance strategies in Singapore and Malaysia, two Southeast Asian nations / Just as developmental states historically calibrated industrial policy to their position in the global economic hierarchy, contemporary AI governance reflects / Developmental State Theory, AI Governance, Singapore, Malaysia, Innovation Policy, Technology Regulation, Southeast Asia",FALSE,,FALSE,,,FALSE,,
V6PVXFVZ,maybe,,"Article title: AI-augmented adaptive leadership: a framework for human-centered team performance in hybrid work EnvironmentsAUTHOR INFORMATIONAuthor name: sharath M NairAffiliation: national institute of technology calicut, department of management StudiesContact information:email: sharath_p250187ms@nitc.ac.inPhone: +91-9739832333Address: 3E, 3rd floor, alliance empire, st vincent colony road, mini bypass, eranjipalam, kozhikode, kerala, india - PINCODE: 673006ACKNOWLEDGMENTSI gratefully acknowledge my PhD supervisors, prof. Arjun anil kumar and prof. Manju mahipalan, department of management studies, national institute of technology calicut, for their thoughtful guidance, constructive feedback, and intellectual mentorship throughout this research journey. Their expertise in organizational behavior and strategic management has been instrumental in shaping this",Sharath Muraleedharan Nair,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5968401,"Integrates AI governance frameworks with organizational leadership and team performance — potentially transferable to human oversight of AI-augmented work environments, though the focus is leadership/hybrid work rather than AI-generated code risks specifically.","Existing leadership theories, AI governance frameworks, and hybrid work research have largely evolved in isolation, leaving leaders without an integrated / The paper integrates recent evidence on AI adoption, hybrid work performance, and psychological safety to articulate testable propositions, specify measurement / adaptive leadership, artificial intelligence, hybrid work, ethical AI governance, team performance",FALSE,,FALSE,,,FALSE,,
4L7GRRKG,maybe,,Translational AI: a new discipline for turning model potential into market success,Henry Han,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5964494,"The abstract is truncated but 'Translational AI' focused on enterprise AI integration with governance mentioned as a keyword suggests potential relevance to organizational AI adoption and governance frameworks, though insufficient detail to confirm.","The integration of Artificial Intelligence into the enterprise faces a critical dissonance: despite billions in capital allocation, initiatives frequently / AI Governance, Translational AI, Socio-Technical Systems, Decision Making, Game Theory",FALSE,,FALSE,,,FALSE,,
3KRIF7AJ,keep,,The enterprise AI governance buyer's guide,Edward Meyman,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5946415,"Directly addresses enterprise AI governance, compliance, auditability, and risk management frameworks — core topics for organizational oversight of AI systems at scale.","Enterprise adoption of artificial intelligence increasingly fails not because models lack capability, but because organizations cannot prove that governance / Most solutions marketed as “guardrails,” “responsible AI,” or “trustworthy AI” operate probabilistically—providing statistical confidence and post-hoc / AI Governance, Artificial Intelligence Regulation, Enterprise Risk Management, AI Compliance, Algorithmic Accountability, Auditability, Deterministic Systems",FALSE,,FALSE,,,FALSE,,
GBHTVKY6,keep,,From e-government to AI-government and toward the agentic state: a reflexive framework for public sector transformation through the estonian bürokratt case,Ingrid Pappel; Anastasija Nikiforova; Oleksandra Dudko; Riina Palu; Maria Claudia Solarte Vasquez,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5975154,"Proposes an AI governance framework for public sector AI adoption, directly relevant to organizational AI governance, accountability, and oversight at scale.","This study addresses this gap by proposing a reflexive, multi-phase framework for AI adoption in the public sector, designed to support ethically grounded / This study contributes to AI governance scholarship by offering a conceptually grounded, practice-oriented framework that guides policymakers and digital / Agentic State, Artificial Intelligence, AI Governance, Digital Government, Digital Transformation, Estonia, AI Adoption, Public Sector Innovation",FALSE,,TRUE,keep,4,FALSE,,
YVBSCYFT,discard,K12pedagogy,Educators’ perceptions and pedagogical approaches in the era of generative AI integration: a qualitative study in higher education,Rahil Najafov,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5906162,"Focuses on educators' perceptions and pedagogical approaches to generative AI in higher education, with no governance, oversight, or code-generation angle.",The fast adoption of generative artificial intelligence (GAI) in higher education has created a dire necessity to comprehend the professional reaction / It provides evidence supporting the importance of educator-centered support when adopting responsible AI in higher education modernization.,FALSE,,FALSE,,,FALSE,,
B2GEVNCW,discard,K12pedagogy,From standardization to Co-creation: a century of educational technology and the epistemological rupture of AI,Md Shakib Hasan; Mst Mosaddeka Naher Jabe; Teguh Daniel Bandaso; Aiman Iftikhar; Sunita Rathore,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5798324,"Focuses on educational technology policy and pedagogy in schools, with only surface-level mention of AI governance frameworks as a means to educational reform rather than as a substantive governance contribution.","This requires dramatic policy and pedagogical changes, which require new assessment paradigms oriented at human skills with the adoption of strong ethical / AI governance frameworks and teacher's remaking in relation to the role of ethical mentor and learning aide.",FALSE,,FALSE,,,FALSE,,
C4DAZEMP,keep,,Organizational AI workforce coverage and maturity: a framework for responsible AI adoption and governance,Aeron Zentner,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6002294,"Directly addresses AI governance frameworks and responsible adoption at scale, with explicit attention to governance intensity scaling with risk — highly transferable to managing AI-generated code risk.","theorizes that AI risk and impact escalate across these domains and that governance intensity must scale proportionally to enable responsible and sustainable adoption / Artificial Intelligence, AI Governance, AI Maturity, Responsible AI",FALSE,,FALSE,,,TRUE,keep,10
XMTQCHVR,discard,MarketingAds,"Governance, not optimization: the evidence that ends the SEO and AEO worldview",Timothy De Rosen,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5818243,"Paper is about AI visibility/SEO governance for enterprise marketing outputs (how AI systems represent brands), not about code generation risk, human oversight of software development, or transferable governance frameworks.","nbsp;The article defines governance as an output-level control function that detects, evidences, reproduces, and corrects what AI systems say about an enterprise / AI Visibility, AI Governance, Model Drift, LLM Variance, Enterprise Risk, Procurement Bias, Disclosure Alignment, AIVO Standard, Reconstruction Vs Retrieval",FALSE,,FALSE,,,FALSE,,
G4DX4M75,keep,,Buying blind: corruption risk and the erosion of oversight in federal AI procurement,Jessica Tillipman,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6043674,"Directly addresses oversight erosion, audit rights, and governance in AI procurement—highly relevant to scalable oversight and accountability frameworks for AI adoption at organizational scale.","Recent federal AI policies have accelerated adoption while simultaneously narrowing regulatory oversight, effectively leaving “regulation / anti-corruption, corruption risk, fraud risk, organizational conflicts of interest (OCI), transparency, audit rights, auditability, vendor lock-in, AI / governance, regulation by contract",FALSE,,FALSE,,,FALSE,,
H9QHBWW6,discard,MarketingAds,AI-powered passenger experience in airlines: a KPI-driven framework with mixed-methods evidence,SeyyedAbdolHojjat MoghadasNian; Farzaneh GhajarGar,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6017454,"Customer experience and marketing analytics framework for airlines with no code generation, oversight, or AI governance angle beyond a brief 'responsible-AI' mention.","This article develops and tests a KPI-driven, Balanced-Scorecard-aligned framework that links AI modalities to enterprise outcomes across the passenger / Practically, we recommend a Foundations → Pilot → Scale → Optimize roadmap with per-pax/per-ASK denominators, instrumentation (A/B, DiD, uplift), and responsible-AI",FALSE,,FALSE,,,FALSE,,
GIJH57XX,maybe,OffTopicOther,Impact of AI on supply chain management in Bangladesh,Subashis Senapati,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5856484,Supply chain AI adoption with an ethical AI governance angle is peripheral but the governance/policy roadmap framing makes it marginally transferable to organizational AI risk management.,"from industry reports and recent trends, the study finds that although large RMG firms are increasingly investing in automation and analytics, overall adoption / Finally, it proposes a policy and business roadmap focusing on skills development, SME financing, interoperable data standards, ethical AI governance,",FALSE,,FALSE,,,FALSE,,
W7X58NC6,maybe,OffTopicOther,Impact of AI on supply chain management in Bangladesh,Subashis Senapati,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5856622,"Supply chain AI governance in a developing-country manufacturing context is peripheral to AI-generated code risk, but the ethical AI governance and policy roadmap angle offers some transferable organizational governance framing.","from industry reports and recent trends, the study finds that although large RMG firms are increasingly investing in automation and analytics, overall adoption / Finally, it proposes a policy and business roadmap focusing on skills development, SME financing, interoperable data standards, ethical AI governance,",FALSE,,FALSE,,,TRUE,keep,3
TQKQQAX4,keep,,"Responsible AI adoption in organisations  - pathways for leaders to enable trust, innovation and sustainable value creation",Azra Fazal,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6048536,"Directly addresses responsible AI adoption and governance frameworks in organizational contexts, highly relevant to managing AI risks at scale.","The findings are clear: AI adoption is already mainstream, but responsible adoption lags behind. / Artificial Intelligence, Responsible AI, Artificial Intelligence Adoption, AI Governance, AI Ethics, Technology Adoption Model, Organisational Change,",FALSE,,FALSE,,,FALSE,,
5C5D8ISW,keep,,Observability for large language models: SRE and chaos engineering for AI at scale,Ankush Sharma,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5882002,"Directly addresses LLM reliability and governance at scale in enterprise settings, covering MLOps, AI governance, incident response, and responsible AI — all transferable to managing risk from AI-generated code at scale.","As large language models (LLMs) become increasingly integral to enterprise applications across industries, ensuring their reliability, performance, / AI deployment standards. / Infrastructure, Model Performance Monitoring, Fault Tolerance, Error Budgets, Latency Optimization, Machine Learning Operations (MLOps), Model Drift Detection, AI / Governance, Production AI Systems, Distributed Systems, Incident Response, Capacity Planning, Autoscaling, Responsible AI",FALSE,,FALSE,,,FALSE,,
ES9ZIMH5,keep,,"The compliance theater of large language models: an exploratory case study using the factuality, recourse, and constraint (FRC) framework",Don Michael Pierce,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5917922,"Directly addresses AI governance, compliance, model risk management, and AI alignment — core themes of the SLR on organizational risk management from AI systems.","Large Language Models (LLMs), AI Governance, Compliance Theater, Model Risk Management, AI Alignment, Adversarial Testing, Regulatory Compliance, Enterprise",FALSE,,FALSE,,,FALSE,,
UPQ83E9W,maybe,,The strategic convergence: risk-adaptive AI for reducing insider exfiltration and improving forensic readiness,Burak Oktenli,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5919022,"AI risk management and cybersecurity governance angle is potentially transferable to oversight frameworks, though the focus on insider threat/exfiltration is peripheral to AI-generated code risk.","The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / Insider Threat, Artificial Intelligence, User Activity Monitoring, Defense Industrial Base, Cybersecurity Governance, Records Management, AI Risk Management",FALSE,,FALSE,,,FALSE,,
R8RS7KWL,keep,,"A systemic model for AI governance: a multilayer framework integrating data, models, interaction, and use cases with continuous compliance-by-design",Catarina Santos Nunes,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5894123,"Directly addresses AI governance frameworks, EU AI Act compliance-by-design, and enterprise AI risk management across the full system lifecycle — core to the SLR's oversight and governance focus.","data, model, interaction, and use-case dynamics; (ii) a six-layer governance architecture aligned to lifecycle obligations under the EU AI Act; (iii) an enterprise / It is intended as a contribution to ongoing discussions on practical AI governance and the operationalization of responsible AI in high-risk contexts. / AI Governance, EU AI Act, AI Pact, Systemic AI Risk, Bias Beyond Fairness, Compliance by Design, High-Risk AI Systems, Lifecycle AI Governance, Generative / AI Governance, Enterprise AI Governance, AI Risk Taxonomy, Emergent Use Cases, Human–AI Interaction Risk",FALSE,,FALSE,,,FALSE,,
H66M6N9R,keep,,The paradox of governance calibration at machine speed: why human intervention cannot meet the decision moment,Keith M. Driver,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6007474,Directly addresses scalable human oversight — the core tension of governance calibration at machine speed and why human intervention cannot keep pace is central to the SLR's focus on oversight challenges from AI-generated code volume.,"Over the past several years, AI governance has evolved in material ways. / The implications extend beyond any single organization or regulatory regime.",FALSE,,FALSE,,,FALSE,,
X5Z3C6AR,maybe,VendorWhitepaper,From adoption to outcomes: AI-specific implementation gaps in the first 18 months,Keith M. Driver,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6028075,"Draws on enterprise AI deployment and governance themes directly relevant to the SLR, but appears to rely heavily on Gartner research (potential vendor whitepaper) and the abstract is truncated, making it impossible to assess methodology rigor.","Drawing primarily on Gartner's AI/Human Readiness research and MIT NANDA's empirical analysis of enterprise AI deployments, this paper argues that early / Artificial Intelligence Implementation, Organization Design, Organizational Learning, AI Governance, Human-AI Interaction, Technology Adoption, Digital",FALSE,,FALSE,,,FALSE,,
BCXSUMKG,maybe,,Cognitive imprinting: a conceptual framework for human-AI Co-adaptation in the transformer era,Tommy Scillian,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5924924,"Touches AI governance and co-adaptive systems which could relate to human oversight challenges, but the abstract is essentially just keywords with no methodology or findings to assess relevance to scalable oversight of AI-generated code.","Human-AI Interaction, Cognitive Imprinting, Cybernetics, Adaptive Systems, Cognitive Scaffolding, Co-Adaptive Systems, AI Governance, Enterprise Intelligence",FALSE,,FALSE,,,FALSE,,
FVFX92ZL,maybe,,From automation to augmentation: new business roles enabled by AI technologies,Danielle Belgrave Belgrave,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5926245,"Addresses organizational AI adoption, workforce transformation, and responsible AI — peripherally relevant to how organizations manage human oversight as AI augmentation scales, though no direct focus on AI-generated code or governance frameworks.","simply eliminating jobs, the study contributes to future-of-work discourse and offers insights for organizations seeking sustainable and inclusive AI adoption / Artificial Intelligence, Human–AI Augmentation, Future of Work, AI-Enabled Business Roles, Workforce Transformation, Organizational Innovation, Responsible / AI",FALSE,,FALSE,,,TRUE,maybe,3
9ZESJB3L,discard,OffTopicOther,"Women worry, men adopt: how gendered perceptions shape the use of generative AI",Fabian Stephany; Jedrzej Duszynski,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6034494,"Paper studies gendered differences in AI adoption and risk perception—a social science/inequality topic—with no meaningful connection to AI-generated code oversight, governance frameworks for code risk, or scalable human control mechanisms.","Generative artificial intelligence (GenAI) is diffusing rapidly, yet its adoption is strikingly unequal. / Our composite index capturing concerns about mental health, privacy, climate impact, and labour-market disruption explains 9-18% of variation in adoption / Generative Artificial Intelligence, Gender Gap, Technology Adoption, Risk Perceptions, Digital Skills, Labour Markets, AI Governance, Inequality",FALSE,,FALSE,,,FALSE,,
FLIJSNV6,discard,VendorWhitepaper,AI-driven financial governance: a hybrid framework for enterprise integrity and national fiscal stability,Hossameldin Elagamy,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5929577,"Single-author vendor whitepaper on AI for financial/tax governance with no methodology, no oversight-of-AI-systems angle, and no connection to AI-generated code or scalable human oversight.","This white paper proposes a hybrid financial governance model integrating artificial intelligence (AI), enterprise-level financial systems, and national-level / AI Governance, National Tax Gap, ERP Automation, SQL Financial Systems, Corporate Finance, Variance Analysis, Fiscal Integrity, Predictive Analytics, U.S",FALSE,,FALSE,,,TRUE,keep,6
JFIUWS9F,keep,,"The rise of ethical, governance, and trust-oriented roles in AI-enabled workplaces",Fei-Fei Li,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5929077,"Directly addresses AI governance roles, accountability, and organizational risk management in AI adoption — highly relevant to oversight frameworks for AI-generated code.","AI managers, trust and compliance leads, and AI risk governance specialists. / behind the rise of these roles, such as regulatory developments, public scrutiny of algorithmic bias, and the need for organizational legitimacy in AI adoption / Responsible AI, AI Ethics, AI Governance, Trust In AI, Future of Work, Algorithmic Accountability, AI-Enabled Workplaces",FALSE,,FALSE,,,FALSE,,
LAXYRU8F,keep,,AI as public infrastructure: a critical review of the transition from tool to societal necessity,Oktay Ibrahimov,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5930164,Directly addresses AI governance gaps during adoption transitions — highly relevant to organizational risk management and oversight frameworks.,"(2) where does governance lag adoption? / Artificial Intelligence, AI as Public Infrastructure, AI Governance, AI-Human Collaboration, Infrastructure Status Index",FALSE,,FALSE,,,FALSE,,
6KBMEIDV,maybe,,The age of cognitive divergence: surviving the fracture between human rhythm and artificial speed,Adrian Stan,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5933977,"Abstract mentions AI governance, AI policy, and global security alongside AI adoption themes that could include oversight challenges at scale, though the framing around 'cognitive divergence' and 'human rhythm vs artificial speed' is abstract and the methodology is unclear.","Synthesizing four years of theoretical research and data analysis (including reports from GitKraken, DORA, McKinsey), the work demonstrates that AI adoption / Cognitive Divergence, Artificial Intelligence, AI Governance, Sovereign Compute, AI Policy, Homo Symbioticus, Global Security, MEG Protocol, Digital Colonialism",FALSE,,FALSE,,,FALSE,,
CTAMRMIV,maybe,,Social network analysis of AI agent organizations,Hasan Gokberk Bayhan,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5942834,"Discusses AI agent coordination, memory governance, and hybrid human-agent networks in enterprise settings — peripherally relevant to organizational oversight of AI systems, though not directly about code generation risk.","Using this representation, it discusses standard social network analysis (SNA) measures to enterprise agent settings to identify coordination hubs, bottlenecks / , Social Network Analysis, Organizational Networks, Memory Governance, Model Context Protocol, MCP, A2A, Agent-to-Agent, Hybrid Human-Agent Networks, Enterprise / AI Governance",FALSE,,TRUE,keep,8,FALSE,,
V6PKE56B,maybe,,Lights-off data factory: joint modeling of semantic autonomy and governance resilience,Sukant Pandey,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5943797,"Combines AI governance, autonomous systems, human-AI interaction, and enterprise AI architecture with explicit risk management framing — potentially transferable to scalable oversight of AI-generated code, though the focus on data governance rather than code generation makes relevance uncertain.","Autonomous Governance, Copula Models, Epistemic Uncertainty, Semantic Reasoning Systems, AI Risk Management, Phase Transitions, Complex Systems, Data Governance / Metrics, Human-AI Interaction, Enterprise AI Architecture, ADGMM (Autonomous Data Governance Maturity Model), AEGIS (Autonomous Epistemic Governance &",FALSE,,FALSE,,,FALSE,,
X3FXBFB2,keep,,From dashboards to decisions: AI-driven regulatory intelligence for secure and resilient enterprise systems,Laxmi Vanam,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5948635,"Directly addresses AI governance and regulatory compliance frameworks for enterprise systems, highly relevant to organizational AI risk management and oversight.","This conceptual framework paper provides a blueprint for researchers and practitioners to advance RegTech toward proactive, secure enterprise architectures / Artificial Intelligence, Regulatory Intelligence, Regtech, Regulatory Compliance, Enterprise Resilience, AI Governance, Regulatory Change Management, Operational",FALSE,,FALSE,,,FALSE,,
CCK5X4ID,discard,OffTopicOther,The export intelligence paradox measuring anti-fragile export intelligence under non-ergodic risk,Shashwat Agrawal,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5949315,Paper is about export intelligence and SME trade concentration; the AI governance mention appears incidental to a trade economics framework with no meaningful connection to AI code oversight or scalable human control.,"Despite their widespread adoption, export concentration remains persistent in many small open economies, and small and medium-sized enterprises (SMEs) / The framework reframes evaluation away from forecast accuracy toward adaptive learning capacity, with implications for export policy design, AI governance",FALSE,,FALSE,,,FALSE,,
XZK6TTQP,keep,,AI service system design (ASSD): a service-system-oriented framework for organizational AI adoption,Ren-Dar Yang,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5949495,"Directly addresses organizational AI adoption frameworks with explicit AI governance and human-AI collaboration dimensions, transferable to understanding how organizations manage AI-generated code at scale.","practical observations indicate that most organizations continue to apply traditional information system deployment or process automation mindsets to AI adoption / This paper argues that the essence of the organizational AI adoption dilemma is not merely a technical adjustment or process optimization issue, but fundamentally / AI Service System Design, Service Systems, Organizational AI Adoption, Agentic AI, Human-AI Collaboration, AI Governance",FALSE,,FALSE,,,FALSE,,
97NQVNL6,discard,OffTopicOther,The export intelligence paradox  measuring anti-fragile export intelligence under non-ergodic risk,Shashwat Agrawal,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5949634,Paper is about export intelligence and SME export concentration in open economies; the AI governance mention appears incidental to a trade/economics framework with no meaningful connection to AI code oversight or organizational AI risk management.,"Despite their widespread adoption, export concentration remains persistent in many small open economies, and small and medium-sized enterprises (SMEs) / The framework reframes evaluation away from forecast accuracy toward adaptive learning capacity, with implications for export policy design, AI governance",FALSE,,FALSE,,,FALSE,,
QF6QFTH6,discard,ClinicalNarrow,Clinician-centric decision support perspective on interpretable machine learning for neonatal mortality prediction in Somalia,Liban Bile Mohamud; Yusuf Abas Mohamed; Bee Ee Khoo; Mohamud Eyow Ali; Abdulrahman Abdullahi Mohamed,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6074129,Neonatal mortality prediction in a specific clinical context; the governance mention is incidental to a narrow clinical AI application with no transferable oversight framework.,"To maximize impact, efforts should focus on local data integration, ethical AI governance, and digital health capacity building to enable effective AI / adoption in neonatal care and advance SDG 3.2 to end preventable newborn deaths by 2030 in Somalia.",FALSE,,FALSE,,,FALSE,,
