item_key,title,abstract,authors,year,item_type,sources,source_queue
B4JWDAMV,"Shadow AI: governance, risk, and organisational resilience","The rapid proliferation of generative and predictive AI tools has introduced a new and largely unregulated phenomenon: Shadow AI - the unsanctioned, informal use of artificial intelligence technologies within organisations. This paper conceptualises Shadow AI as a distinct sociotechnical challenge, emerging at the intersection of digital innovation, organisational culture, and governance failure. Through a multi-layered analysis, we develop a typology of Shadow AI use cases, propose a risk classification framework, and explore diverse stakeholder perspectives on its implications. Drawing on anonymised case studies from sectors including healthcare, finance, defence, and education, we demonstrate how Shadow AI introduces systemic vulnerabilities that are poorly addressed by conventional cybersecurity or compliance frameworks. The paper concludes by offering a set of actionable recommendations for organisations, policymakers, and educators, and outlines two forward-looking research agendas focused on secure AI deployment and cyber statecraft. By framing Shadow AI as both a risk and a signal of latent demand, this paper calls for an adaptive, ethically grounded approach to AI governance - one that balances innovation with resilience in an era of decentralised technology use. © 2025 IEEE.",Ross; Hibbert; Moss,2025,conferencePaper,,keep_queue
QM23P2TQ,Software development: No-code and low-code with generative AI,"Armed with generative artificial intelligence (AI), no-code and low-code sys tems are shortening the software development cycle dramatically. By automating code generation and simplifying workflows, these technologies are accelerating typing and reduce development costs. Even non-coders are now able to quickly build an application from a business idea. This chapter explores how no-code and low-code platforms are reshaping software development by enabling users of varying technical expertise to create applications quickly through visual tools and natural language puts. We also discuss their evolution from early graphical user interfaces to modern AI-augmented systems by examining key innovations like prompt engineering and main-specific adaptations. Case studies on commercial tools and open-source tions highlight real-world applications across industries and education by showcasing their potential to democratize software development while raising concerns about tellectual property and regulatory compliance. The chapter concludes by emphasizing the need for human supervision, advanced verification mechanisms, and ethical guards to ensure these platforms achieve their promise of delivering efficient, able, and inclusive software development ecosystems. © 2025 Walter de Gruyter GmbH, Berlin/Boston, Genthiner Straße 13, 10785 Berlin.",Ajith Kumar; Radhakrishnan; Manoj Kumar; Dawn; Satheesh Kumar,2025,journalArticle,,keep_queue
B9XME6V7,Software doping analysis for human oversight,"This article introduces a framework that is meant to assist in mitigating societal risks that software can pose. Concretely, this encompasses facets of software doping as well as unfairness and discrimination in high-risk decision-making systems. The term software doping refers to software that contains surreptitiously added functionality that is against the interest of the user. A prominent example of software doping are the tampered emission cleaning systems that were found in millions of cars around the world when the diesel emissions scandal surfaced. The first part of this article combines the formal foundations of software doping analysis with established probabilistic falsification techniques to arrive at a black-box analysis technique for identifying undesired effects of software. We apply this technique to emission cleaning systems in diesel cars but also to high-risk systems that evaluate humans in a possibly unfair or discriminating way. We demonstrate how our approach can assist humans-in-the-loop to make better informed and more responsible decisions. This is to promote effective human oversight, which will be a central requirement enforced by the European Union's upcoming AI Act. We complement our technical contribution with a juridically, philosophically, and psychologically informed perspective on the potential problems caused by such systems.",Biewer; Baum; Sterz; Hermanns; Hetmank,2025,journalArticle,wos,keep_queue
6TZHUCMD,Source code guardrail: AI driven solution to distinguish critical vs. Generic code for enterprise LLM security,"The adoption of Large Language Models (LLMs) in businesses raises the possibility of inadvertent intellectual property (IP) and secret data leaks to public artificial intelligence systems. Organizations are using security solutions, including data loss prevention (DLP), access restrictions, monitoring systems, and many more, to lower these risks. However, source code presents a unique challenge in separating benign, non-sensitive code from sensitive, business-critical code, as both may have structural similarities, but business logic could be very different, and the current security systems are not able to handle these variations. In this paper, we propose a novel solution, Source Code Guardrail (SCG), powered by an AI classification model, that automatically categorizes source code as either sensitive (custom, production-grade, or confidential) or non-sensitive (dummy or generic code). Our solution leverages source code embedding models (unixcoder) to convert the code into a language-agnostic numerical vector representation that captures its full details, including semantic meaning, structure, and functionality. These numerical embedding vectors were used as the input feature of the dense layer classification model. In this work, the classification model and UnixCoder are trained together as a merged network so that the model can also learn the code embeddings based on classification loss. The proposed model was trained on manually annotated 8000+ source codes of different languages, which were taken from multiple sources, ensuring a diverse and representative dataset. The proposed model achieves 91.19% accuracy, 86.71% precision, and 90.41% recall in classifying the code as sensitive or non-sensitive to being exposed to public AI services. Combining this classification model with SIEM systems, API proxies, and DLP solutions will enable companies to enforce real-time source code filtering, assuring that only non-sensitive code interacts with LLMs and preventing possible proprietary data leaks. By suggesting a scalable, intelligent method to lower source code exposure concerns in AI-driven environments, our results add to the larger debate on LLM security, enterprise artificial intelligence governance, and automated data protection. We suggest that companies working on private software development use SCG products to stop source code IP from being leaked on public LLM systems. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",Sharma; Gupta; Yang G.; Liu S.; Su C.,2026,conferencePaper,wos,keep_queue
YRBG342S,"Synergizing human-AI cooperation in automated software testing: a balance for enhanced efficiency, reliability, and trust","Achieving reliable and trustworthy automated software testing requires a synergistic approach that leverages both human expertise and AI capabilities. This position paper argues that active human oversight is crucial for addressing key challenges such as the test oracle problem and training data bias. By fostering human-AI cooperation, potential biases and inaccuracies can be mitigated, leading to more efficient, reliable, and trustworthy automated testing. This approach also aligns with principles from the EU AI Act, which emphasizes the need for effective human control over AI systems. The paper concludes by outlining a future research agenda focused on developing frameworks to foster seamless human-AI collaboration and presenting several open research questions vital for advancing the field.  © 2025 IEEE.",Tuape; Kasurinen; Najjemba; Islam,2025,conferencePaper,,keep_queue
8785LTCI,Systematic literature review on generative AI: ethical challenges and opportunities,"Generative Artificial Intelligence (GAI) has rapidly emerged as a transformative technology capable of autonomously creating human-like content across domains such as text, images, code, and media. While GAI offers significant benefits in fields like education, healthcare, and creative industries, it also introduces complex ethical challenges. This study aims to systematically review and synthesize the ethical landscape of GAI by analyzing 112 peer-reviewed journal articles published between 2021 and 2025. Using a Systematic Literature Review (SLR) methodology, the study identifies five primary ethical challenges—bias and discrimination, misinformation and deepfakes, data privacy violations, intellectual property issues, and accountability and explainability. In addition, it highlights emerging opportunities for ethical innovation, such as responsible design, inclusive governance, and interdisciplinary collaboration. The findings reveal a fragmented research landscape with limited empirical validation and inconsistent ethical frameworks. This review contributes to the field by mapping cross-sectoral patterns, identifying critical research gaps, and offering practical directions for researchers, developers, and policymakers to promote the responsible development of generative AI. © (2025), (Science and Information Organization). All rights reserved.",Surbakti,2025,journalArticle,wos,keep_queue
EHEQPUT7,"The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools","The implementation of responsible Artificial Intelligence (AI) in an organization is inherently complex due to the involvement of multiple stakeholders, each with their unique set of goals and responsibilities across the entire AI lifecycle. These responsibilities are often ambiguously defined and assigned, leading to confusion, miscommunication, and inefficiencies. Even when responsibilities are clearly defined and assigned to specific roles, the corresponding AI actors lack effective tools to support their execution. Toward closing these gaps, we present a systematic review and comprehensive meta-analysis of the current state of responsible AI tools, focusing on their alignment with specific stakeholder roles and their responsibilities in various AI lifecycle stages. We categorize over 220 tools according to AI actors and stages they address. Our findings reveal significant imbalances across the stakeholder roles and lifecycle stages addressed. The vast majority of available tools have been created to support AI designers and developers specifically during data-centric and statistical modeling stages while neglecting other roles such as organizational leaders, deployers, end-users, and impacted communities, and stages such as value proposition and deployment. This uneven distribution highlights critical gaps that currently exist in responsible AI governance research and practice. Our analysis reveals that despite the myriad of frameworks and tools for responsible AI, it remains unclear who within an organization and when in the AI lifecycle a tool applies. Furthermore, existing tools are rarely validated, leaving critical gaps in their usability and effectiveness. These gaps provide a starting point for researchers and practitioners to create more effective and holistic approaches to responsible AI development and governance.  © 2025 Copyright held by the owner/author(s).",Kuehnert; Kim; Forlizzi; Heidari,2025,conferencePaper,,keep_queue
Z4SZM266,The AI-driven vendor: impact of AI on offshore software outsourcing,"The paper examines the transformative impact of artificial intelligence (AI) on offshore software outsourcing, with a focus on how AI-driven tools like GitHub Copilot and ChatGPT are reshaping development practices and vendor dynamics. These tools automate routine coding tasks, improve code quality, and accelerate development timelines, creating new value propositions for offshore vendors. This paper argues that the shift to AI demands a redefinition of vendor roles, emphasizing adaptability, knowledge integration, and higher-value contributions beyond traditional coding. Offshore vendors should now move up the value chain and embrace innovation, design, and consultancy roles to remain competitive. In combining theoretical insights with case-based observations, this paper proposes a future framework for AI-integrated outsourcing ecosystems. This framework addresses key challenges such as talent reskilling, collaboration models, and governance structures. Ultimately, the paper highlights that while AI presents efficiency gains, it also compels offshore vendors to evolve strategically and organizationally to sustain their relevance in an AI-dominated software industry.",Wende; Alt; Nguyen; Schreieck; Oshri,2026,conferencePaper,wos,keep_queue
XXCF6IHG,The effect of AI-induced outcome favorability on vigilance performance—an exploration based on attention capacity theory,"While AI (artificial intelligence) embedded in work scenarios provides a great interaction experience for employees, this favorable experience instead traps employees in a comfort zone, ending up with a reduced vigilance performance. Based on attention capacity theory, this study identifies the mechanism by which AI-induced outcome favorability affects vigilance performance. Pre-test and Study 1 found that AI-induced outcome favorability can adversely affect vigilance performance and that failure experience interventions can help mitigate this adverse effect. Study 2 and 3 explored the mechanisms in detail. Study 2 is a scenario-based experiment that found that a failure experience intervention attenuated the positive relationship between AI-induced outcome favorability and AI complacency. Study 3 further demonstrated that the failure experience intervention moderated the mediating role of AI complacency in the relationship between AI-induced outcome favorability and vigilance performance through a two-period follow-up survey. There was no crossover between subjects in these studies. In conclusion, we find that AI-induced outcome favorability negatively affects vigilance performance via AI complacency, and that appropriate intervention modalities (failure experience intervention) can effectively attenuate this negative effect. We respond to traditional concerns in automation about complacency in human-computer interaction and extend the study of complacency in human-machine interaction. Our findings guide the organizational management of AI-embedded work processes, inspiring companies to initiate training on how AI works and to establish a scientific investigation mechanism for potential disputes over rights and responsibilities. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",Zhao; Qu; Zhou; Lin,2024,journalArticle,,keep_queue
27D36V3E,The ethical concerns raised using AI tools on software development systems,"The advantages, disadvantages, and ethical concerns raised by AI technologies in software creation are the primary foci of this study. It turns out that AI can cut software mistakes in half and boost efficiency by 15% in SMEs, according to an analysis of tools like DeepCode and GitHub Copilot. Intellectual property rights, prejudice, and over-reliance are still problems. Data is gathered via interviews and surveys from developers and specialists, and the research employs both quantitative and qualitative methods, following a case study methodology. For technology to be used sustain, the research suggests building ethical frameworks and combining developers’ abilities with AI. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",Fawareh; Alsharari,2026,journalArticle,,keep_queue
52PTUFU8,The evolution of technical debt from DevOps to generative AI: a multivocal literature review,"Background: The rapid integration of Artificial Intelligence (AI) – including Machine Learning (ML) and Generative AI – into software systems is reshaping the software development lifecycle. As AI-driven systems become more dynamic and complex, traditional approaches to Technical Debt (TD) management face increasing limitations. Simultaneously, AI-assisted development introduces new forms of TD, particularly in relation to maintainability, explainability, and data governance. Objective: This study aims to explore how Technical Debt Management (TDM) must adapt in the context of AI-enhanced software development. It investigates (1) the evolution of TD in AI-driven systems, and (2) the implications of using AI technologies within the software engineering process. Methods: We conducted a multivocal literature review, combining insights from both peer-reviewed research and industry sources. Following established guidelines, we systematically analyzed 61 primary sources, categorized TD types and management activities, and identified key challenges and practices emerging in the AI era. Results: Our findings reveal that data-related, infrastructure, and pipeline-related TD are particularly prevalent in ML systems. Machine Learning Operations (MLOps) practices are increasingly recognized as essential for managing such debt, especially in relation to dynamic data dependencies and model retraining. In parallel, AI-generated artifacts and automated pipelines introduce new governance and maintainability challenges. Conclusion: Technical Debt in AI systems demands continuous, automated, and cross-functional management strategies. As software evolves in response to data and usage, new operational paradigms – grounded in practices like MLOps and Small Language Model Operations (SLMOps) – will be vital to ensure long-term software sustainability. This study provides a foundational map for researchers and practitioners navigating the intersection of AI and TD management. © 2025 The Authors",Moreschini; Arvanitou; Kanidou; Nikolaidis; Su,2026,journalArticle,wos,keep_queue
76TPE28B,The future of software development with GenAI: evolving roles of software personas,"Recent advancements in Generative AI (GenAI) algorithms have been reshaping the software development lifecycle (SDLC) landscape. These transformations not only enhance the speed, accuracy, and productivity of SDLC tasks but also influence the roles and existence of software personas within the SDLC ecosystem. This study evaluates GenAI's effects on the roles of software personas engaged in the typical SDLC phases: planning, design, development, testing, and deployment. When evaluating these effects, it becomes evident that GenAI's impact varies across roles and their relation to specific SDLC phases and activities. While some roles experience a substantial impact, achieving full AI-driven automation remains a challenge for roles that demand critical thinking, empathy, and other human supervision. Overall, GenAI's penetration will necessitate new skills and a redefinition of roles for many tasks within SDLC, where humans and AI will collaborate to create better, faster, and more efficient software. © 1973-2011 IEEE.",Şimşek; Gülşeni; Arkali Olcay,2025,journalArticle,wos,keep_queue
PDYJGF2R,The hidden risks of LLM-generated web application code: a security-centric evaluation of code generation capabilities in large language models,"The rapid advancement of Large Language Models (LLMs) has enhanced software development processes, minimizing the time and effort required for coding and enhancing developer productivity. However, despite their potential benefits, code generated by LLMs has been shown to be insecure in controlled environments, raising critical concerns about their reliability and security in real-world applications. This paper uses predefined security parameters to evaluate the security compliance of LLM-generated code across multiple models, such as ChatGPT, DeepSeek, Claude, Gemini and Grok. The analysis reveals critical vulnerabilities in authentication mechanisms, session management, input validation and HTTP security headers. Although some models incorporate security measures to a limited extent, none fully align with industry best practices, highlighting the associated risks in automated software development. Our findings underscore that human expertise is crucial to ensure secure software deployment or review of LLM-generated code. Also, there is a need for robust security assessment frameworks to enhance the reliability of LLM-generated code in real-world applications. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",Dora; Lunkad; Aslam; Venkatesan; Shukla,2026,conferencePaper,,keep_queue
DYKE748V,The role of firm AI capabilities in generative AI-pair coding,"Generative Artificial Intelligence (genAI) is the latest evidence of the transformative value of AI in organisations. One promising avenue is in software engineering, where genAI can contribute to coding by pairing with developers. Based on a sample of global companies, two key findings emerge from an analysis of the productivity impact of genAI pair coding. Coding quality is negatively correlated with productivity throughput gains, while quality-adjusted productivity gains depend on the extent to which firms have deployed AI capabilities in the form of data, skills upgrading and AI governance. As observed with other digital technologies, the success of using genAI is closely linked to complementary technical skills and organisational resources. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",Bughin,2024,journalArticle,wos,keep_queue
C2K75UGE,The vicious circles of skill erosion: a case study of cognitive automation,"Cognitive automation powered by advanced intelligent technologies is increasingly enabling organizations to automate more of their knowledge work tasks. Although this often offers higher efficiency and lower costs, cognitive automation exacerbates the erosion of human skill and expertise in automated tasks. Accepting the erosion of obsolete skills is necessary to reap the benefits of technology—however, the erosion of essential human expertise is problematic if workers remain accountable for tasks for which they lack sufficient understanding, rendering them incapable of responding if the automation fails. Though the phenomenon is widely acknowledged, the dynamics behind such undesired skill erosion are poorly understood. Thus, taking the perspective of sociotechnical systems, we conducted a case study of an accounting firm that had experienced skill erosion over a number of years due to reliance on their software’s automated functions. We synthesized our findings using causal loop modeling based on system dynamics. The resulting dynamic model explains skill erosion via an interplay between humans’ automation reliance, complacency, and mindful conduction. It shows how increasing reliance on automation fosters complacency at both individual and organizational levels, weakening workers’ mindfulness across three work task facets (activity awareness, competence maintenance, and output assessment), resulting in skill erosion. Such skill erosion may remain obscure, acknowledged by neither workers nor managers. We conclude by discussing the implications for theory and practice and identifying directions for future research. © 2023, Association for Information Systems. All rights reserved.",Rinta-Kahila; Penttinen; Salovaara; Soliman; Ruissalo,2023,journalArticle,,keep_queue
NS32XBPC,Thematic analysis of expert opinions on the use of large language models in software development,"Large Language Models (LLMs) have gained popularity in recent years due to their ability to generate human-like text and conduct context-aware conversations in natural languages. This ability can be greatly beneficial for fields like software development, where LLMs can assist with tasks such as code generation, code review, and debugging. In this paper, thematic analysis has been performed on unstructured opinions obtained from 11 experts about the integration of LLMs in the field of software development to understand their benefits and limitations using two natural language processing (NLP) techniques: sentiment analysis and keyword extraction and analysis. Sentiment analysis suggests that most experts were optimistic and pragmatic about the use of generative artificial intelligence in software development, although some experts engaged in critical reflection. Keyword extraction and analysis mapped several keywords to pre-defined themes, which highlighted benefits of LLMs such as improved code quality and enhanced developer productivity, as well as challenges such as the risk of over-reliance, and privacy and security concerns. © 2025 The Author(s). Applied AI Letters published by John Wiley & Sons Ltd.",Yadav; Kaushik; Qureshi,2025,journalArticle,,keep_queue
IJNY72YE,"Toward a taxonomy of generative AI use cases in business contexts: integrating complexity, risk, and strategy","Enterprises adopting generative AI lack systematic frameworks to classify use cases by complexity, assess associated risks, and sequence implementation according to organizational readiness. We synthesize five perspectives from academic and industry literature — application context, value creation, strategic alignment, technical autonomy, and data governance — to develop a multi-dimensional taxonomy for generative AI deployment. Our taxonomy classifies use cases into four ascending complexity levels: (A) work assistants, (B) automated code generation, (C) system-integrated text generation, and (D) tool use. Each level builds upon prior capabilities while introducing distinct technical, organizational, and risk management requirements. We map these patterns across two application contexts: internal operational efficiency and external customer experience enhancement, showing how risk profiles differ between them. By cross-referencing our taxonomy with the five analytical perspectives, we demonstrate how enterprises can assess current maturity, identify strategically aligned use cases, and construct phased implementation roadmaps that balance innovation velocity with risk governance. This framework bridges technical feasibility assessments with business value realization, enabling evidence-based generative AI adoption across industries. © 2026 The Author. Published by Elsevier B.V. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/",Stein,2026,journalArticle,,keep_queue
TENDX5ZI,Toward efficient vibe coding: an LLM-based agent for low-code software development,"The Software Engineering (SE) domain increasingly adopts low-code and no-code approaches to simplify application development and deployment. Two dominant paradigms have emerged in this space: Model-driven Engineering (MDE), leveraging Domain-specific Languages (DSLs) to abstract implementation and reduce the knowledge and expertise required, and LLM-based vibe coding, where developers interact with Large Language Models (LLMs) using natural language, allowing for rapid prototyping and code generation through conversations. Although DSLs provide precise abstractions and formal correctness, they often require specialized knowledge and have a steep learning curve. Conversely, vibe coding enables fluid and natural interactions, but struggles with domain specificity and frequently produces erroneous or unstructured code, which is difficult to integrate into formal development workflows. To harness the strengths of both paradigms, we present DSL Agent, an LLM-powered conversational interface for DSL-based application development. The DSL Agent is embedded within Locsys, a modern low-code development platform. It combines the flexibility and intuitiveness of LLM-based vibe coding with the rigor of DSLs by dynamically generating accurate and valid DSL models based on user descriptions, embedded into a unified conversational interface that leverages prompt engineering and in-context learning techniques. This offers a simpler and more intuitive interface, accelerates the development process, and reduces the expertise barrier. The agent is evaluated by more than 130 workshop participants of varying expertise levels, on two DSLs of different complexity. Evaluation metrics, including valid model rate, user satisfaction, and development time, indicate a significant improvement in valid model generation, productivity, and ease of use compared to traditional DSL-based SE workflows. These results highlight the potential of the DSL Agent to improve the entire DSL-based development life cycle by offering an efficient, intuitive, and user-friendly interface.",Malamas; Tsardoulias; Panayiotou; Symeonidis,2025,journalArticle,wos,keep_queue
V9AEEMU3,Toward LLM-aware software effort estimation: a conceptual framework,"Software effort estimation has traditionally been grounded in the assumption that development cost is primarily driven by human labor, approximated through proxies such as code size, functional complexity, or perceived task difficulty. The increasing adoption of large language models (LLMs) as software development assistants challenges this assumption by automating substantial portions of reasoning, coding, and refactoring. In LLM-assisted workflows, effort increasingly shifts toward interaction management, validation, correction, and integration, leading to growing misalignment between established estimation techniques-such as COCOMO, Function Points, and Story Points-and actual development cost. This paper argues that the limitations of existing estimation models in LLM-mediated development are structural rather than parametric. When core development activities are delegated to automated reasoning systems. Through conceptual analysis supported by exploratory observations, we illustrate systematic mismatches between traditional effort estimates and LLM-assisted task execution, particularly in agile environments that rely on Story Points. To address this gap, we introduce a unified conceptual foundation for LLM-aware software effort estimation. We reconceptualize effort as Hybrid Intelligence Effort, emerging from the interaction between LLM cognitive complexity and human oversight effort. We further identify five core dimensions governing effort in LLM-assisted development: LLM reasoning complexity, context and information completeness, code transformation impact, iterative reasoning cycles, and human oversight effort. These dimensions capture cost drivers that are largely absent from conventional estimation theory. Rather than proposing a parametric estimation model, this work establishes a theoretical foundation for future empirical calibration and data-driven approaches. By redefining what constitutes effort in the presence of LLMs, the paper contributes a conceptual basis for estimation models aligned with contemporary AI-augmented software engineering practices.",Alaswad; Poovammal; Aljaddouh,2026,journalArticle,wos,keep_queue
ZVDJ5J88,Towards a responsible AI adoption/adaptation (RAA) ecosystem: vision and model to keep socio-technological balance,"The rapid adoption of AI technologies is outpacing our ability to assess their long-term societal and economic impacts. Initially, AI was expected to automate only repetitive, low-skill tasks. However, presently, highly skilled roles such as in software development, manufacturing, and finance are being automated. Tasks that once required many professionals can now be managed by a few, disproportionately benefiting those with greater resources and economic power, such as large corporations. This trend may lead to a growing socio-technological imbalance, for instance, a growing mismatch between the rapid advancements in artificial intelligence and society’s ability to adapt to and govern these changes in a fair, ethical, and inclusive manner. As AI-driven automation is increasingly being adopted across almost all business domains, covering all process-level functions. Additionally, there is a lack of practical methods for the ethical and responsible adoption of AI, which are either not being implemented or not well understood by stakeholders in the business ecosystem. This emphasizes the role of Responsible AI (RAI), which is becoming critical and essential in addressing the socio-technological imbalance in the organizational context regarding adopting/adapting AI. RAI ensures that systems are developed and deployed with core principles such as explainability, fairness, ethics, transparency, accountability, human oversight, and privacy. Furthermore, AI itself presents as a technological capability to promote responsible behavior by assessing, predicting, supporting, and regulating its own societal (i.e., organization-specific) and technological impacts. This study explores this dual perspective by reviewing the literature to propose a RAI Adoption/Adaptation (RAA) framework, focusing on the business process as the primary unit of AI intervention. A conceptual system implementation context is proposed to illustrate RAA enablement at the process level and highlight the need for an RAI agentic architecture capable of measuring, analyzing, and forecasting AI’s impact on business processes to support ethical, balanced innovation. © The Author(s) 2026.",Singh; Ul Haq; Presser; Presser M.; Skarmeta A.,2026,conferencePaper,wos,keep_queue
FXKRNI3I,Towards designing user interfaces for optimized human-AI communication and supervisory control in software engineering,"User interface design plays a key role in enabling ethical and effective human oversight of artificial intelligence systems. By integrating Human-Centred Artificial Intelligence principles with Supervisory Control Theory through evidence synthesis, this paper identifies key strategies that support trust, transparency, and adaptive collaboration in complex software environments. The proposed framework positions the interface as the mediator between control logic and human values, guiding system behaviour while enhancing user agency. Key considerations include providing timely and task-relevant explanations, supporting calibrated trust and human control, and enabling context-aware and multimodal interactions. The user interfaces must evolve from a passive display to an active space for negotiation and shared decision-making. This approach ensures that automation remains accountable, usable, and responsive to human goals, laying the foundation for sustainable human-AI partnerships in software engineering.  © 2025 IEEE.",Nam; Ki Chan; Yoe H.; Hwang H.J.; Lee M.,2025,conferencePaper,,keep_queue
AUP4ADWR,Towards human-AI synergy in requirements engineering: a framework and preliminary study,"The future of Requirements Engineering (RE) is increasingly driven by artificial intelligence (AI), reshaping how we elicit, analyze, and validate requirements. Traditional RE is based on labor-intensive manual processes prone to errors and complexity. AI-powered approaches, specifically large language models (LLMs), natural language processing (NLP), and generative AI, offer transformative solutions and reduce inefficiencies. However, the use of AI in RE also brings challenges like algorithmic bias, lack of explainability, and ethical concerns related to automation. To address these issues, this study introduces the Human-AI RE Synergy Model (HARE-SM), a conceptual framework that integrates AI-driven analysis with human oversight to improve requirements elicitation, analysis, and validation. The model emphasizes ethical AI use through transparency, explainability, and bias mitigation. We outline a multi-phase research methodology focused on preparing RE datasets, fine-tuning AI models, and designing collaborative human-AI workflows. This preliminary study presents the conceptual framework and earlystage prototype implementation, establishing a research agenda and practical design direction for applying intelligent data science techniques to semi-structured and unstructured RE data in collaborative environments. © 2025 IEEE.",Abbasi; Ihantola; Mikkonen; Makitalo; Alsmirat M.,2025,conferencePaper,arxiv,keep_queue
HNM5GF5D,Towards trusted AI: a blueprint for ethics assessment in practice,"The development of AI technologies leaves place for unforeseen ethical challenges. Issues such as bias, lack of transparency and data privacy must be addressed during the design, development, and the deployment stages throughout the lifecycle of AI systems to mitigate their impact on users. Consequently, ensuring that such systems are responsibly built has become a priority for researchers and developers from both public and private sector. As a proposed solution, this paper presents a blueprint for AI ethics assessment. The blueprint provides for AI use cases an adaptable approach which is agnostic to ethics guidelines, regulatory environments, business models, and industry sectors. The blueprint offers an outcomes library of key performance indicators (KPIs) which are guided by a mapping of ethics framework measures to processes and phases defined by the blueprint. The main objectives of the blueprint are to provide an operationalizable process for the responsible development of ethical AI systems, and to enhance public trust needed for broad adoption of trusted AI solutions. In an initial pilot the blueprinted for AI ethics assessment is applied to a use case of generative AI in education. © Christoph Tobias Wirth, Mihai Maftei, Rosa Esther Martín-Peña, and Iris Merget.",Wirth; Maftei; Martín-Peña; Merget; Gorge R.,2025,conferencePaper,,keep_queue
466PYXQJ,Translating code with large language models and human-in-the-loop feedback,"Context: In recent years, the code translation task has arisen as one of the major software issues in maintaining software quality during migration over complex infrastructure. This task involves human subjects with different background knowledge and could introduce errors due to the semantic gap between the programming languages and the complexity of the task. Generative Artificial Intelligence (AI) showed good capabilities in code generation, albeit this is highly dependent on the human factor. Objective: This paper investigates, from the human perspective, the use of three Generative AI tools (ChatGPT, Google Bard, and GitHub Copilot) in the context of translation tasks from code written in query languages to code written in framework-specific code languages, specifically focused on SQL dialects and PySpark. This translation is especially crucial during the migration from centralized architectures to cloud-based architectures. Methods: We evaluate the usefulness of these tools, the quality of the generated code, and their impact on performance. The models are tested with queries of various type in three different SQL dialects considering three usage scenarios of increasing complexity. It involves 15 participants with diverse programming backgrounds, who aim to solve tasks by interacting multiple times with the tools and manually changing the code. Results: The findings show a positive performance, demonstrating their reliability in generating coherent translations, achieving 100% precision in most tasks with a slight decrease in more complex scenarios, and producing well-documented code, with a response time of under 2 min, with Google Bard responding 50% faster than the others. Conclusion: In conclusion, this paper establishes a methodology and both quantitative and qualitative metrics for evaluating how generative AI tools streamline code translation, shifting the emphasis from production to refinement. It underscores the importance of continuously improving these tools to integrate them into developers’ workflows and to provide guidelines for intelligent use. © 2025 The Author(s)",De Siano; Fasolino; Sperlí; Vignali,2025,journalArticle,wos,keep_queue
ZQY67LDF,"Trust and transparency in AI: industry voices on data, ethics, and compliance","The EU Artificial Intelligence (AI) Act directs businesses to assess their AI systems to ensure that they are developed in a way that is human-centred and trustworthy. The rapid adoption of AI in the industry has outpaced ethical evaluation frameworks, leading to significant challenges in accountability, governance, data quality, human oversight, technological robustness, and environmental and societal impacts. Through structured interviews with 15 industry professionals, paired with a literature review conducted on each of the key interview findings, this paper investigates practical approaches and challenges in the development and assessment of Trustworthy AI (TAI). The findings from participants in our study, and the subsequent literature reviews, reveal complications in risk management, compliance and accountability, which are exacerbated by a lack of transparency, unclear regulatory requirements and a rushed implementation of AI. Participants reported concerns that technological robustness and safety could be compromised by model inaccuracies, security vulnerabilities, and an overreliance on AI without proper safeguards in place. Additionally, the negative environmental and societal impacts of AI, including high energy consumption, political radicalisation, loss of culture, and reinforcement of social inequalities, are areas of concern. There is a pressing need not just for risk mitigation and TAI evaluation within AI systems but for a wider approach to developing an AI landscape that aligns with the social and cultural values of the countries adopting those technologies. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2025.",McCormack; Bendechache; Lewis; Huyskes,2025,journalArticle,,keep_queue
7PPE2M2I,Turning off your better judgment: algorithmic conformity in artificial intelligence-human collaboration,"As artificial intelligence (AI) becomes increasingly integral to society, humans’ tendency to forgo their own judgment to adopt algorithmic advice is eliciting substantial concern. Prior research suggests that such overreliance is driven by informational influences (confidence in AI’s superior judgment) or by desire to reduce attentional load. We propose a new mechanism: normative pressure, stemming from the legitimacy afforded to algorithms within social or work-related structures. Using a setup inspired by social conformity research, we conducted four studies involving 1,445 crowd-workers performing straightforward image-classification tasks. Substantial percentages of participants followed erroneous AI recommendations on these tasks, despite being able to perform them perfectly without support. This overreliance was partially mediated by normative pressure, measured as discomfort at disagreeing with AI. Conformity decreased when participants perceived their decisions’ real-life impact as high (versus low). Our findings highlight the risks inherent to human-AI collaboration and the difficulty in ensuring that humans-in-the-loop maintain independent judgment. © 2025 Taylor & Francis Group, LLC.",Liel; Zalmanson,2025,journalArticle,,keep_queue
