item_key,decision,confidence,rationale,title,abstract,year,authors,item_type
B336P7EX,keep,high,Automated code review system using static analysis and cyclomatic complexity evaluation with empirical validation of faster and more consistent quality assessment than manual review.,Automated code review and quality assurance system using static analysis and complexity evaluation in flask-based web application,"Development projects often face difficulties due to inconsistent code quality, which leads to increased technical debt and ineffective manual reviews. These issues make software difficult to maintain and reduce its reliability. This paper presents the Automated Code Review and Quality Assurance System, which examines coding style and performs static analysis, linting, and complexity evaluation. Flask is used as the framework to develop the web application. Developers can submit their source code and receive immediate feedback on potential issues. Radon is used to evaluate cyclomatic complexity, while Pylint performs style and error checking for Python files. The system is modular and can be extended to support other programming languages. For instance, tools such as Checkstyle or PMD can be used for Java. The application also provides linting warnings and categorizes functions based on their complexity. This step assists developers in identifying areas of the codebase that require modification. The design principles of the proposed real-time system emphasize modularity, scalability, and improved effectiveness compared to manual code review. The aim of this paper is to enhance software maintainability and reduce bugs by automating code quality checks and providing useful feedback. The roadmap for future enhancements includes support for multiple programming languages, integration with CI/CD pipelines, and the development of a visual dashboard with code fitness statistics. Experimental evaluation indicates that the proposed system provides faster and more consistent code quality assessment than traditional manual review approaches.",2026,J. Venkatarao; M. Harshitha; J. Manvitha; K. Kumari; G. Deekshitha,conferencePaper
YWP5VZD3,keep,medium,"Critiques the assumption that human oversight adequately addresses automation bias and proposes systemic accountability measures along the full AI pipeline, directly challenging software governance assumptions about human code review adequacy.","Human, all too human: accounting for automation bias in generative large language models","It also critiques the regulatory optimism in human oversight, challenging its adequacy in effectively addressing automation bias, by comparing the Artificial / The paper cautions against overemphasizing human oversight as a panacea and instead advocates for implementing accountability measures along the entire / Accountability, Automated Decision-Making, Automation Bias, Cognitive Automation, Large Language Models, Generative Artificial Intelligence",2025,Irina Carnat,journalArticle
PSB68H9E,keep,medium,"Proposes a deterministic governance framework with authorization boundaries, proof-carrying decisions, and independent auditability — operationalizable for software engineering teams governing AI-generated code deployments.",Deterministic engines and deterministic governance: why correctness is not permission,"Deterministic Governance, Deterministic AI, AI Governance, Authorization Boundary, Proof-Carrying Decisions, Auditability, Independent Verification, Policy / Compliance, High-Stakes AI, Enterprise AI, Regulatory AI, AI Accountability, safety-by-default",2025,Edward Meyman,journalArticle
MZ898VR3,keep,high,Trains a multilingual vulnerability detector for LLM-generated code across five languages — directly operationalizable as a detection signal and measurement method for AI code security risk,Cross-language transfer learning for detecting vulnerabilities in LLM-generated code,"We train a multilingual vulnerability detector capable of analyzing LLM-produced code across C, C++, Java, Python, and Rust. / The study shows that transferable security representations are essential when LLMs generate polyglot code. / cross-language security, vulnerability detection, multilingual IR, code semantics, transfer learning",2026,Ana Carvalho; Daniel Moreira; Lucas Ribeiro,journalArticle
Y6FAXXSG,keep,high,"Integrates LLMs with static code analysis in a production workflow and demonstrates measurable reduction in bugs, vulnerabilities, and code smells — directly operationalizable quality improvement pipeline for software teams.",Augmenting large language models with static code analysis for automated code quality improvements,"This study examined code issue detection and revision automation by integrating Large Language Models (LLMs) such as OpenAI’s GPT-3.5 Turbo and GPT-4o into software development workflows. A static code analysis framework detects issues such as bugs, vulnerabilities, and code smells within a large-scale software project. Detailed information on each issue was extracted and organized to facilitate automated code revision using LLMs. An iterative prompt engineering process is applied to ensure that prompts are structured to produce accurate and organized outputs aligned with the project requirements. Retrieval-augmented generation (RAG) is implemented to enhance the relevance and precision of the revisions, enabling LLM to access and integrate real-time external knowledge. The issue of LLM hallucinations—where the model generates plausible but incorrect outputs—is addressed by a custom-built ""Code Comparison App,"" which identifies and corrects erroneous changes before applying them to the codebase. Subsequent scans using the static code analysis framework revealed a significant reduction in code issues, demonstrating the effectiveness of combining LLMs, static analysis, and RAG to improve code quality, streamline the software development process, and reduce time and resource expenditure.",2025,S. M. Abtahi; A. Azim,conferencePaper
424WFD9R,keep,high,Large-scale empirical study (278K conversations) comparing human vs AI code reviewers with quantified adoption rates and quality impact — directly operationalizable findings on human oversight necessity when scaling AI code review,Human-AI synergy in agentic code review,"Code review is a critical software engineering practice where developers review code changes before integration to ensure code quality, detect defects, and improve maintainability. In recent years, AI agents that can understand code context, plan review actions, and interact with development environments have been increasingly integrated into the code review process. However, there is limited empirical evidence to compare the effectiveness of AI agents and human reviewers in collaborative workflows. To address this gap, we conduct a large-scale empirical analysis of 278,790 code review conversations across 300 open-source GitHub projects. In our study, we aim to compare the feedback differences provided by human reviewers and AI agents. We investigate human-AI collaboration patterns in review conversations to understand how interaction shapes review outcomes. Moreover, we analyze the adoption of code suggestions provided by human reviewers and AI agents into the codebase and how adopted suggestions change code quality. We find that human reviewers provide additional feedback than AI agents, including understanding, testing, and knowledge transfer. Human reviewers exchange 11.8% more rounds when reviewing AI-generated code than human-written code. Moreover, code suggestions made by AI agents are adopted into the codebase at a significantly lower rate than suggestions proposed by human reviewers. Over half of unadopted suggestions from AI agents are either incorrect or addressed through alternative fixes by developers. When adopted, suggestions provided by AI agents produce significantly larger increases in code complexity and code size than suggestions provided by human reviewers. Our findings suggest that while AI agents can scale defect screening, human oversight remains critical for ensuring suggestion quality and providing contextual feedback that AI agents lack.",2026,Zhong; Noei; Zou; Adams,preprint
JB32U5RE,keep,high,Qualitative study with embedded software engineering experts identifying eleven governance practices and fourteen challenges for responsible AI adoption in safety-critical environments — directly operationalizable,Agentic pipelines in embedded software engineering: emerging practices and challenges,"A new transformation is underway in software engineering, driven by the rapid adoption of generative AI in development workflows. Similar to how version control systems once automated manual coordination, AI tools are now beginning to automate many aspects of programming. For embedded software engineering organizations, however, this marks their first experience integrating AI into safety-critical and resource-constrained environments. The strict demands for determinism, reliability, and traceability pose unique challenges for adopting generative technologies. In this paper, we present findings from a qualitative study with ten senior experts from four companies who are evaluating generative AI-augmented development for embedded software. Through semi-structured focus group interviews and structured brainstorming sessions, we identified eleven emerging practices and fourteen challenges related to the orchestration, responsible governance, and sustainable adoption of generative AI tools. Our results show how embedded software engineering teams are rethinking workflows, roles, and toolchains to enable a sustainable transition toward agentic pipelines and generative AI-augmented development.",2026,Sun; Staron,preprint
ID7IN65K,keep,high,"Large-scale developer survey (860 participants) identifying 22 needed AI systems with explicit governance requirements — authority scoping, provenance, uncertainty signaling, and bounded delegation are directly operationalizable oversight design principles.",To copilot and beyond: 22 AI systems developers want built,"Developers spend roughly one-tenth of their workday writing code, yet most AI tooling targets that fraction. This paper asks what should be built for the rest. We surveyed 860 Microsoft developers to understand where they want AI support, and where they want it to stay out. Using a human-in-the-loop, multi-model council-based thematic analysis, we identify 22 AI systems that developers want built across five task categories. For each, we describe the problem it solves, what makes it hard to build, and the constraints developers place on its behavior. Our findings point to a growing right-shift burden in AI-assisted development: developers wanted systems that embed quality signals earlier in their workflow to keep pace with accelerating code generation, while enforcing explicit authority scoping, provenance, uncertainty signaling, and least-privilege access throughout. This tension reveals a pattern we call ""bounded delegation"": developers wanted AI to absorb the assembly work surrounding their craft, never the craft itself. That boundary tracks where they locate professional identity, suggesting that the value of AI tooling may lie as much in where and how precisely it stops as in what it does.",2026,Choudhuri; Bird; Badea; Sarma,preprint
RXGCTGDW,keep,high,"Directly analyzes copyright availability and scope for vibe-coded programs, providing IP governance framework software organizations need for managing AI-generated code ownership",Vibe coding authorship,"""Vibe coding""-or a person's use of natural-language prompts to an AI generator for it to write the actual lines of computer code-has led to a copyright / Copyright Office, both the availability and the scope of copyright for computer programs have dramatically narrowed with the greater adoption of vibe coding",2026,Edward Lee,journalArticle
N3WU6PFG,keep,high,Empirically measures code smell incidence across LLM-generated code scenarios using reproducible methodology — operationalizable quality metric for monitoring AI code output in development pipelines.,Investigating the smells of LLM generated Code1,"code to identify the weakest scenarios in which the quality of LLM generated code should be improved.MethodsThe method measures code smells, an important / However, the quality of LLM generated code is ntoicablly poorer than human written code. / machine learning, Large language models, performance evaluation, Code Generation, Code quality, Usability, Code smell",2025,Debalina Ghosh Paul; Hong Zhu; Ian Bayley,journalArticle
RTES3DXX,keep,medium,"Adapts SR 11-7 model risk management for AI era with concrete HITL oversight mechanisms, safety metrics, and confabulation controls transferable to SE organizations managing AI model risk despite financial regulatory origin",Adaptive model risk management for the AI era: leveraging SR 11-7 and global plugins,"This paper argues that while the core principles of SR 11-7 remain essential, MRM frameworks can be adapted to the specific mechanics of modern AI. / By adopting targeted capabilities such as safety metrics, actionable counterfactuals, confabulation controls, Human-in-the-Loop oversight, and differentiation / Model Risk Management (MRM), SR 11-7, Artificial Intelligence, Generative AI, Adaptive Framework",2026,Naresh Raheja,journalArticle
77UIKS3A,keep,medium,"Reframes enterprise AI deployment failure as a governance problem of premature irreversibility and proposes judgment boundary reallocation, transferable to deciding when AI-generated code requires mandatory human review before deployment.","AI deployment fails at governance, not accuracy: judgment boundary reallocation for preventing irreversible loss in enterprise AI","Enterprise AI systems often fail not because model accuracy is too low, but because uncertainty is allowed to harden too early into irreversible / Enterprise AI systems often fail not because model accuracy is too low, but because uncertainty is allowed to harden too early into irreversible / This paper reframes enterprise AI deployment failure as a governance problem of irreversible-loss conversion rather than / This paper reframes enterprise AI deployment failure as a governance problem of irreversible-loss conversion rather than / irreversible loss prevention, safe AI, enterprise AI governance, deferred evaluation, 1 AI Deployment Fails at Governance, Not Accuracy Mochizuki judgment",2026,Koji Mochizuki,journalArticle
QNHBEIHD,keep,high,"Evaluates 2,500 GPT-4-generated PHP websites with a reproducible hybrid scanning methodology, quantifying exploitability by vulnerability class and coding scenario type — directly operationalizable risk-scoring approach for LLM code.",LLMs in web development: evaluating LLM-generated PHP code unveiling vulnerabilities and limitations,"This study evaluates the security of web application code generated by Large Language Models, analyzing 2,500 GPT-4 generated PHP websites. These were deployed in Docker containers and tested for vulnerabilities using a hybrid approach of Burp Suite active scanning, static analysis, and manual review. Our investigation focuses on identifying Insecure File Upload, SQL Injection, Stored XSS, and Reflected XSS in GPT-4 generated PHP code. This analysis highlights potential security risks and the implications of deploying such code in real-world scenarios. Overall, our analysis found 2,440 vulnerable parameters. According to Burp’s Scan, 11.56% of the sites can be straight out compromised. Adding static scan results, 26% had at least one vulnerability that can be exploited through web interaction. Certain coding scenarios, like file upload functionality, are insecure 78% of the time, underscoring significant risks to software safety and security. The main contribution of our research is the creation of a methodology, that allows benchmarking LLMs for deployable PHP code generation, where the investigated property is secure code generation. We have made the source codes and a detailed vulnerability record for each GPT-4 generated sample publicly available to support further research: https://github.com/Beckyntosh/ChatPHP. This study emphasizes the crucial need for thorough testing and evaluation if generative AI technologies are used in software development. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",2024,Tóth; Bisztray; Erdődi; Ceccarelli A.; Bondavalli A.,conferencePaper
DUBFF52U,keep,medium,"Tiered liability model with measurable indices (developer culpability, oversight, explainability) and ready-to-use procurement scorecard; developer/tool/operator allocation transfers to software contexts",Liability in AI-enabled clinical decision support: toward a tiered responsibility model,"AI-enabled clinical decision support (CDS) is increasingly embedded in diagnosis and care pathways, yet liability remains unclear when recommendations cause harm. This paper offers a structured, actionable approach. We synthesize liability regimes across the United States, European Union, and Asia-Pacific and highlight gaps specific to adaptive, software-driven systems. We ground the analysis in ethical risks-accountability shifts, automation bias, and power asymmetries-that should shape how responsibility is shared. We then introduce a quantitative Tiered Liability Model that allocates total harm among developers, physicians, and hospitals using policy weights and three measurable indices: developer culpability, physician oversight, and AI explainability. We prove basic feasibility and monotonicity properties of the allocation, explain how to operationalize the indices with audits, EHR-based oversight signals, and logging/traceability, and provide a regulatory crosswalk that maps regional doctrines to these indices. Two scenario analyses-a pneumonia misdiagnosis and a hospital operations system that contributes to understaffing-illustrate how the model yields fair, incentive-aligned allocations and how improvements in explainability and oversight shift liability. To support adoption, we include a ready-to-use procurement scorecard with measurable evidence and pass/fail gates, together with an implementation roadmap and regulatory levers (metrics standardization, safe harbors, post-market surveillance). The result is a coherent framework that protects patients, sustains innovation, and gives regulators, providers, and vendors a common language for assigning responsibility.",2025,Z. Rizvi; S. Iskandarova,conferencePaper
QMKQC7SC,keep,high,"Benchmarks LLM document corruption rates in delegated workflows (explicitly including vibe coding) across 19 models with quantified error rates, providing actionable thresholds for organizational oversight design.",LLMs corrupt your documents when you delegate,"Large Language Models (LLMs) are poised to disrupt knowledge work, with the emergence of delegated work as a new interaction paradigm (e.g., vibe coding). Delegation requires trust - the expectation that the LLM will faithfully execute the task without introducing errors into documents. We introduce DELEGATE-52 to study the readiness of AI systems in delegated workflows. DELEGATE-52 simulates long delegated workflows that require in-depth document editing across 52 professional domains, such as coding, crystallography, and music notation. Our large-scale experiment with 19 LLMs reveals that current models degrade documents during delegation: even frontier models (Gemini 3.1 Pro, Claude 4.6 Opus, GPT 5.4) corrupt an average of 25% of document content by the end of long workflows, with other models failing more severely. Additional experiments reveal that agentic tool use does not improve performance on DELEGATE-52, and that degradation severity is exacerbated by document size, length of interaction, or presence of distractor files. Our analysis shows that current LLMs are unreliable delegates: they introduce sparse but severe errors that silently corrupt documents, compounding over long interaction.",2026,Laban; Schnabel; Neville,preprint
FXC7NC65,keep,high,"Empirically measures the effect of prompt patterns on LLM-generated code quality (maintainability, security, reliability) using 7583 files — reproducible methodology for quantifying AI code quality determinants.",Do prompt patterns affect code quality? A first empirical assessment of ChatGPT-generated code,"Large Language Models (LLMs) have rapidly transformed software development, especially in code generation. However, their inconsistent performance, prone to hallucinations and quality issues, complicates program comprehension and hinders maintainability. Research indicates that prompt engineering—the practice of designing inputs to direct LLMs toward generating relevant outputs—may help address these challenges. In this regard, researchers have introduced prompt patterns, structured templates intended to guide users in formulating their requests. However, the influence of prompt patterns on code quality has yet to be thoroughly investigated. An improved understanding of this relationship would be essential to advancing our collective knowledge on how to effectively use LLMs for code generation, thereby enhancing their understandability in contemporary software development. This paper empirically investigates the impact of prompt patterns on code quality, specifically maintainability, security, and reliability, using the Dev-GPT dataset. Results show that Zero-Shot prompting is most common, followed by Zero-Shot with Chain-of-Thought and Few-Shot. Analysis of 7583 code files across quality metrics revealed minimal issues, with Kruskal-Wallis tests indicating no significant differences among patterns, suggesting that prompt structure may not substantially impact these quality metrics in ChatGPT-assisted code generation.",Dece,Della Porta; Lambiase; Palomba,conferencePaper
7FKUWHP3,keep,high,"Empirical study of how SATD comments affect AI-generated code quality via GitHub Copilot (36,381 TODO comments, 1,140 generated samples) provides actionable findings for engineering teams managing technical debt propagation through AI code generation",Are prompt engineering and TODO comments friends or foes? An evaluation on GitHub copilot,"Code intelligence tools such as GitHub Copilot have begun to bridge the gap between natural language and programming language. A frequent software development task is the management of technical debts, which are suboptimal solutions or unaddressed issues which hinder future software development. Developers have been found to “self-admit” technical debts (SATD) in software artifacts such as source code comments. Thus, is it possible that the information present in these comments can enhance code generative prompts to repay the described SATD? Or, does the inclusion of such comments instead cause code generative tools to reproduce the harmful symptoms of described technical debt? Does the modification of SATD impact this reaction? Despite the heavy maintenance costs caused by technical debt and the recent improvements of code intelligence tools, no prior works have sought to incorporate SATD towards prompt engineering. Inspired by this, this paper contributes and analyzes a dataset consisting of 36,381 TODO comments in the latest available revisions of their respective 102,424 repositories, from which we sample and manually generate 1,140 code bodies using GitHub Copilot. Our experiments show that GitHub Copilot can generate code with the symptoms of SATD, both prompted and unprompted. Moreover, we demonstrate the tool's ability to automatically repay SATD under different circumstances and qualitatively investigate the characteristics of successful and unsuccessful comments. Finally, we discuss gaps in which GitHub Copilot's successors and future researchers can improve upon code intelligence tasks to facilitate AI-assisted software maintenance.",2024,D. OBrien; S. Biswas; S. M. Imtiaz; R. Abdalkareem; E. Shihab,conferencePaper
G4BQ2IUU,keep,high,"SLR synthesizing empirical evidence on human factors, AI characteristics, and interaction dynamics influencing AI-generated code quality (correctness, security, maintainability) — operationalizes a multi-factor quality assessment model for software teams",Factors influencing the quality of AI-generated code: a synthesis of empirical evidence,"Context: The rapid adoption of AI-assisted code generation tools, such as large language models (LLMs), is transforming software development practices. While these tools promise significant productivity gains, concerns regarding the quality, reliability, and security of AI-generated code are increasingly reported in both academia and industry. --Objective: This study aims to systematically synthesize existing empirical evidence on the factors influencing the quality of AI-generated source code and to analyze how these factors impact software quality outcomes across different evaluation contexts. --Method: We conducted a systematic literature review (SLR) following established guidelines, supported by an AI-assisted workflow with human oversight. A total of 24 primary studies were selected through a structured search and screening process across major digital libraries. Data were extracted and analyzed using qualitative, pattern-based evidence synthesis. --Results: The findings reveal that code quality in AI-assisted development is influenced by a combination of human factors, AI system characteristics, and human AI interaction dynamics. Key influencing factors include prompt design, task specification, and developer expertise. The results also show variability in quality outcomes such as correctness, security, maintainability, and complexity across studies, with both improvements and risks reported. --Conclusion: AI-assisted code generation represents a socio-technical shift in software engineering, where achieving high-quality outcomes depends on both technological and human factors. While promising, AI-generated code requires careful validation and integration into development workflows.",2026,Geruslu; Aliyeva; Tüzün,preprint
XVWJ5J6J,keep,medium,HITL governance framework for LLM-driven enterprise software migration with rigorously audited validation checkpoints — directly operationalizable for teams governing AI-generated code changes at scale,Modernization of enterprise payment infrastructure: a case study on LLM-assisted migration of legacy distributed systems,"The migration was governed by a Human-in-the-Loop (HITL) framework, in which AI-driven proposals were rigorously manually validated and refined using constraints / Large Language Models (LLMs), Software Modernization, Human-in-the-Loop (HITL), Cloud-Native Architecture, Software Engineering Case Study, Technical Debt",2026,Gaurav Bhatnagar,journalArticle
S2KSQDW4,keep,medium,"Practitioner-oriented book explicitly targeting programmers covers LLM risk management, AI governance frameworks, and Python-based protection tooling — operationalizable for software engineering decision-makers, though book-level scope limits precision.",Artificial intelligence and safety a practical guide for programmers and decision makers,"In a world where machines learn, evolve, and sometimes outthink us, Artificial Intelligence and Safety offers a rare, integrated lens into both the power and peril of intelligent systems. Drawing on the authors’ unique blend of programming mastery and enterprise risk leadership, this guide is your compass in the age of intelligent machines. This book goes beyond traditional risk management frameworks by integrating the latest advancements in artificial intelligence (AI) and generative AI. Combining real-world case studies, Socratic questioning, and the wisdom of AI governance pioneers, it journeys through the evolution of AI, the rise of deep learning, and the practical implications of large language models (LLMs) and retrievalaugmented generation (RAG). The authors translate complex technical knowledge into actionable insights and teach how to use Python not just for prediction, but for protection—turning code into a risk management ally. Readers will understand how to embed ethics by design, assess emerging risks, and confidently apply AI governance frameworks. This guide demystifies AI for everyone—from software architects to policymakers and risk managers. Whether you’re crafting LLMs or setting enterprise policy, this book empowers you to not only ask the right questions but build the right systems, because the future of AI isn’t just about building intelligence, it’s about building it responsibly. © 2026 Charu Khanna and Sahil Khanna.",2026,Khanna; Khanna,book
CA5E5GWT,keep,high,"Mixed-methods study of vibe coding practices across technical skill levels identifying maintainability barriers and deployment dependence on technical expertise, directly on-topic for this SLR",From throw-away to takeaway: how GenAI and vibe coding accelerate prototyping across technical skill levels,"A new generation of GenAI tools fueled by vibe coding practices promises to democratize software development, explicitly targeting users without programming backgrounds. Yet, we lack understanding of how technical and non-technical users actually engage with these tools across the product development lifecycle. We conducted a mixed-methods study combining an online survey (N = 85) with interviews of hackathon participants (N = 31) and practitioners (N = 8), examining how different user groups employ chatbots, local development assistants, and cloud development environments from ideation through deployment. Our findings reveal that cloud development environments accelerate prototyping, enabling non-technical users to generate high-fidelity ""throw-away"" prototypes valuable for experiential exploration. However, deployment and long-term maintainability remain dependent on technical expertise, with non-technical users consistently encountering barriers when transitioning beyond prototyping. We contribute a comparative analysis of how technical and non-technical users appropriate GenAI tools across the full product development cycle in contexts approximating real-world product building, highlighting implications for tool design and educational practices.",2026,Kobiella; Breidenstein; Schmidt,conferencePaper
8BPVBQ2H,keep,medium,"Reference architecture addressing SE pipeline challenges (bias propagation, security vulnerabilities) with HITL reinforcement directly addresses governance of AI systems in software development contexts","Bias-free and auto-evolving generative AI: design principles, architectures, and reinforcement integration","The increasing deployment of generative Artificial Intelligence (AI) systems, particularly large language and multimodal foundation models, presents unprecedented challenges in software engineering. Current development pipelines face issues such as bias propagation, evolving model integration, security vulnerabilities, and lack of explainability, especially in compliance with AI regulations. This paper presents a comprehensive framework for engineering bias-free and auto-evolving generative AI systems, addressing key technical and regulatory challenges through modular software design, hardware-aware optimisation, and human-in-the-loop reinforcement learning. We propose a reference architecture that integrates fairness-aware orchestration, explainability mechanisms, and resilience against prompt and dataset poisoning. © 2026 IEEE.",2026,Zeydan; Aydeger,conferencePaper
FXKRNI3I,keep,high,"Proposes a UI design framework integrating supervisory control theory for human oversight in software engineering AI tools, directly operationalizable for code review interface design",Towards designing user interfaces for optimized human-AI communication and supervisory control in software engineering,"User interface design plays a key role in enabling ethical and effective human oversight of artificial intelligence systems. By integrating Human-Centred Artificial Intelligence principles with Supervisory Control Theory through evidence synthesis, this paper identifies key strategies that support trust, transparency, and adaptive collaboration in complex software environments. The proposed framework positions the interface as the mediator between control logic and human values, guiding system behaviour while enhancing user agency. Key considerations include providing timely and task-relevant explanations, supporting calibrated trust and human control, and enabling context-aware and multimodal interactions. The user interfaces must evolve from a passive display to an active space for negotiation and shared decision-making. This approach ensures that automation remains accountable, usable, and responsive to human goals, laying the foundation for sustainable human-AI partnerships in software engineering.  © 2025 IEEE.",2025,Nam; Ki Chan; Yoe H.; Hwang H.J.; Lee M.,conferencePaper
B8CIYLXF,keep,medium,Maps EU AI Act and Korea AI framework regulatory obligations to platform governance clauses; directly actionable for software organizations determining GenAI deployment compliance obligations.,Platform constitutions and algorithmic rule of law in generative AI: translating the EU AI act and korea’s AI trust framework into provider governance texts,"Generative AI services increasingly mediate search, writing, learning, and coordination, yet their governance is enacted through a hybrid of contractual / To examine how public AI regimes shape private ordering, we map obligations under the EU AI Act and Korea’s AI trust framework to platform clauses and / digital constitutionalism, platform governance, rule of law, algorithmic governmentality, EU AI Act, Korea AI Basic Act",2026,Sung Hee Yoo; Hyo-Joong Suh,journalArticle
QB7MGVK4,keep,medium,Dual-authorization mechanism for cross-organisational AI agent execution provides an operationalizable governance architecture applicable to enterprise software AI agent deployment,ECONOMICS OF AUTHORITY EoA #8 federated authority and inter-organizational AI execution the unsolved boundary problem and a dual-authorization mechanism,"Authority framework described in EoA #7 establishes a durable, enforceable, predetermined authority layer that governs autonomous execution within a single organization / AI governance, federated systems, cross-organizational AI, AI accountability, enterprise AI, AI regulation, data sovereignty, interoperability",2026,Kevin Fenske,journalArticle
9NNWHDGX,keep,high,"Structured co-development workspace with bounded AI contributions, full provenance tracking across a plan/design/monitor/review cycle directly operationalizes human oversight of AI-generated code.",BONSAI: a mixed-initiative workspace for human-AI Co-development of visual analytics applications,"Developing Visual Analytics (VA) applications requires integrating complex machine learning models with expressive interactive interfaces. Developers face a stark trade-off: building tightly-coupled monoliths plagued by fragile interdependencies, or relying on restrictive, simplistic frameworks. Meanwhile, unconstrained, single-shot AI code generation promises speed but yields unstructured, unauditable chaos. The core challenge is combining the control and expressiveness of custom development with the efficiency of AI generation under strict constraints. To address this, we introduce BONSAI, a mixed-initiative workspace for the multi-agent co-development of VA applications. BONSAI utilizes a modular four-layer architecture (hardware, services, orchestration, application) that allows human and AI developers to independently contribute reusable components. The workspace incorporates this architecture into a structured four-phase development process (plan, design, monitor, and review), ensuring distributed agency and full provenance, where all human and AI contributions are structurally bounded and tracked. We evaluate BONSAI through case studies demonstrating the efficient creation of novel tools and the rapid reconstruction of complex VA applications directly from research paper descriptions. Ultimately, this paper contributes a conceptual workflow, a scalable architecture, and an integrated system that successfully balances AI's generative speed with the structural rigor required for complex VA development.",2026,Spinner; Miller; Sperrle-Roth; El-Assady,preprint
I2J69IHM,keep,medium,Governance-to-production gap diagnostic concept transfers directly—software engineering organizations deploying AI coding tools face the same maturity-alignment problem; the framework structure generalizes beyond banking.,The governance-to-production gap (G2P): a diagnostic model for AI adoption in mid-tier banks,"This paper introduces the Governance-to-Production Gap (G2P), a diagnostic framework for assessing the alignment between AI governance maturity and production / AI governance, model risk management, operational resilience, production readiness, institutional maturity, Governance-to-Production Gap (G2P), mid-tier",2026,Vishal Gupta,journalArticle
WUUDHL8R,keep,high,"Operational AI-driven refactoring pipeline with explicit human-in-the-loop oversight for code quality decisions in git repositories, including EU AI Act compliance consideration — directly applicable to orgs governing AI code changes at scale.",AI-driven refactoring: a pipeline for identifying and correcting data clumps in git repositories,"Data clumps, groups of variables that repeatedly appear together across different parts of a software system, are indicative of poor code structure and can lead to potential issues such as maintenance challenges, testing complexity, and scalability concerns, among others. Addressing this, our study introduces an innovative AI-driven pipeline specifically designed for the refactoring of data clumps in software repositories. This pipeline leverages the capabilities of Large Language Models (LLM), such as ChatGPT, to automate the detection and resolution of data clumps, thereby enhancing code quality and maintainability. In developing this pipeline, we have taken into consideration the new European Union (EU)-Artificial Intelligence (AI) Act, ensuring that our pipeline complies with the latest regulatory requirements and ethical standards for use of AI in software development by outsourcing decisions to a human in the loop. Preliminary experiments utilizing ChatGPT were conducted to validate the effectiveness and efficiency of our approach. These tests demonstrate promising results in identifying and refactoring data clumps, but also the challenges using LLMs. © 2024 by the authors.",2024,Baumgartner; Iyenghar; Schoemaker; Pulvermüller,journalArticle
3RU5GGU5,keep,high,"Empirical quantification of sycophancy-driven epistemic drift across 11,949 LLM interaction relays provides reproducible methodology for measuring a failure mode directly relevant to developer trust calibration with AI coding assistants.",Elaboration drift: how human–LLM interaction erodes epistemic traction,"Sycophancy-a system's tendency to agree with the user-is a recognized epistemic risk in human-LLM interaction. / proceeds from a single extended observational record (11,949 relays-user-system exchange pairs-across 318 sessions with two LLM platforms (GPT-4/GPT-4o and Claude",2026,Juhyeong Lee,journalArticle
W8238NKU,keep,high,Dataset of 150 NL prompts mapped to MITRE Top-25 CWEs provides directly operationalizable benchmark for measuring AI code generation security across reproducible vulnerability classes.,LLMSecEval: a dataset of natural language prompts for security evaluations,"Large Language Models (LLMs) like Codex are powerful tools for performing code completion and code generation tasks as they are trained on billions of lines of code from publicly available sources. Moreover, these models are capable of generating code snippets from Natural Language (NL) descriptions by learning languages and programming practices from public GitHub repositories. Although LLMs promise an effortless NL-driven deployment of software applications, the security of the code they generate has not been extensively investigated nor documented. In this work, we present LLMSecEval, a dataset containing 150 NL prompts that can be leveraged for assessing the security performance of such models. Such prompts are NL descriptions of code snippets prone to various security vulnerabilities listed in MITRE’s Top 25 Common Weakness Enumeration (CWE) ranking. Each prompt in our dataset comes with a secure implementation example to facilitate comparative evaluations against code produced by LLMs. As a practical application, we show how LLMSecEval can be used for evaluating the security of snippets automatically generated from NL descriptions.",2023,C. Tony; M. Mutas; N. E. D. Ferreyra; R. Scandariato,conferencePaper
