item_key,decision,confidence,rationale
Y5LGJ7L7,keep,high,Empirical quantification of automation bias and corrective overrides in algorithmic decision support; the trust calibration and override measurement mechanisms are domain-agnostic cognitive phenomena that transfer directly to code review contexts without re-derivation.
F346EA38,keep,medium,NIST AI RMF integration with quantitative risk metrics for agentic GenAI including 'AI Verification Gap' concept; NIST framework is explicitly designed for software systems and the quantitative metrics approach transfers to engineering orgs deploying AI coding agents.
4JCPFYQ9,discard,medium,Theoretical economics framework for institutional admissibility lacks operational mechanisms; 'theory of deployment' framing indicates conceptual contribution rather than actionable processes a software org could implement.
Y9RT3GUE,keep,high,Black-box confidence scoring method (BSDETECTOR) works on any LLM API output; applying it to code generation LLMs is trivial — same sampling/scoring approach — providing direct trust calibration mechanism for AI-generated code.
9ZYC2VGV,keep,high,"HITL defect triage, audit logging, provenance capture, and conservative deployment patterns are generic software engineering governance mechanisms directly applicable to any AI-assisted code pipeline without domain re-derivation."
TUMFQEHN,discard,high,"Abstract fragment too thin to assess operationalizability; no methodology, framework details, or actionable contribution discernible from available text."
A2WZES7C,discard,high,"Abstract reports no findings, methodology, or results — only states the paper 'studies effects'; operationalizability cannot be assessed and nothing actionable can be derived."
Y5FBG8U3,discard,medium,FinTech AI failure case study surfaces human oversight themes but abstract doesn't establish replicable framework or methodology; appears to be cautionary narrative rather than operationalizable contribution.
AB2LRFJM,discard,high,"Abstract is essentially empty — no findings, methodology, or domain discernible; impossible to assess operationalizability."
73FZBWIR,discard,medium,"Meta-level governance framework about how to create voluntary standards through multistakeholder processes; a software org cannot act on this directly — it describes standards creation, not standards themselves."
NNZGRC4G,keep,medium,"Direct study of vibe coding adoption among UX professionals is a central SLR topic; despite empty abstract, the explicit vibe coding focus warrants inclusion for full-text review of methodology and findings."
KV8KC9RL,keep,medium,LLM mediator agent framework explicitly aligned with 'proposed levels of SE automation' addresses human-computer collaboration orchestration in SDLC; automation levels framework is operationalizable for oversight governance.
II9LMMZN,discard,high,Developmental psychology AI alignment framework has no discernible operational connection to software engineering or code generation governance; truncated abstract confirms non-transferability.
TAU3JCYE,discard,medium,"Authority design framework for agentic AI covers enterprise governance but all case studies (financial services, healthcare, procurement) are non-software; substantial re-derivation would be required for code context."
HWBR9AAF,keep,high,Empirical finding (N=1403) that explainability fails to reduce overreliance on incorrect AI advice is a general cognitive mechanism directly actionable for code review design: explanations from AI coding tools won't help reviewers catch errors.
8PM9IXSU,keep,medium,Influence index and self-anchoring bias metrics are domain-agnostic measurements; framework for calibrating AI influence to user expertise transfers directly to code review (senior vs junior developer reliance patterns).
8ZUEVSW5,discard,medium,"Comprehensive SLR of LLM test generation capabilities covers evaluation benchmarks but is oriented toward capability research not governance; no risk measurement, oversight, or governance operationalization."
NHT59QHY,discard,high,Technology explainer format is descriptive by design; 'briefly explores' agentic AI accountability indicates no operationalizable contribution despite relevant framing.
QNDFHYEA,discard,medium,Verification obligation framework built on Rule 11 sanctions and legal professional responsibility has no structural parallel in software engineering; domain-specific legal mechanisms don't transfer without substantial re-derivation.
GQ5E7RPF,keep,medium,System-level HITL governance architecture with verifiable provenance and audit-readiness is operationalizable; blockchain provenance tracking and 'AI as decision-support not autonomous authority' directly applicable to AI code pipelines.
87LUCHIQ,discard,high,Abstract contains only keywords with no methodology or findings; cannot assess operationalizability from keyword list alone.
9IPQ7228,keep,medium,Quantifies LLM code generation success rates and human repair effort (1-8 hours); key finding that human evaluation outperforms AI evaluation for behavioral correctness directly informs code review oversight design.
GYIRPY4W,discard,medium,Keywords reference CI/CD and DORA metrics but the paper analyzes productivity divergence economics rather than providing actionable governance mechanisms; fails operationalizability test.
YZU9U92X,discard,high,"Keyword-only abstract ('Centaurs, Generative AI, Human-AI Algorithms') provides no basis for assessing whether framework is operationalizable or relevant to code review."
8RIXPFX3,discard,medium,Ontological framework for AI agency classification is theoretical; translating from 'agency misattribution' theory to actionable software engineering mechanisms requires substantial re-derivation.
VG8PSMM7,keep,high,BLEU/LITL/HITL layered validation pipeline (lexical triage → semantic verification → human compliance review) is a directly transferable mechanism for AI code oversight regardless of PLC domain specificity.
J2MN69PK,discard,medium,'Exploring challenges' framing indicates descriptive orientation; no specific mechanism or measurement identified — fails operationalizability test.
BZXVW89V,discard,medium,Government contracting approach to AI accountability requires substantial derivation to apply to software engineering team governance; no direct software/code connection in the mechanism.
LGGPYHB2,discard,medium,RAG multi-tenant governance addresses infrastructure compliance not code generation oversight; adjacent but not directly applicable without substantial domain bridging.
AAK77PJ4,keep,medium,Paper explicitly extracts 'six portable design principles for trustworthy AI pipelines in high-stakes domains' — transferability work already done by authors; code review is a high-stakes pipeline.
Q2M4782N,discard,medium,ICO AI auditing framework focuses on data protection compliance rather than software development governance; requires substantial translation to code review context.
TYM8CJ86,discard,high,Keyword-only abstract with no discernible methodology or finding; cannot evaluate operationalizability.
VCKYAYDX,discard,high,"Abstract too sparse to evaluate — no methodology, mechanism, or software engineering connection discernible from fragments."
R9HHU7L5,discard,medium,"Focus is on AI provider disclosure obligations under EU AI Act, not on software development team governance mechanisms; provider-side compliance doesn't directly inform developer oversight."
KMY7ADDS,discard,medium,Multi-agent project delivery coordination protocol addresses project management maturity not code governance; bridging argument to code review requires substantial re-derivation.
9WLXUS82,discard,high,Abstract is abstract philosophy ('energy dualism of digital systems') with no identifiable relevance to software engineering governance or operationalizable contribution.
QJJ39LEG,discard,high,"Framework automates requirements engineering tasks with HITL validation — software-adjacent but the oversight mechanism is for RE artifact quality, not governance of AI-generated code or oversight scaling for code review."
AEL4R9HU,discard,high,Conceptual model for embedding GenAI into organizational decision architecture — provides decision authority framing but no operationalizable mechanism; business strategy abstraction without software/DevSecOps specificity.
HGJKZM6W,discard,high,Empirical survey classifying RAI practices by organizational maturity under EU AI Act — describes what firms do but provides no governance mechanism for AI-generated code; general business practices without SE-specific contribution.
XXUVA5JU,discard,high,"LLM framework automates BDD test generation with HITL for stakeholder validation — testing productivity tool where HITL validates test artifacts, not governance of AI-generated production code or oversight scaling."
H9476IZF,discard,high,"Four LLM-driven BPM use cases with auditable workflows in manufacturing, pharma, modeling, and textile design — all four domains are non-software; mechanisms would require substantial re-derivation for code review context."
LMJ2VUXH,discard,medium,"Governance pathways (provenance tagging, HITL, auditing) for AI-generated content quality are transferable concepts but paper anchors entirely in creative industries and management — domain translation to code governance is non-trivial."
XDRGCG6V,discard,high,Multi-layered governance architecture with GNN/LLM anomaly reasoning and HITL for financial fraud detection — mechanisms are deeply domain-specific to financial transaction patterns with no structural parallel to code review.
EZ2YGNSM,discard,high,Frames enterprise AI adoption as systemic strategic risk requiring organizational control systems — high-level risk categorization without software/DevSecOps specificity or actionable governance mechanism for code teams.
4F5PX7PE,keep,medium,Field experiment measuring automation bias when humans vet AI outputs — empirical findings on human-AI decision dynamics and situational automation bias directly inform how to structure HITL oversight in any domain including code review.
JW4GVHIG,discard,high,Theoretical analysis of cognitive vigilance burden and accountability decoupling under AI delegation — captures the oversight problem conceptually but provides no operational measurement method or governance mechanism.
RNGYBTS7,discard,medium,AI governance maturity model with lifecycle traceability for enterprise/government — operationalizable framework structure but abstract lacks any software/DevSecOps focus; would require substantial adaptation for code governance.
6JSXPFZ7,discard,medium,Survey of AI ethics operationalization progress and auditing tools — abstract is keywords only with no detail confirming software-specific applicability or actionable mechanism for code governance.
HNM5GF5D,discard,high,"AI ethics assessment blueprint with KPIs mapped to ethics frameworks — explicitly operationalizable but targets general AI ethics across all sectors; pilot is generative AI in education, not software engineering."
Y86E5WF5,discard,medium,Literature review synthesizing GenAI across Agile phases identifies security vulnerabilities and calls for human oversight frameworks — software context but no original governance mechanism; future research direction rather than present contribution.
