item_key,decision,confidence,rationale
AKLMYQ6E,discard,high,"AI policy strategy framework comparing regulatory approaches at societal level — no software engineering, code generation, or developer oversight angle"
8J9PZYEL,keep,high,"Proposes an end-to-end operational framework for AI-driven vulnerability detection, patch generation, and validation with XAI cause analysis — directly actionable for secure code management at scale"
EHMK6FMH,discard,high,"AI fairness guidance brief focused on bias and ethics definitions — no software engineering, code generation, or developer oversight angle"
S7U8IBJ7,discard,medium,Vague abstract on AI self-governance structural indicators without discernible methodology or applicability to software engineering code oversight
C2B2ZBRR,discard,high,ASEAN national AI policy analysis focused on trade competitiveness and economic transformation — no software engineering or code governance angle
NXZICN27,discard,high,"Systematic review of AI vs human performance in strategic management decisions — no software engineering, code review, or developer oversight angle"
H3V3TK9Z,discard,high,"Comparative international AI regulatory framework (UN vs decentralized models) without software engineering, code generation, or developer oversight angle"
SLBTSHPR,discard,high,"Synthetic media governance in banking focused on digital fraud and consumer protection — no software engineering, code generation, or developer oversight angle"
L2W37CLT,discard,high,GenAI liability framework for audio deepfakes places responsibility on model builders in the creative/music domain — no code or software engineering angle
F9DVSIYY,discard,medium,"Cross-domain causal AI inference architecture with EU AI Act governance compliance — no software engineering, code review, or AI code governance angle"
DF6D75PS,discard,high,"Classic change management book with no AI, code generation, or software governance angle"
TENDX5ZI,discard,medium,"Vibe coding productivity tool (DSL Agent) evaluated on valid model rate and user satisfaction — no governance, risk, or oversight implication for organizations managing AI-generated code at scale"
KPBRZW8J,discard,high,Philosophical AI alignment coherence protocol with nonprofit distribution proposal — no operational mechanism applicable to software engineering code governance
8TD7PXM7,keep,high,Proposes an agentic architecture for author-guided pre-review self-reflection that anticipates reviewer concerns while keeping humans in the loop — directly operationalizes AI-assisted code review oversight
K4RX6BMX,discard,high,GenAI copyright and author remuneration analysis focused on literary and artistic output — no code or software engineering angle
EZQ7IT96,discard,high,"Scientometric mapping of cyber-disinformation governance — no software engineering, code generation, or developer oversight angle"
INLFYVZU,discard,high,"Australian AI governance policy submission advocating for national standards bodies — no software engineering, code generation, or operational oversight mechanism"
YZSJP5LF,discard,medium,"SAFE measurement framework (Sustainability, Accuracy, Fairness, Explainability) designed for financial ML — domain-specific to credit scoring without transferable methodology for software code governance"
LNFUEPRD,discard,high,AI fairness and oversight framework applied to sports team selection — domain-specific with no structural parallel to software engineering code governance
SHK6KAX6,keep,high,Empirical analysis quantifying quality and security smells in AI-generated build code across real-world Agentic-PRs — directly operationalizes AI code quality assessment and governance need for engineering teams
U86MEP3N,keep,high,"Empirical study measuring GitHub Copilot's vulnerability repair rate (15% baseline, 63% with context-aware prompt tuning) — directly operationalizes an improvement technique for security risk management of AI-generated code"
G4BQ2IUU,keep,high,"SLR synthesizing empirical evidence on human factors, AI characteristics, and interaction dynamics influencing AI-generated code quality (correctness, security, maintainability) — operationalizes a multi-factor quality assessment model for software teams"
RISP7CVQ,discard,high,"Copyright analysis of TDM exceptions and the three-step test for GenAI training data — IP law domain with no software engineering, code generation, or developer oversight angle"
4V9NL62Y,discard,high,AI ethics and bias mitigation in HR recruitment — domain-specific to talent acquisition with no software engineering or code governance angle
35GIS9BQ,keep,high,Catalog of HITL design patterns for ML systems gives software engineering teams directly adoptable implementation templates for human oversight integration — passes the direct adoptability tiebreaker
BXZU5SUJ,discard,high,Explainability and bias auditing pipeline for GDPR-compliant credit scoring — domain-specific to financial automated decisions with no software engineering or code governance angle
MN5U94VP,discard,high,Patent law prior-art standards analysis for AI-generated inventions — legal/IP domain with no software engineering code governance angle
G8AED6V4,discard,medium,"End-user prompt engineering techniques for bias mitigation in AI fairness — no code generation, software engineering, or developer oversight angle"
P4EY4VZA,discard,high,HITL/HOTL/HOOL decision-architecture framework applied to judicial algorithmic adjudication — domain-specific to legal systems with no structural parallel to code review oversight
DRKL5YR4,discard,high,National AI governance policy framework for Pakistan law enforcement and criminal justice — domain-specific with no software engineering or code governance angle
PSHMXPUF,discard,high,Generative AI applications in medicine and healthcare — domain-specific clinical AI with no software engineering or code governance angle
BANASELT,discard,medium,"AI/ML compliance anomaly detection and risk prediction for organizational compliance functions — no explicit software engineering, CI/CD pipeline, or code governance angle"
78E852M8,discard,high,Political-economic structural analysis of algorithmic opacity and class dynamics — advocacy paper without operational mechanism for software engineering code governance
I85RT28B,discard,high,GenAI ethics focused on cultural ownership and authorship in creative industries — creative content domain with no software engineering or code governance angle
X65XJHLM,discard,high,Healthcare ambient AI scribe oversight in clinical context is a non-transferable HITL domain with no structural parallel to software engineering code governance
MJZGFYZZ,discard,high,Purely theoretical cognitive philosophy of identity-fused attractors and bounded rationality with no operationalizable mechanism for software governance organizations
JXFEZIJ8,discard,high,Theoretical symbolic systems failure analysis addresses metric distortion and epistemic feedback without any operationalizable detection signal or governance mechanism for software contexts
BCJMEL2H,discard,high,"Extremely thin abstract on AI governance ethics reveals no specific mechanism, measurement, or operationalizable contribution beyond naming oversight as a concern"
MUQ54H5H,discard,high,Legal governance analysis of AI autonomy in DAOs names HITL as a mitigation concept but presents no operationalizable mechanism for software engineering code governance
LZS2TJK4,discard,high,AGI existential risk philosophical argument about human-centric mathematical limits presents no operationalizable mechanism for software engineering governance teams
VPT9QLUS,discard,high,Legal professional responsibility framework for AI verification in law practice is domain-specific to legal filings without transferable governance mechanism for software engineering teams
WNXRY6NH,discard,high,"General AI innovation-regulation overview cataloguing risks (bias, labor, autonomy) without operationalizable governance contribution for software engineering organizations"
MURNVAW6,discard,high,GenAI business use case taxonomy across five dimensions provides classification framework but not governance mechanisms a software engineering team can directly act on
TCC9CFCP,discard,high,Enterprise AI adoption study of labor structure and capability gaps in Philippines IT-BPM sector addresses productivity and workforce transformation without governance or oversight mechanisms for AI-generated code
Y9253MBN,discard,high,AI training data scraping ethics survey focused on data collection practices with no software governance or code oversight contribution
QHXUQVBY,discard,high,Country-level Qatar AI strategy analysis noting governance and human oversight as success factors presents no operationalizable contribution for software engineering organizations
JGSFEKVA,keep,high,Analytical model quantifying expertise atrophy dynamics and oversight incentives as organizations scale AI adoption directly operationalizes the challenge of sustaining human oversight capacity for software engineering teams managing AI-generated code
5EGH6UHY,discard,high,Highly abstract philosophical K4 civilization framework applied to AI regulatory landscape with no operationalizable contribution for software engineering governance
CUCJ9INF,discard,high,Responsible AI framework for fintech with XAI and regulatory compliance mechanisms that are domain-specific to financial technology and require substantial re-derivation for software engineering governance
7YRHJQJH,discard,high,"GenAI in Indian financial services addressing country-specific constraints (multilingual data, infrastructure gaps) with no transferable contribution to software engineering governance"
UF5M5VCR,discard,high,Responsible AI for financial domain business process management identifies enterprise questions but without software/code governance angle or mechanisms transferable without substantial re-derivation
KDXHAN5W,discard,medium,"Vibe coding convergence vision paper with AutoSW prototype evaluation establishes AI software development capability but does not analyze governance, risk measurement, or oversight mechanisms for managing this expanded AI autonomy in engineering organizations"
MBSSZFXT,discard,high,AI governance recommendations for Indian court systems with HITL proposals are judicial domain-specific with no transferable mechanism to software engineering code governance
IRVGH5HF,discard,high,Conceptual LUM paradigm paper proposing semantic and causal AI architecture for organizational decision-making lacks empirical validation and presents no operationalizable mechanism for software governance specifically
S9KK3SI7,discard,high,ChatGPT finance research applications survey cataloguing opportunities and ethical challenges with no software/code governance contribution
NLVRGZ97,discard,high,Data protection legal compliance analysis for mobility data spaces under GDPR and NIS2 is transportation domain-specific with no software governance or code oversight contribution
YKX2QP9Y,discard,high,"Chinese legal framework for physical AI systems (embodied robots, drones) is physical AI domain-specific with no software engineering governance contribution"
432Y6GGL,discard,high,AI integration policy guidelines for African judicial systems are judicial domain-specific with no transferable contribution to software engineering governance
P3IF57CR,discard,high,UK AI regulation White Paper policy critique evaluating innovation-regulation balance without software-specific angle or operationalizable contribution for engineering organizations
I6YUVIWC,discard,medium,Entity-sovereign AI cognition infrastructure concept appears to address AI personalization and persistent organizational context rather than governance oversight mechanisms operationalizable by software engineering teams
5T44ZVZV,discard,high,"Macroeconomic structural impact analysis of AI on productivity, capital, and labor presents no operationalizable contribution for software engineering governance teams"
UHYMVR8J,discard,high,AI intellectual property rights and legal subjecthood analysis is focused on IPR rather than operationalizable code governance mechanisms despite noting that reduced human control increases regulatory need
TS4PHRZN,keep,high,"Empirical evaluation of 144 AI-generated microservices quantifying correctness rates (50-76% unit tests, 81-98% integration tests) and code complexity metrics against human baselines with reproducible methodology — directly operationalizable for organizational risk assessment of AI code generation"
RZPML9YR,discard,high,Algorithmic accountability law analysis focused on law enforcement and criminal justice data-driven systems is domain-specific with no software engineering governance contribution
UJCXDGJC,keep,high,"Enterprise AI governance framework formalizing authority drift, autonomy tiering, and continuous governance for agentic systems as fiduciary obligation equivalent to credit and cyber risk management — directly operationalizable for software engineering organizations managing AI-generated code at scale"
MQ7IFGCZ,discard,high,AI governance framework for public administration proposing algorithmic impact assessments and HITL oversight is government-domain specific without direct software engineering transferability
KFTAXJHI,discard,high,"RAG-augmented comparative governance framework for smart grid and industrial automation maps major standards (NIST AI RMF, EU AI Act) but critical infrastructure domain requires substantial re-derivation for software engineering application"
KNGSTUKC,discard,high,Role-reversibility concept applied to criminal justice AI mercy decisions is judicial philosophy with no mechanism transferable to software engineering code governance
92WFM3E9,discard,medium,Comparative legal liability analysis across jurisdictions for AI service business participants addresses organizational liability structures rather than software code governance or operationalizable oversight mechanisms
2ZPXU9NG,keep,medium,"Longitudinal study of 16 developers using GitHub Copilot revealing oversight challenges (intent conveyance, situational awareness, automation-control balance) directly addresses developer governance of AI-generated code with actionable design recommendations despite accessibility research framing"
N95DX6PT,discard,medium,Lightweight agentic AI workflow orchestration framework with HITL support is a tool capability paper without organizational governance analysis or operationalizable oversight mechanisms beyond the tool's built-in HITL feature
FSEZW5LL,keep,high,Proposes formal authorization threshold framework transitioning from interpretive to deterministic governance with proof-carrying decisions and constraint formalization — directly operationalizable for designing enterprise AI code governance oversight thresholds
TL496KQJ,discard,high,Legal analysis of AI training data lawfulness under data protection frameworks is focused on training data legality without software engineering code governance or oversight contribution
UIMCRY49,discard,high,Clinical anesthesia AI governance framework; domain-specific clinical context is non-transferable to software engineering without substantial re-derivation
SDDG77IR,discard,high,Abstract information-theoretic organizational theory spanning multiple domains; no operational mechanism applicable to software engineering governance
VU36KFBX,discard,medium,Thin abstract about AI content filtering alignment issues; no measurement methodology or governance mechanism for software engineering organizations evident
TVU94S2H,discard,high,Broad AI paradigm survey covering autonomous systems and scientific innovation without operationalizable governance mechanism for software engineering organizations
6HZY6JU8,discard,high,Philosophical framework for AI-assisted ethical deliberation aligned with EU AI Act and NIST; procedural ethics methodology rather than operationalizable software engineering governance mechanism
B7JI5DQC,discard,high,"Copyright and fair use analysis for generative AI platforms covering creative content (ChatGPT, DALL-E); no software code governance angle"
AK99IGDY,discard,high,AI disclosure governance framework targeting scientific research integrity and paper compliance; domain-specific without transferable mechanism to software engineering
FFUXX3X7,discard,high,HR matrix for inclusive GenAI adoption focused on equity-seeking groups and organizational change management; no AI code risk or oversight angle
ARTF8G62,discard,high,AI productivity paradox study in legal profession context; productivity and adoption focus without software engineering governance or oversight angle
748PV6B3,discard,high,EU AI Act Article 26 analysis focused exclusively on bank credit-scoring systems; non-software high-risk AI domain with no code governance transfer
CBXBKRA9,keep,high,"Field experiment at WirelessCar demonstrates hybrid proactive/on-demand LLM code review designs that balance cognitive load, reviewer trust, and control — directly operationalizable for code review workflow governance at scale"
VZJUT4NB,discard,high,XAI for mental health clinical domain; interpretability framework specific to clinical context with no transferable contribution to software engineering governance
IT2L2XLC,discard,high,Patent law paradigms for AI-driven inventions in biosciences; legal framework for biotech domain with no software or code governance angle
MFSZPSPU,keep,high,"HITL rubric-based LLM patch evaluation achieves kappa=0.75 with human consensus and 0.94 recall, providing an operationalizable and quantified scaling mechanism for AI code patch review"
7VJEFL49,discard,high,Copyright and fair use analysis for AI-generated art after Warhol decision; creative content intellectual property without software code governance angle
JS58YQWN,keep,medium,"Formal runtime governance framework with computable trust scores, hash-chain audit trails, and MCP boundary security is operationalizable for AI system deployment governance, though primary framing targets financial services"
Z5QUGQUF,discard,high,Generative AI in legal decision-making and AI-assisted arbitration; domain-specific legal context without transferable governance mechanism for software engineering organizations
LHZ62ZIL,discard,high,Governance framework for AI knowledge systems in digital government institutions; domain-specific cognitive infrastructure model without software engineering applicability
93672HBY,keep,medium,Qualitative interview study with 14 software developers identifying AI code assistant challenges and coping strategies provides empirically grounded patterns for organizations managing AI-assisted development
9YYDST6X,discard,high,Clinical AI safety framework for hospital operations with EU AI Act and WHO compliance focus; domain-specific clinical governance non-transferable to software engineering
NLU442CT,keep,high,LLM-driven curation pipeline for code review datasets demonstrates measurable improvement in automated code review comment quality and downstream model performance — operationalizable methodology for improving AI code review systems
BXQ64F4K,keep,high,"Language-agnostic framework mines static analysis rules from real-world bug-fix patterns with 73% developer acceptance across Java, JavaScript, and Python, providing a scalable automated mechanism for code quality governance"
7GE63LDE,keep,high,"Empirical measurement of LLM IaC repair shows 84.7% misconfiguration alarm reduction but 20.4% hallucination rate, directly quantifying AI code generation risk in infrastructure contexts and motivating HITL oversight design"
MBRLSRBA,discard,high,EU AI Act analysis of openness gradients in foundation model supply chains focused on model licensing and accountability; no operational mechanism for software development or code generation governance
BQDUZWYL,keep,medium,Argues that generic HITL and governance overlay approaches architecturally fail and proposes judgment as embedded organizational function — operationalizable reframing relevant to software engineering AI oversight design
7ZTXRR2R,discard,medium,"Dual-role analysis of AI in cybersecurity operations (threat detection, vulnerability prioritization) with NIST/EU AI Act governance review; primary focus is cyber defense tooling rather than software development governance"
2CPGJ7QQ,discard,high,Mathematical proof of RLHF alignment impossibility using social choice theory; theoretical result without operational mechanism for software engineering organizations managing AI code
TMA6CFKD,discard,high,Scoping review of systemic risks in dominant online platforms under Digital Services Act; platform regulation with no software development or code governance angle
BKY5F4ND,discard,high,LLM-based stakeholder insight generation from software contracts for compliance; contract analysis tool without AI code generation governance or oversight angle
KQG79E2T,discard,medium,RAG-based hallucination reduction framework for financial vendor risk assessment using CFPB and SEC data; domain-specific application without demonstrated transfer to code review contexts
NNTTGYIA,discard,medium,Theoretical 'regulation by software' legal framework (2013) arguing automated code shields consequences from human review; foundational framing but predates AI code generation and fails operationalizability test for current software engineering practice
3LWWGBAG,discard,high,"Survey of agentic AI opportunities and challenges in financial applications (fraud detection, portfolio management); no software development governance or oversight angle"
KR8RVD9G,keep,medium,Four-Dimensional Policy Provenance Record for delegated AI agent governance in regulated enterprise systems provides an operationalizable audit-trail framework applicable to software organizations deploying AI coding agents
VGPYSTQT,keep,medium,"Blog post directly addresses vibe coding governance, arguing AI code generation speed requires stronger controls and accountability — directly on-topic for the SLR though methodology is thin"
337A6N7H,discard,medium,LLMs-as-fiduciaries framework using legal standards; theoretical legal governance mechanism without operationalizable application to software engineering code generation oversight
XKNDU6F4,discard,high,Structural governance standard for AGI safety addressing reward hacking through judgment-centric design; AGI safety domain focus with no direct transfer to software engineering code review governance
SKJGWPTP,keep,high,Empirical study using static analysis tools on LLM-generated game code finds persistent security vulnerabilities and hallucinatied fixes after iterative human-guided refinement — directly quantifies AI code security risk for organizational governance
RYD36NIC,discard,high,AI and law review focused on generative AI copyright for creative content; no software code governance or engineering oversight angle
4JFZNI7H,discard,high,Cross-national empirical study of AI regulation effects on responsible investment flows; political economy focus without software development or code governance angle
JXPFGMQP,discard,high,EU AI Act presidency compromise text overview for policy makers; general AI regulation analysis without software system compliance or code governance focus
NYHCYFX5,discard,high,Turkish AI legislation analysis compared to EU AI Act; general AI regulation with no software development or code governance angle
E82GHAGR,discard,high,Fourth Amendment constitutional analysis of AI in law enforcement encounters; HITL in enforcement contexts is non-transferable to software code review governance
TH3UN4XE,discard,high,Philosophical essay on epistemic responsibility in AI pattern evaluation without an operational governance mechanism or measurement method a software engineering team could act on.
X5ZJ2ZQ2,discard,high,"Social service AI domain; overreliance and skill-retention concerns are real but domain-specific, with no governance mechanism transferable to software code review without substantial re-derivation."
GMN9DFVD,discard,high,Digital identity and trust infrastructure framed through EU regulatory landscape without software engineering or code governance connection.
CAXNTRJF,keep,high,"ML-based automated code vulnerability detection against GRC standards (ISO 27001, GDPR, SOC 2) is directly operationalizable for integrating compliance checks into the software development lifecycle."
F9JM9CI6,keep,high,AI agent architecture for code review support directly addresses reviewer workload and throughput scaling while preserving knowledge-transfer benefits — direct Tier 1 operationalizable contribution.
N2IDSH4J,discard,medium,"Abstract frames the AI vs. human code distinction descriptively ('sheds light on') without revealing a methodology, measurement approach, or reproducible detection signal."
XYHBL6TX,discard,high,Patent law inventorship challenges in Uganda with no software engineering or code governance angle.
8H73IKMR,discard,medium,Bounded-autonomy governance architecture for energy grid dispatch; HITL oversight mechanisms are energy-system-specific and do not clearly transfer to software code review without substantial domain re-derivation.
R9FJFY29,discard,medium,Productivity case study of AI-assisted health software development with code quality metrics but no governance or oversight analysis beyond a passing mention of 'rigorous human oversight' as a precondition.
GD65QRMF,discard,high,National AI adoption and economic development case study for Mauritius with no software engineering or code governance connection.
JA35INGV,discard,medium,"The volume-to-staffing impossibility of human review is structurally parallel to code review scaling, but the paper is descriptive about the problem and offers no transferable scaling mechanism."
86873KQR,discard,medium,"Governance features (HITL, guardrails, audit trails) are embedded components of a GPU-accelerated multimodal agent architecture paper rather than analyzed as standalone governance contributions."
49V4HZP6,discard,high,Critique of AI disclosure requirements in judicial filings; legal/judicial domain with no software or code engineering connection.
XMJ5W4IU,discard,high,Enterprise AI visibility framework for consumer brand discovery and equity; marketing governance angle without software development oversight connection.
GQIF8ZFL,discard,high,Foundation model market competition economics paper without software engineering or code governance angle.
UCKG7ITK,discard,high,GenAI applications in finance survey using topic modeling; financial domain with no software engineering or code angle.
ZBEVP5TW,discard,high,Regulatory philosophy arguing self-regulation has failed and hard law is needed; establishes a normative claim without operational mechanisms a software engineering organization could act on.
2F6I3J7E,keep,medium,"Article 14 human oversight accountability analysis identifies actionable gaps in how HITL supervision is designed for high-risk AI, directly applicable to software system compliance frameworks even though public administration is the primary domain."
UG5D8G6U,discard,medium,"General review of AI adoption in software engineering focused on productivity benefits without explicit governance, risk, or oversight mechanism — organizational AI adoption productivity pattern."
BP8HVTMW,keep,high,41-feature behavioral fingerprinting methodology achieving 97.2% F1 for identifying AI coding agent contributions in PRs is directly operationalizable for repository governance and AI code attribution at scale.
HWNGLVXT,discard,medium,One-line abstract mentioning vibe coding in passing within what appears to be a general LLM survey; no operationalizable governance or risk contribution is discernible.
VUJ26G5D,discard,high,Shariah governance standard for Islamic financial institutions with no software engineering or code connection.
WMPZQYTW,discard,high,Liability squeeze and governance documentation in educational AI adoption; education domain without software engineering connection.
ITREE8BJ,discard,high,AI-mediated interviewing quality assessment framework; evaluation context domain with no software engineering or code governance connection.
2LZ56DE9,discard,medium,Thin abstract on provenance measurement in AI-mediated collective synthesis; concept is potentially relevant but no methodology or software engineering connection is visible.
GYMMKB4C,discard,high,US AI governance policy analysis using game theory at the national policy level without software engineering or code angle.
QU4QCG9E,discard,medium,Multi-source confidence synthesis framework spans cybersecurity among other domains but the primary application is intelligence fusion rather than software code governance.
4GKTHI8G,discard,high,Five-layer civic AI governance architecture for public decision systems; non-software domain with no operationalizable contribution for software engineering organizations.
8V6QGZL6,keep,medium,"Verification gap framework and process-based governance argument addresses the structural intractability of fully verifying AI outputs, directly applicable to code review governance where exhaustive AI code verification is infeasible."
DYKYYCPC,discard,medium,Legal theory proposing fiduciary duties for AI creators and developers is directionally relevant but establishes normative obligations rather than operational governance mechanisms a software engineering organization can act on.
YX5Z5S5M,discard,high,Philosophical AI alignment and recursive social contract theory paper without operational governance mechanism.
F54PLRB7,discard,high,Platform and algorithmic accountability legal theory grounded in dram shop analogy without code or software engineering connection.
7IQ4J2NY,discard,high,Judicial management of AI-generated evidence in national security cases; legal/judicial domain with no code or software engineering connection.
JYZL52GT,discard,high,AI plagiarism and copyright in legal writing; legal content domain with no code angle.
P6HZ3IT2,discard,high,Self-X and HITL framework for autonomous manufacturing in cyber-physical systems; physical-loop domain not transferable to software code review.
XKHRR97J,discard,high,US AI national competitiveness and tech leadership policy paper without software engineering or code governance angle.
XLAP67HC,keep,medium,Automated third-party AI model audit methodology provides an operationalizable blueprint applicable to auditing AI code generation tools in regulatory compliance contexts.
3C8C2BTA,keep,high,Enterprise agentic AI governance framework directly addresses agent sprawl with design-time and runtime explainability techniques operationalizable for managing AI coding agents at scale — direct Tier 1 hit.
PGM488XS,discard,high,Copyright exception analysis for AI training text/data mining; intellectual property law with no code governance angle.
H8V7QVQQ,discard,high,German regulatory culture and precautionary governance philosophy analysis without software engineering or code connection.
EB9PFYBS,keep,medium,Analysis of EU AI Act 'human oversight' versus international law 'human control' with proposals for strengthening Article 14 is directly applicable to software system compliance and oversight framework design.
2VRL3RFM,discard,high,HITL feedback mechanism for diffusion model image generation training; image synthesis domain with no code or software engineering connection.
RPHK78A9,keep,high,Primary practitioner text documenting the DORA anomaly and organizational governance mechanisms for AI-assisted software development at large scale — direct Tier 1 hit with empirical organizational evidence.
NUGNJLSH,discard,high,Privacy regulation analysis for diffusion image generation models; image domain with no software engineering or code governance connection.
Y93XG9H3,discard,high,Philosophical perspective on AI-economy coexistence and AGI risk mitigation without operational governance mechanism.
PC9ILGET,discard,medium,EU data regulation evolution survey from GDPR to AI Act; regulatory landscape overview without software-specific operational governance framework.
XNF36MHK,discard,high,"Abstract contains only keyword tags with no substantive content, providing nothing operationalizable for code governance."
UWZSEFAI,discard,high,"AI adoption paper focused on gender-specific privacy concerns with no governance, risk, or oversight mechanism transferable to software engineering."
D8QAB2EI,discard,high,"Evaluates ChatGPT safety advice accuracy for general public contexts, not software engineering governance or code quality management."
TQS8DMNQ,keep,medium,"Responsible AI tutorial explicitly includes code generation as a use case domain with governance guidance across the AI model lifecycle, though broad scope limits direct operationalizability."
FJH62WDM,keep,high,"Comparative evaluation of four AI code assistants empirically demonstrating they rarely produce ready-to-use correct code, directly operationalizable for setting code review expectations and risk thresholds."
YY9LJG9H,discard,medium,Risk-based oversight model is framed specifically for government algorithmic decision-making due process without a transferable mechanism to software engineering code governance.
PJRJZVRI,discard,medium,"Comprehensive survey of LLM-powered SE solution paradigms and benchmarks covers capabilities without addressing oversight, risk, or governance of AI-generated code."
AMR2MR3R,discard,high,Financial ledger normalization domain HITL paper whose human-in-the-loop structure is specific to regulatory financial compliance with no transferable code governance contribution.
WZ2MRLS9,discard,high,Legal domain AI application paper covering practitioner tool selection without an operationalizable mechanism for software code governance or risk oversight.
W9NFMJS2,discard,high,"Judicial and labour law AI governance paper whose HITL loop is specific to non-software judicial and administrative decision-making, non-transferable to code review."
E79DVPDE,discard,high,"Abstract makes only generic claims about trustworthy AI without describing a measurement method, detection signal, or operationalizable framework."
V2VGFTVU,keep,high,"Quantifies output reliability across five LLMs in software development tasks with structured comparative methodology and numerical scores, directly operationalizable for tool selection and human oversight calibration."
7ZIEQKDI,discard,medium,Articulates abstract structural governance principles for long-lived enterprise systems without a specific operationalizable mechanism for managing AI-generated code or software risk.
MAPLMLLL,discard,high,"Philosophical paper invoking Vedic traditions alongside human-in-the-loop protocols, providing no operationalizable governance mechanism for software engineering contexts."
PWC7TXTM,keep,high,"Synthesizes ChatGPT error rates quantitatively across SDLC phases using multivocal literature review with boxplot distributions, directly operationalizable for organizational risk calibration by development phase."
SGNVU3XJ,discard,high,"Healthcare AI governance paper focused on patient privacy, consent, and clinical decision accountability without a contribution transferable to software code governance."
FQAC4B33,keep,medium,Reciprocal algorithmic output design framework that requires human cognitive engagement rather than passive acceptance addresses overreliance mechanisms transferable to code review oversight design.
894BLMDB,discard,high,Healthcare and protein engineering AI domain paper without a code governance angle or transferable software engineering contribution.
H45IWHAJ,discard,high,Chatbot product design and psychological safety paper focused on consumer interaction patterns without software engineering governance applicability.
XZEHQYNZ,keep,high,"Directly proposes HITL architecture guidelines and accountability frameworks for agentic AI in software engineering under EU AI Act, with explicit identification of implementation gaps and a concrete research roadmap."
QI8246A3,keep,high,"Large-scale empirical study of 456K AI agent pull requests reveals acceptance gaps, structural code simplicity patterns, and a developer trust deficit, providing directly operationalizable governance signals for managing AI-generated code at scale."
FLZ9BESL,discard,high,European banking regulatory compliance analysis covering Basel III and AI Act in financial services context without a code governance angle.
NEFSMYIW,discard,medium,US AI regulatory policy overview comparing federal and EU frameworks describes regulatory landscape without providing an operationalizable mechanism for software engineering organizations.
U7Z7BKNQ,discard,high,Energy transition AI ethics paper focused on consumption equity and environmental governance with no code governance angle.
DUT3K37G,keep,high,"Introduces CFCEval, a novel evaluation framework with benchmark and metric specifically designed to assess security and quality dimensions of LLM-generated code, directly operationalizable for code risk measurement."
IFEPBBMS,discard,high,Management theory paper analyzing axiological displacement of managerial expertise by AI without an operationalizable code governance contribution.
FUQJWZ7R,discard,high,EU copyright structural incompatibilities paper focused on creative content fixation doctrine with no code governance or software engineering angle.
2HCPY9LB,keep,medium,"Analyzes management-based regulatory approaches that motivate organizational oversight of AI training and development processes, providing a governance framework actionable at the software organization level."
A9T6M6RW,discard,high,Deepfake and synthetic media policy paper focused on content authenticity legislation with no code governance or software engineering angle.
YCSWRE3V,discard,high,Theoretical AI alignment paper on reflective stability and moral coherence for frontier AI systems with no operationalizable code governance mechanism for software teams.
P2VU4W9J,discard,medium,Constitutional AI governance framework grounded in administrative law and tax administration as paradigmatic domain requires substantial re-derivation to apply to software engineering code governance.
KWKXUK8X,keep,high,"Proposes verifiable governance architecture with runtime enforcement, fail-close design, and governance-as-code for organizations with AI employees, directly operationalizable with an ROI model included."
MUNMYR7F,discard,medium,Enterprise AI adoption paper identifies success factors and operational impact across ERP and CRM contexts without a specific code governance or AI output oversight mechanism.
S38BKF4E,discard,high,Theoretical organizational equilibrium framework integrating structural management theory with AI governance without an operationalizable code-specific contribution.
R8PPQ8A2,discard,high,"Public sector algorithmic decision-making governance paper focused on government administrative discretion and street-level bureaucracy, non-transferable to software code governance."
5RKMGRNA,keep,high,"Agentic multi-agent code review system with parallel specialist LLM agents for security, bugs, and performance directly addresses code review scalability and consistency, the core challenge of AI-generated code governance."
TG8RXFE8,discard,high,Unjust enrichment and copyright paper addressing AI training on creative works with no code-specific governance angle.
WBLFSE32,discard,high,LLM editorial bias auditing methodology applied to news media information ecosystems with no software engineering governance angle.
PEGPR2TS,discard,medium,EU AI Act enforcement paper focused on decentralized governance structure for protecting fundamental rights in high-risk systems without a software development or code-specific contribution.
K356ZE43,keep,medium,"Lifecycle-based bias governance framework for generative AI with layered technical and legal accountability measures across data collection, training, and application is partially applicable to code quality governance pipeline design."
UHHQWPWE,discard,high,AI prediction infrastructure product strategy paper treating AI as infrastructure for platform economics without a code governance or oversight angle.
X2PTNJS2,discard,medium,LLM-based UAT generation capability benchmark paper evaluating model performance on SRS documents without addressing organizational governance or human oversight of AI-generated test artifacts.
32EX53DG,keep,high,Introduces a reproducible benchmark and few-shot methodology for systematically quantifying vulnerability classes in LLM-generated code — directly operationalizable for org-level AI code risk scoring
QUFR3Z3U,discard,high,"Synthetic data pipeline paper with incidental mention of regulatory alignment; the governance content is peripheral and addresses data sourcing compliance, not AI code oversight"
BJ9MNRAL,discard,high,Policy analysis of a 2019 US bill on algorithmic accountability — descriptive legal commentary without operational mechanism transferable to software engineering governance
F8DZBKQF,discard,high,HITL due diligence framework applied to trust-and-safety investigations using public-source intelligence — non-software domain loop with no structural parallel to code review
PDZNGVED,discard,high,Taxonomic mapping of AI resistance and regulation without an operationalizable mechanism a software engineering team could act on
AIUGZHYF,discard,high,"Agentic AI framework for critical infrastructure information verification — HITL loop is for data stream validation in crisis response, not transferable to code governance without substantial re-derivation"
NG46MSY9,discard,high,RAG plus HITL framework applied to building permit regulatory interpretation — domain-specific (architecture/construction compliance) with no structural parallel to AI code review
