item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
FP5F53AK,When your boss is an AI bot: exploring opportunities and risks of manager clone agents in the future workplace,,discard,low,No abstract available to assess whether AI manager agent risks and oversight mechanisms transfer to software engineering code governance.,keep_queue
LZJCNS47,Mesh multi-context protocol: an adaptive agentic AI with mesh concept for a complex ecosystem,"The deployment of Agentic AI systems-autonomous agents powered by large language models (LLMs)-has exposed critical vulnerabilities in multi-domain enterprise / This paper introduces the Mesh Multi-Context Protocol (MMP), a novel framework synthesizing Agentic AI capabilities with mesh topology principles to address / Agentic AI, Large Language Models, Mesh Architecture, Multi-Context Protocol, Federated Governance, Autonomous Agents",maybe,medium,Enterprise agentic AI framework with federated governance and mesh topology addresses multi-domain LLM vulnerabilities but transferability to software engineering code governance requires argument not resolvable from abstract alone,maybe_queue
UPQ83E9W,The strategic convergence: risk-adaptive AI for reducing insider exfiltration and improving forensic readiness,"The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / Insider Threat, Artificial Intelligence, User Activity Monitoring, Defense Industrial Base, Cybersecurity Governance, Records Management, AI Risk Management",maybe,medium,AI-driven risk-adaptive framework for insider threat detection with forensic readiness in enterprise contexts could transfer to software org security governance but defense-industrial-base domain requires substantial re-derivation,maybe_queue
CRB3MXRC,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceable accountability,"robust risk management, data governance, transparency, and human oversight for high-risk systems. / We analyze how this architecture directly operationalizes the mandates of EU AI Act Articles 9 through 15. / AI Governance, EU AI Act, Accountability, Sacred Pause, Ternary Moral Logic, Ethics, Auditable AI, Immutable Logs",maybe,medium,Ternary Moral Logic technical framework operationalizing EU AI Act Articles 9-15 with auditable logs and accountability architecture — transferability to software engineering governance is plausible but requires domain argument not resolvable from abstract,keep_queue
FRVGRNQA,ChatGPT and Open-AI Models: A Preliminary Review,,discard,low,Preliminary review with no abstract provided — insufficient information to assess relevance or operationalizability.,maybe_queue
LBWH5PTC,Minimal ethical governance (MEG) for artificial intelligence,"Abstract: This document introduces the Minimal Ethical Governance (MEG), a universal technical and legal standard designed to address the global / governance challenges of Artificial Intelligence. / AI Governance, AI Ethics, AI Safety, Technical Standard, Trustworthy AI, AI Regulation, AI Certification, AI Audit, AI Regulation, Minimal Ethical Governance",maybe,medium,"Universal AI governance standard with audit and certification mechanisms could apply to software AI systems, but the abstract does not specify software or code applicability and transferability requires argument.",keep_queue
NZ36ZISH,Human-AI collaboration models in organizational decision-making,"The integration of artificial intelligence (AI) into organizational decision-making has transformed how businesses analyze data, forecast trends, and allocate / This study contributes to organizational theory by providing a framework for deploying AI in decision-making while maintaining human oversight and accountability",maybe,medium,Framework for human-AI collaboration in organizational decision-making with explicit human oversight and accountability components — transferability to software engineering org governance is plausible but requires domain argument not resolvable from abstract.,keep_queue
E8ZDG9MY,Agentic AI governance in SAP finance: a new control paradigm for autonomous enterprises,"As enterprise finance functions increasingly adopt artificial intelligence for automation, forecasting, and decision-making, a new class of risk / As enterprise finance functions increasingly adopt artificial intelligence for automation, forecasting, and decision-making, a new class of risk / The framework defines governance layers across agent design, financial decision boundaries, explainability requirements, human-in-the-loop escalation, / Agentic AI, AI Governance, SAP S/4HANA Finance, Autonomous Finance Systems, Financial Controls, Explainable AI in Finance, Enterprise Risk Management, / CFO Leadership, AI Auditability, Intelligent Finance Architecture, SAP Finance Governance",maybe,medium,"Agentic AI governance framework for SAP finance includes HITL escalation, agent design boundaries, and explainability layers that have structural parallels to software agent governance, but finance domain specificity requires explicit transferability argument.",keep_queue
BAQXVTG8,Inside the scaffold: a source-code taxonomy of coding agent architectures,"LLM-based coding agents can localize bugs, generate patches, and run tests with diminishing human oversight, yet the scaffolding code that surrounds the language model (the control loop, tool definitions, state management, and context strategy) remains poorly understood. Existing surveys classify agents by abstract capabilities (tool use, planning, reflection) that cannot distinguish between architecturally distinct systems, and trajectory studies observe what agents do without examining the scaffold code that determines why. This paper presents a source-code-level architectural taxonomy derived from analysis of 13 open-source coding agent scaffolds at pinned commit hashes. Each agent is characterized across 12 dimensions organized into three layers: control architecture, tool and environment interface, and resource management. The analysis reveals that scaffold architectures resist discrete classification: control strategies range from fixed pipelines to Monte Carlo Tree Search, tool counts range from 0 to 37, and context compaction spans seven distinct strategies. Five loop primitives (ReAct, generate-test-repair, plan-execute, multi-attempt retry, tree search) function as composable building blocks that agents layer in different combinations; 11 of 13 agents compose multiple primitives rather than relying on a single control structure. Dimensions converge where external constraints dominate (tool capability categories, edit formats, execution isolation) and diverge where open design questions remain (context compaction, state management, multi-model routing). All taxonomic claims are grounded in file paths and line numbers, providing a reusable reference for researchers studying agent behavior and practitioners designing new scaffolds.",maybe,medium,"Source-code-level taxonomy of 13 coding agent scaffolds characterizes architectural dimensions (control loops, tool isolation, context compaction) relevant to oversight design, but contribution is descriptive without a governance mechanism — transferability depends on how the taxonomy is used.",maybe_queue
MCP8IBR2,"Dimind-hope: a hierarchical, human-guided cognitive AI architecture for safe and scalable agent systems author",") layer, the Compile layer for verification, and the downstream execution layers composed of memory-enabled and action-oriented AI agents. / The architecture embraces zero autonomous decision-making at critical layers, instead enabling adaptive rule compilation, dynamic code generation, and / Cognitive AI Architecture, Human-in-the-Loop Systems, AI Governance, Core-AI Leadership, Agent Safety, Secure AI Design, Dimind-Hope, Autonomous Agent",maybe,medium,Hierarchical human-guided architecture with zero-autonomous-decision principle and dynamic code generation capability is plausibly transferable to AI code governance but domain application is not explicitly software engineering,keep_queue
X7FVXLCR,Regulating ChatGPT and other large generative AI models,"Large generative AI models (LGAIMs), such as ChatGPT, GPT-4 or Stable Diffusion, are rapidly transforming the way we communicate, illustrate, and create. However, AI regulation, in the EU and beyond, has primarily focused on conventional AI models, not LGAIMs. This paper will situate these new generative models in the current debate on trustworthy AI regulation, and ask how the law can be tailored to their capabilities. After laying technical foundations, the legal part of the paper proceeds in four steps, covering (1) direct regulation, (2) data protection, (3) content moderation, and (4) policy proposals. It suggests a novel terminology to capture the AI value chain in LGAIM settings by differentiating between LGAIM developers, deployers, professional and non-professional users, as well as recipients of LGAIM output. We tailor regulatory duties to these different actors along the value chain and suggest strategies to ensure that LGAIMs are trustworthy and deployed for the benefit of society at large. Rules in the AI Act and other direct regulation must match the specificities of pre-trained models. The paper argues for three layers of obligations concerning LGAIMs (minimum standards for all LGAIMs; high-risk obligations for high-risk use cases; collaborations along the AI value chain). In general, regulation should focus on concrete high-risk applications, and not the pre-trained model itself, and should include (i) obligations regarding transparency and (ii) risk management. Non-discrimination provisions (iii) may, however, apply to LGAIM developers. Lastly, (iv) the core of the DSA's content moderation rules should be expanded to cover LGAIMs. This includes notice and action mechanisms, and trusted flaggers. © 2023 Owner/Author.",maybe,medium,LGAIM regulatory framework with layered obligations and risk management applicable to AI coding tool deployers but focus is general LGAIM regulation without explicit software development or engineering org angle,keep_queue
TUFL384M,When ai lies: who's liable?,"Artificial Intelligence (AI) has seamlessly integrated into daily life, particularly through Large Language Models (LLMs) like ChatGPT, Gemini and others / This paper examines the legal implications of such hallucinations in the Indian context, questioning developer liability under existing regimes such as / Legal hallucination, Artificial Intelligence, Developer Liability, AI Accountability, AI Regulation",maybe,medium,Developer liability for AI hallucinations could transfer to code generation liability analysis but the abstract does not address code specifically and Indian law jurisdiction limits generalizability,keep_queue
MVEPLDXY,An operator-projection framework for structural risk assessment in advanced AI systems,"analysis, operator algebra, idempotent projectors, mesaoptimization, deceptive alignment, representation drift, interpretability, alignment fixed-points, scalable / oversight",maybe,medium,"Formal operator-projection framework for structural risk assessment in AI systems explicitly includes scalable oversight, but mathematical formalism (idempotent projectors, mesaoptimization) requires substantial translation to become actionable for software teams.",keep_queue
KHB3LUSH,A proposed technical reference framework for structural admissibility in high-integrity AI systems,"Ai Alignment, Deterministic Governance, Structural Nullity, Human Agency Sovereignty, Hardware-Level Security, Lexarynova Architecture, Reality Token Protocol",discard,low,Thin abstract consisting almost entirely of keywords; proposed framework for high-integrity AI with hardware-level security and human agency sovereignty — insufficient detail to assess software engineering transferability.,maybe_queue
SNUVSSCC,LLM-based quality assessment of software architecture diagrams: a preliminary study with four open-source projects,"This works explores the feasibility and challenges of using a Large Language Model (LLM) to automatically assess the quality of software architecture diagrams. Our approach is based on a structured prompt that guides the LLM to evaluate architecture diagrams and their accompanying descriptions according to five core quality criteria: clarity, consistency, completeness, accuracy, and level of detail. Preliminary experimental results using OpenAI's ChatGPT-4o in four open-source projects suggest that LLMs can provide valuable feedback and detect diagrammatic inconsistencies, often in alignment with human expert evaluations. However, the LLM also struggled with context-specific design choices, sometimes misjudging deliberate omissions or the appropriate level of detail, indicating that human oversight remains indispensable. To guide researchers and practitioners, we further recommend practical guidelines for data preparation, prompt construction, and result interpretation, aiming to maximize the reliability and utility of LLM-based architectural evaluations.",maybe,medium,Empirical study on LLM-based software architecture quality assessment finds alignment with human experts but identifies context-specific judgment gaps — related to human-AI oversight in software processes but focused on architecture diagrams rather than code governance.,maybe_queue
4JWRL9DH,Vulnerability webs: systemic risk in software networks,"By contrast, AI-assisted coding enables developers to replace dependencies with in-house code and reduces systemic risk.",maybe,medium,Network analysis quantifying systemic risk in software dependency graphs with finding that AI-assisted coding reduces dependency risk — risk measurement framework is transferable but the AI code governance angle is a secondary observation rather than the main contribution.,keep_queue
5XSGMMPB,Prompt hygiene guide: practical workplace rules for safe AI use,"Drawing on workforce literacy requirements under Article 4 of the EU AI Act, it categorizes inputs into Green, Yellow, and Red Zones to help staff identify / Prompt Hygiene Guide: Practical Workplace Rules for Safe AI Use (AI Literacy Under the EU AI Act, Article 4). / AI Literacy, EU AI Act, Article 4, Workforce Compliance, Prompt Hygiene, Data Privacy, AI Governance, Compliance Culture",maybe,medium,"Practical Green/Yellow/Red input classification framework for workplace AI use under EU AI Act Article 4 is directly adoptable by software teams using AI coding tools, but the framework is domain-agnostic rather than engineering-specific.",maybe_queue
UYTMXP9Z,A benchmark for scalable oversight protocols,"As AI agents surpass human capabilities, scalable oversight -- the problem of effectively supplying human feedback to potentially superhuman AI models -- becomes increasingly critical to ensure alignment. While numerous scalable oversight protocols have been proposed, they lack a systematic empirical framework to evaluate and compare them. While recent works have tried to empirically study scalable oversight protocols -- particularly Debate -- we argue that the experiments they conduct are not generalizable to other protocols. We introduce the scalable oversight benchmark, a principled framework for evaluating human feedback mechanisms based on our agent score difference (ASD) metric, a measure of how effectively a mechanism advantages truth-telling over deception. We supply a Python package to facilitate rapid and competitive evaluation of scalable oversight protocols on our benchmark, and conduct a demonstrative experiment benchmarking Debate.",maybe,medium,Principled benchmark for evaluating scalable oversight protocols with ASD metric — transferability to code review oversight is plausible but requires domain argument not fully supported by the abstract,keep_queue
I2GKH6KF,A business process-centric approach for LLM-driven functional test generation,"Validating end-to-end business processes requires strict adherence to state logic, particularly for long-horizon workflows involving complex multi-role interactions. While Large Language Models (LLMs) offer promising automation capabilities, current approaches often lack integration with formal testing principles, leading to inherent “happy path bias” and difficulties in maintaining context across extended sessions. This paper proposes a hybrid, business process-centric methodology that addresses these limitations through a “separation of concerns” architecture. Our framework utilizes LLMs for semantic comprehension while rigorously enforcing Specification-Based Testing techniques-specifically Equivalence Partitioning, Boundary Value Analysis (BVA), and Pairwise Testing-to optimize data coverage. Furthermore, the methodology employs graph-based modeling for deterministic navigation and systematically synthesizes exception flows to ensure robustness for cross-functional user journeys. Crucially, the generated test artifacts are engineered for compliance with the ISO/IEC/IEEE 29119-3 standard, ensuring industrial interoperability. Empirical evaluation across multiple subject systems demonstrates high-fidelity performance, achieving significant Boundary Value Coverage (avg. >88%), superior State Transition Coverage (avg. >95%), and high semantic quality scores (>92%). Moreover, an economic feasibility analysis confirms the framework’s efficiency, with operational costs ranging from  ${\$}$ 1.41 to  ${\$}$ 1.82 per complete regression suite. These findings suggest that integrating LLMs as semantic engines within a framework grounded in established software testing techniques offers a robust and cost-effective path toward scalable test automation.",maybe,medium,"Hybrid LLM test generation methodology with empirical quality metrics (>88% BVA, >95% state transition coverage) addresses AI-assisted software quality but focuses on LLM capability enhancement rather than governance or oversight of AI-generated code",keep_queue
4KWVGZJB,"Growing AI integration in cybersecurity governance: implications for decision-making, accountability, and organizational resilience","Prior studies have made important contributions on technical capability, adoption, ethics, explainability, and performance, but they say less about the / artificial intelligence, cybersecurity governance, Information Systems governance, organizational decision-making, human oversight, organizational resilience, AI / governance",maybe,low,"AI integration in cybersecurity governance with human oversight and accountability keywords, but thin abstract prevents assessment of whether operational mechanisms exist or whether scope reaches code and software governance",keep_queue
SE33EEZH,Liability for (semi)autonomous systems: robots and algorithms,"liability law, algorithmic accountability, robot liability, liability for algorithms, tort law, autonomous systems, strict liability, product liability",maybe,medium,"Liability framework for autonomous systems and algorithms (strict liability, product liability) — could generalize to AI-generated code liability but no explicit code angle in abstract requires domain argument",keep_queue
7SXF8MGW,Governing the moving target: a hierarchical taxonomy and framework for generative AI as a complex adaptive system,"As Generative AI accelerates in scale and scope, it increasingly exhibits the emergent properties of a Complex Adaptive System (CAS). / However, AI governance debates often lack a structured framework to evaluate these adaptive characteristics, leaving organisations relying on static controls / Generative AI, Complex Adaptive Systems, Complexity Theory, AI Governance, Adaptive Governance, Human-in-the-loop, Large Language Models, Emergence, Artificial",maybe,medium,Hierarchical taxonomy for adaptive GenAI governance as a complex adaptive system with HITL elements — generic LLM governance framework that could inform software engineering orgs but requires domain translation,keep_queue
9FSTG2PE,SWE-cycle: benchmarking code agents across the complete issue resolution cycle,"As autonomous code agents move toward end-to-end software development, evaluating their practical autonomy becomes critical. Current benchmarks hide friction by testing agents in pre-configured environments, and their static evaluation pipelines frequently fail when parsing fully autonomous trajectories. We address these limitations with SWE-Cycle, a benchmark of 489 rigorously filtered instances. SWE-Cycle evaluates agents across three isolated tasks, including environment reconstruction, code implementation, and verification test generation, as well as an end-to-end FullCycle task that integrates all three. The FullCycle task requires agents to work autonomously in a bare repository without human scaffolding. To reliably assess these complex execution paths, we developed SWE-Judge. By combining static code review with dynamic testing, this execution-capable evaluation agent accurately verifies functional correctness and eliminates the systematic measurement errors of traditional static parsers. We evaluate code agents powered by six state-of-the-art LLMs across these four tasks. The results reveal a sharp drop in solve rates when transitioning from isolated tasks to FullCycle execution, exposing critical bottlenecks in handling cross-phase dependencies and maintaining code quality. Together, SWE-Cycle and SWE-Judge provide a comprehensive framework for accurately measuring the end-to-end capabilities of autonomous software agents.",maybe,medium,"Benchmark reveals quality bottlenecks in autonomous code agents transitioning to end-to-end tasks, which could inform human oversight intervention design, but the paper is primarily capability evaluation rather than governance or oversight mechanism.",maybe_queue
B4NA66A4,"SagaLLM: context management, validation, and transaction guarantees for multi-agent LLM planning","This paper introduces SagaLLM, a structured multi-agent architecture designed to address four foundational limitations of current LLM-based planning systems: unreliable self-validation, context loss, lack of transactional safeguards, and insufficient inter-agent coordination. While recent frameworks leverage LLMs for task decomposition and multi-agent communication, they often fail to ensure consistency, rollback, or constraint satisfaction across distributed workflows. SagaLLM bridges this gap by integrating the Saga transactional pattern with persistent memory, automated compensation, and independent validation agents. It leverages LLMs' generative reasoning to automate key tasks traditionally requiring hand-coded coordination logic, including state tracking, dependency analysis, log schema generation, and recovery orchestration. Although SagaLLM relaxes strict ACID guarantees, it ensures workflow-wide consistency and recovery through modular checkpointing and compensable execution. Empirical evaluations across planning domains demonstrate that standalone LLMs frequently violate interdependent constraints or fail to recover from disruptions. In contrast, SagaLLM achieves significant improvements in consistency, validation accuracy, and adaptive coordination under uncertainty—establishing a robust foundation for real-world, scalable LLM-based multi-agent systems.",maybe,medium,"Multi-agent LLM architecture with transactional safeguards (rollback, validation, checkpointing) that could transfer to governing code agent workflows, but domain application to software engineering is not established in the abstract.",maybe_queue
9NY6ZFHY,AI-assisted programming decreases the productivity of experienced developers by increasing the technical debt and maintenance burden,,discard,low,Empty abstract prevents assessment of methodology; title claims AI coding increases technical debt but no findings or measurement method are visible to evaluate operationalizability.,maybe_queue
JY4U3WZI,The luevano standard: engineering algorithmic consistency as a prerequisite for institutional runtime authority,"Oversight is provided by the Independent Luevano Registry (ILR), a proposed tripartite meta-governance body representing state, industry, and civil society / ), ISO/IEC 42001:2023, and the EU AI Act (Regulation (EU) 2024/1689). / algorithmic governance, sovereignty gap, runtime verification, EU AI Act, civil rights, Artificial Compliance Intelligence, ACI, Luevano Standard",maybe,medium,"Proposes runtime verification standard for algorithmic consistency aligned with EU AI Act and ISO/IEC 42001:2023, which is plausibly applicable to software system governance, but the mechanism remains conceptual and the abstract does not confirm software development scope.",keep_queue
L5V2845I,The AI-augmented internal audit: an operational framework for a self-learning,"Purpose: This paper aims to translate the ""management theory using ISO, AI, and blockchain"" presented in the author's prior research into a practical, / a ""human-in-theloop"" data cycle that promotes AI learning, and a collaborative reporting workflow. / Internal Audit, Conformity, Compliance, Effectiveness, IMS, TM, Self-learning, Governance, ISO 19011, ISO 9001/14001/45001, Process Mining, Human-in-the-Loop / , AI Governance, AI Assurance, AI-augmented Audit, Continuous Auditing, Continuous Monitoring",maybe,medium,"Operational AI-augmented audit framework with human-in-the-loop data cycle and self-learning mechanisms that structurally parallels code review governance, but domain is financial/quality compliance auditing without explicit software development application.",keep_queue
3JHLWGV3,Justified evidence collection for argument-based AI fairness assurance,"It is well recognised that ensuring fair AI systems is a complex sociotechnical challenge, which requires careful deliberation and continuous oversight across all stages of a system's lifecycle, from defining requirements to model deployment and deprovisioning. Dynamic argument-based assurance cases, which present structured arguments supported by evidence, have emerged as a systematic approach to evaluating and mitigating safety risks and hazards in AI-enabled system development and have also been extended to deal with broader normative goals such as fairness and explainability. This paper introduces a systems-engineering-driven framework, supported by software tooling, to operationalise a dynamic approach to argument-based assurance in two stages. In the first stage, during the requirements planning phase, a multi-disciplinary and multi-stakeholder team define goals and claims to be established (and evidenced) by conducting a comprehensive fairness governance process. In the second stage, a continuous monitoring interface gathers evidence from existing artefacts (e.g. metrics from automated tests), such as model, data, and use case documentation, to support these arguments dynamically. The framework's effectiveness is demonstrated through an illustrative case study in finance, with a focus on supporting fairness-related arguments.  © 2025 Copyright held by the owner/author(s). Publication rights licensed to ACM.",maybe,medium,"Argument-based assurance framework with software tooling and continuous monitoring evidence collection is potentially transferable to AI code quality governance, but fairness domain and finance case study require explicit transfer argument.",keep_queue
8JWA3A6P,Cost-sensitive human-in-the-loop decision systems under asymmetric error costs,Human-in-the-loop (HITL) decision systems are standard practice in high-stakes domains like antimoney laundering. / The assumption built into this architecture is that human review reduces risk.,maybe,medium,"Cost-sensitive HITL decision architecture with asymmetric error costs could transfer to code review triage prioritization, but anti-money laundering domain specifics may limit direct adoption.",keep_queue
GUE428AU,"Ethics becomes enforceable governance when harm is foreseeable and preventable; otherwise, it stays theoretical. From conscience to foreseeability in health safety AI governance","However, governance systems, laws, standards, and regulatory accountability cannot rely solely on ethical debates. / and which error modes need controls, such as threshold tuning, alert management, escalation pathways, audit logging, and accountability to third-party oversight / AI ethics, foreseeability, reasonable professional test, wearable falls monitoring, WEDA-FALL, ISO/IEC 42001, EU AI Act, GDPR, ISO/IEC 27001, ISO/IEC 27701 / , SHAP, LIME, explainability, governance",maybe,medium,"Operational governance controls for health AI (threshold tuning, audit logging, escalation pathways) are mechanistically transferable to software org AI governance, but health and safety AI domain argument is required to confirm direct adoption.",maybe_queue
KKJKDCWS,Managing AI risk: a comprehensive approach,"This article examines the critical field of Artificial Intelligence (AI) risk management in the context of rapidly evolving AI technologies. / risk management. / Artificial Intelligence, AI Risk Management, Model Governance Atmajitsinh Gohil. (2025). Managing AI Risk: A Comprehensive",maybe,low,Abstract is too thin to determine whether the AI risk management and model governance discussion presents an operationalizable methodology or is descriptive-only.,keep_queue
A8XNV9RR,AI auditing: first steps towards the effective regulation of artificial intelligence systems,"AI auditing. / AI auditing standards should reflect a comprehensive approach targeting three components of AI development: data, model, and deployment.",maybe,medium,"AI auditing framework targeting data, model, and deployment could transfer to software engineering org governance of AI coding tools, but the abstract gives no indication of software or code-specific scope",keep_queue
SLDGQI5F,AIAIRS & ARM: a rights architecture and governance framework for AI agents as organizational members,"The deployment of autonomous AI agents-systems that select methods, use tools, and operate with delegated authority-has created an unprecedented governance / Existing AI governance frameworks (EU AI Act, NIST AI RMF, UNESCO, OECD) classify systems by risk and impose compliance requirements, but none address",maybe,medium,"Governance framework for autonomous AI agents with delegated authority could apply to agentic coding tools in software orgs, but the 'organizational member rights' framing is novel and the abstract's scope is unclear from the summary alone",keep_queue
GT8FQJ4K,Oversight design for AI-enabled decision making in government services,"This paper develops a framework for human oversight as a system property of Artificial Intelligence (AI) in public administration, ensuring that human / Artificial Intelligence AI, Governance, Automated Decision-Making, Human Oversight",maybe,medium,"Human oversight designed as a system property for AI-enabled decision making by software engineering researchers — architectural framing could transfer, but it is anchored in public administration rather than software development contexts",keep_queue
455MHPCI,A survey of generative AI adoption and perceived productivity among scientists who program,"Programming is essential to modern scientific research, yet most scientists report inadequate training for the software development their work demands. Generative AI tools capable of code generation may support scientific programmers, but user studies indicate risks of over-reliance, particularly among inexperienced users. We surveyed 868 scientists who program, examining adoption patterns, tool preferences, and factors associated with perceived productivity. Adoption is highest among students and less experienced programmers, with variation across fields. Scientific programmers overwhelmingly prefer general-purpose conversational interfaces like ChatGPT over developer-specific tools. Both inexperience and limited use of development practices (like testing, code review, and version control) are associated with greater perceived productivity -- but these factors interact, suggesting formal practices may partially compensate for inexperience. The strongest predictor of perceived productivity is the number of lines of generated code typically accepted at once. These findings suggest scientific programmers using generative AI may gauge productivity by code generation rather than validation.",maybe,medium,"Survey finding that limited use of code review and testing correlates with higher perceived AI productivity is an oversight-relevant signal, but the scientific programmer population and perceived-productivity outcome limit direct applicability to software engineering org governance",keep_queue
YJT8HS9Z,The S-a-D-a-L loop: a reliability-gated architecture for forensic-ready cyber-physical AI systems,"AI-driven cyber-physical systems increasingly participate in high-consequence operational decisions, yet many architectures implicitly treat model confidence / The S-AD A -L Loop provides a system-level foundation for building forensic-ready, safety-aware AI systems operating under real-world uncertainty. / AI Systems Reliability, Cyber-Physical Systems, Forensic Readiness, Decision Provenance, Human-in-the-Loop AI, Security Architecture",maybe,medium,Reliability-gated HITL architecture with forensic readiness and decision provenance for cyber-physical AI — loop structure could transfer to code review pipelines but the cyber-physical domain instantiation limits direct applicability without re-derivation,maybe_queue
TQGFG8YC,AutoDFBench 1.0: a benchmarking framework for digital forensic tool testing and generated code evaluation,"The National Institute of Standards and Technology (NIST) Computer Forensic Tool Testing (CFTT) programme has become the de facto standard for providing digital forensic tool testing and validation. However to date, no comprehensive framework exists to automate benchmarking across the diverse forensic tasks included in the programme. This gap results in inconsistent validation, challenges in comparing tools, and limited validation reproducibility. This paper introduces AutoDFBench 1.0, a modular benchmarking framework that supports the evaluation of both conventional DF tools and scripts, as well as AI-generated code and agentic approaches. The framework integrates five areas defined by the CFTT programme: string search, deleted file recovery, file carving, Windows registry recovery, and SQLite data recovery. AutoDFBench 1.0 includes ground truth data comprising of 63 test cases and 10,968 unique test scenarios, and execute evaluations through a RESTful API that produces structured JSON outputs with standardised metrics, including precision, recall, and F1 score for each test case, and the average of these F1 scores becomes the AutoDFBench Score. The benchmarking framework is validated against CFTT's datasets. The framework enables fair and reproducible comparison across tools and forensic scripts, establishing the first unified, automated, and extensible benchmarking framework for digital forensic tool testing and validation. AutoDFBench 1.0 supports tool vendors, researchers, practitioners, and standardisation bodies by facilitating transparent, reproducible, and comparable assessments of DF technologies. © 2026",maybe,medium,"Benchmarking framework for AI-generated code evaluation with reproducible precision/recall/F1 metrics — methodology is directly applicable but instantiated entirely in digital forensics tasks, requiring substantial domain re-derivation for general software contexts",maybe_queue
ZMASZZSG,Artificial code,"property regimes, this Article highlights a paradox at the heart of modern AI development: generative AI may be sowing the seeds of its own stagnation / code. / Copyright, Patent, Trade Secrecy, Artificial Intelligence, AI, Software, Open Source, Intellectual Property",maybe,medium,"Addresses code IP specifically (copyright, patent, trade secrecy for software) which could inform SE org liability posture, but appears theoretical without an operationalizable governance mechanism.",keep_queue
JEBKLJZ4,-a framework on transparency-explainability functionality and tensions in the EU AI act,"The European Union's Artificial Intelligence Act (AI Act), finalized in February 2024, mandates transparency and explainability requirements for AI systems / to enable effective oversight and safeguard fundamental rights.",maybe,low,"EU AI Act transparency-explainability analysis could inform SE org compliance, but abstract is too thin to assess whether it provides actionable implementation guidance beyond legal overview.",keep_queue
PWB67TUT,The mirror effect: how generative AI exposes the proxy architecture of institutional accountability,"a theoretical framework, the Mirror Effect, for understanding how generative artificial intelligence exposes pre-existing weaknesses in institutional accountability / Generative AI collapses the cost of plausible output generation to near zero, severing the correlation between observable output quality and genuine understanding",maybe,medium,"The Mirror Effect framework about AI severing observable output quality from genuine understanding has plausible structural relevance to AI code review oversight, but domain translation from institutional accountability to SE contexts requires argument not resolvable from the abstract.",keep_queue
3UCKY6L4,Role of AI in software product management practices,Recommendations for responsible AI adoption and future work are provided in conclusion.,discard,low,"Abstract is too thin to evaluate — no evidence of methodology, measurement, or operationalizable governance framework visible.",maybe_queue
RJC6SVR4,Legal and ethical challenges of large language models: an analysis under the GDPR and the AI act,"This paper critically analyzes how the European Union’s General Data Protection Regulation (GDPR) and the Artificial Intelligence Act (AI Act) address / It concludes that while the GDPR and AI Act offer robust protections, evolving LLM technologies may soon outpace current regulatory models, necessitating",maybe,medium,"GDPR and EU AI Act legal analysis applied to LLMs could inform compliance requirements for SE orgs deploying code-generating models, but appears to remain at legal analysis level without engineering-level controls.",keep_queue
555NUHVA,From policy to practice: prototyping the EU AI act’s transparency requirements,"The European Union's (EU) AI Act emphasizes the importance of transparency regarding AI systems and imposes related requirements in order to foster trust / In addition, the report provides legal feedback for policymakers regarding articles 13 and 52 AI Act. / Artificial intelligence, AI Act, policy prototyping, transparency, AI governance, deep fake, compliance, AI regulation",maybe,medium,"Prototypes EU AI Act Articles 13 and 52 transparency requirements with legal feedback, potentially guiding SE org compliance implementation, but primarily policy-level analysis without clear engineering controls.",keep_queue
BKFFQ8ZJ,A critical assessment of the algorithmic accountability act of 2022,"On April 3rd, 2022, a group of US lawmakers introduced the Algorithmic Accountability Act of 2022. / This study paves the way for further discussions to shape algorithmic accountability regulations. / algorithmic accountability, automated decision systems, augmented critical decision processes, artificial intelligence, impact assessments, legislation",maybe,medium,"Algorithmic accountability legislation analysis covering impact assessments for automated decision systems could inform SE org governance frameworks, but primarily US legislative analysis without an engineering-level mechanism.",keep_queue
2SDBF78T,The emergence of agentic artificial intelligence: a paradigm shift for operational efficiency and risk management in digital banking,"The digital banking sector is entering a new phase of transformation with the integration of Agentic Artificial Intelligence (AI). / To address these, a multi-layered governance framework is proposed, incorporating human-in-the-loop escalation, immutable audit trails, and ethically aligned / * Agentic AI",maybe,medium,Multi-layered governance framework with HITL escalation protocols and immutable audit trails in digital banking context is potentially transferable to software engineering governance but the domain requires explicit argument.,keep_queue
R9J5U8IA,The agreement machine: sycophancy as institutional failure mechanism,"The paper synthesises evidence from the AI alignment literature, human factors research, and organisational decision theory to propose a unified account",maybe,medium,"Unified account of AI sycophancy as institutional failure mechanism drawing on alignment literature and human factors research may inform trust calibration design for AI-assisted code review, but remains theoretical synthesis without operational implementation.",keep_queue
2DGTDW4E,High-Level Summary of the AI Act,,maybe,low,"High-level EU AI Act summary with no abstract available — relevant if software system compliance provisions such as Article 14 are addressed, but scope cannot be assessed from available metadata.",keep_queue
