item_key,decision,confidence,rationale,prior_decision,prior_confidence
RCRQT2RZ,keep,medium,Compliance-as-code for machine-readable regulation with explicit reference to generative tools in enterprise workflows; mechanism applies to automated compliance checking in software engineering pipelines,maybe,medium
HQIXPITB,keep,low,Parasuraman-level framework clarifying HITL/HOTL/HOVL control distinctions for AI system architecture; prescriptive content uncertain but definitional framework informs oversight design choices,maybe,medium
BFPEC3IK,discard,medium,Identifies interpretability gap in AI-assisted institutional decisions but abstract indicates diagnostic analysis of what's missing rather than prescriptive mechanisms to address it,maybe,medium
6MTQV7V3,discard,high,Abstract corrupted with repeated placeholder text; no evaluable content despite potentially relevant keywords,discard,low
PBFMRG3B,discard,high,No abstract available; hallucination classification topic cannot be assessed for operationalizability from title alone,discard,low
MBS5C7LD,discard,medium,Four-factor oversight framework is meta-level (what shapes oversight) not mechanism-level; a software team would need to re-derive all factors for code review context which is substantial domain work not trivial translation,maybe,medium
8B46YAHW,keep,medium,Dataset explicitly includes code generation task; HITL deployment framework with 85% detection accuracy provides methodology directly applicable to AI code provenance detection in software orgs,maybe,medium
JXJQGBN8,discard,medium,High-level policy/standards analysis of NIST AI RMF and ISO/IEC 42001 without software engineering specificity; no DevSecOps or code-level operationalization present,maybe,medium
HNQT56FM,discard,medium,No abstract prevents operationalizability assessment; title indicates AI alignment moral philosophy without apparent engineering mechanism,discard,low
BE8U3QRR,discard,medium,Sparse abstract shows standards analysis focus; no software/code-specific implementation guidance despite 'technical' framing,maybe,medium
MJKFY8UC,keep,medium,Policy-as-code and heterogeneity scoring to avoid monoculture are explicitly software engineering patterns; fail-close is a standard engineering practice — these transfer trivially despite financial framing,maybe,medium
EVCJBNEU,discard,medium,AI failure detection and accountability records serve workforce preservation goal not code quality governance; mechanisms designed for different purpose than SLR scope,maybe,medium
G9QRERTM,discard,medium,General AI innovation governance validated at org level; compliance measurement targets AIA generally not code review practices or AI code quality specifically,maybe,medium
DYXBGHXH,discard,medium,Methodological note about thesis generation process rather than empirical research; lacks operationalizable methodology for measuring or addressing the HITL liability gap identified,maybe,low
CXEL968T,discard,medium,Near-empty abstract prevents assessment; legislative liability framework is policy not engineering practice,discard,low
RBKZILQD,discard,medium,Insurance-as-governance requires organizational/legal mediation; software teams cannot directly adopt insurance frameworks as engineering practice,maybe,medium
XLZVTNUC,discard,high,Legal scholarship analyzing judicial interpretation of AI liability; despite mentioning human oversight the contribution is for litigation not engineering practice,maybe,medium
7CPZ358P,discard,high,Philosophical analysis of purposes behind human control rather than operational mechanisms; weapons systems domain has no structural parallel to code review,maybe,medium
Z6I9JDFX,discard,medium,Cross-framework legal audit analysis identifies regulatory gaps but provides no engineering methodology; software teams don't directly adopt legal audit frameworks,maybe,medium
FTICIPDY,discard,medium,Keyword-only abstract prevents assessment of whether 'interpretive sovereignty failure' concept is operationalizable or merely conceptual,keep,low
SVPFXI3P,keep,medium,Pairwise comparison mechanism for LLM-assisted review scaling is domain-agnostic and transfers trivially to code review prioritization; empirically validated to outperform rating-based methods,maybe,medium
7QVX75AV,keep,low,Multi-agent HITL architecture for scaling research with explicit 'vibe research' framing suggests structural parallel; transfer to code review plausible but domain-specific mechanisms unclear,maybe,medium
J998BUDB,keep,medium,Metrics for measuring HITL scaling thresholds empirically validated on 100K decisions; data governance and code review are both high-volume decision processes with structural parallel,maybe,medium
DUBFF52U,keep,medium,"Tiered liability model with measurable indices (developer culpability, oversight, explainability) and ready-to-use procurement scorecard; developer/tool/operator allocation transfers to software contexts",maybe,medium
V4EEV4PB,keep,medium,Structured prompt governance frameworks for reducing LLM hallucination transfer directly to AI code generation quality management; evaluation methodology (LLM-as-Judge) is domain-agnostic,maybe,medium
E26FSKPQ,keep,medium,Dynamic authority decay and runtime legitimacy mechanisms for agentic AI are structurally transferable to AI coding agent permission management; legal framing wraps an operational pattern (time-limited authorizations requiring re-validation).,maybe,medium
Z4A98575,keep,medium,Clarifies the compliance trigger point (when fine-tuning makes you a GPAI provider) that software orgs deploying modified coding models must operationally plan around; knowing WHEN obligations attach is itself actionable.,maybe,medium
3PBQ3P2V,discard,high,"Regulatory strategy analysis arguing what approaches 'are unlikely to be strong candidates' — this is policy evaluation for regulators, not an operationalizable mechanism for software engineering organizations.",maybe,medium
VCI7FSVP,keep,high,Technical transpilation of EU AI Act logging and human oversight duties into computable clauses is inherently software-oriented and directly operationalizable in compliance automation pipelines.,maybe,medium
F4U3MQ7N,keep,medium,Compliance framework explicitly structured around development and deployment lifecycle phases is directly applicable to software engineering organizations building AI systems.,maybe,medium
9SWGI2RY,keep,low,"Names operationalizable backdoor detection tools (Neural Cleanse, STRIP) for model validation audits, but one-sentence abstract prevents confirming methodological depth beyond tool enumeration.",keep,low
RGNB3BEL,discard,medium,"Gap analysis identifies what ISO/IEC 42001 and EU AI Act lack for agentic AI but provides no operational mechanisms to fill those gaps — diagnostic for policymakers, not prescriptive for engineering orgs.",maybe,medium
TZFN9PMG,discard,high,"Paper explicitly states it is 'descriptive, not normative' and defers governance framework to a companion paper; evidence layer documentation without actionable guidance.",maybe,medium
56GRVSR7,keep,medium,"Under/over-reliance patterns and trust calibration findings in AI-assisted coding transfer to AI code review; the human-AI collaboration dynamic (review suggestions, accept/reject/modify) is structurally parallel.",maybe,medium
J692UWE5,discard,high,"Macro regulatory economics arguing automated compliance loosens innovation-regulation trade-offs 'under plausible assumptions' — theoretical argument, no implementation mechanism.",maybe,medium
WAYM37U6,discard,high,Critical analysis of HITL as rhetorical shield in federal rulemaking; meta-commentary on policy discourse provides no operational mechanism for meaningful oversight.,maybe,low
FWH4AVHN,keep,medium,Explicitly sector-agnostic multi-layer validation architecture aligned with NIST AI RMF is designed for cross-domain transfer; software deployment in high-stakes environments fits the stated scope.,maybe,medium
FWE8KERE,keep,low,"Five-layer governance framework claims production validation for agentic AI, but 'survival maximization' objective function and axiomatic derivation raise questions about practical operationalizability vs theoretical contribution.",maybe,medium
J8FP9HT5,discard,high,Research proposal ('This research aims to...') describing intended methodology for wearable cognitive load measurement; no completed findings or framework yet available to operationalize.,maybe,medium
7AWJFRQ6,discard,medium,Legal copyright analysis establishing that code memorization creates IP risk; characterizes the problem but provides no detection methodology or governance mechanism software orgs can implement.,maybe,medium
48A4LRHQ,keep,medium,Policy prototyping program explicitly addresses operationalizing EU AI Act human oversight requirements through experimental implementation with companies; practical compliance insights for regulatory planning.,maybe,medium
9V2RFB2U,discard,high,No abstract available; title indicates general ethics guideline development without apparent operational mechanism for software engineering code governance.,discard,low
Y7ZWF7GT,keep,medium,"Architectural patterns (tamper-evident decision ledgers, hallucination anchoring, attribute-based agent access control) are technical mechanisms transferable to software AI governance; financial domain is application context not the contribution.",maybe,medium
PQK3T4XZ,discard,medium,"Editorial synthesizing existing literature on oversight feasibility (XAI, HITL, regulatory approaches) and their limitations; life sciences anchor and survey format yield no new operational methodology.",maybe,medium
YFR3REDU,keep,medium,"HITL supervision, data lineage, and model-risk management patterns are governance mechanisms that transfer without substantial re-derivation; investment domain specificity is in examples not framework structure.",maybe,medium
VLY55FLI,discard,medium,"Provenance graphs track AI bias emergence generally — mechanism is about bias attribution across AI platforms, not code review or oversight scaling; translation to software governance would require substantial re-derivation of what 'bias' means in code context",maybe,medium
9B2RUW73,discard,medium,"HITL patterns (override, confidence gating) are relevant but domain is industrial root-cause diagnosis in manufacturing/operations; applying to software debugging governance requires substantial re-derivation not demonstrated in abstract",maybe,medium
82JCG2LM,keep,high,Direct empirical finding: LLM-generated code for complex control systems requires human oversight and manual corrections to achieve working code — this is exactly the oversight signal software teams need; PLC domain is specialized but finding transfers directly,maybe,medium
24ZVGAAA,discard,low,"TLoD framework distributes risk management responsibility operationally, but application is to ethical AI risks in public sector adoption broadly — translation to code quality governance in software teams requires re-derivation the paper doesn't perform",maybe,medium
BT4UHCN5,keep,low,Addresses intent-code misalignment in AI code generation with explicit HITL design — problem statement is exactly vibe coding's core challenge; methodology unclear from truncated abstract but concept warrants inclusion,maybe,low
GZ5SIYRL,discard,medium,"Versioned audit trail pattern targets agentic AI but domain is enterprise business rules governance, not software pipeline; abstract too truncated to confirm transferable mechanism exists",maybe,medium
QF8E45VG,discard,high,"Empty abstract — cannot evaluate operationalizability, relevance, or methodology; title suggests philosophical critique rather than actionable framework",discard,low
F4G9XXBR,keep,high,"Benchmark embeds mandatory audit logs, drift detection, anti-leakage checks, and explicit human oversight requirements for LLM-generated code; governance mechanisms are directly transferable regardless of trading domain application context",maybe,medium
WXBIUBXG,discard,medium,"Certification as governance tool is plausible but abstract presents general case only — no specific mechanism, no software application demonstrated; descriptive rather than operationalizable",maybe,medium
5T4I8VCK,discard,medium,"Whitepaper argues organizational challenge thesis but lacks empirical grounding or specific operational framework; 'explains why initiatives stall' is analysis, not actionable mechanism for software teams",maybe,medium
R29ICVM3,discard,medium,Literature review in financial auditing domain; algorithm aversion parallels exist but paper synthesizes existing work rather than presenting transferable mechanism for code review contexts,maybe,medium
LW8L9PT2,discard,medium,Behavioral profiling detects RLHF tension in model training — alignment research contribution without connection to code review governance or software engineering practice,maybe,medium
I2T6JYHJ,discard,medium,"Delegation-accountability framing includes software in scope but STS approach examines rather than operationalizes; no mechanism provided, conceptual analysis only",maybe,medium
HRNE69MA,discard,medium,Products liability argument for LLMs is legal framework without demonstrated application to code — liability incentives are relevant to governance but paper doesn't provide operationalizable mechanism for software teams,maybe,medium
ZZLFGHQX,discard,low,Title directly names vibe coding but empty abstract prevents assessment; 'aesthetic homogenization' suggests quality critique rather than governance framework — cannot confirm operationalizability,maybe,low
HY22ES2P,keep,medium,"Identifies NIST AI RMF, ISO 42001, Singapore principal hierarchy as operationally convergent with measurable governance obligations — these frameworks are directly applicable to software engineering organizations despite board liability framing",maybe,medium
VPAPF53G,keep,medium,SHARP framework provides structured human oversight checkpoints for AI-generated code with evaluation along code quality and human-agent interaction axes — checkpoint mechanism transfers directly to code review governance,maybe,medium
KV3Q92R8,discard,medium,MITRE ATLAS gap analysis is ICS/OT-specific; consequence-oriented approach could inform software AI risk but industrial control system security domain requires substantial re-derivation,maybe,medium
2YXS7NDD,discard,medium,"Covers AI-generated malicious code as adversarial threat with defensive responses — domain is supply chain security against external attackers, not governance of your own AI code generation",maybe,medium
9K45FHAG,keep,medium,"Human oversight mechanisms (automation bias, cognitive load, human-machine teaming) are structurally transferable to code review — the customer service domain application doesn't limit the mechanism's applicability to SE contexts",maybe,medium
Y5LGJ7L7,keep,high,Empirical quantification of automation bias and corrective overrides in algorithmic decision support; the trust calibration and override measurement mechanisms are domain-agnostic cognitive phenomena that transfer directly to code review contexts without re-derivation.,maybe,medium
F346EA38,keep,medium,NIST AI RMF integration with quantitative risk metrics for agentic GenAI including 'AI Verification Gap' concept; NIST framework is explicitly designed for software systems and the quantitative metrics approach transfers to engineering orgs deploying AI coding agents.,maybe,medium
4JCPFYQ9,discard,medium,Theoretical economics framework for institutional admissibility lacks operational mechanisms; 'theory of deployment' framing indicates conceptual contribution rather than actionable processes a software org could implement.,maybe,medium
Y9RT3GUE,keep,high,Black-box confidence scoring method (BSDETECTOR) works on any LLM API output; applying it to code generation LLMs is trivial — same sampling/scoring approach — providing direct trust calibration mechanism for AI-generated code.,maybe,medium
9ZYC2VGV,keep,high,"HITL defect triage, audit logging, provenance capture, and conservative deployment patterns are generic software engineering governance mechanisms directly applicable to any AI-assisted code pipeline without domain re-derivation.",maybe,medium
TUMFQEHN,discard,high,"Abstract fragment too thin to assess operationalizability; no methodology, framework details, or actionable contribution discernible from available text.",maybe,low
A2WZES7C,discard,high,"Abstract reports no findings, methodology, or results — only states the paper 'studies effects'; operationalizability cannot be assessed and nothing actionable can be derived.",discard,low
Y5FBG8U3,discard,medium,FinTech AI failure case study surfaces human oversight themes but abstract doesn't establish replicable framework or methodology; appears to be cautionary narrative rather than operationalizable contribution.,maybe,medium
AB2LRFJM,discard,high,"Abstract is essentially empty — no findings, methodology, or domain discernible; impossible to assess operationalizability.",discard,low
73FZBWIR,discard,medium,"Meta-level governance framework about how to create voluntary standards through multistakeholder processes; a software org cannot act on this directly — it describes standards creation, not standards themselves.",maybe,medium
NNZGRC4G,keep,medium,"Direct study of vibe coding adoption among UX professionals is a central SLR topic; despite empty abstract, the explicit vibe coding focus warrants inclusion for full-text review of methodology and findings.",keep,low
KV8KC9RL,keep,medium,LLM mediator agent framework explicitly aligned with 'proposed levels of SE automation' addresses human-computer collaboration orchestration in SDLC; automation levels framework is operationalizable for oversight governance.,maybe,medium
II9LMMZN,discard,high,Developmental psychology AI alignment framework has no discernible operational connection to software engineering or code generation governance; truncated abstract confirms non-transferability.,discard,low
TAU3JCYE,discard,medium,"Authority design framework for agentic AI covers enterprise governance but all case studies (financial services, healthcare, procurement) are non-software; substantial re-derivation would be required for code context.",maybe,medium
HWBR9AAF,keep,high,Empirical finding (N=1403) that explainability fails to reduce overreliance on incorrect AI advice is a general cognitive mechanism directly actionable for code review design: explanations from AI coding tools won't help reviewers catch errors.,maybe,medium
8PM9IXSU,keep,medium,Influence index and self-anchoring bias metrics are domain-agnostic measurements; framework for calibrating AI influence to user expertise transfers directly to code review (senior vs junior developer reliance patterns).,maybe,medium
8ZUEVSW5,discard,medium,"Comprehensive SLR of LLM test generation capabilities covers evaluation benchmarks but is oriented toward capability research not governance; no risk measurement, oversight, or governance operationalization.",maybe,medium
NHT59QHY,discard,high,Technology explainer format is descriptive by design; 'briefly explores' agentic AI accountability indicates no operationalizable contribution despite relevant framing.,maybe,medium
QNDFHYEA,discard,medium,Verification obligation framework built on Rule 11 sanctions and legal professional responsibility has no structural parallel in software engineering; domain-specific legal mechanisms don't transfer without substantial re-derivation.,maybe,medium
GQ5E7RPF,keep,medium,System-level HITL governance architecture with verifiable provenance and audit-readiness is operationalizable; blockchain provenance tracking and 'AI as decision-support not autonomous authority' directly applicable to AI code pipelines.,maybe,low
87LUCHIQ,discard,high,Abstract contains only keywords with no methodology or findings; cannot assess operationalizability from keyword list alone.,discard,low
M964K4XX,keep,low,Comparative analysis includes SOC 2 and NIST AI RMF which are directly used by software organizations for compliance; framework comparison could yield actionable guidance but abstract thinness warrants human verification.,maybe,medium
9IPQ7228,keep,medium,Quantifies LLM code generation success rates and human repair effort (1-8 hours); key finding that human evaluation outperforms AI evaluation for behavioral correctness directly informs code review oversight design.,maybe,medium
GYIRPY4W,discard,medium,Keywords reference CI/CD and DORA metrics but the paper analyzes productivity divergence economics rather than providing actionable governance mechanisms; fails operationalizability test.,maybe,medium
YZU9U92X,discard,high,"Keyword-only abstract ('Centaurs, Generative AI, Human-AI Algorithms') provides no basis for assessing whether framework is operationalizable or relevant to code review.",maybe,low
8RIXPFX3,discard,medium,Ontological framework for AI agency classification is theoretical; translating from 'agency misattribution' theory to actionable software engineering mechanisms requires substantial re-derivation.,maybe,medium
VG8PSMM7,keep,high,BLEU/LITL/HITL layered validation pipeline (lexical triage → semantic verification → human compliance review) is a directly transferable mechanism for AI code oversight regardless of PLC domain specificity.,maybe,medium
J2MN69PK,discard,medium,'Exploring challenges' framing indicates descriptive orientation; no specific mechanism or measurement identified — fails operationalizability test.,maybe,medium
LUA6VMXR,keep,low,Termination conditions and human escalation protocols for AI agents are structural safety mechanisms transferable to code review pipelines; law/finance domain requires translation but mechanisms are architectural.,maybe,medium
BZXVW89V,discard,medium,Government contracting approach to AI accountability requires substantial derivation to apply to software engineering team governance; no direct software/code connection in the mechanism.,maybe,medium
LGGPYHB2,discard,medium,RAG multi-tenant governance addresses infrastructure compliance not code generation oversight; adjacent but not directly applicable without substantial domain bridging.,maybe,medium
AAK77PJ4,keep,medium,Paper explicitly extracts 'six portable design principles for trustworthy AI pipelines in high-stakes domains' — transferability work already done by authors; code review is a high-stakes pipeline.,maybe,medium
I9RP82ZF,keep,low,Automation bias and automation complacency are well-documented cognitive failure modes directly applicable to code review oversight; mechanisms transfer without domain re-derivation despite legal framing.,maybe,medium
Q2M4782N,discard,medium,ICO AI auditing framework focuses on data protection compliance rather than software development governance; requires substantial translation to code review context.,maybe,medium
TYM8CJ86,discard,high,Keyword-only abstract with no discernible methodology or finding; cannot evaluate operationalizability.,discard,low
VCKYAYDX,discard,high,"Abstract too sparse to evaluate — no methodology, mechanism, or software engineering connection discernible from fragments.",discard,low
R9HHU7L5,discard,medium,"Focus is on AI provider disclosure obligations under EU AI Act, not on software development team governance mechanisms; provider-side compliance doesn't directly inform developer oversight.",maybe,medium
KMY7ADDS,discard,medium,Multi-agent project delivery coordination protocol addresses project management maturity not code governance; bridging argument to code review requires substantial re-derivation.,maybe,medium
9WLXUS82,discard,high,Abstract is abstract philosophy ('energy dualism of digital systems') with no identifiable relevance to software engineering governance or operationalizable contribution.,discard,low
4UQ2LF3J,keep,low,'Operationalising' in title with 'formal metrics' for AI-mediated enterprise decision accountability suggests actionable framework structurally relevant to code review governance accountability.,maybe,medium
QJJ39LEG,discard,high,"Framework automates requirements engineering tasks with HITL validation — software-adjacent but the oversight mechanism is for RE artifact quality, not governance of AI-generated code or oversight scaling for code review.",maybe,medium
AEL4R9HU,discard,high,Conceptual model for embedding GenAI into organizational decision architecture — provides decision authority framing but no operationalizable mechanism; business strategy abstraction without software/DevSecOps specificity.,maybe,medium
HGJKZM6W,discard,high,Empirical survey classifying RAI practices by organizational maturity under EU AI Act — describes what firms do but provides no governance mechanism for AI-generated code; general business practices without SE-specific contribution.,maybe,medium
XXUVA5JU,discard,high,"LLM framework automates BDD test generation with HITL for stakeholder validation — testing productivity tool where HITL validates test artifacts, not governance of AI-generated production code or oversight scaling.",maybe,medium
H9476IZF,discard,high,"Four LLM-driven BPM use cases with auditable workflows in manufacturing, pharma, modeling, and textile design — all four domains are non-software; mechanisms would require substantial re-derivation for code review context.",maybe,medium
LMJ2VUXH,discard,medium,"Governance pathways (provenance tagging, HITL, auditing) for AI-generated content quality are transferable concepts but paper anchors entirely in creative industries and management — domain translation to code governance is non-trivial.",maybe,medium
XDRGCG6V,discard,high,Multi-layered governance architecture with GNN/LLM anomaly reasoning and HITL for financial fraud detection — mechanisms are deeply domain-specific to financial transaction patterns with no structural parallel to code review.,maybe,low
EZ2YGNSM,discard,high,Frames enterprise AI adoption as systemic strategic risk requiring organizational control systems — high-level risk categorization without software/DevSecOps specificity or actionable governance mechanism for code teams.,maybe,medium
4F5PX7PE,keep,medium,Field experiment measuring automation bias when humans vet AI outputs — empirical findings on human-AI decision dynamics and situational automation bias directly inform how to structure HITL oversight in any domain including code review.,maybe,medium
JW4GVHIG,discard,high,Theoretical analysis of cognitive vigilance burden and accountability decoupling under AI delegation — captures the oversight problem conceptually but provides no operational measurement method or governance mechanism.,maybe,medium
RNGYBTS7,discard,medium,AI governance maturity model with lifecycle traceability for enterprise/government — operationalizable framework structure but abstract lacks any software/DevSecOps focus; would require substantial adaptation for code governance.,maybe,medium
EVZAIJTY,discard,low,"Methods for evaluating generative AI including memorization quantification could inform code generation risk assessment, but abstract conflates technical evaluation with copyright legal scholarship leaving operational scope unclear.",maybe,medium
6JSXPFZ7,discard,medium,Survey of AI ethics operationalization progress and auditing tools — abstract is keywords only with no detail confirming software-specific applicability or actionable mechanism for code governance.,maybe,medium
MI86B4XX,discard,low,"LLM generates BDD artifacts merged via human PR review with measured efficiency gains — demonstrates working HITL for AI-generated software artifacts but contribution is productivity measurement, not governance framework or risk assessment.",maybe,medium
HNM5GF5D,discard,high,"AI ethics assessment blueprint with KPIs mapped to ethics frameworks — explicitly operationalizable but targets general AI ethics across all sectors; pilot is generative AI in education, not software engineering.",maybe,medium
Y86E5WF5,discard,medium,Literature review synthesizing GenAI across Agile phases identifies security vulnerabilities and calls for human oversight frameworks — software context but no original governance mechanism; future research direction rather than present contribution.,maybe,medium
