item_key,title,sources,decisions,queue_only_in,superseded,superseded_collections,current_tags,tags_to_add,all_desired_tags
HM4ZAM8P,"Review of technology, application, and challenge of digital twins in smart healthcare",scopus,scopus:discard,,,,Big data|Cloud computing|Cloud platforms|Cloud-computing|Computer interaction|Data heterogeneity|Deep learning|Digital storage|Digital twin|Disease prediction|Diseases|Environmental technology|Healthcare domains|Human computer interaction|Internet of things|Laws and legislation|Medical computing|Medical digital twin|Personalized healthcare|Personalized medicine|Review of technologies|Security and privacy|Smart healthcare|Sports|Sports medicine|Technological forecasting|digital twin|disease prediction|mHealth|medical digital twin|personalized healthcare|smart healthcare,s1:human:discard|source:scopus,s1:human:discard|source:scopus
BEN6QB8I,"Learning under pressure: game-based, AI-driven, and crisis-responsive pedagogies in focus of the 12th workshop on cloud technologies in education",scopus,scopus:discard,,,,Artificial intelligence|Artificial intelligence in education|Cloud technologies|Cloud technology in education|Crisis pedagogy|Curricula|Curriculum innovations|Digital devices|Digital transformation|E-learning|Education computing|Educational technology|Engineering education|Game theory|Game-based Learning|Learning systems|Personnel training|Teacher professional development|Teaching|Technology in educations|Workshop proceeding|artificial intelligence in education|cloud technologies in education|crisis pedagogy|curriculum innovation|digital transformation|educational technology|game-based learning|teacher professional development|workshop proceedings,s1:human:discard|source:scopus,s1:human:discard|source:scopus
2PVP7WN2,Integrating quillbot to enhance students’ academic writing: opportunities and challenges,scopus,scopus:discard,,,,AI-assisted writing|EFL learners|Technology integration in education,s1:human:discard|source:scopus,s1:human:discard|source:scopus
L7EKB383,Human concentration level recognition based on vgg16 cnn architecture,scopus,scopus:discard,,,,Deep Convolutional Neural Network (DCNN)|Emotion Recognition|Google Colab|Keras|Open CV|Python|Transfer Learning|Visual Geometry Group 16 (VGG16),s1:human:discard|source:scopus,s1:human:discard|source:scopus
Y7LQM3EV,From manual coding to machine understanding: students' feedback analysis,scopus,scopus:discard,,,,Adversarial machine learning|Clusterings|Codegeneration|Contrastive Learning|Curricula|Differential privacy|Dolphins (structures)|Embeddings|Engineering education|Feedback analysis|Hierarchical clustering|Machine understanding|Manual coding|Natural language processing systems|Online learning|Student feedback|Student response|Students|Teaching|Text extraction,s1:human:discard|source:scopus,s1:human:discard|source:scopus
CBDDJGVX,Faculty perceptions and usage of generative AI in geotechnical engineering education,scopus,scopus:discard,,,,Academic perspective|Generative AI|Geotechnical education,s1:human:discard|source:scopus,s1:human:discard|source:scopus
BC75FZ8D,Exploring student perspectives on generative AI in requirements engineering education,scopus,scopus:discard,,,,AI Technologies|Action research|Computer software selection and evaluation|Engineering education|Engineering research|Generative AI|High educations|Higher education|Mixed method|Mixed methods|Pedagogical aspects|Programming education|Qualitative data|Requirement engineering|Requirements engineering|Student perspectives|Students|Teaching,s1:human:discard|source:scopus,s1:human:discard|source:scopus
EBJEBWEY,Exploring drivers and barriers of adopting ai-driven technologies in health systems,scopus,scopus:discard,,,,Artificial intelligence|Artificial intelligence technologies|Electronic health record|Future of Work|Future of works|Health care application|Health systems|Healthcare|Patient Safety|Patient safety|Personalized medicine|Prediction precision|Systems approach|Technology Adoption|Technology Integration|Technology adoption,s1:human:discard|source:scopus,s1:human:discard|source:scopus
DMHMMYRC,Examining trust in emerging technologies in an online healthcare IT course,scopus,scopus:discard,,,,Biometics|Biometrics|Digital revolution|E-learning|Emerging technologies|Health care|Healthcare IT|Healthcare workers|Human capability|IT course|Information systems|Information use|Measurements of|Physical characteristics|Sanitization|Viruses,s1:human:discard|source:scopus,s1:human:discard|source:scopus
Q8L8XMW9,"Evaluation of knowledge, attitudes, and practices among healthcare professionals toward role of artificial intelligence in healthcare",scopus,scopus:discard,,,,"Adolescent|Adult|Artificial Intelligence|Attitude of Health Personnel|Cross-Sectional Studies|Delivery of Health Care|Female|Health Knowledge, Attitudes, Practice|Health Personnel|Humans|Male|Middle Aged|Students, Medical|Surveys and Questionnaires|Young Adult|adolescent|adult|artificial intelligence|attitude to health|cross-sectional study|ethics|female|health care delivery|health care personnel|health personnel attitude|human|male|medical student|middle aged|psychology|questionnaire|young adult",s1:human:discard|source:scopus,s1:human:discard|source:scopus
25PDTBDH,"Ethical implications of mental health chatbots: addressing anthropomorphism, deception, and regulatory gaps",scopus,scopus:discard,,,,Anthropomorphism|Artificial intelligence|Bioethic|Bioethics|Chatbots|Commerce|Deception|Ethical concerns|Ethical implications|Ethical technology|Health care|Human computer interaction|Human engineering|Human-AI Interaction|Human-AI interaction|Laws and legislation|Marketing|Mental Health Chatbots|Mental health|Mental health chatbot|Regulation of AI Design and Deployment|Regulation of AI design and deployment,s1:human:discard|source:scopus,s1:human:discard|source:scopus
SZNLWC3Z,"Enhancing healthcare efficiency with artificial intelligence: benefits, challenges, and the future of clinical practice",scopus,scopus:discard,,,,Artificial Intelligence|Clinical Skills|Cognitive Load|Decision-Making|Healthcare|Professional Development,s1:human:discard|source:scopus,s1:human:discard|source:scopus
25JGYNGN,EFL pre-service teachers’ acceptance of ChatGPT for writing: a sequential explanatory mixed-method study,scopus,scopus:discard,,,,ChatGPT|EFL pre-service teachers|sequential explanatory mixed-method|writing,s1:human:discard|source:scopus,s1:human:discard|source:scopus
5W8BHGPH,Conversational language models for human-in-the-loop multi-robot coordination,scopus,scopus:discard,,,,Autonomous agents|Computational linguistics|Human resource management|Human robot interaction|Human-in-the-loop|Human-robot-team|Industrial robots|Language model|Large Language Models|Large language model|Mixed Human-Robot teams|Mixed human-robot team|Multi agent systems|Multi-modal|Multi-robot collaboration|Multi-robot coordination|Multi-robot coordination and collaboration|Multipurpose robots|Real-world|Robot programming|Single-agent,s1:human:discard|source:scopus,s1:human:discard|source:scopus
Q3WVXW6H,ChatGPT for english writing: a qualitative inquiry among english major students at thai higher education,scopus,scopus:discard,,,,AI|ChatGPT|English major|Thai students|writing skills,s1:human:discard|source:scopus,s1:human:discard|source:scopus
7SLLHNXB,Changing scope of medical writing in the era of artificial intelligence — a fresh perspective,scopus,scopus:discard,,,,Artificial Intelligence|ChatGPT|Language Learning Model|Machine Learning|Medical Writing|alertness|artificial intelligence|artificial intelligence chatbot|biological marker|chatbot|clinical decision making|deep learning|diagnostic test accuracy study|drug development|drug industry|health care delivery|human|language development|large language model|machine learning|medical literature|natural language processing|product development|review,s1:human:discard|source:scopus,s1:human:discard|source:scopus
4F66EHLY,Balancing AI in SMEs: overcoming psychological barriers and preserving critical thinking,scopus,scopus:discard,,,,Artificial intelligence|Business sector|Critical thinking|Model|Optimal balance|Organisation|Psychological barrier|Psychological barriers|Psychological theory|Research method|Research papers|Small and medium-sized enterprise|Technology acceptance|Technology acceptance model,s1:human:discard|source:scopus,s1:human:discard|source:scopus
ENSVWZEX,Artificial intelligence as a writing coach: impacts on BS english students,scopus,scopus:discard,,,,AI writing tools|Constructivist Learning Theory|Grammarly and Wordtune|TPACK|artificial intelligence,s1:human:discard|source:scopus,s1:human:discard|source:scopus
VX2XYXPF,AI-powered education: a cross-country exploration of AI literacy among hospitality and tourism educators,scopus,scopus:discard,,,,AI Literacy|Artificial Intelligence|Education|Hospitality|Tourism,s1:human:discard|source:scopus,s1:human:discard|source:scopus
4AC73YCB,Adoption of automation technologies in public organizations: the perception of healthcare professionals in Greece,scopus,scopus:discard,,,,% reductions|Artificial intelligence|Automated decision making|Automated decision-making|Automation technology|Decision making|Health care|Health care professionals|Health services|Hospitals|Information systems|Information systems adoption|Information use|Intelligent robots|Key Issues|Process automation|Process automation system|Process control|Public organizations|Robotic process automation|Robotics,s1:human:discard|source:scopus,s1:human:discard|source:scopus
K85I3IH8,Enhancing transparency in large language models to meet EU AI act requirements,acm|scopus|wos,acm:maybe|scopus:maybe|wos:maybe,,,,Artificial Intelligence|Artificial intelligence systems|Black boxes|Commerce|EU AI Act|EU AI act|Economic and social effects|Human oversight|Interpretability|Language model|Large Language Models|Large language model|Neural Networks|Neural networks|Neural-networks|Performance|Trade off|Transparency|User centered design|theme:oversight,s1:human:maybe|source:acm|source:scopus|source:wos,s1:human:maybe|source:acm|source:scopus|source:wos
9BM7AKRI,"SE perspective on LLMs: biases in code generation, code interpretability, and code security risks",acm|scopus,acm:keep|scopus:keep,,,,Code bias|Codegeneration|Codes (symbols)|Computer software|Interpretability|Interpretability bias|Language model|Large language model|Large language models|Model bias|Security implications|Security risks|Training data|code bias|interpretability bias|security implications|software engineering|theme:risk,s1:human:keep|source:acm|source:scopus,s1:human:keep|source:acm|source:scopus
BEFM3MT6,AI in the software development lifecycle: insights and open research questions,acm|scopus|wos,acm:keep|scopus:keep|wos:keep,,,,AI-assisted Software Development|AI-assisted software development|Application programs|Artificial Intelligence|Artificial intelligence|Artificial intelligence-assisted software development|Codegeneration|Copyrights|Language model|Large Language Models (LLMs) Software Engineering|Large language model  software engineering|Laws and legislation|LeetCode|Leetcode|Life cycle|Modeling softwares|Research questions|Software design|Software development life-cycle|Software development process|Software reliability|Software testing|Testing and maintenance|artificial intelligence|large language models (LLMs) software engineering|theme:risk,s1:human:keep|source:acm|source:scopus|source:wos,s1:human:keep|source:acm|source:scopus|source:wos
HL9S5UY7,Preparing the eluna visual language for human-ai co-specification and code automation,arxiv|scopus,,arxiv|scopus,,,Automated code generation|Automatic programming|Automation|Blueprints|Climate models|Climate science|Code automation|Codes (symbols)|Development methodology|Game-based Learning|Heuristic methods|Human computer interaction|Human-AI collaboration|Learning systems|Modular development|Modular development methodologies|Modular development methodology|Multi agent systems|Narrative game-based learning|Semantics|Visual design languages|Visual languages,source:arxiv|source:scopus,source:arxiv|source:scopus
2V8CUCMK,UIOrchestra: generating high-fidelity code from UI designs with a multi-agent system,arxiv|scopus,,arxiv|scopus,,,Automated code generation|Automatic programming|Benchmarking|Codes (symbols)|Collaborative multi-agent systems|Computational linguistics|Enabling tools|Front end|High-fidelity|High-fidelity codes|Intelligent agents|Language model|Multi agent systems|Multiagent systems (MASs)|Natural language processing systems|Programming tasks|UI designs|theme:tooling,source:arxiv|source:scopus,source:arxiv|source:scopus
HCQSZWZR,Toward robust security orchestration and automated response in security operations centers with a hyper-automation approach using agentic artificial intelligence,arxiv|scopus,,arxiv|scopus,,,"Agentic-large language model|Automated response|Cyber attacks|Cyber security|Hyper-automation|Incident response|Intelligent systems|Language model|Robust security|SOAR|Security operation center|Security orchestration, automation, and response|Threats mitigations|agentic-LLM|hyper-automation|incident-response|security operation center",source:arxiv|source:scopus,source:arxiv|source:scopus
F9JM9CI6,"Support, not automation: towards AI-supported code review for code quality and beyond",acm|arxiv|scopus|wos,,acm|arxiv|scopus|wos,,,Agentic system|Automation|Autonomous agents|Code quality|Code review|Code review tool|Codes (symbols)|Human-in-the-loop|Intelligent agents|Knowledge management|Knowledge transfer|Language model|Large language model|Multi agent systems|Multiagent systems (MASs)|Software design|Work-flows|agentic systems|code review|code review tools|human-in-the-loop|large language models|multi-agent systems|theme:oversight,source:acm|source:arxiv|source:scopus|source:wos,source:acm|source:arxiv|source:scopus|source:wos
MMHA7M2T,Streamlining epidemiological model generation using large language models,arxiv|scopus,,arxiv|scopus,,,Automated code generation|Automatic programming|Computational methods|Computer aided software engineering|Computer simulation languages|Computer software|Conventional modeling|Critical steps|Diseases|Epidemiological modeling|Epidemiology|Graphic methods|Language model|Large language model|Model generation|Model-driven Engineering|Modeling languages|Parameter extraction|Prompt engineering|SEIR model|SEIR models|Simulation platform|Verification|automated code generation|epidemiological modeling|large language models|model-driven engineering|prompt engineering,source:arxiv|source:scopus,source:arxiv|source:scopus
4CIYHPXE,Steering large language models between code execution and textual reasoning,arxiv|scopus,,arxiv|scopus,,,,source:arxiv|source:scopus,source:arxiv|source:scopus
3FC5YI9Q,ST-LEGO: large language models as modular architects for traffic prediction,acm|arxiv|scopus,,acm|arxiv|scopus,,,code generation|multi-agent systems|neural network generation|traffic prediction,source:acm|source:arxiv|source:scopus,source:acm|source:arxiv|source:scopus
6VRSKPLD,Socratic style chain-of-thoughts help LLMs to be a better reasoner,arxiv|scopus,,arxiv|scopus,,,Computational linguistics|Cost effectiveness|Data quantity|Different domains|High costs|Language model|Large datasets|Multi agent|Multi agent systems|Natural language processing systems|Personnel training|Reasoners|Reasoning capabilities|Self reflection|Synthetic data generations|Thinking process,source:arxiv|source:scopus,source:arxiv|source:scopus
KA9Z3AU6,SimBench: a framework for evaluating and diagnosing LLM-based digital-twin generation for multi-physics simulation,arxiv|scopus,,arxiv|scopus,,,ABAQUS|Benchmarking|Closed source|Codegeneration|Complex Code Generation|Complex code generation|Complex codes|Digital Twins|Digital twin|Dynamics|High quality|LLM-Benchmarking|LLM-benchmarking|Multi-turn|Multiphysics|Multiphysics simulations|Open systems|Open-source|Virtual reality|Virtual testing,source:arxiv|source:scopus,source:arxiv|source:scopus
Y5EGB8YG,Scientific-intention driven embodied intelligent solar telescope: conceptual design (invited),arxiv|scopus,,arxiv|scopus,,,Computer simulation languages|Embodied intelligence|Human computer interaction|Human-machine collaboration|Hypotheses generation|Information retrieval|Intelligent agents|Intent recognition|Man machine systems|Multi agent systems|Natural language processing systems|Natural languages|Network layers|Physical layer|Scientific discovery|Scientific paradigm|Solar physics|Solar telescope|Telescopes|Work-flows|embodied intelligence|human-machine collaboration|intent recognition|scientific paradigm|solar telescope,source:arxiv|source:scopus,source:arxiv|source:scopus
3PS7YBKA,Reliable code generation with test case prioritization and cognitive validation,arxiv|scopus,,arxiv|scopus,,,Benchmarking|Code Generation|Codegeneration|Codes (symbols)|Collaborative framework|Computer programming languages|Coverage-boundary|Language model|Large Language Model|Large language model|Multi agent|Open systems|Prioritization mechanism|Semantics|Semantics understanding|Test Case Prioritization|Test case|Test case prioritization|Verification,source:arxiv|source:scopus,source:arxiv|source:scopus
J63SX49Q,RefactorGPT: a ChatGPT-based multi-agent framework for automated code refactoring,arxiv|scopus,,arxiv|scopus,,,Agent and multi-agent systems|Agents and Multi-Agent Systems|Application programs|Artificial Intelligence|Automatic programming|Autonomous agents|ChatGPT|Code re-factoring|Code refactoring|Codes (symbols)|Computational efficiency|Computational linguistics|Computer software reusability|Intelligent agents|Multi agent systems|Multi-agent systems|Multiagent systems (MASs)|Natural Language and Speech|Natural languages|Natural speech|Refactorings|Sentiment Analysis|Sentiment analysis|Software automation|Text Mining|Text-mining,source:arxiv|source:scopus,source:arxiv|source:scopus
WCXEVQ57,Real-time adaptive code analysis with a self-learning multi-agent framework: a retrieval-augmented reinforcement learning approach,arxiv|scopus,,arxiv|scopus,,,Adaptive Code Review|Adaptive code review|Automated Debugging|Automated debugging|Code analysis|Code review|Codes (symbols)|Explainable AI|Feedback|High level languages|Intelligent agents|Language model|Large Language Models (LLMs)|Large language model|Memory architecture|Multi agent systems|Multi-Agent Systems|Multiagent systems (MASs)|Network security|Program debugging|Real time systems|Real-Time Code Analysis|Real-time code analyze|Real-time codes|Reinforcement Learning|Reinforcement learning|Reinforcement learnings|Security Vulnerability Detection|Security systems|Security vulnerabilities|Security vulnerability detection|Software Engineering|Vulnerability detection,source:arxiv|source:scopus,source:arxiv|source:scopus
UCAEFFFD,Preliminary study of DSL code generation for robotics with LLMs,arxiv|scopus,,arxiv|scopus,,,Codegeneration|Codes (symbols)|Cyber Physical System|DSL Code Generation|Domain-Specific Languages (DSLs)|Domain-specific language|Domain-specific language code generation|Domains specific languages|Embedded systems|Formal specification|Formal verification|Intelligent agents|Language model|Large Language Models|Large language model|Modeling performance|Multi agent systems|Multi-Agent Systems|Multiagent systems (MASs)|Problem oriented languages|Robotics|Software design|Standard tools,source:arxiv|source:scopus,source:arxiv|source:scopus
I49IUNDY,Pioneering agentic retrieval-augmented generation in software quality: a novel framework for code smell detection via dynamic retrieval,arxiv|scopus,,arxiv|scopus,,,Agentic RAG|Agentic retrieval-augmented generation|Artificial intelligence|Autonomous agents|Benchmarking|Code smell|Code smell detection|Codes (symbols)|Computational linguistics|Computer software selection and evaluation|Dynamic retrieval|F1 scores|Heuristic methods|High level languages|Language model|Large language model|Large language models (LLMs)|Learning systems|Macros|Quality assurance|Real-world|Retrieval-Augmented Generation (RAG)|Retrieval-augmented generation|Software Quality|Software quality,source:arxiv|source:scopus,source:arxiv|source:scopus
9F55TLXX,Optimization modeling and verification from problem specifications using a multi-agent multi-stage LLM framework,arxiv|scopus,,arxiv|scopus,,,Codegeneration|Computational linguistics|Language model|Large language model|Modeling and verifications|Modeling languages|Modelling framework|Multi agent|Multi agent systems|Multiagent framework|Optimization|Optimization modeling|Optimization models|Optimization problems|Problem specification|Software agents|Specifications|code generation|large language models|multi-agent framework,source:arxiv|source:scopus,source:arxiv|source:scopus
JIG9NY55,MPC-coder: a dual-knowledge enhanced multi-agent system with closed-loop verification for PLC code generation,arxiv|scopus,,arxiv|scopus,,,dual-knowledge architecture|formal verification|industrial control code generation|large language model|multi-agent collaboration,source:arxiv|source:scopus,source:arxiv|source:scopus
NNXYGMWF,Mitigating cognitive vulnerabilities in code generation via multi-agent adversarial debate,acm|arxiv|scopus,,acm|arxiv|scopus,,,code generation|large language models|multi-agent systems,source:acm|source:arxiv|source:scopus,source:acm|source:arxiv|source:scopus
YZWIE5T7,Mastering retrieval-augmented generation: advanced techniques and production-ready solutions for enterprise AI,arxiv|scopus,,arxiv|scopus,,,Architecture|Basic concepts|Business value|Compliance control|Computational linguistics|Cutting edges|Decision making|Decision support systems|Embeddings|Enterprise software|Generation systems|Graph-based|Information retrieval|Information retrieval systems|Knowledge management|Language model|Natural language processing systems|Quality assurance|Real-world|Regulatory compliance|Roadmap|World knowledge|theme:orgs,source:arxiv|source:scopus,source:arxiv|source:scopus
F5NAC5RP,LLMs for end-to-end machine learning: a comprehensive review,arxiv|scopus,,arxiv|scopus,,,AutoML|Automated machine learning|Automated machines|Automatic programming|Automation|Benchmarking|Codegeneration|Intelligent agents|Iterative methods|Language model|Large language model|Large language models (LLMs)|Learning algorithms|Learning systems|Machine learning|Machine learning pipeline automation|Machine-learning|Multi agent|Multi agent systems|Multi-agent orchestration|Pipeline automation|Pipeline processing systems|Pipelines|Program code|Program compilers|Program synthesis|Program synthesis and code generation|Systems analysis|code generation|machine learning pipeline automation|multi-agent orchestration|program synthesis,source:arxiv|source:scopus,source:arxiv|source:scopus
LZPAIXTQ,LLM scalability risk for agentic-AI and model supply chain security,arxiv|scopus,,arxiv|scopus,,,AI governance|AI-driven malware|Anomaly detection|Artificial intelligence|Behavioral research|Cyber security|Cybersecurity|Dual use|Dual-use AI|Explainable AI (XAI)|Information systems|Information use|Language model|Large language model|Malware|Malwares|Network security|Scalability|Supply chains|Zero-day detection|anomaly detection|cybersecurity|dual-use AI|explainable AI (XAI)|federated learning|large language models (LLMs)|zero-day detection,source:arxiv|source:scopus,source:arxiv|source:scopus
LBBJ3LGD,LLM as a code generator in agile model driven development,arxiv|scopus,,arxiv|scopus,,,Agent ontologies|Agile manufacturing systems|Automatic programming|Codegeneration|Codes (symbols)|Cyclomatic complexity|Fleet operations|GPT-4 code generation|High level languages|Information systems|Meta model|Metamodeling|Model driven development|Model-driven-development|Multi agent|Multi agent systems|Multi-agent ontology|Object Constraint Language|Object constraint language|Ontology|Semantics|Software design|Unified Modeling Language,source:arxiv|source:scopus,source:arxiv|source:scopus
QTQFUX64,Leveraging symmetry in multi-agent code generation: a cross-verification collaboration protocol for competitive programming,arxiv|scopus,,arxiv|scopus,,,code generation|large language models|multi-agent systems,source:arxiv|source:scopus,source:arxiv|source:scopus
9PH4QY68,Large language model applications in disaster management: an interdisciplinary review,arxiv|scopus,,arxiv|scopus,,,Disaster management|Emergency response system|Information processing|Large language models|Multi-modal data fusion,source:arxiv|source:scopus,source:arxiv|source:scopus
2SZEIN5M,From requirements to models: a case study of large language models on epidemiological modeling,arxiv|scopus,,arxiv|scopus,,,Automated Code Generation|Automated code generation|Automatic programming|Case-studies|Computer aided software engineering|Computer simulation languages|Computer software|Conventional modeling|Critical steps|Diseases|Epidemiological Modeling|Epidemiological modeling|Epidemiology|Graphic methods|Language model|Large Language Models|Large language model|Model-Driven Engineering|Model-driven Engineering|Modeling languages|Parameter extraction|Prompt Engineering|Prompt engineering|SEIR Models|SEIR model|Simulation platform|Software design|Verification,source:arxiv|source:scopus,source:arxiv|source:scopus
X44GDRTC,Extracting events like code: a multi-agent programming framework for zero-shot event extraction,arxiv|scopus,,arxiv|scopus,,,Agents|Codegeneration|Codes (symbols)|Computational methods|Domain specific|Events extractions|Extraction|Generation process|Intelligent agents|Iterative methods|Language model|Model agents|Multi agent systems|Multi-agent programming|Multiagent framework|Programming framework|Subtask,source:arxiv|source:scopus,source:arxiv|source:scopus
NP47IF8K,Enhancing TV APPs authoring with LLM agents,arxiv|scopus,,arxiv|scopus,,,Agents|Authoring tool|Codegeneration|Computational linguistics|Computational methods|Hypermedia applications|Hypermedia systems|Intelligent agents|Language elements|Language model|Large language model|Model agents|Multi agent|Multi agent systems|Multiagent systems (MASs)|NCL|Nested context languages|Semantics|Syntactics|authoring tools|code generation|large language models|multi-agent systems,source:arxiv|source:scopus,source:arxiv|source:scopus
YQEIKBDK,EDA-in-the-loop: automated HDL code generation and verification using multi-agent LLMs,arxiv|scopus,,arxiv|scopus,,,Automation|Codegeneration|Codes verification|Computer hardware description languages|Digital integrated circuits|EDA tools|EDA-in-the-Loop|EDA-in-the-loop|Intelligent agents|Log-Guided Debugging|Log-guided debugging|Multi agent|Multi agent systems|Multi-Agent LLMs|Multi-agent LLM|RTL Automation|RTL automation|Test-bench|Vivado Integration|Vivado integration,source:arxiv|source:scopus,source:arxiv|source:scopus
6QSXGBDM,DSCode comparator: an interactive interface for comparing models and evaluating code for data science tasks,acm|arxiv|scopus,,acm|arxiv|scopus,,,Automated side-by-side evaluation|Automatic programming|Code generation|Codegeneration|Computer interaction|Data Science|Efficiency|Human computer interaction|Interactive computer systems|Interactive interfaces|Language model|Large language model|Line of codes|Refinement|Side by sides|Turbo codes|Visual analytics|Visual languages|Visualization|automated side-by-side evaluation|human-computer interaction|large language models|refinement|visual analytics,source:acm|source:arxiv|source:scopus,source:acm|source:arxiv|source:scopus
PKCL38HY,Development of agentic workflows with LangGraph for software development life cycle automation,arxiv|scopus,,arxiv|scopus,,,AI Agents|AI agent|Artificial life|Automation|Image analyze|Image-analysis|Intelligent agents|LangGraph|Langgraph|Language model|Large Language Models|Large language model|Life cycle|Multi agent systems|Open source software|Open systems|Open-source|Software Development Life Cycle|Software design|Software development life-cycle|Text generations|Work-flows,source:arxiv|source:scopus,source:arxiv|source:scopus
7EU752V2,DA-code: agent data science code generation benchmark for large language models,arxiv|scopus,,arxiv|scopus,,,'current|Agent based|Agent data|Benchmarking|Codegeneration|Codes (symbols)|Coding skills|Complex data|Computational linguistics|Core elements|Data Analytics|Data Science|Data assimilation|Executables|Language model|Real-world,source:arxiv|source:scopus,source:arxiv|source:scopus
WQR472FD,COTP: coplanning and coexecuting AIGC agent native product for predictive maintenance and operational optimisation of cross border transition pipelines,arxiv|scopus,,arxiv|scopus,,,Autonomous agents|Behavioral research|Co-executing|Co-planning|Cost benefit analysis|Cross-border|Cross-border pipeline|Cross-border pipelines|Decision making|Decision support systems|Decision theory|Decisions makings|Forecasting|Game theory|Gas pipelines|Gas transmission|Generative AI agent|Generative AI agents|Human computer interaction|Intelligent agents|Multi agent systems|Predictive maintenance|Scheduling optimisation|Scheduling optimization|Steerability|Users' experiences|Water pipelines|theme:oversight,source:arxiv|source:scopus,source:arxiv|source:scopus
PNCL8T9B,Confident but incorrect: mitigating hallucination and overconfidence in agentic AI coders,arxiv|scopus,,arxiv|scopus,,,Agentic AI|Codegeneration|Codes (symbols)|Computational methods|Dependability issues|Formal verification|Hallucination|Language model|Large language model|Personnel training|Process supervision|Reinforcement learnings|Software design|Software reliability|Software-Reliability|Uncertainty analysis|Uncertainty quantifications|agentic AI|code generation|formal verification|hallucination|large language models|process supervision|reinforcement learning|software reliability|uncertainty quantification,source:arxiv|source:scopus,source:arxiv|source:scopus
GWCVXQ7G,CODESIM: multi-agent code generation and problem solving through simulation-driven planning and debugging,arxiv|scopus,,arxiv|scopus,,,'current|Codegeneration|Codes (symbols)|Computational linguistics|Computational methods|Computer debugging|Debuggers|External tools|Human like|Intelligent agents|Iterative methods|Language model|Multi agent|Multi agent systems|Optimal systems|Problem solving|Problem-solving|Program compilers|Program debugging|Program synthesis|Runtimes,source:arxiv|source:scopus,source:arxiv|source:scopus
6RRI9HLZ,Code generation with large language models: a survey from neural program synthesis to autonomous software development,arxiv|scopus,,arxiv|scopus,,,Architecture|Automatic programming|Autonomous agents|Autonomous software|Benchmarking|Code security|Codegeneration|Codes (symbols)|Computational linguistics|Computer programming languages|Ethical aspects|Evaluation methodologies|Intelligent agents|Language model|Large language model|Model checking|Multi agent systems|Natural language processing systems|Network security|Neural code|Neural code intelligence|Performance|Program compilers|Program documentation|Program synthesis|Security systems|Software design|code generation|code security|evaluation methodology|large language models|neural code intelligence|program synthesis|software engineering,source:arxiv|source:scopus,source:arxiv|source:scopus
3AYG6PGE,CarbonWise CX: an agentic AI framework for carbon-aware customer support analytics using RAG and LLM-based code generation,arxiv|scopus,,arxiv|scopus,,,Agentic AI|Artificial intelligence|Behavioral research|Carbon|Carbon-aware routing|Carbon-aware workload scheduling|Cloud analytics|Cloud computing architecture|Cloud-computing|Cloud-native system|Codes (symbols)|Computer architecture|Customer experience|Customer experience analytic|Enterprise analytics|Green Clouds|Green cloud computing|Green computing|High level languages|Language model|Large language model|Native system|Query languages|Retrieval-augmented generation|Routings|Sales|Sustainable AI|Zero-carbon|carbon-aware routing|carbon-aware workload scheduling|cloud-native systems|customer experience analytics|enterprise analytics|green cloud computing|large language models (LLMs)|retrieval-augmented generation (RAG)|sustainable AI,source:arxiv|source:scopus,source:arxiv|source:scopus
JJ6GGBPY,Can large language models implement agent-based models? An ODD-based replication study,arxiv|scopus,,arxiv|scopus,,,Agent-based model|Artificial intelligence|Autonomous agents|Code generation|Code translation|Codegeneration|Codes (symbols)|Computational linguistics|Computational methods|Computational reproducibility|Data mining|Ecology|Language model|Model specifications|Natural language model|Natural language model specification|Natural language processing systems|Predator prey systems|Specification-to-code translation|Specifications|Verification and validation|Verification-and-validation,source:arxiv|source:scopus,source:arxiv|source:scopus
7TIXFDC9,AutoReview: an LLM-based multi-agent system for security issue-oriented code review,acm|arxiv|scopus,,acm|arxiv|scopus,,,Code repair|Code review|Codes (symbols)|Computer programming languages|Financial service|Graphic methods|Intelligent agents|Language model|Large language model|Losses|Model-based OPC|Multi agent systems|Multiagent systems (MASs)|Network security|Repair|Security codes|Security issues|Software vulnerabilities|code repair|code review,source:acm|source:arxiv|source:scopus,source:acm|source:arxiv|source:scopus
EDLWZYEB,AutoML-agent: a multi-agent LLM framework for full-pipeline AutoML,arxiv|scopus,,arxiv|scopus,,,Agents|Automated machines|Hyper-parameter|Information retrieval|Information systems|Intelligent agents|Language model|Learning systems|Machine learning agents|Machine learning systems|Machine-learning|Model search|Modelling framework|Multi agent|Multi agent systems|Neural networks|Optimal model|Optimal systems|Optimization|Pipelines,source:arxiv|source:scopus,source:arxiv|source:scopus
48TTP7E2,AutoLFM: a multi-agent LLM framework for automated building load forecasting,arxiv|scopus,,arxiv|scopus,,,Ablation|Ablation study|Automated load forecasting|Automatic programming|Building load|Codegeneration|Codes (symbols)|Computational methods|Electric load forecasting|Intelligent agents|Language model|Large language model|Load forecasting|Load forecasting model|Multi agent|Multi agent systems|Multiagent systems (MASs)|ablation study|automated load forecasting|large language models|multi agent system,source:arxiv|source:scopus,source:arxiv|source:scopus
