seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
125,TLJPGLK9,AI CHAOS! 2nd workshop on the challenges for human oversight of AI systems,2026,conferencePaper,"As AI systems are increasingly adopted in high-stakes domains such as healthcare, autonomous driving, and criminal justice, their failures may threaten human safety and rights. Human oversight of AI systems is therefore critically important as a potential safeguard to prevent harmful consequences in high-risk AI applications. The global regulatory and policy landscape for AI governance remains understandably fragmented and diverse. While frameworks like the European AI Act require human oversight for high-risk AI systems, there is currently a lack of well-defined methodologies and conceptual clarity to operationalize such oversight effectively. Independent of policy and regulation, poorly designed oversight can create dangerous illusions of safety while obscuring accountability. This interdisciplinary workshop aims to bring together researchers from various disciplines, including AI, HCI, psychology, law, and policy, to address this critical gap. We will explore the following questions: (1) What are the greatest challenges to achieving effective human oversight of AI systems? (2) How can we design AI systems that enable meaningful human oversight? (3) How do we assign responsibilities to and support the various stakeholders involved in oversight? Through talks and interactive group discussions, participants will identify oversight challenges; examine stakeholder roles; discuss supporting tools, methods, and regulatory frameworks; and establish a collaborative research agenda. Our central goal is to further a roadmap that enables effective human oversight for the responsible deployment of AI in society.",,,,
126,PQ9JED2I,"Risks of AI-driven vulnerability identification, exploitation, and code exposure",2026,journalArticle,"mitigation framework organized around ten pillars and discusses the regulatory landscape, including the EU AI Act (enforceable August 2026), the NIST AI / Risk Management Framework, and ISO/IEC 42001.",,,,
127,C67AT7ZP,"The hidden cost of AI compliance: why ""build fast, fix later"" can become a financial catastrophe",2026,journalArticle,"As regulatory and assurance frameworks such as the European Union’s AI Act, SOC 2 Type II, ISO/IEC 42001, and the NIST AI Risk Management Framework / AI Act, and the business consequences of cyber uninsurability, this paper argues that retrofitting compliance onto a legacy, undocumented “black box”",,,,
128,GQ5E7RPF,"Blockchain and AI framework for provenance, semantics, and compliance",2026,journalArticle,"Crucially, the framework incorporates human-in-the-loop governance, positioning AI as a decision-support mechanism rather than an autonomous authority. / articulating a system-level architecture for provenance that is verifiable, interpretable, and audit-ready, without introducing custodial dependencies or opaque automation",,,,
129,3QUL87JY,"Responsible AI In the agentic world governance for AI that acts, not just answers",2026,journalArticle,"Agentic AI systems that autonomously execute actions across enterprise tools, databases, and APIs introduce a fundamentally different risk profile from / The framework is designed for  Enterprise AI Heads, governance leads, security architects, and engineers responsible for deploying agentic AI in regulated",,,,
130,NVE5885K,"Vibe coding: don't kill the vibe, govern it",2025,webpage,"GlobalLogic's ShanShan Pa explains vibe coding, a developer and coding-focused AI that work together like two programmers talking back and forth to build software.",,,,
131,LAKYKVTB,Malicious and unintentional disclosure risks in large language models for code generation,2025,conferencePaper,"This paper explores the risk that a large language model (LLM) trained for code generation on data mined from software repositories will generate content that discloses sensitive information included in its training data. We decompose this risk, known in the literature as ""unintended memorization,"" into two components: unintentional disclosure (where an LLM presents secrets to users without the user seeking them out) and malicious disclosure (where an LLM presents secrets to an attacker equipped with partial knowledge of the training data). We observe that while existing work mostly anticipates malicious disclosure, unintentional disclosure is also a concern. We describe methods to assess unintentional and malicious disclosure risks side-by-side across different releases of training datasets and models. We demonstrate these methods through an independent assessment of the Open Language Model (OLMo) family of models and its Dolma training datasets. Our results show, first, that changes in data source and processing are associated with substantial changes in unintended memorization risk; second, that the same set of operational changes may increase one risk while mitigating another; and, third, that the risk of disclosing sensitive information varies not only by prompt strategies or test datasets but also by the types of sensitive information. These contributions rely on data mining to enable greater privacy and security testing required for the LLM training data supply chain.",,,,
132,76DYS6RI,Model-assisted and human-guided: perceptions and practices of software professionals using LLMs for coding,2025,conferencePaper,"Large Language Models (LLMs) have quickly become a central component of modern software development workflows, and software practitioners are increasingly integrating LLMs into various stages of the software development lifecycle. Despite the growing presence of LLMs, there is still limited understanding of how these tools are actually used in practice and how professionals perceive their benefits and limitations. This paper presents preliminary findings from a global survey of 131 software practitioners. Our results reveal how LLMs are utilized for various coding-specific tasks. Software professionals report benefits such as increased productivity, reduced cognitive load, and faster learning, but also raise concerns about LLMs' inaccurate outputs, limited context awareness, and associated ethical risks. Most developers treat LLMs as assistive tools rather than standalone solutions, reflecting a cautious yet practical approach to their integration. Our findings provide an early, practitioner-focused perspective on LLM adoption, highlighting key considerations for future research and responsible use in software engineering.",,,,
133,FYU7H5WR,Beyond productivity: evaluating the hidden costs of generative AI in software development,2025,journalArticle,"AI-assisted programming tools are increasingly adopted to enhance developer productivity by automating routine tasks and accelerating software development / Drawing on interviews with software engineers and insights from the literature, we build a dynamic simulation model to examine the long-term impacts of AI-assisted / Human-AI Interaction, AI-Assisted Coding, Software Development, Technical Debt, System Atrophy, Dynamics, Software Supply Chains",,,,
134,N3WU6PFG,Investigating the smells of LLM generated Code1,2025,journalArticle,"code to identify the weakest scenarios in which the quality of LLM generated code should be improved.MethodsThe method measures code smells, an important / However, the quality of LLM generated code is ntoicablly poorer than human written code. / machine learning, Large language models, performance evaluation, Code Generation, Code quality, Usability, Code smell",,,,
135,FCSXBE4I,Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it',2026,journalArticle,"The primary barrier cited by practitioners is not governance or capability, but reliability: will it work when it matters? / structures (governance maturity). / Capability Maturity Model, Systems Engineering, Artificial Intelligence, AI Agents, Agentic AI",,,,
136,TCMF6P4P,TENET: leveraging tests beyond validation for code generation,2025,preprint,"Test-Driven Development (TDD) is a widely adopted software engineering practice that requires developers to create and execute tests alongside code implementation, ensuring that software behavior is continuously validated and refined. In the era of vibe coding, where developers increasingly delegate code writing to large language models (LLMs) by specifying high-level intentions, TDD becomes even more crucial, as test cases serve as executable specifications that explicitly define and verify intended functionality beyond what natural-language descriptions and code context can convey. While vibe coding under TDD is promising, there are three main challenges: (1) selecting a small yet effective test suite to improve the generation accuracy and control the execution workload, (2) retrieving context such as relevant code effectively, and (3) systematically using test feedback for effective code refinement. To address these challenges, we introduce TENET, an LLM agent for generating functions in complex real-world repositories under the TDD setting. TENET features three components: (1) a novel test harness mechanism that selects a concise test suite to maximize diversity of target usage scenarios; (2) a tailored agent toolset that performs efficient retrieval of relevant code with interactive debugging; and (3) a reflection-based refinement workflow that iteratively analyzes failures, replenishes context, and applies code refinement. TENET achieves 69.08% and 81.77% Pass@1 on RepoCod and RepoEval benchmarks, outperforming the best agentic baselines by 9.49 and 2.17 percentage points, respectively. In addition, this is the first study of test-driven code generation with repository-level context, examining how different aspects of test suites affect the performance of LLM agents under the TDD setting.",,,,
137,PZI2IMW6,Beyond task completion: an assessment framework for evaluating agentic AI systems,2026,conferencePaper,"Recent advances in agentic AI have shifted the focus from standalone Large Language Models (LLMs) to integrated systems that combine LLMs with tools, memory, and other agents to perform complex tasks. These multi-agent architectures enable coordinated reasoning, planning, and execution across diverse domains, allowing agents to collaboratively automate complex workflows. Despite these advances, evaluation and assessment of LLM agents and the multi-agent systems they constitute remain a fundamental challenge. Although various approaches have been proposed in the software engineering literature for evaluating conventional software components, existing methods for AI-based systems often overlook the non-deterministic nature of models. This non-determinism introduces behavioral uncertainty during execution, yet existing evaluations rely on binary task-completion metrics that fail to capture it. Evaluating agentic systems therefore requires examining additional dimensions, including the agent’s ability to invoke tools, ingest and retrieve memory, collaborate with other agents, and interact effectively with its environment. These challenges emerged during our ongoing industry collaboration with MontyCloud Inc., an industrial partner in the domain of Autonomous CloudOps, when we deployed an agentic system in production. These limitations surfaced during deployment, highlighting practical gaps in the current evaluation methods and the need for a systematic assessment of agent behavior beyond task outcomes. Informed by these observations and established definitions of agentic systems, we propose an end-to-end Agent Assessment Framework with four evaluation pillars encompassing LLMs, Memory, Tools, and Environment. We validate the framework on a representative Autonomous CloudOps use case, where experiments reveal behavioral deviations overlooked by conventional metrics, demonstrating its effectiveness in capturing runtime uncertainties.",,,,
138,UIXCRBQX,"Safer builders, risky maintainers: a comparative study of breaking changes in human vs agentic PRs",2026,preprint,"AI coding agents are increasingly integrated into modern software engineering workflows, actively collaborating with human developers to create pull requests (PRs) in open-source repositories. Although coding agents improve developer productivity, they often generate code with more bugs and security issues than human-authored code. While human-authored PRs often break backward compatibility, leading to breaking changes, the potential for agentic PRs to introduce breaking changes remains underexplored. The goal of this paper is to help developers and researchers evaluate the reliability of AI-generated PRs by examining the frequency and task contexts in which AI agents introduce breaking changes. We conduct a comparative analysis of 7,191 agent-generated PRs with 1402 human-authored PRs from Python repositories in the AIDev dataset. We develop a tool that analyzes code changes in commits corresponding to the agentic PRs and leverages an abstract syntax tree (AST) based analysis to detect potential breaking changes. Our findings show that AI agents introduce fewer breaking changes overall than humans (3.45% vs. 7.40%) in code generation tasks. However, agents exhibit substantially higher risk during maintenance tasks, with refactoring and chore changes introducing breaking changes at rates of 6.72% and 9.35%, respectively. We also identify a ""Confidence Trap"" where highly confident agentic PRs still introduce breaking changes, indicating the need for stricter review during maintenance oriented changes regardless of reported confidence score.",,,,
139,RQI8NXJL,"Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit",2026,journalArticle,"Cisco's finding that 26% of analyzed agent skills contain security vulnerabilities, and architectural analysis of credential inheritance patterns in Claude / Code Agent Teams, Cursor FastRender (2,000 concurrent agents), and OpenClaw (30,000+ internet-exposed instances). / AI Agents, Identity Governance, Authorization, Delegation, Multi-agent Systems, Prompt Injection, Zero Trust, MCP, Enterprise Security, LLM Security",,,,
140,R9CDT9KB,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows,2025,conferencePaper,"The integration of automated security testing into continuous delivery pipelines is a topic of high interest in the software development field. Despite its obvious value, automated security testing often suffers from excessive false positives that erode developer trust and delay secure releases. While large language models (LLMs) demonstrate strong code understanding, most LLM security tools operate as single-shot classifiers without communicating decision uncertainty. To address these issues, we present a trust-calibrated architecture that decomposes vulnerability assessment into sequential analytical stages: classification, impact analysis, and deployment action recommendation. Our system employs multi-LLM ensembling with explicit confidence propagation, enabling intelligent routing between automated gates and human review based on model certainty. Evaluation of our system demonstrates strong classification performance with well-calibrated uncertainty estimates, substantially outperforming traditional static analysis while providing transparency unavailable in current approaches. We provide comprehensive validation of vulnerability type classification across diverse weakness categories and severity levels. The confidence-aware design enables organizations to adapt enforcement strictness to prediction reliability, routing uncertain cases to human expertise while automating high-confidence decisions.",,,,
141,A8FT9SZP,From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness,2026,journalArticle,"R. et al., 2023), user control mechanisms (Feng et al., 2025), or liability allocation (Morris, J. et al., 2024). / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / artificial intelligence, AI autonomy, AI agency, organisational readiness, recursive self-improvement, agentic AI, organisational transformation, multi-agent",,,,
142,7GE63LDE,Repairing infrastructure-as-code using large language models,2024,conferencePaper,"Infrastructure-as-Code (IaC) is the practice of provisioning and managing cloud resources using machine-readable code. IaC is seeing increased adoption because it enhances transparency and reliability of infrastructure operations. However, as any software code, IaC can also contain misconfigurations, which can lead to insecure infrastructure, which may result in data breaches. Existing IaC scanning tools are able to detect common misconfigurations in IaC but they require IaC developers to manually repair the code. Recent advances in Large Language Models (LLMs) have led to promising results in applying LLMs to Automatic Program Repair (APR) tasks for code written in different languages. In this work, we propose an LLM-based approach to fix misconfigurations in IaC code. After misconfigurations in IaC code are identified by scanning tools, we feed the LLMs with the IaC code, details about the misconfigurations, and additional context provided by a human-in-the-loop and prompt the LLM to generate the repaired IaC code. We tested our approach on several vulnerable IaC repositories and found that the GPT-4 model from OpenAI suggests fixes that reduce up to 84.7% of the misconfiguration alarms produced by the scanners and our two-pass solution significantly improves the performance over a one-pass only approach. However, of the fixes suggested, we manually determined that only 79.6% actually solve the problem, while the remaining 20.4% are hallucinated fixes. Specifically, LLM hallucinations in the generated outputs pass checks for misconfigurations but fail other syntax and schema validation checks or do not address the underlying security issue. We propose a few potential approaches to tackle this challenge.  © 2024 IEEE.",,,,
143,B56YY529,Algorithmic accountability of low-code/No-code artificial intelligence: a literature review,2025,conferencePaper,"Algorithmic Accountability of Low-Code/No-Code Artificial Intelligence (LCNC AI) presents a significant challenge, as these platforms democratize AI development while diminishing direct oversight. Unlike traditional AI systems, applications built with LCNC AI tools often lack governance structures, increasing risks of bias, opacity, and regulatory non-compliance. Organizations struggle to implement accountability mechanisms as non-technical users deploy AI without comprehensive validation frameworks. This study conducts a Structured Literature Review (SLR) to analyze existing research on algorithmic accountability in LCNC AI. The findings highlight critical risks, governance approaches, and accountability frameworks essential for mitigating ethical and compliance concerns. The study emphasizes the necessity of hybrid governance approaches, integrating organizational oversight with user-driven compliance measures. To bridge research gaps, this study proposes a research agenda aimed at refining ethical and regulatory frameworks for LCNC AI. By providing concrete governance strategies, this study offers practical recommendations for organizations to ensure accountable and responsible LCNC AI deployment. © (2025) by Association for Information Systems (AIS) All rights reserved.",,,,
144,KWD6CKFR,From monitoring to authorization: the structural shift emerging in agentic AI governance,2026,journalArticle,"systems transition from generating content to executing real-world side effects—writing to databases, initiating transactions, modifying infrastructure—the governance / It argues that traditional compliance mechanisms—deterrence, accountability, escalation, and documentation—are structurally mismatched to autonomous systems / Agentic AI, AI governance, authorization boundary, enforcement architecture, AI regulation, regulatory compliance, algorithmic accountability, AI risk / management, deterministic governance, evidence-grade governance, independent verification, policy-state binding",,,,
145,6VDFSHZW,Beyond algorithmic disclosure for AI,2024,journalArticle,"emergent phenomena, such as proxy discrimination, interactions among multiple agents, the impact of adverse environments, and the well-known tendency of generative / AI to hallucinate, makes ongoing post-release evaluation a critical component of any system of AI transparency.",,,,
146,VZN9KJ7H,Compile-time security analysis and optimization of sensitive string producers,2026,preprint,"Content composition vulnerabilities remain among the most prevalent and persistent classes of security weakness in deployed software. Prior mitigations, including developer training, static analysis tools, and domain-specific template languages, each face diminishing returns; AI code generation inherits these limitations and introduces new ones, reproducing insecure patterns from training data and lacking reliable context for self-correction. This paper introduces a general framework for secure content composition that extends across content languages and integrates directly into general-purpose programming languages via additive changes to string expression syntax. We define a language design goal of minimizing the lexical distance between secure and insecure idioms, and show that this goal admits practical compilation strategies: static analyses specified in terms of dynamic semantics, runtime performance approaching naïve string concatenation, and developer-facing diagnostics surfaced as compile-time errors or warnings. The approach enables an effective division of labor: security engineers encode composition hazards in libraries once; developers and AI coding agents select the appropriate library primitive to implement features correctly without needing to internalize specialist security knowledge; compiler diagnostics provide objective, position-keyed feedback that grounds both human review and iterative AI self-correction; and security responders focus on keeping libraries current rather than auditing ad-hoc security decisions distributed across a codebase.",,,,
147,EPHPTBA2,Protocol-mediated execution governance for LLM agent systems,2026,journalArticle,"As large language models transition from conversational assistants to autonomous agents capable of executing actions inside enterprise infrastructure, / AI governance, LLM agents, execution authority, Model Context Protocol, Zero Trust architecture, prompt injection, tool-mediated execution, confused deputy",,,,
148,4F5PX7PE,Decision-making with human-in-the-loop: a field experiment of explained AI in public administration,2020,journalArticle,"In public administration, humans usually vet Artificial Intelligence (AI) outputs that impact high-stakes, consequential decisions. / Yet, adding humans to the decision-making process results in complexities and nuances that arise from the interaction of humans and AI. / human-computer decision-making, explainable AI, frontline employees, situational automation bias",,,,
149,QLMUYYQ3,Explaining code risk in OSS: towards LLM-generated fault prediction interpretations,2025,conferencePaper,"Open Source Software (OSS) has become a very important and crucial infrastructure worldwide because of the value it provides. OSS typically depends on contributions from developers across diverse backgrounds and levels of experience. Making safe changes, such as fixing a bug or implementing a new feature, can be challenging, especially in object-oriented systems where components are interdependent. Static analysis and defect-prediction tools produce metrics (e.g., complexity, coupling) that flag potentially fault-prone components, but these signals are often hard for contributors new or unfamiliar with the codebase to interpret. Large Language Models (LLMs) have shown strong performance on software engineering tasks such as code summarization and documentation generation. Building on this progress, we investigate whether LLMs can translate faultprediction metrics into clear, human-readable risk explanations and actionable guidance to help OSS contributors plan and review code modifications. We outline explanation types that an LLM-generated assistant could provide (descriptive, contextual, and actionable explanations). We also outline our next steps to assess usefulness through a task-based study with OSS contributors, comparing metric-only baselines to LLM-generated explanations on decision quality, time-to-completion, and error rates.",,,,
150,PFC45HM7,A blueprint for auditing generative AI,2024,journalArticle,"The widespread use of generative AI systems is coupled with significant ethical and social challenges. / ), model audits (of generative AI systems after pre-training but prior to their release), and application audits (of applications based on top of generative / Auditing, Generative AI, Artificial Intelligence, Governance, Regulation, Accountability, Large language models, Ethics",,,,
151,PMPV54J9,From tools to teammates: a framework for integrating AI agents into organizational structures,2026,journalArticle,"Customer‑facing scenarios introduce distinct challenges around trust, brand voice, and liability compared to internal use cases. / AI agents, organizational structure, human-AI collaboration, agentic AI, hybrid teams, team dynamics, workforce transformation",,,,
152,CJ6UBWCX,The authorization boundary: why MCP and AI gateways are necessary—but not sufficient—for regulated agentic AI,2026,journalArticle,"This paper defines the “authorization boundary” for agentic AI systems in regulated environments and distinguishes access authorization (OAuth-based / effect-token–gated execution—and proposes five anti-laundering tests for detecting superficial governance claims. / Artificial Intelligence, AI Governance, Agentic AI, Model Context Protocol, MCP, Regulatory Compliance, Authorization, Financial Regulation, Health Law / , Administrative Law, Information Governance, Algorithmic Accountability",,,,
153,6Z82ABMA,When is generated code difficult to comprehend? Assessing AI agent python code proficiency in the wild,2026,preprint,"The rapid adoption of AI coding agents is fundamentally shifting software developers' roles from code authors to code reviewers. While developers spend a significant portion of their time reading and comprehending code, the linguistic proficiency and complexity of the Python code generated by these agents remain largely unexplored. This study investigates the code proficiency of AI agents to determine the skill level required for developers to maintain their code. Leveraging the AIDev dataset, we mined 591 pull requests containing 5,027 Python files generated by three distinct AI agents and employed pycefr, a static analysis tool that maps Python constructs to six proficiency levels, ranging from A1 (Basic) to C2 (Mastery), to analyze the code. Our results reveal that: AI agents predominantly generate Basic-level code, with over 90% of constructs falling into the A1 and A2 categories, and less than 1% classified as Mastery (C2); AI agents' and humans' pull requests share a broadly similar proficiency profile; High-proficiency code by AI agents are from feature addition and bug fixing tasks. These findings suggest that while AI-generated code is generally accessible to developers with basic Python skills, specific tasks may require advanced proficiency to review and maintain complex, agent-generated constructs.",,,,
154,FLDAS7UC,From friction to design: verification architecture for AI-augmented institutions,2026,journalArticle,"Institutional accountability systems were not designed as verification systems. / Generative AI collapses these production costs to near zero, exposing an accountability gap that is structural rather than novel. / verification architecture, AI governance, institutional accountability, friction-asverification, proxy collapse, high-reliability organisations, regulatory",,,,
155,35GIS9BQ,Design patterns for machine learning-based systems with humans in the loop,2024,journalArticle,Human involvement in machine learning (ML) is a promising paradigm to overcome the limitations of purely automated predictions and improve the applicability of ML. We compile a catalog of design patterns to guide developers to select and implement human-in-the-loop solutions. OOP PATTERNS,,,,
156,8EEKFTQL,Is your machine better than you? You may never know,2023,journalArticle,"Artificial intelligence systems are increasingly demonstrating their capacity to make better predictions than human experts. Yet recent studies suggest that professionals sometimes doubt the quality of these systems and overrule machine-based prescriptions. This paper explores the extent to which a decision maker (DM) supervising a machine to make high-stakes decisions can properly assess whether the machine produces better recommendations. To that end, we study a setup in which a machine performs repeated decision tasks (e.g., whether to perform a biopsy) under the DM’s supervision. Because stakes are high, the DM primarily focuses on making the best choice for the task at hand. Nonetheless, as the DM observes the correctness of the machine’s prescriptions across tasks, the DM updates the DM’s belief about the machine. However, the DM is subject to a so-called verification bias such that the DM verifies the machine’s correctness and updates the DM’s belief accordingly only if the DM ultimately decides to act on the task. In this setup, we characterize the evolution of the DM’s belief and overruling decisions over time. We identify situations under which the DM hesitates forever whether the machine is better; that is, the DM never fully ignores but regularly overrules it. Moreover, the DM sometimes wrongly believes with positive probability that the machine is better. We fully characterize the conditions under which these learning failures occur and explore how mistrusting the machine affects them. These findings provide a novel explanation for human–machine complementarity and suggest guidelines on the decision to fully adopt or reject a machine. © 2023 INFORMS",,,,
157,FSFCECQ6,GOPEL infrastructure specification and HAIA-RECCLIN operational model for AI provider plurality implementation,2026,journalArticle,"Any organization operating multiple AI platforms benefits from deterministic dispatch, cryptographic audit trails, checkpoint gates, and tamper-evident / AI Governance, GOPEL, Multi-AI Systems, Provider Plurality, Human Oversight, Automation Bias, Non-Cognitive Agent, HAIA-RECCLIN, Checkpoint-Based Governance",,,,
158,HRUQ2NGR,"AI agentic programming: a survey of techniques, challenges, and opportunities",2025,preprint,"AI agentic programming is an emerging paradigm where large language model (LLM)-based coding agents autonomously plan, execute, and interact with tools such as compilers, debuggers, and version control systems. Unlike conventional code generation, these agents decompose goals, coordinate multi-step processes, and adapt based on feedback, reshaping software development practices. This survey provides a timely review of the field, introducing a taxonomy of agent behaviors and system architectures and examining relevant techniques for planning, context management, tool integration, execution monitoring, and benchmarking datasets. We highlight challenges of this fast-moving field and discuss opportunities for building reliable, transparent, and collaborative coding agents.",,,,
159,GFCB367T,"AI - integrated DevSecOps for scalable, secure, and modern cloud architectures",2026,conferencePaper,"Software delivery pipelines now need to be more secure, scalable, and robust due to the rapid use of cloud-native architectures. Security bottlenecks and lengthy release cycles are caused by traditional DevSecOps frameworks' high false positive rates, vulnerability to slow vulnerability alerts, and lack of automation. In order to solve these problems, this paper offers an AI-Integrated DevSecOps paradigm which integrates automation, intelligence, and continuous compliance into an already-existing CI/CD pipeline. The framework was developed through a design science research approach by combining reference architecture design, policy-as-code enforcement, artificial intelligence (AI) model integration and a controlled experiment. Fine-tuning of large language models for secure code review, risk-based vulnerability prioritisation based on machine learning, and a time-series anomaly detection model to track runtime telemetry were developed. Red team simulations and a production-scale cloud testbed with seeded controlled vulnerabilities were utilized to assess the system. With a mean time to detect of 4.5 minutes, a mean time to remediate of 12 minutes, a false positive rate of 3.2, and an F1-score of 97.5—much better than five state-of-the-art methods—the quantitative results are also encouraging. The findings demonstrate that the AI Integrated DevSecOps can provide software releases that are safe, quick, and dependable, which will aid in bridging the gap between security assurance and delivery agility after the tasks are carried out.",,,,
160,MTYM4L5D,AI in software development and its potential influence on accessibility compliance.,2024,journalArticle,"As artificial intelligence (AI) becomes increasingly integral to various sectors, its potential to enhance accessibility in digital services is of growing interest. This paper explores the influence of AI systems (AIS) on accessibility compliance, specifically within the context of Norway's national e-health service provider Norsk helsenett (NHN). Through a qualitative analysis, we assess how AISs are deployed in frontend programming, user interface design, and accessibility testing at NHN. Our study reveals that while AI has the potential to improve accessibility, it also presents challenges that require robust domain knowledge and effective human oversight. We explore the benefits and limitations using ChatGPT in accessibility testing, GitHub Copilot for generating accessible code, the implications of AI driven design tools, as well as the key differences between developing websites with existing component libraries and developing a simpler website from scratch. This paper aims to contribute to the ongoing discourse on AI and accessibility, offering insights and recommendations for future research and practical applications.",,,,
161,84D2AMVM,Realizing the promise of AI governance involving humans-in-the-loop,2024,conferencePaper,"Human-in-the-loop (“HITL”) approaches have been proposed as an important element to ensure safety and fairness for higher-risk applications of artificial intelligence (“AI”) enabled decision-making. This paper examines the question: To what extent does the current state of knowledge enable the definition of factors and mitigations necessary for the effective implementation of HITL approaches? Previous research examining internal (individual) and external (implementation-related structural and contextual) factors in human decision-making are surveyed and assessed for potential relevance. This analysis highlights factors likely to be of relevance and reveals gaps which hinder the elaboration of factors and mitigations relevant to the effectiveness of HITL approaches. In order to realize the potential for HITL approaches to enhance safety for those reliant on or subject to AI systems, governance implementation will need to include minimum requirements applicable to both human overseers and to the context in which they work and are assessed. Factors identified as relevant include: complacency, persuasion, workload, conformity, unequal treatment of different kinds of error, and organizational polices and norms which may deter thorough review and human challenge of AI recommendations. There is also a need for further research: to enhance understanding of the practical significance of HITL effectiveness risks factors and their management; to enable the classification of HITL-implementation environments; and, to provide robust measurement methodologies to enable the identification of the most promising human candidates for HITL overseer roles. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",,,,
162,L65X78ML,Reflections on the data protection compliance of AI systems under the EU AI act,2025,journalArticle,"The European Union’s Artificial Intelligence Act (AI Act) establishes a novel regulatory framework for AI systems, with far-reaching implications for data protection compliance. This study critically analyses the regulatory environment created by the Act and its interaction with the General Data Protection Regulation (GDPR), addressing whether it provides clearer compliance pathways or introduces additional burdens for developers. Using comparative legal analysis, the research finds that the AI Act supplements the GDPR through a risk-based approach that subjects high-risk AI systems to specific obligations. Key concerns include algorithmic opacity, bias, and legal uncertainty in profiling and automated decision-making. The analysis shows that the AI Act attempts to mitigate these risks by strengthening requirements on risk assessment, human oversight, and data governance. While the Act broadly aligns with GDPR principles such as transparency, fairness, and accountability, it also introduces new procedural and documentation duties that may increase compliance complexity. Overall, the study concludes that the AI Act constitutes a complementary yet stricter regulatory layer for AI-driven data processing, balancing innovation with fundamental rights protection and requiring joint interpretation with the GDPR to ensure coherent application. © 2025 University of Pécs. Published by Informa UK Limited, trading as Taylor & Francis Group.",,,,
163,MHK56HCY,Agentic AI as assurance infrastructure: design principles for a continuous second line,2026,journalArticle,"The first paper in this series established that episodic gateway review is constitutively mismatched to the risk dynamics of complex adaptive / systems, and that continuous assurance represents structural reform of oversight practice rather than a marginal efficiency gain. / agentic AI, multi-agent systems, governance primitive, continuous assurance, second line of defence, evidence-first design, human accountability, responsible / AI, design principles, AI governance",,,,
164,DQM82F3L,Research vision for Co-designing responsible AI,2026,journalArticle,"Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / AI Act–aligned risks, and NLP Guard to reduce harmful reliance on protected attributes after launch.",,,,
165,ADV5GQEV,RegOps as an agile response to regulatory pressure,2025,journalArticle,"Widely-applied Agile practices accelerate delivery but offer limited consideration of regulatory compliance. / Within the tension between agility and compliance, the concept of RegOps emerged from the strictly regulated industry, yet it remains underexplored in / RegOps, Regulatory Compliance, Agile, Complex Adaptive Systems Theory, EU AI Act",,,,
166,KNEMNE5W,Social bias in LLM-generated code: benchmark and mitigation,2026,preprint,"Large Language Models (LLMs) are increasingly deployed to generate code for human-centered applications where demographic fairness is critical. However, existing evaluations focus almost exclusively on functional correctness, leaving social bias in LLM-generated code largely unexamined. Extending our prior work on Solar, we conduct a comprehensive empirical study using SocialBias-Bench, a benchmark of 343 real-world coding tasks spanning seven demographic dimensions. We evaluate four prominent LLMs and find severe bias across all models, with Code Bias Scores reaching up to 60.58%. We further show that standard prompt-level interventions, such as Chain-of-Thought reasoning and fairness persona assignment, inadvertently amplify bias rather than reduce it. We then investigate whether structured multi-agent software process frameworks can improve fairness, finding that structured pipelines reduce bias when early roles correctly scope what the code should and should not consider. However, adding explicit fairness instructions to all agent roles produces worse outcomes than providing none, suggesting that diffused responsibility goes unaddressed. To address these limitations, we propose the Fairness Monitor Agent (FMA), a modular component that plugs into any existing code generation pipeline without modifying it. FMA analyzes the task description to determine which attributes should be considered or restricted, then detects and corrects violations through an iterative review process, without requiring an executable test suite. Evaluated on all 343 tasks, FMA reduces bias by 65.1% compared to a developer agent alone and improves functional correctness from 75.80% to 83.97%, outperforming all other studied approaches.",,,,
