item_key,bin,centrality,reason_code,rationale,in_human_50,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,abstract
QMKQC7SC,context,54,,"Empirical benchmark showing LLMs silently corrupt delegated work (incl. coding) informs over-reliance risk, but spans 52 domains rather than code oversight specifically.",no,LLMs corrupt your documents when you delegate,Laban; Schnabel; Neville,2026,preprint,arxiv,yes,,2604.15597,"Large Language Models (LLMs) are poised to disrupt knowledge work, with the emergence of delegated work as a new interaction paradigm (e.g., vibe coding). Delegation requires trust - the expectation that the LLM will faithfully execute the task without introducing errors into documents. We introduce DELEGATE-52 to study the readiness of AI systems in delegated workflows. DELEGATE-52 simulates long delegated workflows that require in-depth document editing across 52 professional domains, such as coding, crystallography, and music notation. Our large-scale experiment with 19 LLMs reveals that current models degrade documents during delegation: even frontier models (Gemini 3.1 Pro, Claude 4.6 Opus, GPT 5.4) corrupt an average of 25% of document content by the end of long workflows, with other models failing more severely. Additional experiments reveal that agentic tool use does not improve performance on DELEGATE-52, and that degradation severity is exacerbated by document size, length of interaction, or presence of distractor files. Our analysis shows that current LLMs are unreliable delegates: they introduce sparse but severe errors that silently corrupt documents, compounding over long interaction."
VEEEW3K9,context,40,,Generic AI-assisted secure-SDLC framework with claimed validation; adjacent to org secure-development but autonomous/automated rather than human oversight.,yes,Generative AI-assisted framework for secure and autonomous software development lifecycle optimization,P. Srinivas; A. Rahmath Mohammad; T. Neelima et al.,2026,conferencePaper,ieee,no,10.1109/ICIPCN67432.2026.11438791,,"The rapid evolution of software development demands innovative approaches to enhance security, efficiency, and automation throughout the Software Development Lifecycle (SDLC). This paper presents a comprehensive Generative AI-assisted framework that integrates large language models and machine learning techniques to optimize and secure the SDLC. The proposed framework leverages generative AI capabilities across multiple phases including requirements analysis, code generation, vulnerability detection, automated testing, and deployment optimization. By incorporating AI-driven threat modeling and continuous security assessment, the framework addresses critical challenges in identifying vulnerabilities early in development while maintaining code quality and reducing time-to-market. The system employs advanced prompt engineering techniques and context-aware code analysis to generate secure code patterns, detect security anomalies, and suggest remediation strategies in real-time. Experimental validation demonstrates significant improvements in vulnerability detection rates, code quality metrics, and development efficiency compared to traditional SDLC approaches. The framework achieves automated security scanning with minimal false positives while maintaining developer productivity. This research contributes to the emerging field of AI-assisted software engineering by providing a practical, scalable solution for organizations seeking to modernize their development processes while prioritizing security and autonomy."
CAXNTRJF,context,48,,"AI governance/compliance code-analysis tool embedding automated auditing in the SDLC; relevant governance framing but product-descriptive, thin evidence.",yes,Machine learning solutions to automated governance and code analysis to compliance,A. A. Paul; H. T.V; U. Maheswari,2025,conferencePaper,ieee,no,10.1109/ICAAIC64647.2025.11331106,,"The GRC Analyser is a new AI product aimed at closing the software development and the Governance, Risk, and compliance (GRC) standards (ISO 27001, GDPR and SOC 2) gap. In contemporary organizations, programmers tend to develop software without profound knowledge of these complicated regulatory and security provisions, and potentially vulnerable and compliant problems may occur. The suggested system takes advantage of the concept of the Machine Learning (ML) models trained with the use of the secure code directions and industry standards and helps to examine uploaded code modules automatically. It determines the vulnerabilities like poor data management, lack of proper input validation and lack of encryption tools, which are among the main causes of security threats. The GRC Analyser provides clear and practical advice to developers when the flaws are identified through recommendations after identifying potential risks. This does not only enhance the security of the code but also makes sure that it is matched to compliance requirements at their initial development phases. The tool will enable organizations to minimize the human error, cost of auditing, and regulatory readiness by incorporating AI-based security auditing within the software lifecycle. Finally, it is observed that the GRC Analyser encourages the creation of resilient, secure, and legal applications and empowers developers to make a proactive stance on governance and cybersecurity."
C2K75UGE,context,52,,"Case study of automation reliance, complacency and skill erosion; automation-bias dynamics transfer to over-reliance on AI-generated code.",yes,The vicious circles of skill erosion: a case study of cognitive automation,Rinta-Kahila; Penttinen; Salovaara et al.,2023,journalArticle,scopus,no,10.17705/1jais.00829,,"Cognitive automation powered by advanced intelligent technologies is increasingly enabling organizations to automate more of their knowledge work tasks. Although this often offers higher efficiency and lower costs, cognitive automation exacerbates the erosion of human skill and expertise in automated tasks. Accepting the erosion of obsolete skills is necessary to reap the benefits of technology—however, the erosion of essential human expertise is problematic if workers remain accountable for tasks for which they lack sufficient understanding, rendering them incapable of responding if the automation fails. Though the phenomenon is widely acknowledged, the dynamics behind such undesired skill erosion are poorly understood. Thus, taking the perspective of sociotechnical systems, we conducted a case study of an accounting firm that had experienced skill erosion over a number of years due to reliance on their software’s automated functions. We synthesized our findings using causal loop modeling based on system dynamics. The resulting dynamic model explains skill erosion via an interplay between humans’ automation reliance, complacency, and mindful conduction. It shows how increasing reliance on automation fosters complacency at both individual and organizational levels, weakening workers’ mindfulness across three work task facets (activity awareness, competence maintenance, and output assessment), resulting in skill erosion. Such skill erosion may remain obscure, acknowledged by neither workers nor managers. We conclude by discussing the implications for theory and practice and identifying directions for future research. © 2023, Association for Information Systems. All rights reserved."
8PPIW9Q5,discard,24,out-of-scope,"SLR of prompt-engineering methods for SE tasks; human-in-the-loop is only a minor proposed element, no oversight/governance focus.",no,Unlocking the potential of the prompt engineering paradigm in software engineering: a systematic literature review,Syahputri; Budiardjo; Putra,2025,journalArticle,"scopus,wos",no,10.3390/ai6090206,,"Prompt engineering (PE) has emerged as a transformative paradigm in software engineering (SE), leveraging large language models (LLMs) to support a wide range of SE tasks, including code generation, bug detection, and software traceability. This study conducts a systematic literature review (SLR) combined with a co-citation network analysis of 42 peer-reviewed journal articles to map key research themes, commonly applied PE methods, and evaluation metrics in the SE domain. The results reveal four prominent research clusters: manual prompt crafting, retrieval-augmented generation, chain-of-thought prompting, and automated prompt tuning. These approaches demonstrate notable progress, often matching or surpassing traditional fine-tuning methods in terms of adaptability and computational efficiency. Interdisciplinary collaboration among experts in AI, machine learning, and software engineering is identified as a key driver of innovation. However, several research gaps remain, including the absence of standardized evaluation protocols, sensitivity to prompt brittleness, and challenges in scalability across diverse SE applications. To address these issues, a modular prompt engineering framework is proposed, integrating human-in-the-loop design, automated prompt optimization, and version control mechanisms. Additionally, a conceptual pipeline is introduced to support domain adaptation and cross-domain generalization. Finally, a strategic research roadmap is presented, emphasizing future work on interpretability, fairness, and collaborative development platforms. This study offers a comprehensive foundation and practical insights to advance prompt engineering research tailored to the complex and evolving needs of software engineering. © 2025 by the authors."
TLJPGLK9,context,50,,"Workshop on operationalizing human oversight of high-risk AI under frameworks like the EU AI Act, transferable governance framing but not code-specific and no evidence base.",yes,AI CHAOS! 2nd workshop on the challenges for human oversight of AI systems,Khadar; Cecil; Van Der Neut et al.,2026,conferencePaper,acm,yes,10.1145/3772363.3778736,2363.37787,"As AI systems are increasingly adopted in high-stakes domains such as healthcare, autonomous driving, and criminal justice, their failures may threaten human safety and rights. Human oversight of AI systems is therefore critically important as a potential safeguard to prevent harmful consequences in high-risk AI applications. The global regulatory and policy landscape for AI governance remains understandably fragmented and diverse. While frameworks like the European AI Act require human oversight for high-risk AI systems, there is currently a lack of well-defined methodologies and conceptual clarity to operationalize such oversight effectively. Independent of policy and regulation, poorly designed oversight can create dangerous illusions of safety while obscuring accountability. This interdisciplinary workshop aims to bring together researchers from various disciplines, including AI, HCI, psychology, law, and policy, to address this critical gap. We will explore the following questions: (1) What are the greatest challenges to achieving effective human oversight of AI systems? (2) How can we design AI systems that enable meaningful human oversight? (3) How do we assign responsibilities to and support the various stakeholders involved in oversight? Through talks and interactive group discussions, participants will identify oversight challenges; examine stakeholder roles; discuss supporting tools, methods, and regulatory frameworks; and establish a collaborative research agenda. Our central goal is to further a roadmap that enables effective human oversight for the responsible deployment of AI in society."
PQ9JED2I,context,44,,"Ten-pillar mitigation framework plus regulatory landscape for AI-driven code vulnerability/exposure risk, code-relevant but offensive-security oriented.",no,"Risks of AI-driven vulnerability identification, exploitation, and code exposure",Khanim Avsuvarova,2026,journalArticle,ssrn,no,,,"mitigation framework organized around ten pillars and discusses the regulatory landscape, including the EU AI Act (enforceable August 2026), the NIST AI / Risk Management Framework, and ISO/IEC 42001."
C67AT7ZP,context,36,,"'Build fast, fix later' compliance-debt argument echoes vibe-coding shortcuts but is opinion-leaning and not code-oversight-specific.",no,"The hidden cost of AI compliance: why ""build fast, fix later"" can become a financial catastrophe",Sung Woo Shon,2026,journalArticle,ssrn,no,,,"As regulatory and assurance frameworks such as the European Union’s AI Act, SOC 2 Type II, ISO/IEC 42001, and the NIST AI Risk Management Framework / AI Act, and the business consequences of cyber uninsurability, this paper argues that retrofitting compliance onto a legacy, undocumented “black box”"
GQ5E7RPF,discard,18,out-of-scope,Blockchain+AI provenance framework—known false-positive class with only nominal HITL mention and no code-oversight angle.,no,"Blockchain and AI framework for provenance, semantics, and compliance",Tara Saric,2026,journalArticle,ssrn,no,,,"Crucially, the framework incorporates human-in-the-loop governance, positioning AI as a decision-support mechanism rather than an autonomous authority. / articulating a system-level architecture for provenance that is verifiable, interpretable, and audit-ready, without introducing custodial dependencies or opaque automation"
3QUL87JY,context,40,,"Enterprise governance framework for action-taking agentic AI, concrete but broad and somewhat practitioner-oriented, not code-focused.",no,"Responsible AI In the agentic world governance for AI that acts, not just answers",Sukanya P,2026,journalArticle,ssrn,no,,,"Agentic AI systems that autonomously execute actions across enterprise tools, databases, and APIs introduce a fundamentally different risk profile from / The framework is designed for  Enterprise AI Heads, governance leads, security architects, and engineers responsible for deploying agentic AI in regulated"
NVE5885K,context,48,,On-core topic (governing vibe coding) but an opinion webpage lacking an evidence base or operationalizable mechanism.,no,"Vibe coding: don't kill the vibe, govern it",Pa,2025,webpage,coursework,no,,,"GlobalLogic's ShanShan Pa explains vibe coding, a developer and coding-focused AI that work together like two programmers talking back and forth to build software."
LAKYKVTB,discard,22,out-of-scope,"Assessment of training-data memorization/secret-disclosure risk in code LLMs, a data-supply-chain concern outside code-oversight scope.",no,Malicious and unintentional disclosure risks in large language models for code generation,R. Rabin; S. McGregor; N. Judd,2025,conferencePaper,ieee,no,10.1109/SANER-C66551.2025.00016,,"This paper explores the risk that a large language model (LLM) trained for code generation on data mined from software repositories will generate content that discloses sensitive information included in its training data. We decompose this risk, known in the literature as ""unintended memorization,"" into two components: unintentional disclosure (where an LLM presents secrets to users without the user seeking them out) and malicious disclosure (where an LLM presents secrets to an attacker equipped with partial knowledge of the training data). We observe that while existing work mostly anticipates malicious disclosure, unintentional disclosure is also a concern. We describe methods to assess unintentional and malicious disclosure risks side-by-side across different releases of training datasets and models. We demonstrate these methods through an independent assessment of the Open Language Model (OLMo) family of models and its Dolma training datasets. Our results show, first, that changes in data source and processing are associated with substantial changes in unintended memorization risk; second, that the same set of operational changes may increase one risk while mitigating another; and, third, that the risk of disclosing sensitive information varies not only by prompt strategies or test datasets but also by the types of sensitive information. These contributions rely on data mining to enable greater privacy and security testing required for the LLM training data supply chain."
76DYS6RI,core,63,,Practitioner survey on how professionals cautiously integrate/oversee LLMs as assistive-not-standalone tools—empirical evidence on oversight practices.,yes,Model-assisted and human-guided: perceptions and practices of software professionals using LLMs for coding,I. Santos; C. Magalhaes; R. De Souza Santos,2025,conferencePaper,ieee,no,10.1109/AIware69974.2025.00019,,"Large Language Models (LLMs) have quickly become a central component of modern software development workflows, and software practitioners are increasingly integrating LLMs into various stages of the software development lifecycle. Despite the growing presence of LLMs, there is still limited understanding of how these tools are actually used in practice and how professionals perceive their benefits and limitations. This paper presents preliminary findings from a global survey of 131 software practitioners. Our results reveal how LLMs are utilized for various coding-specific tasks. Software professionals report benefits such as increased productivity, reduced cognitive load, and faster learning, but also raise concerns about LLMs' inaccurate outputs, limited context awareness, and associated ethical risks. Most developers treat LLMs as assistive tools rather than standalone solutions, reflecting a cautious yet practical approach to their integration. Our findings provide an early, practitioner-focused perspective on LLM adoption, highlighting key considerations for future research and responsible use in software engineering."
FYU7H5WR,context,58,,"Interview-plus-simulation study of AI-coding hidden costs (technical debt, atrophy) evidences the risk problem but does not directly address oversight mechanisms.",no,Beyond productivity: evaluating the hidden costs of generative AI in software development,Edward Anderson; Geoffrey Parker; Burcu Tan,2025,journalArticle,ssrn,no,,,"AI-assisted programming tools are increasingly adopted to enhance developer productivity by automating routine tasks and accelerating software development / Drawing on interviews with software engineers and insights from the literature, we build a dynamic simulation model to examine the long-term impacts of AI-assisted / Human-AI Interaction, AI-Assisted Coding, Software Development, Technical Debt, System Atrophy, Dynamics, Software Supply Chains"
N3WU6PFG,context,36,,Code-smell measurement of LLM code is a transferable quality/risk metric but has no human-oversight or governance angle.,no,Investigating the smells of LLM generated Code1,Debalina Ghosh Paul; Hong Zhu; Ian Bayley,2025,journalArticle,ssrn,no,,,"code to identify the weakest scenarios in which the quality of LLM generated code should be improved.MethodsThe method measures code smells, an important / However, the quality of LLM generated code is ntoicablly poorer than human written code. / machine learning, Large language models, performance evaluation, Code Generation, Code quality, Usability, Code smell"
FCSXBE4I,context,40,,"Reliability/governance maturity framework for production agent deployment; concrete capability model, transferable but not code-oversight specific.",no,Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it',Ant Newman,2026,journalArticle,ssrn,no,,,"The primary barrier cited by practitioners is not governance or capability, but reliability: will it work when it matters? / structures (governance maturity). / Capability Maturity Model, Systems Engineering, Artificial Intelligence, AI Agents, Agentic AI"
TCMF6P4P,discard,26,out-of-scope,"TDD-based agentic code-generation technique focused on Pass@1 accuracy, a capability/benchmark study with no oversight or governance angle.",no,TENET: leveraging tests beyond validation for code generation,Hu; Jiang; Liang et al.,2025,preprint,arxiv,no,,2509.24148,"Test-Driven Development (TDD) is a widely adopted software engineering practice that requires developers to create and execute tests alongside code implementation, ensuring that software behavior is continuously validated and refined. In the era of vibe coding, where developers increasingly delegate code writing to large language models (LLMs) by specifying high-level intentions, TDD becomes even more crucial, as test cases serve as executable specifications that explicitly define and verify intended functionality beyond what natural-language descriptions and code context can convey. While vibe coding under TDD is promising, there are three main challenges: (1) selecting a small yet effective test suite to improve the generation accuracy and control the execution workload, (2) retrieving context such as relevant code effectively, and (3) systematically using test feedback for effective code refinement. To address these challenges, we introduce TENET, an LLM agent for generating functions in complex real-world repositories under the TDD setting. TENET features three components: (1) a novel test harness mechanism that selects a concise test suite to maximize diversity of target usage scenarios; (2) a tailored agent toolset that performs efficient retrieval of relevant code with interactive debugging; and (3) a reflection-based refinement workflow that iteratively analyzes failures, replenishes context, and applies code refinement. TENET achieves 69.08% and 81.77% Pass@1 on RepoCod and RepoEval benchmarks, outperforming the best agentic baselines by 9.49 and 2.17 percentage points, respectively. In addition, this is the first study of test-driven code generation with repository-level context, examining how different aspects of test suites affect the performance of LLM agents under the TDD setting."
PZI2IMW6,context,48,,"Concrete four-pillar assessment framework for agentic AI systems validated on a CloudOps case, transferable to evaluating AI-code agents' behavior.",no,Beyond task completion: an assessment framework for evaluating agentic AI systems,Akshathala; Adnan; Ramesh et al.,2026,conferencePaper,acm,yes,10.1145/3786167.3788414,6167.37884,"Recent advances in agentic AI have shifted the focus from standalone Large Language Models (LLMs) to integrated systems that combine LLMs with tools, memory, and other agents to perform complex tasks. These multi-agent architectures enable coordinated reasoning, planning, and execution across diverse domains, allowing agents to collaboratively automate complex workflows. Despite these advances, evaluation and assessment of LLM agents and the multi-agent systems they constitute remain a fundamental challenge. Although various approaches have been proposed in the software engineering literature for evaluating conventional software components, existing methods for AI-based systems often overlook the non-deterministic nature of models. This non-determinism introduces behavioral uncertainty during execution, yet existing evaluations rely on binary task-completion metrics that fail to capture it. Evaluating agentic systems therefore requires examining additional dimensions, including the agent’s ability to invoke tools, ingest and retrieve memory, collaborate with other agents, and interact effectively with its environment. These challenges emerged during our ongoing industry collaboration with MontyCloud Inc., an industrial partner in the domain of Autonomous CloudOps, when we deployed an agentic system in production. These limitations surfaced during deployment, highlighting practical gaps in the current evaluation methods and the need for a systematic assessment of agent behavior beyond task outcomes. Informed by these observations and established definitions of agentic systems, we propose an end-to-end Agent Assessment Framework with four evaluation pillars encompassing LLMs, Memory, Tools, and Environment. We validate the framework on a representative Autonomous CloudOps use case, where experiments reveal behavioral deviations overlooked by conventional metrics, demonstrating its effectiveness in capturing runtime uncertainties."
UIXCRBQX,core,76,,Empirical comparison of breaking changes in agentic vs human PRs with a 'Confidence Trap' finding directly informing when to trigger stricter human review of AI code.,no,"Safer builders, risky maintainers: a comparative study of breaking changes in human vs agentic PRs",Ferdous; Banik; Chowdhury et al.,2026,preprint,arxiv,yes,,2603.27524,"AI coding agents are increasingly integrated into modern software engineering workflows, actively collaborating with human developers to create pull requests (PRs) in open-source repositories. Although coding agents improve developer productivity, they often generate code with more bugs and security issues than human-authored code. While human-authored PRs often break backward compatibility, leading to breaking changes, the potential for agentic PRs to introduce breaking changes remains underexplored. The goal of this paper is to help developers and researchers evaluate the reliability of AI-generated PRs by examining the frequency and task contexts in which AI agents introduce breaking changes. We conduct a comparative analysis of 7,191 agent-generated PRs with 1402 human-authored PRs from Python repositories in the AIDev dataset. We develop a tool that analyzes code changes in commits corresponding to the agentic PRs and leverages an abstract syntax tree (AST) based analysis to detect potential breaking changes. Our findings show that AI agents introduce fewer breaking changes overall than humans (3.45% vs. 7.40%) in code generation tasks. However, agents exhibit substantially higher risk during maintenance tasks, with refactoring and chore changes introducing breaking changes at rates of 6.72% and 9.35%, respectively. We also identify a ""Confidence Trap"" where highly confident agentic PRs still introduce breaking changes, indicating the need for stricter review during maintenance oriented changes regardless of reported confidence score."
RQI8NXJL,context,42,,"Enterprise identity/authorization governance for autonomous agents (incl. coding agents) with concrete framework, adjacent to code oversight.",no,"Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit",Hariharan Ramachandran; Gour Mishra,2026,journalArticle,ssrn,no,,,"Cisco's finding that 26% of analyzed agent skills contain security vulnerabilities, and architectural analysis of credential inheritance patterns in Claude / Code Agent Teams, Cursor FastRender (2,000 concurrent agents), and OpenClaw (30,000+ internet-exposed instances). / AI Agents, Identity Governance, Authorization, Delegation, Multi-agent Systems, Prompt Injection, Zero Trust, MCP, Enterprise Security, LLM Security"
R9CDT9KB,core,80,,"Trust-calibrated LLM pipeline routing uncertain cases to human review in DevSecOps, an operationalizable human-in-the-loop oversight trigger.",no,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows,A. Mahmud; Y. Rawajfih; R. Arnold,2025,conferencePaper,ieee,yes,10.1109/ACSACW69556.2025.00074,,"The integration of automated security testing into continuous delivery pipelines is a topic of high interest in the software development field. Despite its obvious value, automated security testing often suffers from excessive false positives that erode developer trust and delay secure releases. While large language models (LLMs) demonstrate strong code understanding, most LLM security tools operate as single-shot classifiers without communicating decision uncertainty. To address these issues, we present a trust-calibrated architecture that decomposes vulnerability assessment into sequential analytical stages: classification, impact analysis, and deployment action recommendation. Our system employs multi-LLM ensembling with explicit confidence propagation, enabling intelligent routing between automated gates and human review based on model certainty. Evaluation of our system demonstrates strong classification performance with well-calibrated uncertainty estimates, substantially outperforming traditional static analysis while providing transparency unavailable in current approaches. We provide comprehensive validation of vulnerability type classification across diverse weakness categories and severity levels. The confidence-aware design enables organizations to adapt enforcement strictness to prediction reliability, routing uncertain cases to human expertise while automating high-confidence decisions."
A8FT9SZP,context,40,,"Organizational-readiness/autonomy-level framework mapping governance prerequisites, adjacent and structured but broad and not code-specific.",no,From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness,Michael Bednar-Brandt,2026,journalArticle,ssrn,no,,,"R. et al., 2023), user control mechanisms (Feng et al., 2025), or liability allocation (Morris, J. et al., 2024). / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / artificial intelligence, AI autonomy, AI agency, organisational readiness, recursive self-improvement, agentic AI, organisational transformation, multi-agent"
7GE63LDE,core,70,,"Human-in-the-loop LLM code repair with measured hallucination rates, an operationalizable oversight trigger for AI-generated code.",yes,Repairing infrastructure-as-code using large language models,Low; Cheh; Chen,2024,conferencePaper,"scopus,wos",no,10.1109/SecDev61143.2024.00008,,"Infrastructure-as-Code (IaC) is the practice of provisioning and managing cloud resources using machine-readable code. IaC is seeing increased adoption because it enhances transparency and reliability of infrastructure operations. However, as any software code, IaC can also contain misconfigurations, which can lead to insecure infrastructure, which may result in data breaches. Existing IaC scanning tools are able to detect common misconfigurations in IaC but they require IaC developers to manually repair the code. Recent advances in Large Language Models (LLMs) have led to promising results in applying LLMs to Automatic Program Repair (APR) tasks for code written in different languages. In this work, we propose an LLM-based approach to fix misconfigurations in IaC code. After misconfigurations in IaC code are identified by scanning tools, we feed the LLMs with the IaC code, details about the misconfigurations, and additional context provided by a human-in-the-loop and prompt the LLM to generate the repaired IaC code. We tested our approach on several vulnerable IaC repositories and found that the GPT-4 model from OpenAI suggests fixes that reduce up to 84.7% of the misconfiguration alarms produced by the scanners and our two-pass solution significantly improves the performance over a one-pass only approach. However, of the fixes suggested, we manually determined that only 79.6% actually solve the problem, while the remaining 20.4% are hallucinated fixes. Specifically, LLM hallucinations in the generated outputs pass checks for misconfigurations but fail other syntax and schema validation checks or do not address the underlying security issue. We propose a few potential approaches to tackle this challenge.  © 2024 IEEE."
B56YY529,context,60,,"SLR on accountability/governance frameworks for low-code/no-code AI where direct oversight is diminished, closely adjacent and transferable.",no,Algorithmic accountability of low-code/No-code artificial intelligence: a literature review,Somer,2025,conferencePaper,scopus,no,,,"Algorithmic Accountability of Low-Code/No-Code Artificial Intelligence (LCNC AI) presents a significant challenge, as these platforms democratize AI development while diminishing direct oversight. Unlike traditional AI systems, applications built with LCNC AI tools often lack governance structures, increasing risks of bias, opacity, and regulatory non-compliance. Organizations struggle to implement accountability mechanisms as non-technical users deploy AI without comprehensive validation frameworks. This study conducts a Structured Literature Review (SLR) to analyze existing research on algorithmic accountability in LCNC AI. The findings highlight critical risks, governance approaches, and accountability frameworks essential for mitigating ethical and compliance concerns. The study emphasizes the necessity of hybrid governance approaches, integrating organizational oversight with user-driven compliance measures. To bridge research gaps, this study proposes a research agenda aimed at refining ethical and regulatory frameworks for LCNC AI. By providing concrete governance strategies, this study offers practical recommendations for organizations to ensure accountable and responsible LCNC AI deployment. © (2025) by Association for Information Systems (AIS) All rights reserved."
KWD6CKFR,context,38,,"Argues a monitoring-to-authorization shift in agentic AI governance, a transferable enforcement-architecture thesis not specific to code.",no,From monitoring to authorization: the structural shift emerging in agentic AI governance,Edward Meyman,2026,journalArticle,ssrn,no,,,"systems transition from generating content to executing real-world side effects—writing to databases, initiating transactions, modifying infrastructure—the governance / It argues that traditional compliance mechanisms—deterrence, accountability, escalation, and documentation—are structurally mismatched to autonomous systems / Agentic AI, AI governance, authorization boundary, enforcement architecture, AI regulation, regulatory compliance, algorithmic accountability, AI risk / management, deterministic governance, evidence-grade governance, independent verification, policy-state binding"
6VDFSHZW,context,38,,Argues for ongoing post-release evaluation beyond disclosure for AI transparency — transferable oversight concept but general and largely argumentative.,no,Beyond algorithmic disclosure for AI,Christopher S. Yoo,2024,journalArticle,ssrn,no,,,"emergent phenomena, such as proxy discrimination, interactions among multiple agents, the impact of adverse environments, and the well-known tendency of generative / AI to hallucinate, makes ongoing post-release evaluation a critical component of any system of AI transparency."
VZN9KJ7H,core,70,,Provides an operationalizable mechanism (compiler diagnostics) that grounds human review and AI self-correction of AI-generated code security.,no,Compile-time security analysis and optimization of sensitive string producers,Samuel; Palmer; Summa et al.,2026,preprint,arxiv,no,,2605.16561,"Content composition vulnerabilities remain among the most prevalent and persistent classes of security weakness in deployed software. Prior mitigations, including developer training, static analysis tools, and domain-specific template languages, each face diminishing returns; AI code generation inherits these limitations and introduces new ones, reproducing insecure patterns from training data and lacking reliable context for self-correction. This paper introduces a general framework for secure content composition that extends across content languages and integrates directly into general-purpose programming languages via additive changes to string expression syntax. We define a language design goal of minimizing the lexical distance between secure and insecure idioms, and show that this goal admits practical compilation strategies: static analyses specified in terms of dynamic semantics, runtime performance approaching naïve string concatenation, and developer-facing diagnostics surfaced as compile-time errors or warnings. The approach enables an effective division of labor: security engineers encode composition hazards in libraries once; developers and AI coding agents select the appropriate library primitive to implement features correctly without needing to internalize specialist security knowledge; compiler diagnostics provide objective, position-keyed feedback that grounds both human review and iterative AI self-correction; and security responders focus on keeping libraries current rather than auditing ad-hoc security decisions distributed across a codebase."
EPHPTBA2,context,48,,"Execution-authority governance for LLM agents acting in enterprise infrastructure is close to controlling agentic code execution, though security-framed.",no,Protocol-mediated execution governance for LLM agent systems,Ari Harrison,2026,journalArticle,ssrn,no,,,"As large language models transition from conversational assistants to autonomous agents capable of executing actions inside enterprise infrastructure, / AI governance, LLM agents, execution authority, Model Context Protocol, Zero Trust architecture, prompt injection, tool-mediated execution, confused deputy"
4F5PX7PE,context,55,,"Empirical field experiment on human-in-the-loop vetting and situational automation bias, strong evidence base transferable to code oversight.",no,Decision-making with human-in-the-loop: a field experiment of explained AI in public administration,Leid Zejnilovic; Susana Lavado; Carlos Soares et al.,2020,journalArticle,ssrn,no,,,"In public administration, humans usually vet Artificial Intelligence (AI) outputs that impact high-stakes, consequential decisions. / Yet, adding humans to the decision-making process results in complexities and nuances that arise from the interaction of humans and AI. / human-computer decision-making, explainable AI, frontline employees, situational automation bias"
QLMUYYQ3,context,36,,Proposal to translate fault-prediction metrics into LLM risk explanations supports human review decisions but is early-stage (no results) and not AI-code-specific.,no,Explaining code risk in OSS: towards LLM-generated fault prediction interpretations,E. K. Adejumo; B. Johnson,2025,conferencePaper,ieee,yes,10.1109/ASEW67777.2025.00046,,"Open Source Software (OSS) has become a very important and crucial infrastructure worldwide because of the value it provides. OSS typically depends on contributions from developers across diverse backgrounds and levels of experience. Making safe changes, such as fixing a bug or implementing a new feature, can be challenging, especially in object-oriented systems where components are interdependent. Static analysis and defect-prediction tools produce metrics (e.g., complexity, coupling) that flag potentially fault-prone components, but these signals are often hard for contributors new or unfamiliar with the codebase to interpret. Large Language Models (LLMs) have shown strong performance on software engineering tasks such as code summarization and documentation generation. Building on this progress, we investigate whether LLMs can translate faultprediction metrics into clear, human-readable risk explanations and actionable guidance to help OSS contributors plan and review code modifications. We outline explanation types that an LLM-generated assistant could provide (descriptive, contextual, and actionable explanations). We also outline our next steps to assess usefulness through a task-based study with OSS contributors, comparing metric-only baselines to LLM-generated explanations on decision quality, time-to-completion, and error rates."
PFC45HM7,context,48,,Concrete generative-AI audit framework (system/model/application tiers) transferable to AI-code oversight but not code-specific.,no,A blueprint for auditing generative AI,Jakob Mökander; Justin Curl; Mihir Kshirsagar,2024,journalArticle,ssrn,no,,,"The widespread use of generative AI systems is coupled with significant ethical and social challenges. / ), model audits (of generative AI systems after pre-training but prior to their release), and application audits (of applications based on top of generative / Auditing, Generative AI, Artificial Intelligence, Governance, Regulation, Accountability, Large language models, Ethics"
PMPV54J9,discard,30,out-of-scope,"Framework for integrating AI agents into org/team structures, workforce focus with no oversight-of-code angle.",yes,From tools to teammates: a framework for integrating AI agents into organizational structures,Mikhail Karpov,2026,journalArticle,ssrn,no,,,"Customer‑facing scenarios introduce distinct challenges around trust, brand voice, and liability compared to internal use cases. / AI agents, organizational structure, human-AI collaboration, agentic AI, hybrid teams, team dynamics, workforce transformation"
CJ6UBWCX,context,45,,"Authorization-boundary governance framework with concrete anti-laundering tests for regulated agentic AI, transferable but not tied to AI-generated code.",no,The authorization boundary: why MCP and AI gateways are necessary—but not sufficient—for regulated agentic AI,Edward Meyman,2026,journalArticle,ssrn,no,,,"This paper defines the “authorization boundary” for agentic AI systems in regulated environments and distinguishes access authorization (OAuth-based / effect-token–gated execution—and proposes five anti-laundering tests for detecting superficial governance claims. / Artificial Intelligence, AI Governance, Agentic AI, Model Context Protocol, MCP, Regulatory Compliance, Authorization, Financial Regulation, Health Law / , Administrative Law, Information Governance, Algorithmic Accountability"
